name,fit_days,strategy,origin,teacher,horizon,station,direction,autograd,central_difference,absolute_error,allowed_error
h432_OOF_o342,432,OOF,342,342,90,ATU1,history,-0.003254144278847041,-0.0032541442769595803,1.887460673866137e-12,1.325414427884704e-07
h432_OOF_o342,432,OOF,342,342,90,ATU1,gates,0.00939814392964178,0.009398143930097747,4.559668614900758e-13,1.939814392964178e-07
h432_OOF_o342,432,OOF,342,342,90,ATU5,history,-0.003927603756360393,-0.00392760375472756,1.6328327578918334e-12,1.3927603756360393e-07
h432_OOF_o342,432,OOF,342,342,90,ATU5,gates,0.03276991204576407,0.03276991203463031,1.113376058015092e-11,4.276991204576407e-07
h432_OOF_o342,432,OOF,342,342,90,MJ3,history,-0.0012801442630404384,-0.0012801442628163073,2.2413104358576241e-13,1.1280144263040438e-07
h432_OOF_o342,432,OOF,342,342,90,MJ3,gates,0.03611146447666427,0.0361114644797933,3.1290248170279256e-12,4.6111464476664273e-07
h432_OOF_o342,432,OOF,342,342,90,MJ1,history,-2.3617392688762232e-05,-2.3617385824792333e-05,6.863969899325315e-12,1.0023617392688762e-07
h432_OOF_o342,432,OOF,342,342,90,MJ1,gates,-0.007067394512598517,-0.007067394519610914,7.01239673966958e-12,1.706739451259852e-07
h612_CURRENT_o612,612,CURRENT,612,612,180,ATU1,history,-0.003983335785324776,-0.003983335788299014,2.974238043351729e-12,1.3983335785324776e-07
h612_CURRENT_o612,612,CURRENT,612,612,180,ATU1,gates,-0.025366463111629323,-0.02536646311196433,3.3500632823368903e-13,3.5366463111629325e-07
h612_CURRENT_o612,612,CURRENT,612,612,180,ATU5,history,-0.0038834382879782137,-0.003883438290386287,2.4080733067310955e-12,1.3883438287978215e-07
h612_CURRENT_o612,612,CURRENT,612,612,180,ATU5,gates,-0.007276442968241979,-0.007276442966219764,2.0222148608417534e-12,1.727644296824198e-07
h612_CURRENT_o612,612,CURRENT,612,612,180,MJ3,history,0.0010297661810232954,0.0010297661792724178,1.7508776546659721e-12,1.1029766181023295e-07
h612_CURRENT_o612,612,CURRENT,612,612,180,MJ3,gates,-0.02244194858137473,-0.02244194857708298,4.291750982376996e-12,3.244194858137473e-07
h612_CURRENT_o612,612,CURRENT,612,612,180,MJ1,history,0.0014120099312049104,0.001412009939527614,8.322703637375639e-12,1.141200993120491e-07
h612_CURRENT_o612,612,CURRENT,612,612,180,MJ1,gates,0.001477866860964086,0.001477866870547295,9.583209009331184e-12,1.1477866860964086e-07
h612_IN_o252,612,IN,252,612,180,ATU1,history,-0.002732422023580842,-0.0027324220219782087,1.6026333905794221e-12,1.2732422023580843e-07
h612_IN_o252,612,IN,252,612,180,ATU1,gates,-0.01552425686851163,-0.015524256866822348,1.6892823945235946e-12,2.552425686851163e-07
h612_IN_o252,612,IN,252,612,180,ATU5,history,-0.002642540767843829,-0.0026425407653740685,2.4697605072176998e-12,1.2642540767843828e-07
h612_IN_o252,612,IN,252,612,180,ATU5,gates,-0.02765567402129563,-0.027655674020299333,9.962967950638557e-13,3.765567402129563e-07
h612_IN_o252,612,IN,252,612,180,MJ3,history,0.00011814477915209531,0.00011814478562133245,6.469237133293303e-12,1.0118144779152095e-07
h612_IN_o252,612,IN,252,612,180,MJ3,gates,-0.034923084699001905,-0.03492308469077443,8.227474257438416e-12,4.4923084699001905e-07
h612_IN_o252,612,IN,252,612,180,MJ1,history,0.0011464072440643509,0.0011464072482980647,4.2337138569242816e-12,1.114640724406435e-07
h612_IN_o252,612,IN,252,612,180,MJ1,gates,-0.022094802564459275,-0.022094802562544476,1.9147981811240555e-12,3.2094802564459277e-07
h612_IN_o342,612,IN,342,612,180,ATU1,history,-0.0018941668796263137,-0.0018941668677996402,1.1826673538065102e-11,1.1894166879626314e-07
h612_IN_o342,612,IN,342,612,180,ATU1,gates,0.020307416802961442,0.020307416800924294,2.0371482278846997e-12,3.030741680296144e-07
h612_IN_o342,612,IN,342,612,180,ATU5,history,-0.005810626013309527,-0.005810626028945886,1.5636358527415517e-11,1.5810626013309526e-07
h612_IN_o342,612,IN,342,612,180,ATU5,gates,0.036135525660759955,0.03613552566200662,1.2466624954576844e-12,4.613552566075996e-07
h612_IN_o342,612,IN,342,612,180,MJ3,history,-0.0029902507754845232,-0.0029902507692192155,6.265307717079338e-12,1.2990250775484522e-07
h612_IN_o342,612,IN,342,612,180,MJ3,gates,-0.005735536710878557,-0.005735536706685806,4.192751180964738e-12,1.5735536710878556e-07
h612_IN_o342,612,IN,342,612,180,MJ1,history,0.0014929699240470357,0.0014929699254651039,1.4180681368741732e-12,1.1492969924047035e-07
h612_IN_o342,612,IN,342,612,180,MJ1,gates,-0.007942435623317957,-0.007942435614749499,8.568458442770321e-12,1.7942435623317957e-07
h612_IN_o432,612,IN,432,612,180,ATU1,history,-0.0018273870312672368,-0.0018273870250329336,6.234303221233639e-12,1.1827387031267236e-07
h612_IN_o432,612,IN,432,612,180,ATU1,gates,0.14339165607762203,0.1433916560766857,9.363343433932414e-13,1.5339165607762203e-06
h612_IN_o432,612,IN,432,612,180,ATU5,history,-0.0013800873919407786,-0.0013800873999159078,7.975129237558498e-12,1.1380087391940779e-07
h612_IN_o432,612,IN,432,612,180,ATU5,gates,0.21239235821351043,0.21239235823422573,2.0715290593997793e-11,2.2239235821351045e-06
h612_IN_o432,612,IN,432,612,180,MJ3,history,0.0025997398368474436,0.002599739828967884,7.879559418139115e-12,1.2599739836847445e-07
h612_IN_o432,612,IN,432,612,180,MJ3,gates,0.030018477456298674,0.030018477464865963,8.567289239147513e-12,4.001847745629868e-07
h612_IN_o432,612,IN,432,612,180,MJ1,history,0.0003279623543894428,0.00032796235727161616,2.882173341135774e-12,1.0327962354389442e-07
h612_IN_o432,612,IN,432,612,180,MJ1,gates,0.00968761406320106,0.009687614063724759,5.236991396095902e-13,1.968761406320106e-07
h612_OOF_o252,612,OOF,252,252,180,ATU1,history,-0.001603007874963449,-0.0016030078861528627,1.1189413761866773e-11,1.1603007874963449e-07
h612_OOF_o252,612,OOF,252,252,180,ATU1,gates,-0.02319403622183311,-0.02319403621803273,3.80038014946571e-12,3.319403622183311e-07
h612_OOF_o252,612,OOF,252,252,180,ATU5,history,-0.0010597699233602835,-0.0010597699180020514,5.3582320871936595e-12,1.1059769923360283e-07
h612_OOF_o252,612,OOF,252,252,180,ATU5,gates,-0.0039666134092450865,-0.003966613418976417,9.731330324891374e-12,1.3966613409245088e-07
h612_OOF_o252,612,OOF,252,252,180,MJ3,history,-0.0017362916555261525,-0.0017362916548968597,6.29292841794471e-13,1.1736291655526152e-07
h612_OOF_o252,612,OOF,252,252,180,MJ3,gates,-0.01788784605127349,-0.017887846041897415,9.376076304246084e-12,2.788784605127349e-07
h612_OOF_o252,612,OOF,252,252,180,MJ1,history,0.00025510189091791706,0.0002551018896124191,1.3054979731801086e-12,1.0255101890917916e-07
h612_OOF_o252,612,OOF,252,252,180,MJ1,gates,0.0742822115101533,0.07428221150684866,3.3046343439480097e-12,8.42822115101533e-07
h612_OOF_o342,612,OOF,342,342,180,ATU1,history,-0.002498588408134596,-0.002498588404231672,3.902923990939389e-12,1.2498588408134595e-07
h612_OOF_o342,612,OOF,342,342,180,ATU1,gates,-0.010274207005384537,-0.010274207015714687,1.0330149929904664e-11,2.0274207005384537e-07
h612_OOF_o342,612,OOF,342,342,180,ATU5,history,-0.0036234892084520826,-0.003623489208681718,2.296353211750368e-13,1.3623489208452082e-07
h612_OOF_o342,612,OOF,342,342,180,ATU5,gates,0.025489364552340136,0.025489364552377932,3.779615509458267e-14,3.5489364552340136e-07
h612_OOF_o342,612,OOF,342,342,180,MJ3,history,-0.0019285391137005249,-0.0019285391172907394,3.5902144972232986e-12,1.1928539113700524e-07
h612_OOF_o342,612,OOF,342,342,180,MJ3,gates,0.01857387018566438,0.018573870197435838,1.1771458807707802e-11,2.8573870185664377e-07
h612_OOF_o342,612,OOF,342,342,180,MJ1,history,-0.00136716248158759,-0.0013671624832234384,1.6358483578143845e-12,1.136716248158759e-07
h612_OOF_o342,612,OOF,342,342,180,MJ1,gates,-0.0039464230631590935,-0.00394642304391013,1.9248963534224117e-11,1.3946423063159094e-07
h612_OOF_o432,612,OOF,432,432,180,ATU1,history,-0.0010612612591419414,-0.0010612612413862799,1.7755661524399002e-11,1.1061261259141942e-07
h612_OOF_o432,612,OOF,432,432,180,ATU1,gates,-0.07511147484288598,-0.07511147483152403,1.1361953045074813e-11,8.511147484288599e-07
h612_OOF_o432,612,OOF,432,432,180,ATU5,history,0.00014764003187188565,0.000147640036307628,4.4357423550217545e-12,1.0147640031871885e-07
h612_OOF_o432,612,OOF,432,432,180,ATU5,gates,-0.11165081533986372,-0.11165081533343056,6.433159560614854e-12,1.2165081533986374e-06
h612_OOF_o432,612,OOF,432,432,180,MJ3,history,0.003313364776106129,0.003313364760337833,1.5768295957147016e-11,1.331336477610613e-07
h612_OOF_o432,612,OOF,432,432,180,MJ3,gates,0.013650993494374907,0.013650993485603278,8.771629256276725e-12,2.365099349437491e-07
h612_OOF_o432,612,OOF,432,432,180,MJ1,history,-0.0014835521922630301,-0.0014835521811029648,1.1160065276419329e-11,1.148355219226303e-07
h612_OOF_o432,612,OOF,432,432,180,MJ1,gates,-0.14940485201096476,-0.1494048520234159,1.245115122117113e-11,1.5940485201096477e-06
