origin,seed,arm,step,mae,rmse,bplus_rmse
792,0,GRU_GRAPH,50,19.447640655701591,21.658793291505223,27.313324693235963
792,0,GRU_GRAPH,100,22.61852556256822,25.31264068411587,27.313324693235963
792,0,GRU_GRAPH,200,25.033402480422307,27.522000592432498,27.313324693235963
792,0,COND_ATTN,0,23.582514327478208,27.313324693235963,27.313324693235963
792,0,COND_ATTN,50,40.704594315034718,43.467308372654479,27.313324693235963
792,0,COND_ATTN,100,40.641006613964741,43.753542773580754,27.313324693235963
792,0,COND_ATTN,200,41.472688833966153,44.26227252252378,27.313324693235963
792,1,GRU_LOCAL,0,23.582514327478208,27.313324693235963,27.313324693235963
792,1,GRU_LOCAL,50,22.005851924491889,24.744148080299055,27.313324693235963
792,1,GRU_LOCAL,100,24.684975288249092,27.589026686239858,27.313324693235963
792,1,GRU_LOCAL,200,29.849629741091146,32.799098758827284,27.313324693235963
792,1,GRU_GRAPH,0,23.582514327478208,27.313324693235963,27.313324693235963
792,1,GRU_GRAPH,50,21.932952028260377,24.670091550835362,27.313324693235963
792,1,GRU_GRAPH,100,24.686333597827499,27.604757568939352,27.313324693235963
792,1,GRU_GRAPH,200,29.870271782750152,32.844849438357272,27.313324693235963
792,1,COND_ATTN,0,23.582514327478208,27.313324693235963,27.313324693235963
792,1,COND_ATTN,50,40.847404324560245,43.763487474506334,27.313324693235963
792,1,COND_ATTN,100,41.666954559976503,44.074207133602371,27.313324693235963
792,1,COND_ATTN,200,41.978026546964564,43.82943771523194,27.313324693235963
792,2,GRU_LOCAL,0,23.582514327478208,27.313324693235963,27.313324693235963
792,2,GRU_LOCAL,50,21.774387224385784,24.250272049973958,27.313324693235963
792,2,GRU_LOCAL,100,24.607342485981125,27.022130008707247,27.313324693235963
792,2,GRU_LOCAL,200,27.893136653917558,30.312507701397763,27.313324693235963
792,2,GRU_GRAPH,0,23.582514327478208,27.313324693235963,27.313324693235963
792,2,GRU_GRAPH,50,21.451444667566363,23.920226914508572,27.313324693235963
792,2,GRU_GRAPH,100,24.427909402078246,26.831915428327569,27.313324693235963
792,2,GRU_GRAPH,200,27.849756621459374,30.264118907627807,27.313324693235963
792,2,COND_ATTN,0,23.582514327478208,27.313324693235963,27.313324693235963
792,2,COND_ATTN,50,34.624572063534124,36.438288858459117,27.313324693235963
792,2,COND_ATTN,100,36.821868662370704,38.661759850339116,27.313324693235963
792,2,COND_ATTN,200,37.336927500606507,38.82324448657954,27.313324693235963
972,0,GRU_LOCAL,0,61.56310565471518,67.16738918938411,67.16738918938411
972,0,GRU_LOCAL,50,37.583289942038931,42.75803901540516,67.16738918938411
972,0,GRU_LOCAL,100,37.132051929352841,42.264773776337506,67.16738918938411
972,0,GRU_LOCAL,200,32.371968861415986,36.91139851819301,67.16738918938411
972,0,GRU_GRAPH,0,61.56310565471518,67.16738918938411,67.16738918938411
972,0,GRU_GRAPH,50,37.697960614464968,42.863628429651001,67.16738918938411
972,0,GRU_GRAPH,100,37.201268881668916,42.312505791754248,67.16738918938411
972,0,GRU_GRAPH,200,31.953375054961715,36.454728845126041,67.16738918938411
972,0,COND_ATTN,0,61.56310565471518,67.16738918938411,67.16738918938411
972,0,COND_ATTN,50,51.743687936428834,56.935483448521396,67.16738918938411
972,0,COND_ATTN,100,42.455932335138762,46.659213958294018,67.16738918938411
972,0,COND_ATTN,200,42.2068084772026,46.747906686359684,67.16738918938411
972,1,GRU_LOCAL,0,61.56310565471518,67.16738918938411,67.16738918938411
972,1,GRU_LOCAL,50,29.56938762033483,35.515081679807018,67.16738918938411
972,1,GRU_LOCAL,100,31.805867558130277,37.378354189654026,67.16738918938411
972,1,GRU_LOCAL,200,33.856421566558481,38.334366786608179,67.16738918938411
972,1,GRU_GRAPH,0,61.56310565471518,67.16738918938411,67.16738918938411
972,1,GRU_GRAPH,50,29.714258252684729,35.595514403105931,67.16738918938411
972,1,GRU_GRAPH,100,31.836458228213758,37.377676360553274,67.16738918938411
972,1,GRU_GRAPH,200,33.603729397380384,38.05431711206613,67.16738918938411
972,1,COND_ATTN,0,61.56310565471518,67.16738918938411,67.16738918938411
972,1,COND_ATTN,50,53.24169470777872,59.763403821336972,67.16738918938411
972,1,COND_ATTN,100,46.981076623487667,52.164753169012435,67.16738918938411
972,1,COND_ATTN,200,41.211725545583569,45.47011301221341,67.16738918938411
972,2,GRU_LOCAL,0,61.56310565471518,67.16738918938411,67.16738918938411
972,2,GRU_LOCAL,50,35.267090639554077,40.335724456930215,67.16738918938411
972,2,GRU_LOCAL,100,36.54455548395012,41.806031975750287,67.16738918938411
972,2,GRU_LOCAL,200,33.333424246514241,37.875808117914033,67.16738918938411
972,2,GRU_GRAPH,0,61.56310565471518,67.16738918938411,67.16738918938411
972,2,GRU_GRAPH,50,35.646016781536858,40.575207765303574,67.16738918938411
972,2,GRU_GRAPH,100,36.593021628548712,41.695704575944582,67.16738918938411
972,2,GRU_GRAPH,200,33.660836038890977,38.070085135122113,67.16738918938411
972,2,COND_ATTN,0,61.56310565471518,67.16738918938411,67.16738918938411
972,2,COND_ATTN,50,51.886449156827652,55.761735001867272,67.16738918938411
972,2,COND_ATTN,100,45.502737020313603,50.854268545900823,67.16738918938411
972,2,COND_ATTN,200,42.763123963736035,47.426706334914044,67.16738918938411
1168,0,GRU_LOCAL,0,6.9016892503619642,9.1241732177745973,9.1241732177745973
1168,0,GRU_LOCAL,50,13.379306900877335,15.925088563046481,9.1241732177745973
1168,0,GRU_LOCAL,100,10.910070806047649,14.467473239825672,9.1241732177745973
1168,0,GRU_LOCAL,200,10.892125439226826,14.755458455809626,9.1241732177745973
1168,0,GRU_GRAPH,0,6.9016892503619642,9.1241732177745973,9.1241732177745973
1168,0,GRU_GRAPH,50,13.2930419328122,15.849472429827152,9.1241732177745973
1168,0,GRU_GRAPH,100,10.738682324502809,14.30388309239509,9.1241732177745973
1168,0,GRU_GRAPH,200,10.588689120861911,14.403435220060109,9.1241732177745973
1168,0,COND_ATTN,0,6.9016892503619642,9.1241732177745973,9.1241732177745973
1168,0,COND_ATTN,50,19.212448556659041,22.1732332444032,9.1241732177745973
1168,0,COND_ATTN,100,20.292697218980841,24.112357999061345,9.1241732177745973
1168,0,COND_ATTN,200,27.319813730611873,30.19024317222275,9.1241732177745973
1168,1,GRU_LOCAL,0,6.9016892503619642,9.1241732177745973,9.1241732177745973
1168,1,GRU_LOCAL,50,8.846454273314853,11.66591171224986,9.1241732177745973
1168,1,GRU_LOCAL,100,8.8482457586924337,11.940607835206107,9.1241732177745973
1168,1,GRU_LOCAL,200,9.5609843438855364,12.583167076262844,9.1241732177745973
1168,1,GRU_GRAPH,0,6.9016892503619642,9.1241732177745973,9.1241732177745973
1168,1,GRU_GRAPH,50,8.8788344957463643,11.695527942375385,9.1241732177745973
1168,1,GRU_GRAPH,100,8.9211127409617799,12.012888995500074,9.1241732177745973
1168,1,GRU_GRAPH,200,9.5764657294515914,12.595188729858625,9.1241732177745973
1168,1,COND_ATTN,0,6.9016892503619642,9.1241732177745973,9.1241732177745973
1168,1,COND_ATTN,50,19.002680791045563,20.709969485391408,9.1241732177745973
1168,1,COND_ATTN,100,20.29772661495684,23.715815183929308,9.1241732177745973
1168,1,COND_ATTN,200,20.330628951412923,24.429837895239679,9.1241732177745973
1168,2,GRU_LOCAL,0,6.9016892503619642,9.1241732177745973,9.1241732177745973
1168,2,GRU_LOCAL,50,9.414098817393814,12.506525481894389,9.1241732177745973
1168,2,GRU_LOCAL,100,10.846284528531204,14.19318172562714,9.1241732177745973
1168,2,GRU_LOCAL,200,12.953894881258323,16.389186338297364,9.1241732177745973
1168,2,GRU_GRAPH,0,6.9016892503619642,9.1241732177745973,9.1241732177745973
1168,2,GRU_GRAPH,50,9.5451375245615093,12.651572870861168,9.1241732177745973
1168,2,GRU_GRAPH,100,10.896060046293634,14.243812685198026,9.1241732177745973
1168,2,GRU_GRAPH,200,13.288071935394663,16.660261206281842,9.1241732177745973
1168,2,COND_ATTN,0,6.9016892503619642,9.1241732177745973,9.1241732177745973
1168,2,COND_ATTN,50,19.511951693584688,23.077465439694887,9.1241732177745973
1168,2,COND_ATTN,100,19.694526818683304,24.114341370947308,9.1241732177745973
1168,2,COND_ATTN,200,19.627274104660614,24.859882718199021,9.1241732177745973
612,ensemble,GRU_LOCAL,0,29.431282942901536,34.94954821347779,34.94954821347779
612,ensemble,GRU_LOCAL,50,28.048753688961501,33.427977886269659,34.94954821347779
612,ensemble,GRU_LOCAL,100,29.043975297206334,34.513673258777608,34.94954821347779
612,ensemble,GRU_LOCAL,200,30.330610355044403,35.805508423655453,34.94954821347779
612,ensemble,GRU_GRAPH,0,29.431282942901536,34.94954821347779,34.94954821347779
612,ensemble,GRU_GRAPH,50,27.987110427346217,33.359479703882485,34.94954821347779
612,ensemble,GRU_GRAPH,100,28.923099607631784,34.388798678028976,34.94954821347779
612,ensemble,GRU_GRAPH,200,30.117911787868273,35.600125453594217,34.94954821347779
612,ensemble,COND_ATTN,0,29.431282942901536,34.94954821347779,34.94954821347779
612,ensemble,COND_ATTN,50,46.717904031745633,51.35378214456572,34.94954821347779
612,ensemble,COND_ATTN,100,45.494807193067906,50.261902174130661,34.94954821347779
612,ensemble,COND_ATTN,200,46.682594874754471,51.167311619121691,34.94954821347779
792,ensemble,GRU_LOCAL,0,23.582514327478211,27.313324693235966,27.313324693235963
792,ensemble,GRU_LOCAL,50,20.879684233190677,23.404842075225183,27.313324693235963
792,ensemble,GRU_LOCAL,100,23.912874472501112,26.565155278228083,27.313324693235963
792,ensemble,GRU_LOCAL,200,27.55244264030048,30.127620971352464,27.313324693235963
792,ensemble,GRU_GRAPH,0,23.582514327478211,27.313324693235966,27.313324693235963
792,ensemble,GRU_GRAPH,50,20.771257949002187,23.288987994418626,27.313324693235963
792,ensemble,GRU_GRAPH,100,23.862878734685221,26.512596193102251,27.313324693235963
792,ensemble,GRU_GRAPH,200,27.557753729999959,30.145471331614601,27.313324693235963
792,ensemble,COND_ATTN,0,23.582514327478211,27.313324693235966,27.313324693235963
792,ensemble,COND_ATTN,50,38.720446989951483,41.018855816359881,27.313324693235963
792,ensemble,COND_ATTN,100,39.698523475039053,41.917999545828245,27.313324693235963
792,ensemble,COND_ATTN,200,40.258465013631927,42.081237661174356,27.313324693235963
972,ensemble,GRU_LOCAL,0,61.56310565471518,67.16738918938411,67.16738918938411
972,ensemble,GRU_LOCAL,50,34.08875879804674,39.39351442095888,67.16738918938411
972,ensemble,GRU_LOCAL,100,35.134534763807217,40.419679372699107,67.16738918938411
972,ensemble,GRU_LOCAL,200,33.178448504849804,37.666177264902281,67.16738918938411
972,ensemble,GRU_GRAPH,0,61.56310565471518,67.16738918938411,67.16738918938411
972,ensemble,GRU_GRAPH,50,34.300610686501194,39.536701988812538,67.16738918938411
972,ensemble,GRU_GRAPH,100,35.183973098532597,40.396763332104157,67.16738918938411
972,ensemble,GRU_GRAPH,200,33.061885749745983,37.481242209662462,67.16738918938411
972,ensemble,COND_ATTN,0,61.56310565471518,67.16738918938411,67.16738918938411
972,ensemble,COND_ATTN,50,52.043720698164677,56.998806708316209,67.16738918938411
972,ensemble,COND_ATTN,100,44.914296534153621,49.608473194739524,67.16738918938411
972,ensemble,COND_ATTN,200,41.997002295803959,46.468504398969998,67.16738918938411
1168,ensemble,GRU_LOCAL,0,6.9016892503619669,9.1241732177745991,9.1241732177745973
1168,ensemble,GRU_LOCAL,50,10.111769392519582,13.122163970422676,9.1241732177745973
1168,ensemble,GRU_LOCAL,100,9.9416445162064466,13.385222749474103,9.1241732177745973
1168,ensemble,GRU_LOCAL,200,10.587349591098253,14.283633203294265,9.1241732177745973
1168,ensemble,GRU_GRAPH,0,6.9016892503619669,9.1241732177745991,9.1241732177745973
1168,ensemble,GRU_GRAPH,50,10.156814100838359,13.167458870348892,9.1241732177745973
1168,ensemble,GRU_GRAPH,100,9.9501130999525156,13.384490648145766,9.1241732177745973
1168,ensemble,GRU_GRAPH,200,10.560487811753708,14.257498545879638,9.1241732177745973
1168,ensemble,COND_ATTN,0,6.9016892503619669,9.1241732177745991,9.1241732177745973
1168,ensemble,COND_ATTN,50,18.468185497298002,21.20537161186634,9.1241732177745973
1168,ensemble,COND_ATTN,100,18.52146581897815,22.104472945209132,9.1241732177745973
1168,ensemble,COND_ATTN,200,21.280411920853673,24.70258464052689,9.1241732177745973
