origin,representation,part,station,days,group,mean_mm,rms_mm,sd_mm,min_mm,max_mm,boundary_mean_mm,excess_mean_mm
252,HH,forward,ATU1,90,intercept,0.6950087537346815,0.6950087537346817,1.1102230246251565e-16,0.6950087537346816,0.6950087537346816,0.6950087537346815,0.0
252,HH,forward,ATU1,90,hydro,0.18175473902539166,0.2469636938506684,0.16720131854198533,-0.331452314344823,0.3858690555722953,0.18554222103247978,-0.0037874820070881287
252,HH,forward,ATU1,90,history,-0.6170703427642206,0.7997332320853152,0.5087213722485739,-1.7249012345134667,-0.0012591123820874794,-0.6170703427642206,0.0
252,HH,forward,ATU5,90,intercept,0.01722690611146235,0.017226906111462346,3.469446951953614e-18,0.017226906111462346,0.017226906111462346,0.01722690611146235,0.0
252,HH,forward,ATU5,90,hydro,-0.08666511736961675,0.3883022615561583,0.378507336469107,-1.7104554717689113,1.0005742998984082,-0.07697789356447039,-0.009687223805146363
252,HH,forward,ATU5,90,history,0.884019115117545,0.9048538378728425,0.19305613696540505,0.47974121114982066,1.367152580091251,0.884019115117545,0.0
252,HH,forward,MJ3,90,intercept,-0.9097070112969335,0.9097070112969337,0.0,-0.9097070112969335,-0.9097070112969335,-0.9097070112969335,0.0
252,HH,forward,MJ3,90,hydro,0.5759581689368988,0.8518082822048355,0.6275743280820271,-1.4992509336509623,1.6537778025444496,0.5614891251586883,0.014469043778210393
252,HH,forward,MJ3,90,history,0.19892909978812995,2.230495185762113,2.221606622911772,-2.5192921553214975,4.3249333693359695,0.19892909978812995,0.0
252,HH,forward,MJ1,90,intercept,-3.21497820577975,3.214978205779751,4.440892098500626e-16,-3.2149782057797505,-3.2149782057797505,-3.21497820577975,0.0
252,HH,forward,MJ1,90,hydro,0.4427124903640172,0.9768286913117414,0.8707467732041845,-2.139366688107542,1.915974067715465,0.4326372682226484,0.010075222141368781
252,HH,forward,MJ1,90,history,0.06650060034209554,2.8884720678002265,2.8877064526395784,-3.4771048680448144,5.569704186959665,0.06650060034209554,0.0
252,HHS,train,ATU1,222,intercept,0.8089582378743707,0.8089582378743705,1.1102230246251565e-16,0.8089582378743706,0.8089582378743706,0.8089582378743707,0.0
252,HHS,train,ATU1,222,hydro,-0.1491335635808322,0.7150707540122988,0.699346383030183,-1.9312430975951504,0.8234012750094122,-0.1491335635808322,0.0
252,HHS,train,ATU1,222,history,-0.46145151845496496,0.7115331154767426,0.5416104416789309,-1.4163221894196805,1.088925957968919,-0.46145151845496496,0.0
252,HHS,train,ATU1,222,s,0.06153559908771191,0.11144708648696501,0.09291836810528609,-0.2610777884266763,0.433221345991037,0.06153559908771191,0.0
252,HHS,train,ATU1,222,p,-0.0020965095943003844,0.0024512252862667807,0.0012700995728839916,-0.0022477316493309204,0.011595338405100242,-0.0020965095943003844,0.0
252,HHS,train,ATU1,222,rb,-0.003913386789642397,0.004621269047018137,0.0024579526927059224,-0.005623617537454745,0.021412582332748214,-0.003913386789642397,0.0
252,HHS,train,ATU1,222,rc,0.028789948703871228,0.03831482611953965,0.025281707897193615,-0.08344496366354347,0.044981664214854084,0.028789948703871228,0.0
252,HHS,train,ATU1,222,rE,-0.05853949836458067,0.407215161162102,0.40298550173858605,-0.8222440069198154,1.1097575304066614,-0.05853949836458067,0.0
252,HHS,train,ATU1,222,background,0.022818486587134992,0.1725141059654161,0.17099834334554107,-0.16905749459680766,0.38053804391171164,0.022818486587134992,0.0
252,HHS,train,ATU5,222,intercept,-0.15491715462144823,0.1549171546214482,0.0,-0.15491715462144823,-0.15491715462144823,-0.15491715462144823,0.0
252,HHS,train,ATU5,222,hydro,-0.20075130678441072,1.1008277276080054,1.0823680514016276,-2.2867679510718886,1.5397351146917284,-0.20075130678441072,0.0
252,HHS,train,ATU5,222,history,-0.3411269079888111,0.8673283163399499,0.7974276399593165,-1.9756831982040657,1.4086257142739342,-0.3411269079888111,0.0
252,HHS,train,ATU5,222,s,0.2513195014584806,0.35491211420267127,0.25060151035951633,-1.1353101374155112,0.96919504593723,0.2513195014584806,0.0
252,HHS,train,ATU5,222,p,0.023480593225698794,0.027453355809985765,0.014224924850379593,-0.1298660521967886,0.025174257576474717,0.023480593225698794,0.0
252,HHS,train,ATU5,222,rb,0.018149747672088223,0.021432807855896917,0.011399645258836997,-0.09930860076897928,0.02608156177643268,0.018149747672088223,0.0
252,HHS,train,ATU5,222,rc,0.2600306581495467,0.37528587200622826,0.2705984895556307,-0.6450589281811839,0.6116754314629744,0.2600306581495467,0.0
252,HHS,train,ATU5,222,rE,-0.016295514616387577,0.11335561110217234,0.11217820987934349,-0.22888630082805678,0.3089208237617853,-0.016295514616387577,0.0
252,HHS,train,ATU5,222,background,0.22464684978979996,0.4567534716258721,0.3976902396612286,-0.9766870086019291,0.6433024437063896,0.22464684978979996,0.0
252,HHS,train,MJ3,222,intercept,-0.9911732433748431,0.9911732433748429,1.1102230246251565e-16,-0.991173243374843,-0.991173243374843,-0.9911732433748431,0.0
252,HHS,train,MJ3,222,hydro,0.7149740925933715,2.342632528516566,2.2308606434701845,-2.8001253098342036,6.2788003080844845,0.7149740925933715,0.0
252,HHS,train,MJ3,222,history,0.8381954672344807,4.533034709307411,4.454866107358705,-4.289446584402842,8.530972514265095,0.8381954672344807,0.0
252,HHS,train,MJ3,222,s,-0.658625346774728,1.3476371514426881,1.175728941778007,-6.517993014621113,3.2922623592019464,-0.658625346774728,0.0
252,HHS,train,MJ3,222,p,0.06577521966452274,0.07690395602755797,0.03984769668089172,-0.3637884285163299,0.0705196119223952,0.06577521966452274,0.0
252,HHS,train,MJ3,222,rb,0.07806174187884474,0.09218212532832445,0.04902967147439937,-0.4271245253452812,0.11217633324567221,0.07806174187884474,0.0
252,HHS,train,MJ3,222,rc,-0.28039056516762817,0.4287477721246283,0.324354409661423,-0.712088188587037,0.6719261624481971,-0.28039056516762817,0.0
252,HHS,train,MJ3,222,rE,0.13103374045775745,0.9115029549085373,0.9020353627594896,-2.4840609207941586,1.8404959182374336,0.13103374045775745,0.0
252,HHS,train,MJ3,222,background,-0.3359900607217654,0.5863129562562672,0.4804930402931428,-0.8692286786022041,1.1512689408305798,-0.3359900607217654,0.0
252,HHS,train,MJ1,222,intercept,-3.3833451609124636,3.3833451609124623,4.440892098500626e-16,-3.383345160912463,-3.383345160912463,-3.3833451609124636,0.0
252,HHS,train,MJ1,222,hydro,1.1169809355725175,3.924123692994846,3.7617948305949724,-5.063573861388436,9.810482943904235,1.1169809355725175,0.0
252,HHS,train,MJ1,222,history,0.9980236964816145,6.154308478769764,6.072846248104638,-5.879371096825153,11.524232598773947,0.9980236964816145,0.0
252,HHS,train,MJ1,222,s,-1.042950155924082,1.7739115612370293,1.43492759376504,-7.249092813397572,5.015170946512392,-1.042950155924082,0.0
252,HHS,train,MJ1,222,p,0.0955340283415736,0.11169776022319511,0.05787606644987033,-0.5283779243531888,0.1024249350802948,0.0955340283415736,0.0
252,HHS,train,MJ1,222,rb,0.10174729470185206,0.12015209558840162,0.06390629151452043,-0.5567229722101886,0.14621296121005145,0.10174729470185206,0.0
252,HHS,train,MJ1,222,rc,-0.48780003614618206,0.7694270582575565,0.5950370767562816,-1.2842531263932069,1.1486028689460595,-0.48780003614618206,0.0
252,HHS,train,MJ1,222,rE,0.22449996060033608,1.5616769905917913,1.5454561755786806,-4.255938790260703,3.1533195929989306,0.22449996060033608,0.0
252,HHS,train,MJ1,222,background,-0.30318248379475266,1.3738421796189715,1.339971162383822,-1.7863861412928332,2.825612566416881,-0.30318248379475266,0.0
252,HHS,forward,ATU1,90,intercept,0.8089582378743706,0.8089582378743706,0.0,0.8089582378743706,0.8089582378743706,0.8089582378743706,0.0
252,HHS,forward,ATU1,90,hydro,-0.04578468362626019,0.43805477920069996,0.43565554320565836,-1.0479421643650018,0.5049707740986225,-0.041859288357199806,-0.003925395269060391
252,HHS,forward,ATU1,90,history,-0.970608514898157,0.9759571685634555,0.10203678590386472,-1.1643113642089251,-0.7890704782775925,-0.970608514898157,0.0
252,HHS,forward,ATU1,90,s,0.08711001835346735,0.09877383173250484,0.04656301684362563,0.04367450552086045,0.25595187697481936,0.0851877313817777,0.001922286971689653
252,HHS,forward,ATU1,90,p,-0.0030068880972329236,0.003984327667489133,0.002614094667879944,-0.012008314550928103,-0.0022477316493309204,-0.002247731649330921,-0.0007591564479020031
252,HHS,forward,ATU1,90,rb,-0.0036443282453550736,0.006160140088459631,0.00496650758074068,-0.020765215279313715,-0.0016763712962053596,-0.0024705214002174966,-0.0011738068451375772
252,HHS,forward,ATU1,90,rc,0.049686292151804395,0.04973893691484561,0.0022878412585956476,0.045015851124736,0.05363594811620089,0.04017885070176219,0.009507441450042205
252,HHS,forward,ATU1,90,rE,0.3258938646282602,0.45072285133337936,0.3113587604544775,-0.4570942886377359,1.6499346772051697,0.30925508947685076,0.01663877515140947
252,HHS,forward,ATU1,90,background,0.5816873653398934,0.5934326793423633,0.11748256855972193,0.38478333991333913,0.7852382942851528,0.3805380439117117,0.20114932142818162
252,HHS,forward,ATU5,90,intercept,-0.15491715462144826,0.15491715462144823,2.7755575615628914e-17,-0.15491715462144823,-0.15491715462144823,-0.15491715462144826,0.0
252,HHS,forward,ATU5,90,hydro,0.2797227991103573,0.37081700657353783,0.24343460728094088,-0.1865227892533553,1.0288197824904248,0.282413102499333,-0.002690303388975699
252,HHS,forward,ATU5,90,history,-0.09804242599770839,0.12170515453655417,0.07210982835404899,-0.22229340421213714,0.0713807304158151,-0.09804242599770839,0.0
252,HHS,forward,ATU5,90,s,0.31939822607801766,0.34206362661501777,0.12244303912935926,0.24013262540419847,0.8787365297930531,0.3128674032469609,0.006530822831056747
252,HHS,forward,ATU5,90,p,0.033676696008578234,0.044623872694190624,0.029277468472754656,0.025174257576474717,0.1344913231320913,0.025174257576474714,0.008502438432103514
252,HHS,forward,ATU5,90,rb,0.01690189128826256,0.028569879298967583,0.023033976513779173,0.007774778642220291,0.09630620174669068,0.011457937189116703,0.005443954099145855
252,HHS,forward,ATU5,90,rc,-0.4780272559593558,0.516372394748231,0.1952700504890384,-0.8425161919394365,-0.1567024479222069,-0.2391154718028465,-0.23891178415650915
252,HHS,forward,ATU5,90,rE,0.09071837618707777,0.12546675350889103,0.08667227041009518,-0.127240356847169,0.45928877765630594,0.08608667603156991,0.004631700155507846
252,HHS,forward,ATU5,90,background,0.7333071316970147,0.7351053219361574,0.051385649175220774,0.6453011711419787,0.8215206062712923,0.6433024437063893,0.09000468799062511
252,HHS,forward,MJ3,90,intercept,-0.9911732433748431,0.9911732433748429,1.1102230246251565e-16,-0.991173243374843,-0.991173243374843,-0.9911732433748431,0.0
252,HHS,forward,MJ3,90,hydro,0.20030661083695445,0.8869072673085309,0.8639917606434094,-1.396222141958196,1.8667184442276863,0.1967791600469091,0.0035274507900453105
252,HHS,forward,MJ3,90,history,1.813143582942284,2.581843781295774,1.8380499608690941,-0.6830884135819756,5.0585063692312815,1.813143582942284,0.0
252,HHS,forward,MJ3,90,s,-0.7473332443900778,0.9816614218003381,0.6365156470036393,-3.059034574929948,-0.25319789900469125,-0.7312376318711451,-0.01609561251893291
252,HHS,forward,MJ3,90,p,0.09433714285869231,0.12500301847270454,0.08201376777435598,0.0705196119223952,0.3767450096747864,0.0705196119223952,0.023817530936297092
252,HHS,forward,MJ3,90,rb,0.07269473376964276,0.12287854264638158,0.09906872324330913,0.033439184637674195,0.41421126055892715,0.04928038402959988,0.023414349740042868
252,HHS,forward,MJ3,90,rc,0.7172423817852476,0.7620526620094912,0.2574638332791173,0.29161393142895736,1.1973766743785033,0.38941575907801695,0.3278266227072306
252,HHS,forward,MJ3,90,rE,-0.7294748548838355,1.0088897713502212,0.6969397440434206,-3.6931835479472808,1.0231514798616672,-0.6922309254749027,-0.03724392940893269
252,HHS,forward,MJ3,90,background,1.146769985629998,1.2211213400661274,0.4195901896172846,0.4472048457397363,1.8753256099089726,0.4323188809590369,0.7144511046709612
252,HHS,forward,MJ1,90,intercept,-3.383345160912463,3.383345160912463,0.0,-3.383345160912463,-3.383345160912463,-3.383345160912463,0.0
252,HHS,forward,MJ1,90,hydro,-0.030070637499473238,1.132112717757447,1.131713286335602,-2.421823928653377,2.091994847122423,-0.03385751329610989,0.0037868757966366476
252,HHS,forward,MJ1,90,history,2.045225721625511,3.1791981280338937,2.4339992779160022,-1.2434221374961902,6.479274144074143,2.045225721625511,0.0
252,HHS,forward,MJ1,90,s,-1.233604110844418,1.4338547951285499,0.7308628265419501,-3.7665272111869332,-0.6661815489006444,-1.2078641651046462,-0.02573994573977175
252,HHS,forward,MJ1,90,p,0.13701827717933743,0.18155837366203112,0.11911941389046526,0.1024249350802948,0.5471964763537001,0.10242493508029481,0.034593342099042634
252,HHS,forward,MJ1,90,rb,0.09475182492868528,0.16016244308998387,0.12912823025673395,0.04358532735792229,0.5398915548454644,0.06423307546303945,0.030518749465645822
252,HHS,forward,MJ1,90,rc,1.4210974577249502,1.5026137635613834,0.48819067800582683,0.6126687469788538,2.3311899394140876,0.7883557921250834,0.6327416655998666
252,HHS,forward,MJ1,90,rE,-1.2498084509245313,1.7285297140031215,1.194066082002724,-6.327527231593185,1.7529642832043673,-1.1859984684292015,-0.06380998249532976
252,HHS,forward,MJ1,90,background,4.941070844707709,5.093959425536576,1.238645040595718,2.870006743951379,7.089617170998079,2.8256125664168805,2.115458278290829
342,H,train,ATU1,312,intercept,-4.7057832821985786,4.705783282198578,8.881784197001252e-16,-4.705783282198578,-4.705783282198578,-4.7057832821985786,0.0
342,H,train,ATU1,312,hydro,-1.5373959434197069,10.932107852390155,10.823465055583961,-14.33077622680818,19.912823140278483,-1.5373959434197069,0.0
342,H,train,ATU5,312,intercept,-5.017355203594236,5.017355203594237,8.881784197001252e-16,-5.017355203594237,-5.017355203594237,-5.017355203594236,0.0
342,H,train,ATU5,312,hydro,-1.9727752200401307,14.002783039780775,13.86311980725723,-19.167007232425508,28.55133944854196,-1.9727752200401307,0.0
342,H,train,MJ3,312,intercept,-0.20591278333565868,0.20591278333565874,5.551115123125783e-17,-0.20591278333565874,-0.20591278333565874,-0.20591278333565868,0.0
342,H,train,MJ3,312,hydro,0.17555011891411254,1.8633885636752185,1.8551008314872903,-3.951648436919343,3.6864166535034553,0.17555011891411254,0.0
342,H,train,MJ1,312,intercept,0.7353246973012038,0.7353246973012036,0.0,0.7353246973012038,0.7353246973012038,0.7353246973012038,0.0
342,H,train,MJ1,312,hydro,-0.3773413488096236,3.8376007836561192,3.8190042263915593,-6.792031575658915,7.2629257792586195,-0.3773413488096236,0.0
342,H,forward,ATU1,90,intercept,-4.7057832821985786,4.705783282198578,8.881784197001252e-16,-4.705783282198578,-4.705783282198578,-4.7057832821985786,0.0
342,H,forward,ATU1,90,hydro,6.505612448633523,7.83952011502419,4.374366502941133,-3.4449326988728544,16.260712887614442,6.271844650206415,0.233767798427108
342,H,forward,ATU5,90,intercept,-5.017355203594236,5.017355203594237,8.881784197001252e-16,-5.017355203594237,-5.017355203594237,-5.017355203594236,0.0
342,H,forward,ATU5,90,hydro,5.865984087033167,8.003316265659036,5.444566276466488,-7.592589794668992,18.303183916577268,5.5775432511381045,0.2884408358950643
342,H,forward,MJ3,90,intercept,-0.2059127833356587,0.20591278333565874,2.7755575615628914e-17,-0.20591278333565874,-0.20591278333565874,-0.2059127833356587,0.0
342,H,forward,MJ3,90,hydro,-2.8898582796405936,3.2259631067978063,1.4337214129715943,-6.953964601606921,-0.3048596860885646,-2.937861043355889,0.04800276371529592
342,H,forward,MJ1,90,intercept,0.7353246973012039,0.7353246973012036,1.1102230246251565e-16,0.7353246973012038,0.7353246973012038,0.7353246973012039,0.0
342,H,forward,MJ1,90,hydro,5.733206618407784,5.833629739997443,1.077765194292252,3.9145286385530746,7.5654304933415215,5.737004571050321,-0.0037979526425360793
342,HH,train,ATU1,312,intercept,-4.522311414707608,4.522311414707607,0.0,-4.522311414707608,-4.522311414707608,-4.522311414707608,0.0
342,HH,train,ATU1,312,hydro,-0.9892483255188663,7.34608418259743,7.279171695204496,-8.510899299638707,14.062376776972469,-0.9892483255188663,0.0
342,HH,train,ATU1,312,history,-0.7316194853918143,6.119904474521701,6.076015446480182,-9.962330350610525,7.8929267227917235,-0.7316194853918143,0.0
342,HH,train,ATU5,312,intercept,-4.883968708892205,4.883968708892204,8.881784197001252e-16,-4.883968708892204,-4.883968708892204,-4.883968708892205,0.0
342,HH,train,ATU5,312,hydro,-1.2081850517280814,8.765999627141795,8.682340602846153,-10.514198143889331,17.179201980207907,-1.2081850517280814,0.0
342,HH,train,ATU5,312,history,-0.8979766630140856,7.835663219079645,7.784038540212894,-13.557034844815949,11.796028713702828,-0.8979766630140856,0.0
342,HH,train,MJ3,312,intercept,-0.12740381806366463,0.12740381806366466,0.0,-0.12740381806366463,-0.12740381806366463,-0.12740381806366463,0.0
342,HH,train,MJ3,312,hydro,-0.06985611300819865,1.7780625170226372,1.7766897416026979,-5.513975970930243,5.069345922766019,-0.06985611300819865,0.0
342,HH,train,MJ3,312,history,0.16689726665031657,2.605059031298629,2.5997072640847865,-4.472875351132407,3.893226042117875,0.16689726665031657,0.0
342,HH,train,MJ1,312,intercept,0.6509129031976618,0.6509129031976617,0.0,0.6509129031976618,0.6509129031976618,0.6509129031976618,0.0
342,HH,train,MJ1,312,hydro,0.0390218901566943,0.40212273185308034,0.4002249162178478,-1.0953036907385132,1.1992200621881997,0.0390218901566943,0.0
342,HH,train,MJ1,312,history,-0.33195144486277545,4.278773298640497,4.265877304777106,-7.451119575205886,6.6884273923836375,-0.33195144486277545,0.0
342,HH,forward,ATU1,90,intercept,-4.522311414707608,4.522311414707608,0.0,-4.522311414707608,-4.522311414707608,-4.522311414707608,0.0
342,HH,forward,ATU1,90,hydro,8.55163496107973,8.900785064402324,2.4685044571817945,3.9659576504863425,17.111060485945657,8.324551913939692,0.22708304714003755
342,HH,forward,ATU1,90,history,-0.32517748400608987,4.304712824228118,4.292413319214436,-7.478019688433479,5.428427387106874,-0.6592654352423106,0.33408795123622065
342,HH,forward,ATU5,90,intercept,-4.883968708892204,4.883968708892204,0.0,-4.883968708892204,-4.883968708892204,-4.883968708892204,0.0
342,HH,forward,ATU5,90,hydro,8.7203081884219,9.419924319733035,3.5624709526450666,2.7381242717423744,21.804316411343336,8.347580868308142,0.37272732011375787
342,HH,forward,ATU5,90,history,1.3266294064762523,6.0600974193517905,5.9131070639644845,-8.670981530080173,11.436830527125,0.6282604767635998,0.6983689297126522
342,HH,forward,MJ3,90,intercept,-0.12740381806366458,0.12740381806366466,5.551115123125783e-17,-0.12740381806366463,-0.12740381806366463,-0.12740381806366458,0.0
342,HH,forward,MJ3,90,hydro,0.05319565556520847,2.0707623474416295,2.0700789651148472,-5.888432733314119,2.7917664273254896,0.05553053966887257,-0.0023348841036641105
342,HH,forward,MJ3,90,history,-3.286527766782909,3.538570163913234,1.3115693054893716,-4.854539645945867,-0.7919726485816341,-3.4217718173090512,0.13524405052614183
342,HH,forward,MJ1,90,intercept,0.6509129031976618,0.6509129031976617,0.0,0.6509129031976618,0.6509129031976618,0.6509129031976618,0.0
342,HH,forward,MJ1,90,hydro,-0.18654824347599183,1.0204268684540774,1.0032301564043102,-3.0559663453954067,1.0200715805932887,-0.10152144676393414,-0.08502679671205769
342,HH,forward,MJ1,90,history,5.444550577768685,5.866505698274089,2.184664302358842,1.1327135118244995,9.533002293720523,5.7181534347208665,-0.27360285695218184
342,HHS,train,ATU1,312,intercept,-4.379557820908076,4.379557820908075,0.0,-4.379557820908076,-4.379557820908076,-4.379557820908076,0.0
342,HHS,train,ATU1,312,hydro,-0.7452554104169428,5.339019585963634,5.286749900699632,-5.98179890047585,10.445156378871518,-0.7452554104169428,0.0
342,HHS,train,ATU1,312,history,-0.6285675250359103,4.408230585339171,4.363186881167246,-8.380770679416115,6.357278667897911,-0.6285675250359103,0.0
342,HHS,train,ATU1,312,s,-0.09429000011531276,1.6424632466215134,1.6397545280866697,-2.9281878751246477,3.8745665381381578,-0.09429000011531276,0.0
342,HHS,train,ATU1,312,p,0.24868146793584137,2.3445821033050707,2.331356422052129,-2.47727291689811,11.154075223143483,0.24868146793584137,0.0
342,HHS,train,ATU1,312,rb,-0.07842617940555217,1.7978547875217115,1.7961434161554546,-4.9182181143596875,2.321474368691976,-0.07842617940555217,0.0
342,HHS,train,ATU1,312,rc,0.019602608634728593,0.05224444200134429,0.048427465912904116,-0.0811536667733414,0.08136689477191841,0.019602608634728593,0.0
342,HHS,train,ATU1,312,rE,-0.13367208806796418,2.6686550630547123,2.665305164223996,-3.955384492107336,4.3530455545215165,-0.13367208806796418,0.0
342,HHS,train,ATU1,312,background,-0.4516942782390984,1.3686002928592196,1.2919129384832406,-1.6179413898178998,3.684502403961675,-0.4516942782390984,0.0
342,HHS,train,ATU5,312,intercept,-5.445860017759813,5.445860017759814,1.7763568394002505e-15,-5.445860017759815,-5.445860017759815,-5.445860017759813,0.0
342,HHS,train,ATU5,312,hydro,-0.6497230498911014,4.946875531684785,4.904022581964915,-7.225613715142668,10.830190494855907,-0.6497230498911014,0.0
342,HHS,train,ATU5,312,history,-0.4603324233743468,4.027816891449184,4.0014251175092195,-8.31744251493656,5.5944622247603455,-0.4603324233743468,0.0
342,HHS,train,ATU5,312,s,-0.315631748482877,2.2750872938820135,2.253086503917021,-6.229501640672657,2.8466450716305,-0.315631748482877,0.0
342,HHS,train,ATU5,312,p,0.2099138773841505,2.2037220791403365,2.193701704009039,-2.093289155483868,12.24358211875689,0.2099138773841505,0.0
342,HHS,train,ATU5,312,rb,0.004613985107152411,0.8231865361437498,0.8231736052800626,-0.4898745546497054,6.315556626007749,0.004613985107152411,0.0
342,HHS,train,ATU5,312,rc,0.028992449434223532,0.07750988345793924,0.07188337714289247,-0.12023512000012461,0.12079549476653276,0.028992449434223532,0.0
342,HHS,train,ATU5,312,rE,-0.3006062068749301,6.0013596522452675,5.993826289106625,-8.894999293343645,9.789272625360447,-0.3006062068749301,0.0
342,HHS,train,ATU5,312,background,-0.061497289176828604,3.663048067419386,3.6625318056842584,-8.754728736259281,4.046079747167694,-0.061497289176828604,0.0
342,HHS,train,MJ3,312,intercept,0.09031857709524194,0.09031857709524196,1.3877787807814457e-17,0.09031857709524195,0.09031857709524195,0.09031857709524194,0.0
342,HHS,train,MJ3,312,hydro,0.047321326926255715,1.453111193858215,1.4523404675674314,-3.874507586108071,2.8239147929696293,0.047321326926255715,0.0
342,HHS,train,MJ3,312,history,0.14110019231020468,2.3971708467537978,2.3930145850488134,-4.105148151901544,3.4350318629444243,0.14110019231020468,0.0
342,HHS,train,MJ3,312,s,-0.09856877720683827,0.7279755617824297,0.7212715263424676,-3.450216476366063,0.8705151856454004,-0.09856877720683827,0.0
342,HHS,train,MJ3,312,p,0.10029850285396336,0.918879991390749,0.9133896479069142,-0.9988362709320436,4.113340361697949,0.10029850285396336,0.0
342,HHS,train,MJ3,312,rb,0.0461536014547481,1.1208901071107025,1.119939497156609,-1.2454902746426397,5.026018101811814,0.0461536014547481,0.0
342,HHS,train,MJ3,312,rc,0.0012917917295496028,0.004809124560495553,0.0046323809391962565,-0.006930253256316383,0.007490876439545655,0.0012917917295496028,0.0
342,HHS,train,MJ3,312,rE,0.018158481517981356,0.36251938860795013,0.3620643266957449,-0.5913328533367455,0.5373131910674066,0.018158481517981356,0.0
