task,fold,feature,feature_group,mean_abs_shap,normalized_share,rank,direction_spearman
regression,1,aveT_lag4,raw_environment,2.0609042935436702e-05,4.2572298212200436e-05,66.0,-0.23568179989442428
regression,1,Rainfall_lag2,raw_environment,2.053044440525964e-05,4.2409936472442744e-05,67.0,0.4139458345689646
regression,1,Rainfall_lag4,raw_environment,1.917775137864753e-05,3.9615665476991756e-05,68.0,0.2597124841938618
regression,1,RWL_rate_lag2,environmental_rates,1.8097306399895862e-05,3.73837798925234e-05,69.0,0.3153357645046258
regression,1,Rainfall_lag3,raw_environment,1.522364967284002e-05,3.1447639552238126e-05,70.0,0.6346692146644181
regression,1,Rain_cum15_lag4,cumulative_rainfall,1.469521680996265e-05,3.0356050704855993e-05,71.0,-0.4701767487840006
regression,1,DP_lag4,raw_environment,1.3924196007471409e-05,2.8763345617370974e-05,72.0,-0.6320159056227169
regression,1,Rain_cum7_lag5,cumulative_rainfall,1.3584077561295613e-05,2.8060759671801958e-05,73.0,-0.6955171318626188
regression,1,minT_lag4,raw_environment,1.316100863055238e-05,2.7186822112433387e-05,74.0,0.01230946553172843
regression,1,Rainfall_lag5,raw_environment,1.259971701707725e-05,2.6027356627901703e-05,75.0,0.06605766349362721
regression,1,DP_lag1,raw_environment,1.0887906303246343e-05,2.2491252771921994e-05,76.0,0.548325265777106
regression,1,maxT_lag5,raw_environment,1.0871732318120698e-05,2.2457842015284447e-05,77.0,-0.10759005674009911
regression,1,aveT_lag3,raw_environment,8.15941501468616e-06,1.685498207415736e-05,78.0,0.052004643079394605
regression,1,minT_lag3,raw_environment,7.381647715669247e-06,1.5248340683910575e-05,79.0,-0.12132252450774705
regression,1,station_ATU3,station_identity,6.15734204049342e-06,1.2719280675167852e-05,80.0,
regression,1,station_ATU5,station_identity,5.9138257433663756e-06,1.221624671802094e-05,81.0,
regression,1,RWL_lag1,raw_environment,5.8336075795611805e-06,1.2050539285499764e-05,82.0,-0.23068390980777417
regression,1,RWL_lag2,raw_environment,5.377347548001574e-06,1.1108038549938462e-05,83.0,-0.5742512018213952
regression,1,Rain_cum7_lag1,cumulative_rainfall,3.4576022543275037e-06,7.142402232434763e-06,84.0,0.30911899378535485
regression,1,station_ATU2,station_identity,3.3795612240247013e-06,6.981192125529434e-06,85.0,
regression,1,minT_lag1,raw_environment,7.635044895410681e-07,1.5771785675309653e-06,86.0,0.18709746452131307
regression,1,station_ATU4,station_identity,0.0,0.0,87.5,
regression,1,station_MJ3,station_identity,0.0,0.0,87.5,
classification,1,disp_rate_lag5,displacement_kinematics,0.31359724896030916,0.4282800844661789,1.0,0.7847139567951102
classification,1,disp_accel_lag1,displacement_kinematics,0.15594293345050916,0.2129714241164813,2.0,-0.8224631031632486
classification,1,disp_accel_lag2,displacement_kinematics,0.03169035144252809,0.04327954546019192,3.0,-0.8179576300747549
classification,1,disp_rate_lag4,displacement_kinematics,0.023844029412643238,0.03256381541839796,4.0,0.7631474653347444
classification,1,Rain_cum15_lag5,cumulative_rainfall,0.02049485421489852,0.02798984341661014,5.0,0.43187835570505656
classification,1,disp_rate_lag3,displacement_kinematics,0.01642391165003212,0.022430152981447512,6.0,0.7726834214413557
classification,1,Rain_cum30_lag1,cumulative_rainfall,0.015903007872829184,0.021718754158789277,7.0,0.30847248021841056
classification,1,disp_rate_lag1,displacement_kinematics,0.015315025865694103,0.020915746528731023,8.0,0.7418216683363084
classification,1,disp_lag4,displacement_kinematics,0.013452045681079439,0.01837147258031201,9.0,-0.711686986140887
classification,1,disp_accel_lag3,displacement_kinematics,0.011126977545796349,0.015196124643842405,10.0,-0.8164491235711329
classification,1,disp_lag2,displacement_kinematics,0.009379729104439731,0.012809905655861669,11.0,-0.6640601687328758
classification,1,disp_lag1,displacement_kinematics,0.009306095554525705,0.012709344241240603,12.0,-0.5619201502861949
classification,1,Rain_cum15_lag4,cumulative_rainfall,0.008357965941976292,0.011414482657174404,13.0,0.5368341951266089
classification,1,disp_lag3,displacement_kinematics,0.008121437876570008,0.01109145603571432,14.0,-0.5836899465588803
classification,1,disp_accel_lag5,displacement_kinematics,0.007781938589732928,0.010627801511560012,15.0,-0.4993514827738961
classification,1,disp_lag5,displacement_kinematics,0.0070713917064147746,0.009657406904421113,16.0,-0.6379669316116431
classification,1,Rain_cum30_lag4,cumulative_rainfall,0.006162594844696491,0.008416262098496599,17.0,0.3496196360642407
classification,1,disp_rate_lag2,displacement_kinematics,0.00614206131531105,0.008388219436359921,18.0,0.5144236781059769
classification,1,RWL_lag4,raw_environment,0.005715325376817273,0.007805425727586026,19.0,0.42262752515775026
classification,1,GWT_lag3,raw_environment,0.004478468726321369,0.006116249331737012,20.0,0.29865788823669914
classification,1,GWT_rate_lag1,environmental_rates,0.0038712545586335116,0.005286976320291269,21.0,0.6803989896351132
classification,1,Rain_cum30_lag2,cumulative_rainfall,0.0036668183377334147,0.0050077775637801065,22.0,0.38753526791334625
classification,1,Rain_cum30_lag5,cumulative_rainfall,0.0033619705829495347,0.004591446672482365,23.0,0.43244323010699565
classification,1,Rain_cum15_lag2,cumulative_rainfall,0.0033533778613958087,0.004579711583845507,24.0,0.4929771607711737
classification,1,GWT_lag5,raw_environment,0.0033174541202748175,0.004530650493760541,25.0,0.383598418938152
classification,1,GWT_lag2,raw_environment,0.0030698602491887835,0.0041925112901368,26.0,0.2527049781835899
classification,1,GWT_lag4,raw_environment,0.0029360315954949355,0.004009741360559866,27.0,0.2650725635243823
classification,1,GWT_lag1,raw_environment,0.002653662324352626,0.0036241093574207444,28.0,0.24586300617152815
classification,1,minT_lag1,raw_environment,0.0019007676114156935,0.002595880275948221,29.0,0.33021545184060824
classification,1,Rain_cum15_lag3,cumulative_rainfall,0.0018875613549221854,0.002577844477913406,30.0,0.4608962220277857
classification,1,Rain_cum15_lag1,cumulative_rainfall,0.0014103113670164787,0.00192606368006078,31.0,0.5460693225829889
classification,1,aveT_lag5,raw_environment,0.0011691086266786852,0.0015966528502533456,32.0,0.10513087258110211
classification,1,GWT_rate_lag2,environmental_rates,0.000941174363051174,0.001285362792694575,33.0,0.6959767597988461
classification,1,minT_lag3,raw_environment,0.0009185634630487129,0.0012544830633761078,34.0,0.385591987493601
classification,1,disp_accel_lag4,displacement_kinematics,0.0008562156374199466,0.0011693345739837461,35.0,-0.6877012845799708
classification,1,GWT_rate_lag3,environmental_rates,0.0007556823003436888,0.001032036092452309,36.0,0.7033252242430916
classification,1,maxT_lag5,raw_environment,0.0007197827000607537,0.00098300797153463,37.0,0.024223778133771492
classification,1,DP_lag4,raw_environment,0.0006982582902017678,0.0009536120629191885,38.0,0.3791103387323846
classification,1,aveT_lag1,raw_environment,0.0006010721031938395,0.0008208847876682201,39.0,0.11965716238686469
classification,1,aveT_lag4,raw_environment,0.0005709666424322672,0.0007797697290361488,40.0,0.07949787254929015
classification,1,minT_lag5,raw_environment,0.0004887724619472048,0.0006675170524661886,41.0,0.12430248709149318
classification,1,minT_lag2,raw_environment,0.000426636082181865,0.0005826573349063241,42.0,0.3300754342293837
classification,1,Rain_cum30_lag3,cumulative_rainfall,0.0003455625421068719,0.0004719351180934948,43.0,0.32167248411081933
classification,1,RWL_lag1,raw_environment,0.0002454249830135605,0.00033517715095919635,44.0,-0.2239373915451693
classification,1,aveT_lag3,raw_environment,0.00021922463181815144,0.0002993953044659142,45.0,0.16966864288356526
classification,1,aveT_lag2,raw_environment,0.00020169904824104913,0.00027546059700401794,46.0,0.3719731809097206
classification,1,RH_lag2,raw_environment,0.00018614581848268462,0.00025421953517481383,47.0,0.11816425916784382
classification,1,RWL_rate_lag1,environmental_rates,0.0001435162068880322,0.0001960002309078019,48.0,-0.7318150318553833
classification,1,maxT_lag2,raw_environment,0.00012942749677825473,0.0001767592650643844,49.0,0.16740069995639112
classification,1,RH_lag1,raw_environment,0.00012753266391980268,0.0001741714898866441,50.0,-0.03043110107997165
classification,1,RWL_rate_lag5,environmental_rates,0.0001235245377580947,0.00016869758787768654,51.0,-0.7240481267504499
classification,1,Rainfall_lag3,raw_environment,0.00011435320478717023,0.00015617228903505505,52.0,-0.7548620200115898
classification,1,DP_lag1,raw_environment,0.00010957882137758822,0.0001496519087169595,53.0,0.6426891341788723
classification,1,maxT_lag4,raw_environment,0.00010636428351069672,0.00014526181105597438,54.0,-0.008131663902462744
classification,1,DP_lag5,raw_environment,0.00010022713564718909,0.00013688030192578063,55.0,0.23584477726473957
classification,1,minT_lag4,raw_environment,6.848287039494507e-05,9.35271263203767e-05,56.0,0.006578842110239395
classification,1,RWL_lag3,raw_environment,5.466739774158592e-05,7.465932115136604e-05,57.0,0.6053948844626238
classification,1,maxT_lag1,raw_environment,5.0585592118425517e-05,6.908479502635237e-05,58.0,0.06795919552770109
classification,1,Rain_cum7_lag2,cumulative_rainfall,4.991037223725032e-06,6.816264654226424e-06,59.0,-0.5131818761903506
classification,1,DP_lag3,raw_environment,4.639567216755295e-06,6.336261705312229e-06,60.0,0.5865936837025937
classification,1,Rainfall_lag2,raw_environment,4.617118949518013e-06,6.30560408372793e-06,61.0,-0.6819673552811633
classification,1,GWT_rate_lag4,environmental_rates,1.054576668884799e-06,1.4402364380537263e-06,62.0,0.7644572111633048
classification,1,RWL_rate_lag3,environmental_rates,1.8075464806395366e-07,2.468568082058732e-07,63.0,0.79472317505873
classification,1,RWL_lag5,raw_environment,9.795701772561393e-08,1.3377999955251763e-07,64.0,0.2103909960821918
classification,1,Rain_cum7_lag1,cumulative_rainfall,3.073367297088458e-08,4.1973008690494956e-08,65.0,-0.45377617659498787
classification,1,GWT_rate_lag5,environmental_rates,2.7341859489620856e-08,3.734080554118414e-08,66.0,0.7769174408618659
classification,1,Rainfall_lag1,raw_environment,1.5917263704407006e-08,2.1738223362592968e-08,67.0,-0.8269060486778383
classification,1,Rainfall_lag5,raw_environment,7.0173357107281714e-09,9.583582575683166e-09,68.0,-0.5547814236541959
classification,1,DP_lag2,raw_environment,5.688946816422164e-09,7.76940050060598e-09,69.0,-0.5300950790906581
classification,1,RWL_rate_lag4,environmental_rates,0.0,0.0,79.0,
classification,1,station_ATU3,station_identity,0.0,0.0,79.0,
classification,1,station_ATU2,station_identity,0.0,0.0,79.0,
classification,1,station_ATU1,station_identity,0.0,0.0,79.0,
classification,1,station_MJ3,station_identity,0.0,0.0,79.0,
classification,1,station_MJ1,station_identity,0.0,0.0,79.0,
classification,1,station_MJ9,station_identity,0.0,0.0,79.0,
classification,1,Rain_cum7_lag5,cumulative_rainfall,0.0,0.0,79.0,
classification,1,RWL_lag2,raw_environment,0.0,0.0,79.0,
classification,1,RH_lag5,raw_environment,0.0,0.0,79.0,
classification,1,RWL_rate_lag2,environmental_rates,0.0,0.0,79.0,
classification,1,maxT_lag3,raw_environment,0.0,0.0,79.0,
classification,1,RH_lag3,raw_environment,0.0,0.0,79.0,
classification,1,station_ATU4,station_identity,0.0,0.0,79.0,
classification,1,Rain_cum7_lag3,cumulative_rainfall,0.0,0.0,79.0,
classification,1,Rainfall_lag4,raw_environment,0.0,0.0,79.0,
classification,1,RH_lag4,raw_environment,0.0,0.0,79.0,
classification,1,Rain_cum7_lag4,cumulative_rainfall,0.0,0.0,79.0,
classification,1,station_ATU5,station_identity,0.0,0.0,79.0,
regression,2,disp_rate_lag1,displacement_kinematics,0.2459905729207835,0.7706808122332255,1.0,0.9992222041844194
regression,2,disp_rate_lag2,displacement_kinematics,0.05160064205324682,0.1616632062650571,2.0,0.9392161076495783
regression,2,disp_rate_lag4,displacement_kinematics,0.004397641654153699,0.013777674492531294,3.0,0.3968533721257499
regression,2,disp_accel_lag5,displacement_kinematics,0.0030548946187247427,0.009570889803179031,4.0,0.5724786772666962
regression,2,disp_accel_lag1,displacement_kinematics,0.0030501723274112967,0.009556095011403736,5.0,0.9442274932428034
regression,2,disp_accel_lag4,displacement_kinematics,0.0015370966204898435,0.004815675893163352,6.0,0.6202864248147159
regression,2,disp_accel_lag2,displacement_kinematics,0.0013411122797148676,0.004201663050557015,7.0,0.9038197435287982
regression,2,disp_rate_lag5,displacement_kinematics,0.001000827409043376,0.003135561136951422,8.0,-0.9690929194283844
regression,2,disp_rate_lag3,displacement_kinematics,0.0007898580547969167,0.002474600713320313,9.0,0.2565622185253587
regression,2,GWT_lag5,raw_environment,0.0006617753025652986,0.002073321435212699,10.0,0.6590849594285504
regression,2,disp_accel_lag3,displacement_kinematics,0.000636681110509115,0.0019947021121769983,11.0,0.7656385112890575
regression,2,disp_lag4,displacement_kinematics,0.0003425933682695837,0.0010733343647634217,12.0,0.09188093600880778
regression,2,RWL_lag5,raw_environment,0.00030593849781154677,0.0009584957959455806,13.0,-0.34110876526719236
regression,2,Rain_cum30_lag3,cumulative_rainfall,0.0002598653585868029,0.0008141500840824896,14.0,0.5171173910364821
regression,2,GWT_lag3,raw_environment,0.00021925854904110369,0.0006869302130471988,15.0,0.6261299426173289
regression,2,Rain_cum30_lag5,cumulative_rainfall,0.00021810155617321843,0.0006833053903859784,16.0,-0.5176206993927378
regression,2,disp_lag5,displacement_kinematics,0.00020993139301796017,0.0006577085233930302,17.0,0.02173422800202743
regression,2,station_ATU3,station_identity,0.00020249303609579824,0.0006344043825619974,18.0,
regression,2,station_ATU4,station_identity,0.00019939903112672048,0.0006247109612478791,19.0,
regression,2,Rain_cum30_lag2,cumulative_rainfall,0.00018692104397426137,0.0005856178156874199,20.0,0.5639876287108019
regression,2,aveT_lag4,raw_environment,0.00017614420051628436,0.0005518543003994634,21.0,-0.37554410082691675
regression,2,DP_lag4,raw_environment,0.0001755230799303706,0.0005499083489267582,22.0,-0.2751841478725265
regression,2,DP_lag1,raw_environment,0.0001677722499450887,0.0005256252397099578,23.0,0.3774788256907013
regression,2,RWL_lag4,raw_environment,0.00016285793310083543,0.0005102288379205275,24.0,-0.795338885705596
regression,2,disp_lag3,displacement_kinematics,0.0001490638128268693,0.00046701228823507886,25.0,0.16738486845449535
regression,2,Rain_cum15_lag5,cumulative_rainfall,0.00013722133805735374,0.0004299101831996927,26.0,0.6901758120303445
regression,2,Rain_cum7_lag3,cumulative_rainfall,0.00011742692932845292,0.0003678949164529529,27.0,0.7925051169057142
regression,2,RWL_lag1,raw_environment,0.00011294270900076175,0.0003538459936696775,28.0,0.5084037619416746
regression,2,GWT_lag2,raw_environment,0.00010866361262961773,0.00034043971786089063,29.0,0.5926900577267934
regression,2,DP_lag3,raw_environment,0.00010854062394409564,0.00034005439813530837,30.0,0.4718529055840871
regression,2,GWT_lag4,raw_environment,0.00010124005689422844,0.0003171819486875539,31.0,0.6032248504824611
regression,2,GWT_rate_lag3,environmental_rates,9.740750665402735e-05,0.0003051746880150321,32.0,-0.8057213166135595
regression,2,GWT_rate_lag4,environmental_rates,9.529460161968377e-05,0.0002985550222745732,33.0,-0.555806458140082
regression,2,Rain_cum15_lag4,cumulative_rainfall,8.348214476711351e-05,0.000261546962439124,34.0,0.6104593480632663
regression,2,Rain_cum15_lag2,cumulative_rainfall,7.740182324208076e-05,0.00024249750425903174,35.0,0.38924076403889196
regression,2,station_ATU1,station_identity,7.736333167405341e-05,0.0002423769113738686,36.0,
regression,2,GWT_lag1,raw_environment,6.859370855926736e-05,0.00021490195497682384,37.0,0.5237437710841925
regression,2,Rain_cum15_lag1,cumulative_rainfall,6.306715520746832e-05,0.00019758743525583302,38.0,0.4793052301450853
regression,2,GWT_rate_lag2,environmental_rates,6.153239995988252e-05,0.00019277909481113832,39.0,-0.6680725621579637
regression,2,minT_lag3,raw_environment,5.5334129360620905e-05,0.00017336010585086394,40.0,-0.262076097148128
regression,2,minT_lag4,raw_environment,5.2290525793842014e-05,0.00016382459056216842,41.0,-0.6535266863993945
regression,2,minT_lag1,raw_environment,5.147809287534864e-05,0.00016127926350318752,42.0,-0.3727591994675427
regression,2,Rain_cum30_lag4,cumulative_rainfall,5.135995609108666e-05,0.0001609091446333113,43.0,0.07883903986218646
regression,2,disp_lag2,displacement_kinematics,5.0970207644480645e-05,0.00015968807487510683,44.0,-0.2898009120109368
regression,2,disp_lag1,displacement_kinematics,4.984233890181717e-05,0.0001561544971921593,45.0,-0.007213486652398825
regression,2,DP_lag2,raw_environment,4.673456211383726e-05,0.00014641792919785972,46.0,0.5028831486946185
regression,2,minT_lag2,raw_environment,4.297194217831452e-05,0.00013462975799437458,47.0,0.03924146450078969
regression,2,maxT_lag3,raw_environment,3.660421918608983e-05,0.00011467987995858388,48.0,-0.312509202290277
regression,2,maxT_lag1,raw_environment,3.528737963148159e-05,0.0001105542626006653,49.0,0.5302781256558068
regression,2,Rain_cum30_lag1,cumulative_rainfall,3.480643800272978e-05,0.00010904748743980346,50.0,0.7576733219615847
regression,2,RH_lag4,raw_environment,3.460615530799541e-05,0.00010842000798796344,51.0,0.7995307791275824
regression,2,maxT_lag4,raw_environment,2.856858256251936e-05,8.950448040431458e-05,52.0,-0.8433650564088196
regression,2,aveT_lag5,raw_environment,2.4875645943818865e-05,7.793462486459663e-05,53.0,-0.5747056084797663
regression,2,RWL_rate_lag5,environmental_rates,2.4869550161401677e-05,7.79155269679224e-05,54.0,-0.17823291362081065
regression,2,Rain_cum7_lag5,cumulative_rainfall,2.2136915930725683e-05,6.93542689350307e-05,55.0,0.5081649934006289
regression,2,RWL_rate_lag1,environmental_rates,2.2069381945725127e-05,6.914268706099548e-05,56.0,0.30088876207654536
regression,2,GWT_rate_lag1,environmental_rates,1.9289329989672314e-05,6.04328707696561e-05,57.0,-0.2822483822561516
regression,2,Rain_cum15_lag3,cumulative_rainfall,1.9003886209990992e-05,5.953858428802509e-05,58.0,0.7552538627638189
regression,2,Rain_cum7_lag4,cumulative_rainfall,1.7594666000408568e-05,5.512354121201989e-05,59.0,0.7275570719097862
regression,2,minT_lag5,raw_environment,1.746802714388511e-05,5.4726785614246574e-05,60.0,-0.32675410674623345
regression,2,aveT_lag3,raw_environment,1.1790540574825213e-05,3.693939681908585e-05,61.0,-0.40903512874312264
regression,2,Rainfall_lag5,raw_environment,1.1627056699927579e-05,3.6427206924988905e-05,62.0,0.11249390574534025
regression,2,maxT_lag2,raw_environment,1.1603313219023964e-05,3.635281933797379e-05,63.0,0.5183035088963739
regression,2,RWL_rate_lag4,environmental_rates,9.811307309952447e-06,3.0738520573871475e-05,64.0,0.7674297069897225
regression,2,aveT_lag1,raw_environment,9.774751464017904e-06,3.06239922458051e-05,65.0,0.7160481093080722
regression,2,RWL_rate_lag3,environmental_rates,9.36537064306762e-06,2.9341414869540075e-05,66.0,-0.11533343529457975
regression,2,DP_lag5,raw_environment,7.88708882019473e-06,2.4710003907591643e-05,67.0,0.5334714406702612
regression,2,RWL_rate_lag2,environmental_rates,7.603519783515719e-06,2.3821590937463918e-05,68.0,-0.7137660926100812
regression,2,RWL_lag2,raw_environment,6.7566941878914296e-06,2.116851269098258e-05,69.0,-0.4367738194866338
regression,2,RH_lag3,raw_environment,5.989304846257717e-06,1.876430575700449e-05,70.0,0.3463072492088796
regression,2,Rainfall_lag3,raw_environment,2.8796529590161905e-06,9.021863135052291e-06,71.0,-0.13799910293540488
regression,2,RH_lag5,raw_environment,2.3925199120822496e-06,7.495690453639847e-06,72.0,0.34630847381596225
regression,2,RH_lag1,raw_environment,1.2158176735880665e-06,3.80911894745701e-06,73.0,0.3463243948903388
regression,2,RWL_lag3,raw_environment,6.770907803402745e-07,2.1213043506196214e-06,74.0,-0.5723116992127678
regression,2,aveT_lag2,raw_environment,6.072790024319596e-07,1.9025862222661752e-06,75.0,-0.11830409635025542
regression,2,Rain_cum7_lag1,cumulative_rainfall,4.110050335225015e-07,1.2876659837247906e-06,76.0,-0.34792496401797096
regression,2,Rainfall_lag2,raw_environment,1.9157880411221329e-07,6.002104332974463e-07,77.0,0.22350079024651512
regression,2,Rainfall_lag1,raw_environment,0.0,0.0,83.0,
regression,2,station_ATU2,station_identity,0.0,0.0,83.0,
regression,2,station_MJ3,station_identity,0.0,0.0,83.0,
regression,2,station_MJ1,station_identity,0.0,0.0,83.0,
regression,2,GWT_rate_lag5,environmental_rates,0.0,0.0,83.0,
regression,2,Rainfall_lag4,raw_environment,0.0,0.0,83.0,
regression,2,maxT_lag5,raw_environment,0.0,0.0,83.0,
regression,2,RH_lag2,raw_environment,0.0,0.0,83.0,
regression,2,Rain_cum7_lag2,cumulative_rainfall,0.0,0.0,83.0,
regression,2,station_MJ9,station_identity,0.0,0.0,83.0,
regression,2,station_ATU5,station_identity,0.0,0.0,83.0,
