step,seed,origin,min_x,min_gap,max_complementarity,min_substep_plastic_mm,min_daily_plastic_mm,original_solver_gate,frozen_substep_gate,frozen_daily_gate,forward_ok,independent_state_difference,independent_mean_difference_mm
0,0,630,0,123.78256528660378,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,631,0,214.21999987913597,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,632,0,170.28835129017065,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,633,0,248.70150662924061,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,634,0,355.43443229324924,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,635,0,462.57259252961842,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,636,0,485.16617306219337,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,637,0,517.13452956408764,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,638,0,578.63808627532092,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,639,0,714.20749887571253,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,640,0,741.40396098615463,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,641,0,736.4689706297662,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,642,0,746.80673698471264,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,643,0,740.83244701498199,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,644,0,727.46549368310184,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,645,0,714.24380122211949,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,646,0,732.86670160119149,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,647,0,709.09643973358709,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,648,0,685.34913194647606,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,649,0,678.57083897761572,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,650,0,672.04063260301484,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,651,0,671.94772160210175,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,652,0,672.26581384827853,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,653,0,673.60004632804589,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,654,0,680.82442992289907,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,655,0,682.24472435522432,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,656,0,660.14053013272621,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,657,0,636.18913717707733,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,658,0,609.99297197525095,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,659,0,580.06148753457967,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,660,0,572.88441821749075,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,661,0,568.61417999437936,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,662,0,569.99554401726152,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,663,0,576.70263985935424,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,664,0,586.85460646659919,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,665,0,593.5283614056965,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,666,0,605.06093398570556,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,667,0,590.34839485577072,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,668,0,571.58675075313283,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,669,0,420.39203144887409,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,670,0,422.90988776761537,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,671,0,539.25944979756105,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,672,0,495.50609702585166,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,673,0,161.63282997801062,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,674,0,47.910483771370536,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,675,0,352.39449356614404,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,676,0,408.92588716275628,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,677,0,450.3888826879849,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,678,0,385.75351069115237,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,679,0,56.527649729094456,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,680,0,59.748876942170014,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,681,0,61.482448784622164,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,682,0,64.46783829938289,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,683,0,67.448431217156624,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,684,0,70.172647282949669,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,685,0,73.425445172999432,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,686,0,76.242673302331752,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,687,0,55.37865296736684,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,688,0,31.377295592941184,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,689,0,14.476621339356074,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,690,0,-5.566531480561148e-16,5.3450207474052865e-21,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,691,-6.2717960445064175e-09,-2.7127938651508172e-16,1.1849541909243641e-21,-3.042135066067384e-06,0,True,False,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,692,0,-6.4052631247998211e-16,7.9206367749406275e-21,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,693,0,-2.2568406889525657e-16,9.096207625038502e-22,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,694,0,-4.1019368272577563e-16,4.5040928428448763e-21,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,695,0,18.581234515813691,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,696,0,50.760421470763376,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,697,0,82.624909355251219,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,698,0,92.061885435970083,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,699,0,98.528138853894234,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,700,0,103.33777479489601,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,701,0,71.015701618614173,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,702,0,41.999915001409356,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,703,0,34.926093339794392,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,704,0,21.491127853311589,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,705,0,13.657567728930825,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,706,0,-4.5563427593613955e-16,4.2624316457762057e-20,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,707,0,-1.215597323044641e-15,2.314948562843077e-19,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,708,0,-6.7310846952511114e-16,1.8473672748603857e-19,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,709,0,-1.0104290934440518e-15,2.4547316833559776e-20,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,710,0,35.716350472429376,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,711,0,125.15147735128397,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,712,0,271.18695999063999,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,713,0,458.14051266891863,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,714,0,524.5984903319702,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,715,0,603.69756247300666,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,716,0,625.41551262799624,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,717,0,677.67911362265056,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,718,0,651.38332990534479,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,719,0,659.98174677545899,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,720,0,614.7653901643705,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,721,0,530.63632179007868,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,722,0,597.88664688788458,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,723,0,581.82451685507158,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,724,0,566.26475159344534,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,725,0,665.53663540402749,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,726,0,765.79639445876421,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,727,0,868.58144217249935,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,728,0,964.6161962304725,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,729,0,937.99736503195595,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,730,0,882.57941133358599,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,731,0,829.39450568349014,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,732,0,776.92390083558155,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,733,0,719.63900011856538,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,734,0,659.31164605409754,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,735,0,606.98011355980907,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,736,0,555.18538814291696,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,737,0,527.40704941889169,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,738,0,496.11731795215695,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,739,0,449.74760403952126,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,740,0,408.87225158685419,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,741,0,371.4318631329744,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,742,0,343.13400780975797,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,743,0,314.45511551849359,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,744,0,360.54884806227744,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,745,0,410.9680243299166,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,746,0,478.59448679705997,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,747,0,546.98585848984874,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,748,0,616.51320645136036,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,749,0,689.43083815269665,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,750,0,770.12155207777016,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,751,0,759.83901565249687,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,752,0,750.01378859345346,0,0,0,True,True,True,True,5.6843418860808015e-14,2.2737367544323206e-13
0,0,753,0,740.63816694430932,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,754,0,731.70294667694986,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,755,0,723.19777328037287,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,756,0,715.11143568105297,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,757,0,703.39879474991142,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,758,0,691.93638698180314,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,759,0,635.82919194478336,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,760,0,561.28314847942465,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,761,0,502.98600109265203,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,762,0,451.71778882522852,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,763,0,397.63428614838591,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,764,0,340.91986288144625,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,765,0,283.28119221980808,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,766,0,253.48790153929923,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,767,0,291.79343579919737,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,768,0,332.3790659044684,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,769,0,374.83531342308754,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,770,0,418.05239672386,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,771,0,462.39586096419822,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,772,0,509.85961304309313,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,773,0,568.75734856728275,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,774,0,561.43077891863015,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,775,0,554.46451825047939,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,776,0,547.85179264492888,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,777,0,541.58500714825311,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,778,0,531.00716474929652,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,779,0,516.61895220375266,0,0,0,True,True,True,True,5.6843418860808015e-14,2.2737367544323206e-13
0,0,780,0,502.58040544830686,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,781,0,404.27656143279438,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,782,0,332.78667488598097,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,783,0,277.16233125464879,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,784,0,298.69762864543031,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,785,0,292.7656069477855,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,786,0,289.76950749595841,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,787,0,287.13478138182535,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,0,788,0,335.17353789338392,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,789,0,387.2071097524078,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,0,790,0,446.32041251392053,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,0,791,0,440.70215764880999,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,612,0,50.447024237236235,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,613,0,51.824535504148606,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,614,0,54.602574076344553,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,615,0,56.425921342384733,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,616,0,58.192975699440396,0,0,0,True,True,True,True,2.8421709430404007e-14,1.1368683772161603e-13
0,1,617,0,59.244878601354735,0,0,0,True,True,True,True,2.8421709430404007e-14,5.6843418860808015e-14
0,1,618,0,59.956553012950323,0,0,0,True,True,True,True,2.8421709430404007e-14,1.1368683772161603e-13
0,1,619,0,61.06401897032093,0,0,0,True,True,True,True,5.6843418860808015e-14,2.2737367544323206e-13
0,1,620,0,61.383453779371024,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,621,0,61.286302087634596,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,622,0,61.468969585057224,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,623,0,63.987281775231018,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,624,0,65.264670226165293,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,625,0,65.994920767279424,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,626,0,135.36597419671554,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,627,0,69.331751701401885,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,628,0,71.757303416980562,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,629,0,72.727539004374464,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,630,0,123.78256528660378,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,631,0,214.21999987913597,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,632,0,170.28835129017065,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,633,0,248.70150662924061,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,634,0,355.43443229324924,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,635,0,462.57259252961842,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,636,0,485.16617306219337,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,637,0,517.13452956408764,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,638,0,578.63808627532092,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,639,0,714.20749887571253,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,640,0,741.40396098615463,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,641,0,736.4689706297662,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,642,0,746.80673698471264,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,643,0,740.83244701498199,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,644,0,727.46549368310184,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,645,0,714.24380122211949,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,646,0,732.86670160119149,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,647,0,709.09643973358709,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,648,0,685.34913194647606,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,649,0,678.57083897761572,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,650,0,672.04063260301484,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,651,0,671.94772160210175,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,652,0,672.26581384827853,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,653,0,673.60004632804589,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,654,0,680.82442992289907,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,655,0,682.24472435522432,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,656,0,660.14053013272621,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,657,0,636.18913717707733,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,658,0,609.99297197525095,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,659,0,580.06148753457967,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,660,0,572.88441821749075,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,661,0,568.61417999437936,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,662,0,569.99554401726152,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,663,0,576.70263985935424,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,664,0,586.85460646659919,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,665,0,593.5283614056965,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,666,0,605.06093398570556,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,667,0,590.34839485577072,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,668,0,571.58675075313283,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,669,0,420.39203144887409,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,670,0,422.90988776761537,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,671,0,539.25944979756105,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,672,0,495.50609702585166,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,673,0,161.63282997801062,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,674,0,47.910483771370536,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,675,0,352.39449356614404,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,676,0,408.92588716275628,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,677,0,450.3888826879849,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,678,0,385.75351069115237,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,679,0,56.527649729094456,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,680,0,59.748876942170014,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,681,0,61.482448784622164,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,682,0,64.46783829938289,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,683,0,67.448431217156624,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,684,0,70.172647282949669,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,685,0,73.425445172999432,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,686,0,76.242673302331752,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,687,0,55.37865296736684,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,688,0,31.377295592941184,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,689,0,14.476621339356074,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,690,0,-5.566531480561148e-16,5.3450207474052865e-21,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,691,-6.2717960445064175e-09,-2.7127938651508172e-16,1.1849541909243641e-21,-3.042135066067384e-06,0,True,False,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,692,0,-6.4052631247998211e-16,7.9206367749406275e-21,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,693,0,-2.2568406889525657e-16,9.096207625038502e-22,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,694,0,-4.1019368272577563e-16,4.5040928428448763e-21,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,695,0,18.581234515813691,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,696,0,50.760421470763376,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,697,0,82.624909355251219,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,698,0,92.061885435970083,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,699,0,98.528138853894234,0,0,0,True,True,True,True,5.6843418860808015e-14,5.6843418860808015e-14
0,1,700,0,103.33777479489601,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,701,0,71.015701618614173,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,702,0,41.999915001409356,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,703,0,34.926093339794392,0,0,0,True,True,True,True,5.6843418860808015e-14,0
0,1,704,0,21.491127853311589,0,0,0,True,True,True,True,5.6843418860808015e-14,1.1368683772161603e-13
0,1,705,0,13.657567728930825,0,0,0,True,True,True,True,5.6843418860808015e-14,0
