origin,seed,point,metric,factor,effect,TiDE_KIN,TiDE_CAL,TiDE_HCAL
972,ensemble,MJ1,rmse,TiDE_HCAL__minus__TiDE_CAL,0.34722294165357326,1.8481702100228397,10.59559212415005,10.942815065803623
972,ensemble,MJ1,crps,TiDE_CAL__minus__TiDE_KIN,4.6348978345175258,2.6612545822621878,7.296152416779714,7.4284863812486144
972,ensemble,MJ1,crps,TiDE_HCAL__minus__TiDE_KIN,4.7672317989864261,2.6612545822621878,7.296152416779714,7.4284863812486144
972,ensemble,MJ1,crps,TiDE_HCAL__minus__TiDE_CAL,0.13233396446890033,2.6612545822621878,7.296152416779714,7.4284863812486144
972,ensemble,MJ1,interval_score90,TiDE_CAL__minus__TiDE_KIN,40.296344470719717,35.70515383581278,76.001498306532497,76.128562772092636
972,ensemble,MJ1,interval_score90,TiDE_HCAL__minus__TiDE_KIN,40.423408936279856,35.70515383581278,76.001498306532497,76.128562772092636
972,ensemble,MJ1,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0.12706446556013873,35.70515383581278,76.001498306532497,76.128562772092636
972,ensemble,MJ1,coverage90,TiDE_CAL__minus__TiDE_KIN,0,1,1,1
972,ensemble,MJ1,coverage90,TiDE_HCAL__minus__TiDE_KIN,0,1,1,1
972,ensemble,MJ1,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,1,1
972,ensemble,MJ1,width90,TiDE_CAL__minus__TiDE_KIN,40.296344470719717,35.70515383581278,76.001498306532497,76.128562772092636
972,ensemble,MJ1,width90,TiDE_HCAL__minus__TiDE_KIN,40.423408936279856,35.70515383581278,76.001498306532497,76.128562772092636
972,ensemble,MJ1,width90,TiDE_HCAL__minus__TiDE_CAL,0.12706446556013873,35.70515383581278,76.001498306532497,76.128562772092636
972,0,average,mae,TiDE_CAL__minus__TiDE_KIN,16.61380293372309,7.337175242629808,23.950978176352898,23.989573548284071
972,0,average,mae,TiDE_HCAL__minus__TiDE_KIN,16.652398305654263,7.337175242629808,23.950978176352898,23.989573548284071
972,0,average,mae,TiDE_HCAL__minus__TiDE_CAL,0.038595371931172906,7.337175242629808,23.950978176352898,23.989573548284071
972,0,average,rmse,TiDE_CAL__minus__TiDE_KIN,16.863893508618233,8.7500781646502208,25.613971673268452,25.572710199798514
972,0,average,rmse,TiDE_HCAL__minus__TiDE_KIN,16.822632035148295,8.7500781646502208,25.613971673268452,25.572710199798514
972,0,average,rmse,TiDE_HCAL__minus__TiDE_CAL,-0.041261473469937471,8.7500781646502208,25.613971673268452,25.572710199798514
972,0,average,crps,TiDE_CAL__minus__TiDE_KIN,7.9650796908988166,9.3659831235283466,17.331062814427163,17.323937497812768
972,0,average,crps,TiDE_HCAL__minus__TiDE_KIN,7.9579543742844212,9.3659831235283466,17.331062814427163,17.323937497812768
972,0,average,crps,TiDE_HCAL__minus__TiDE_CAL,-0.0071253166143954161,9.3659831235283466,17.331062814427163,17.323937497812768
972,0,average,interval_score90,TiDE_CAL__minus__TiDE_KIN,45.895475024056424,112.7705486514854,158.66602367554182,158.71842007604261
972,0,average,interval_score90,TiDE_HCAL__minus__TiDE_KIN,45.947871424557206,112.7705486514854,158.66602367554182,158.71842007604261
972,0,average,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0.052396400500782647,112.7705486514854,158.66602367554182,158.71842007604261
972,0,average,coverage90,TiDE_CAL__minus__TiDE_KIN,0.19539249146757676,0.75085324232081918,0.94624573378839594,0.94624573378839594
972,0,average,coverage90,TiDE_HCAL__minus__TiDE_KIN,0.19539249146757676,0.75085324232081918,0.94624573378839594,0.94624573378839594
972,0,average,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,0.75085324232081918,0.94624573378839594,0.94624573378839594
972,0,average,width90,TiDE_CAL__minus__TiDE_KIN,77.569879093938255,78.392296096874645,155.9621751908129,156.08287231143848
972,0,average,width90,TiDE_HCAL__minus__TiDE_KIN,77.690576214563833,78.392296096874645,155.9621751908129,156.08287231143848
972,0,average,width90,TiDE_HCAL__minus__TiDE_CAL,0.12069712062557869,78.392296096874645,155.9621751908129,156.08287231143848
972,0,ATU1,mae,TiDE_CAL__minus__TiDE_KIN,29.75992193917957,3.0541748286784487,32.814096767858018,32.728784716903682
972,0,ATU1,mae,TiDE_HCAL__minus__TiDE_KIN,29.674609888225234,3.0541748286784487,32.814096767858018,32.728784716903682
972,0,ATU1,mae,TiDE_HCAL__minus__TiDE_CAL,-0.085312050954335916,3.0541748286784487,32.814096767858018,32.728784716903682
972,0,ATU1,rmse,TiDE_CAL__minus__TiDE_KIN,31.294394316442212,3.6636745538525757,34.958068870294788,34.758752151537031
972,0,ATU1,rmse,TiDE_HCAL__minus__TiDE_KIN,31.095077597684455,3.6636745538525757,34.958068870294788,34.758752151537031
972,0,ATU1,rmse,TiDE_HCAL__minus__TiDE_CAL,-0.19931671875775692,3.6636745538525757,34.958068870294788,34.758752151537031
972,0,ATU1,crps,TiDE_CAL__minus__TiDE_KIN,15.095496855128086,8.3205269152904719,23.416023770418558,23.348435403125897
972,0,ATU1,crps,TiDE_HCAL__minus__TiDE_KIN,15.027908487835425,8.3205269152904719,23.416023770418558,23.348435403125897
972,0,ATU1,crps,TiDE_HCAL__minus__TiDE_CAL,-0.067588367292660934,8.3205269152904719,23.416023770418558,23.348435403125897
972,0,ATU1,interval_score90,TiDE_CAL__minus__TiDE_KIN,121.23741633154486,114.97513147516409,236.21254780670895,236.37887339595466
972,0,ATU1,interval_score90,TiDE_HCAL__minus__TiDE_KIN,121.40374192079057,114.97513147516409,236.21254780670895,236.37887339595466
972,0,ATU1,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0.16632558924570162,114.97513147516409,236.21254780670895,236.37887339595466
972,0,ATU1,coverage90,TiDE_CAL__minus__TiDE_KIN,0,1,1,1
972,0,ATU1,coverage90,TiDE_HCAL__minus__TiDE_KIN,0,1,1,1
972,0,ATU1,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,1,1
972,0,ATU1,width90,TiDE_CAL__minus__TiDE_KIN,121.23741633154486,114.97513147516409,236.21254780670895,236.37887339595466
972,0,ATU1,width90,TiDE_HCAL__minus__TiDE_KIN,121.40374192079057,114.97513147516409,236.21254780670895,236.37887339595466
972,0,ATU1,width90,TiDE_HCAL__minus__TiDE_CAL,0.16632558924570162,114.97513147516409,236.21254780670895,236.37887339595466
972,0,ATU5,mae,TiDE_CAL__minus__TiDE_KIN,28.859048777903936,2.3073836668484082,31.166432444752346,31.187207377915801
972,0,ATU5,mae,TiDE_HCAL__minus__TiDE_KIN,28.879823711067392,2.3073836668484082,31.166432444752346,31.187207377915801
972,0,ATU5,mae,TiDE_HCAL__minus__TiDE_CAL,0.020774933163455245,2.3073836668484082,31.166432444752346,31.187207377915801
972,0,ATU5,rmse,TiDE_CAL__minus__TiDE_KIN,29.122656913131454,3.0040025265901327,32.126659439721585,32.054930316142972
972,0,ATU5,rmse,TiDE_HCAL__minus__TiDE_KIN,29.050927789552841,3.0040025265901327,32.126659439721585,32.054930316142972
972,0,ATU5,rmse,TiDE_HCAL__minus__TiDE_CAL,-0.071729123578613496,3.0040025265901327,32.126659439721585,32.054930316142972
972,0,ATU5,crps,TiDE_CAL__minus__TiDE_KIN,13.520450981020481,10.799088724903186,24.319539705923667,24.287962319457858
972,0,ATU5,crps,TiDE_HCAL__minus__TiDE_KIN,13.488873594554672,10.799088724903186,24.319539705923667,24.287962319457858
972,0,ATU5,crps,TiDE_HCAL__minus__TiDE_CAL,-0.031577386465809099,10.799088724903186,24.319539705923667,24.287962319457858
972,0,ATU5,interval_score90,TiDE_CAL__minus__TiDE_KIN,122.6953351777222,150.91466474882327,273.60999992654547,273.42024171733374
972,0,ATU5,interval_score90,TiDE_HCAL__minus__TiDE_KIN,122.50557696851047,150.91466474882327,273.60999992654547,273.42024171733374
972,0,ATU5,interval_score90,TiDE_HCAL__minus__TiDE_CAL,-0.18975820921173181,150.91466474882327,273.60999992654547,273.42024171733374
972,0,ATU5,coverage90,TiDE_CAL__minus__TiDE_KIN,0,1,1,1
972,0,ATU5,coverage90,TiDE_HCAL__minus__TiDE_KIN,0,1,1,1
972,0,ATU5,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,1,1
972,0,ATU5,width90,TiDE_CAL__minus__TiDE_KIN,122.6953351777222,150.91466474882327,273.60999992654547,273.42024171733374
972,0,ATU5,width90,TiDE_HCAL__minus__TiDE_KIN,122.50557696851047,150.91466474882327,273.60999992654547,273.42024171733374
972,0,ATU5,width90,TiDE_HCAL__minus__TiDE_CAL,-0.18975820921173181,150.91466474882327,273.60999992654547,273.42024171733374
972,0,MJ3,mae,TiDE_CAL__minus__TiDE_KIN,-2.9159666292820718,8.4741670146507406,5.5582003853686688,5.6426522672054267
972,0,MJ3,mae,TiDE_HCAL__minus__TiDE_KIN,-2.831514747445314,8.4741670146507406,5.5582003853686688,5.6426522672054267
972,0,MJ3,mae,TiDE_HCAL__minus__TiDE_CAL,0.084451881836757892,8.4741670146507406,5.5582003853686688,5.6426522672054267
972,0,MJ3,rmse,TiDE_CAL__minus__TiDE_KIN,-2.9822061934012014,9.8077830842890865,6.8255768908878851,6.9006508774629696
972,0,MJ3,rmse,TiDE_HCAL__minus__TiDE_KIN,-2.9071322068261169,9.8077830842890865,6.8255768908878851,6.9006508774629696
972,0,MJ3,rmse,TiDE_HCAL__minus__TiDE_CAL,0.075073986575084461,9.8077830842890865,6.8255768908878851,6.9006508774629696
972,0,MJ3,crps,TiDE_CAL__minus__TiDE_KIN,-2.5169451197662562,6.7396624458109748,4.2227173260447186,4.26903801719277
972,0,MJ3,crps,TiDE_HCAL__minus__TiDE_KIN,-2.4706244286182049,6.7396624458109748,4.2227173260447186,4.26903801719277
972,0,MJ3,crps,TiDE_HCAL__minus__TiDE_CAL,0.046320691148051374,6.7396624458109748,4.2227173260447186,4.26903801719277
972,0,MJ3,interval_score90,TiDE_CAL__minus__TiDE_KIN,-43.549564105618259,81.574218829082923,38.024654723464664,38.403811360372856
972,0,MJ3,interval_score90,TiDE_HCAL__minus__TiDE_KIN,-43.170407468710067,81.574218829082923,38.024654723464664,38.403811360372856
972,0,MJ3,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0.37915663690819201,81.574218829082923,38.024654723464664,38.403811360372856
972,0,MJ3,coverage90,TiDE_CAL__minus__TiDE_KIN,0.56655290102389078,0.43344709897610922,1,1
972,0,MJ3,coverage90,TiDE_HCAL__minus__TiDE_KIN,0.56655290102389078,0.43344709897610922,1,1
972,0,MJ3,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,0.43344709897610922,1,1
972,0,MJ3,width90,TiDE_CAL__minus__TiDE_KIN,26.050420395766196,11.974234327698468,38.024654723464664,38.403811360372856
972,0,MJ3,width90,TiDE_HCAL__minus__TiDE_KIN,26.429577032674388,11.974234327698468,38.024654723464664,38.403811360372856
972,0,MJ3,width90,TiDE_HCAL__minus__TiDE_CAL,0.37915663690819201,11.974234327698468,38.024654723464664,38.403811360372856
972,0,MJ1,mae,TiDE_CAL__minus__TiDE_KIN,10.75220764709093,15.512975460341636,26.265183107432566,26.399649831111368
972,0,MJ1,mae,TiDE_HCAL__minus__TiDE_KIN,10.886674370769732,15.512975460341636,26.265183107432566,26.399649831111368
972,0,MJ1,mae,TiDE_HCAL__minus__TiDE_CAL,0.13446672367880197,15.512975460341636,26.265183107432566,26.399649831111368
972,0,MJ1,rmse,TiDE_CAL__minus__TiDE_KIN,10.020728998300463,18.524852493869091,28.545581492169553,28.576507454051093
972,0,MJ1,rmse,TiDE_HCAL__minus__TiDE_KIN,10.051654960182002,18.524852493869091,28.545581492169553,28.576507454051093
972,0,MJ1,rmse,TiDE_HCAL__minus__TiDE_CAL,0.030925961881539621,18.524852493869091,28.545581492169553,28.576507454051093
972,0,MJ1,crps,TiDE_CAL__minus__TiDE_KIN,5.7613160472129579,11.604654408108754,17.365970455321712,17.390314251474546
972,0,MJ1,crps,TiDE_HCAL__minus__TiDE_KIN,5.7856598433657922,11.604654408108754,17.365970455321712,17.390314251474546
972,0,MJ1,crps,TiDE_HCAL__minus__TiDE_CAL,0.024343796152834329,11.604654408108754,17.365970455321712,17.390314251474546
972,0,MJ1,interval_score90,TiDE_CAL__minus__TiDE_KIN,-16.801287307423038,103.6181795528713,86.816892245448258,86.670753830509113
972,0,MJ1,interval_score90,TiDE_HCAL__minus__TiDE_KIN,-16.947425722362183,103.6181795528713,86.816892245448258,86.670753830509113
972,0,MJ1,interval_score90,TiDE_HCAL__minus__TiDE_CAL,-0.14613841493914492,103.6181795528713,86.816892245448258,86.670753830509113
972,0,MJ1,coverage90,TiDE_CAL__minus__TiDE_KIN,0.21501706484641636,0.56996587030716728,0.78498293515358364,0.78498293515358364
972,0,MJ1,coverage90,TiDE_HCAL__minus__TiDE_KIN,0.21501706484641636,0.56996587030716728,0.78498293515358364,0.78498293515358364
972,0,MJ1,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,0.56996587030716728,0.78498293515358364,0.78498293515358364
972,0,MJ1,width90,TiDE_CAL__minus__TiDE_KIN,40.296344470719703,35.70515383581278,76.001498306532483,76.128562772092636
972,0,MJ1,width90,TiDE_HCAL__minus__TiDE_KIN,40.423408936279856,35.70515383581278,76.001498306532483,76.128562772092636
972,0,MJ1,width90,TiDE_HCAL__minus__TiDE_CAL,0.12706446556015294,35.70515383581278,76.001498306532483,76.128562772092636
972,1,average,mae,TiDE_CAL__minus__TiDE_KIN,0.62112129434045293,10.616048583325698,11.237169877666151,13.097267595652527
972,1,average,mae,TiDE_HCAL__minus__TiDE_KIN,2.4812190123268287,10.616048583325698,11.237169877666151,13.097267595652527
972,1,average,mae,TiDE_HCAL__minus__TiDE_CAL,1.8600977179863758,10.616048583325698,11.237169877666151,13.097267595652527
972,1,average,rmse,TiDE_CAL__minus__TiDE_KIN,0.043312939509434045,12.51483815424022,12.558151093749654,14.428572778568354
972,1,average,rmse,TiDE_HCAL__minus__TiDE_KIN,1.9137346243281339,12.51483815424022,12.558151093749654,14.428572778568354
972,1,average,rmse,TiDE_HCAL__minus__TiDE_CAL,1.8704216848186999,12.51483815424022,12.558151093749654,14.428572778568354
972,1,average,crps,TiDE_CAL__minus__TiDE_KIN,2.5967297336935236,10.233331414873792,12.830061148567315,13.282306860959986
972,1,average,crps,TiDE_HCAL__minus__TiDE_KIN,3.0489754460861942,10.233331414873792,12.830061148567315,13.282306860959986
972,1,average,crps,TiDE_HCAL__minus__TiDE_CAL,0.45224571239267064,10.233331414873792,12.830061148567315,13.282306860959986
972,1,average,interval_score90,TiDE_CAL__minus__TiDE_KIN,35.607350889405424,120.49023316681603,156.09758405622145,156.17751883495208
972,1,average,interval_score90,TiDE_HCAL__minus__TiDE_KIN,35.687285668136056,120.49023316681603,156.09758405622145,156.17751883495208
972,1,average,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0.079934778730631706,120.49023316681603,156.09758405622145,156.17751883495208
972,1,average,coverage90,TiDE_CAL__minus__TiDE_KIN,0.17406143344709901,0.82337883959044367,0.99744027303754268,0.99402730375426618
972,1,average,coverage90,TiDE_HCAL__minus__TiDE_KIN,0.17064846416382251,0.82337883959044367,0.99744027303754268,0.99402730375426618
972,1,average,coverage90,TiDE_HCAL__minus__TiDE_CAL,-0.0034129692832765013,0.82337883959044367,0.99744027303754268,0.99402730375426618
972,1,average,width90,TiDE_CAL__minus__TiDE_KIN,77.569879093938255,78.392296096874645,155.9621751908129,156.08287231143848
972,1,average,width90,TiDE_HCAL__minus__TiDE_KIN,77.690576214563833,78.392296096874645,155.9621751908129,156.08287231143848
972,1,average,width90,TiDE_HCAL__minus__TiDE_CAL,0.12069712062557869,78.392296096874645,155.9621751908129,156.08287231143848
972,1,ATU1,mae,TiDE_CAL__minus__TiDE_KIN,12.148020230692023,3.9597988222139198,16.107819052905942,23.027339701692377
972,1,ATU1,mae,TiDE_HCAL__minus__TiDE_KIN,19.067540879478457,3.9597988222139198,16.107819052905942,23.027339701692377
972,1,ATU1,mae,TiDE_HCAL__minus__TiDE_CAL,6.9195206487864347,3.9597988222139198,16.107819052905942,23.027339701692377
972,1,ATU1,rmse,TiDE_CAL__minus__TiDE_KIN,13.504691111877754,4.7826117521021452,18.2873028639799,24.308038326861123
972,1,ATU1,rmse,TiDE_HCAL__minus__TiDE_KIN,19.525426574758978,4.7826117521021452,18.2873028639799,24.308038326861123
972,1,ATU1,rmse,TiDE_HCAL__minus__TiDE_CAL,6.0207354628812233,4.7826117521021452,18.2873028639799,24.308038326861123
972,1,ATU1,crps,TiDE_CAL__minus__TiDE_KIN,10.194270233551626,8.4277395870942033,18.622009820645829,20.034903048220098
972,1,ATU1,crps,TiDE_HCAL__minus__TiDE_KIN,11.607163461125895,8.4277395870942033,18.622009820645829,20.034903048220098
972,1,ATU1,crps,TiDE_HCAL__minus__TiDE_CAL,1.4128932275742692,8.4277395870942033,18.622009820645829,20.034903048220098
972,1,ATU1,interval_score90,TiDE_CAL__minus__TiDE_KIN,121.23741633154486,114.97513147516409,236.21254780670895,236.37887339595466
972,1,ATU1,interval_score90,TiDE_HCAL__minus__TiDE_KIN,121.40374192079057,114.97513147516409,236.21254780670895,236.37887339595466
972,1,ATU1,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0.16632558924570162,114.97513147516409,236.21254780670895,236.37887339595466
972,1,ATU1,coverage90,TiDE_CAL__minus__TiDE_KIN,0,1,1,1
972,1,ATU1,coverage90,TiDE_HCAL__minus__TiDE_KIN,0,1,1,1
972,1,ATU1,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,1,1
972,1,ATU1,width90,TiDE_CAL__minus__TiDE_KIN,121.23741633154486,114.97513147516409,236.21254780670895,236.37887339595466
972,1,ATU1,width90,TiDE_HCAL__minus__TiDE_KIN,121.40374192079057,114.97513147516409,236.21254780670895,236.37887339595466
972,1,ATU1,width90,TiDE_HCAL__minus__TiDE_CAL,0.16632558924570162,114.97513147516409,236.21254780670895,236.37887339595466
972,1,ATU5,mae,TiDE_CAL__minus__TiDE_KIN,2.9858676950049752,13.001134264320068,15.987001959325044,16.469022565924217
972,1,ATU5,mae,TiDE_HCAL__minus__TiDE_KIN,3.4678883016041482,13.001134264320068,15.987001959325044,16.469022565924217
972,1,ATU5,mae,TiDE_HCAL__minus__TiDE_CAL,0.48202060659917301,13.001134264320068,15.987001959325044,16.469022565924217
972,1,ATU5,rmse,TiDE_CAL__minus__TiDE_KIN,1.2630207534320554,15.804986524760693,17.068007278192749,18.442155621593692
972,1,ATU5,rmse,TiDE_HCAL__minus__TiDE_KIN,2.6371690968329986,15.804986524760693,17.068007278192749,18.442155621593692
972,1,ATU5,rmse,TiDE_HCAL__minus__TiDE_CAL,1.3741483434009432,15.804986524760693,17.068007278192749,18.442155621593692
972,1,ATU5,crps,TiDE_CAL__minus__TiDE_KIN,7.9743873166611809,12.852509705150128,20.826897021811309,21.044422021130522
972,1,ATU5,crps,TiDE_HCAL__minus__TiDE_KIN,8.1919123159803942,12.852509705150128,20.826897021811309,21.044422021130522
972,1,ATU5,crps,TiDE_HCAL__minus__TiDE_CAL,0.21752499931921321,12.852509705150128,20.826897021811309,21.044422021130522
972,1,ATU5,interval_score90,TiDE_CAL__minus__TiDE_KIN,122.6953351777222,150.91466474882327,273.60999992654547,273.42024171733374
972,1,ATU5,interval_score90,TiDE_HCAL__minus__TiDE_KIN,122.50557696851047,150.91466474882327,273.60999992654547,273.42024171733374
972,1,ATU5,interval_score90,TiDE_HCAL__minus__TiDE_CAL,-0.18975820921173181,150.91466474882327,273.60999992654547,273.42024171733374
972,1,ATU5,coverage90,TiDE_CAL__minus__TiDE_KIN,0,1,1,1
972,1,ATU5,coverage90,TiDE_HCAL__minus__TiDE_KIN,0,1,1,1
972,1,ATU5,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,1,1
972,1,ATU5,width90,TiDE_CAL__minus__TiDE_KIN,122.6953351777222,150.91466474882327,273.60999992654547,273.42024171733374
972,1,ATU5,width90,TiDE_HCAL__minus__TiDE_KIN,122.50557696851047,150.91466474882327,273.60999992654547,273.42024171733374
972,1,ATU5,width90,TiDE_HCAL__minus__TiDE_CAL,-0.18975820921173181,150.91466474882327,273.60999992654547,273.42024171733374
972,1,MJ3,mae,TiDE_CAL__minus__TiDE_KIN,-4.573552994486402,13.738962253247614,9.1654092587612119,9.3786989757518615
972,1,MJ3,mae,TiDE_HCAL__minus__TiDE_KIN,-4.3602632774957524,13.738962253247614,9.1654092587612119,9.3786989757518615
972,1,MJ3,mae,TiDE_HCAL__minus__TiDE_CAL,0.21328971699064958,13.738962253247614,9.1654092587612119,9.3786989757518615
972,1,MJ3,rmse,TiDE_CAL__minus__TiDE_KIN,-6.1099572224084699,16.705348033431889,10.595390811023419,10.963151398410199
972,1,MJ3,rmse,TiDE_HCAL__minus__TiDE_KIN,-5.7421966350216902,16.705348033431889,10.595390811023419,10.963151398410199
972,1,MJ3,rmse,TiDE_HCAL__minus__TiDE_CAL,0.36776058738677975,16.705348033431889,10.595390811023419,10.963151398410199
972,1,MJ3,crps,TiDE_CAL__minus__TiDE_KIN,-5.7499794900832493,11.907795294293892,6.1578158042106432,6.3671740268328678
972,1,MJ3,crps,TiDE_HCAL__minus__TiDE_KIN,-5.5406212674610247,11.907795294293892,6.1578158042106432,6.3671740268328678
972,1,MJ3,crps,TiDE_HCAL__minus__TiDE_CAL,0.20935822262222459,11.907795294293892,6.1578158042106432,6.3671740268328678
972,1,MJ3,interval_score90,TiDE_CAL__minus__TiDE_KIN,-141.5372560914746,180.10354627657341,38.566290185098822,38.782397454427326
972,1,MJ3,interval_score90,TiDE_HCAL__minus__TiDE_KIN,-141.32114882214609,180.10354627657341,38.566290185098822,38.782397454427326
972,1,MJ3,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0.21610726932850355,180.10354627657341,38.566290185098822,38.782397454427326
972,1,MJ3,coverage90,TiDE_CAL__minus__TiDE_KIN,0.67918088737201354,0.31058020477815701,0.98976109215017061,0.97610921501706482
972,1,MJ3,coverage90,TiDE_HCAL__minus__TiDE_KIN,0.66552901023890776,0.31058020477815701,0.98976109215017061,0.97610921501706482
972,1,MJ3,coverage90,TiDE_HCAL__minus__TiDE_CAL,-0.013651877133105783,0.31058020477815701,0.98976109215017061,0.97610921501706482
972,1,MJ3,width90,TiDE_CAL__minus__TiDE_KIN,26.050420395766196,11.974234327698468,38.024654723464664,38.403811360372856
972,1,MJ3,width90,TiDE_HCAL__minus__TiDE_KIN,26.429577032674388,11.974234327698468,38.024654723464664,38.403811360372856
972,1,MJ3,width90,TiDE_HCAL__minus__TiDE_CAL,0.37915663690819201,11.974234327698468,38.024654723464664,38.403811360372856
972,1,MJ1,mae,TiDE_CAL__minus__TiDE_KIN,-8.0758497538487823,11.764298993521189,3.6884492396724058,3.5140091392416566
972,1,MJ1,mae,TiDE_HCAL__minus__TiDE_KIN,-8.2502898542795329,11.764298993521189,3.6884492396724058,3.5140091392416566
972,1,MJ1,mae,TiDE_HCAL__minus__TiDE_CAL,-0.1744401004307492,11.764298993521189,3.6884492396724058,3.5140091392416566
972,1,MJ1,rmse,TiDE_CAL__minus__TiDE_KIN,-8.4845028848636073,12.766406306666154,4.2819034218025465,4.000945767408405
972,1,MJ1,rmse,TiDE_HCAL__minus__TiDE_KIN,-8.7654605392577487,12.766406306666154,4.2819034218025465,4.000945767408405
972,1,MJ1,rmse,TiDE_HCAL__minus__TiDE_CAL,-0.28095765439414144,12.766406306666154,4.2819034218025465,4.000945767408405
972,1,MJ1,crps,TiDE_CAL__minus__TiDE_KIN,-2.0317591253554559,7.745281072956943,5.7135219476014871,5.6827283476564574
972,1,MJ1,crps,TiDE_HCAL__minus__TiDE_KIN,-2.0625527253004856,7.745281072956943,5.7135219476014871,5.6827283476564574
972,1,MJ1,crps,TiDE_HCAL__minus__TiDE_CAL,-0.030793599945029726,7.745281072956943,5.7135219476014871,5.6827283476564574
972,1,MJ1,interval_score90,TiDE_CAL__minus__TiDE_KIN,40.033908139829165,35.967590166703374,76.00149830653254,76.128562772092664
972,1,MJ1,interval_score90,TiDE_HCAL__minus__TiDE_KIN,40.16097260538929,35.967590166703374,76.00149830653254,76.128562772092664
972,1,MJ1,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0.12706446556012452,35.967590166703374,76.00149830653254,76.128562772092664
972,1,MJ1,coverage90,TiDE_CAL__minus__TiDE_KIN,0.017064846416382284,0.98293515358361772,1,1
972,1,MJ1,coverage90,TiDE_HCAL__minus__TiDE_KIN,0.017064846416382284,0.98293515358361772,1,1
972,1,MJ1,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,0.98293515358361772,1,1
972,1,MJ1,width90,TiDE_CAL__minus__TiDE_KIN,40.29634447071976,35.70515383581278,76.00149830653254,76.128562772092664
972,1,MJ1,width90,TiDE_HCAL__minus__TiDE_KIN,40.423408936279884,35.70515383581278,76.00149830653254,76.128562772092664
972,1,MJ1,width90,TiDE_HCAL__minus__TiDE_CAL,0.12706446556012452,35.70515383581278,76.00149830653254,76.128562772092664
972,2,average,mae,TiDE_CAL__minus__TiDE_KIN,16.202734938672183,5.5398277593793344,21.742562698051518,21.70581923122819
972,2,average,mae,TiDE_HCAL__minus__TiDE_KIN,16.165991471848855,5.5398277593793344,21.742562698051518,21.70581923122819
972,2,average,mae,TiDE_HCAL__minus__TiDE_CAL,-0.036743466823327964,5.5398277593793344,21.742562698051518,21.70581923122819
972,2,average,rmse,TiDE_CAL__minus__TiDE_KIN,16.306218882038422,6.6432618067933387,22.949480688831763,22.958153569749104
972,2,average,rmse,TiDE_HCAL__minus__TiDE_KIN,16.314891762955767,6.6432618067933387,22.949480688831763,22.958153569749104
972,2,average,rmse,TiDE_HCAL__minus__TiDE_CAL,0.00867288091734153,6.6432618067933387,22.949480688831763,22.958153569749104
972,2,average,crps,TiDE_CAL__minus__TiDE_KIN,8.5354763278345374,7.1116546674483585,15.647130995282895,15.652327890068712
972,2,average,crps,TiDE_HCAL__minus__TiDE_KIN,8.5406732226203523,7.1116546674483585,15.647130995282895,15.652327890068712
972,2,average,crps,TiDE_HCAL__minus__TiDE_CAL,0.0051968947858167525,7.1116546674483585,15.647130995282895,15.652327890068712
972,2,average,interval_score90,TiDE_CAL__minus__TiDE_KIN,63.97577421447707,91.98640097633583,155.9621751908129,156.08287231143848
972,2,average,interval_score90,TiDE_HCAL__minus__TiDE_KIN,64.096471335102649,91.98640097633583,155.9621751908129,156.08287231143848
972,2,average,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0.12069712062557869,91.98640097633583,155.9621751908129,156.08287231143848
972,2,average,coverage90,TiDE_CAL__minus__TiDE_KIN,0.10409556313993173,0.89590443686006827,1,1
972,2,average,coverage90,TiDE_HCAL__minus__TiDE_KIN,0.10409556313993173,0.89590443686006827,1,1
972,2,average,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,0.89590443686006827,1,1
972,2,average,width90,TiDE_CAL__minus__TiDE_KIN,77.569879093938255,78.392296096874645,155.9621751908129,156.08287231143848
972,2,average,width90,TiDE_HCAL__minus__TiDE_KIN,77.690576214563833,78.392296096874645,155.9621751908129,156.08287231143848
972,2,average,width90,TiDE_HCAL__minus__TiDE_CAL,0.12069712062557869,78.392296096874645,155.9621751908129,156.08287231143848
972,2,ATU1,mae,TiDE_CAL__minus__TiDE_KIN,32.218632595334327,7.0554083961410861,39.274040991475417,39.201607538679895
972,2,ATU1,mae,TiDE_HCAL__minus__TiDE_KIN,32.146199142538805,7.0554083961410861,39.274040991475417,39.201607538679895
972,2,ATU1,mae,TiDE_HCAL__minus__TiDE_CAL,-0.072433452795522157,7.0554083961410861,39.274040991475417,39.201607538679895
