feature_set,horizon_days,split,evaluation_role,estimator,subset,actual_level,actual_color,predicted_level,predicted_color,count
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,0,green,5
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,1,blue,60
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,17
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,4,red,2
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,0,green,2
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,1,blue,3
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,2,yellow,71
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,4,red,1
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,0,green,1
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,1,blue,8
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,2,yellow,54
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,3,orange,0
interval_only,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,4,red,9
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,0,green,0,green,428
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,0,green,1,blue,71
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,0,green,2,yellow,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,0,green,3,orange,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,0,green,4,red,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,0,green,506
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,1,blue,326
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,2,yellow,9
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,3,orange,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,4,red,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,0,green,25
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,1,blue,195
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,2,yellow,58
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,3,orange,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,4,red,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,0,green,5
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,1,blue,127
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,2,yellow,10
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,3,orange,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,4,red,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,4,red,0,green,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,4,red,1,blue,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,4,red,2,yellow,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,4,red,3,orange,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,all,4,red,4,red,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,0,green,89
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,1,blue,39
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,0,green,124
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,1,blue,70
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,2,yellow,3
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,0,green,16
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,1,blue,53
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,11
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,1,blue,45
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_interval,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,516
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,31
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,614
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,417
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,3
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,3,orange,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,4,red,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,0,green,35
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,1,blue,128
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,2,yellow,13
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,3,orange,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,4,red,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,0,green,10
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,1,blue,77
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,2,yellow,45
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,3,orange,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,4,red,1
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,0,green,28
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,1,blue,278
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,2,yellow,44
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,3,orange,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,4,red,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,0,green,100
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,1,blue,9
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,0,green,113
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,1,blue,53
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,2,yellow,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,0,green,15
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,1,blue,59
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,10
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,0,green,10
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,1,blue,52
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,2,yellow,14
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,4,red,1
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,0,green,6
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,1,blue,47
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,2,yellow,19
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_interval,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,4,red,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,0,green,0,green,385
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,0,green,1,blue,114
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,0,green,2,yellow,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,0,green,3,orange,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,0,green,4,red,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,0,green,158
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,1,blue,638
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,2,yellow,45
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,3,orange,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,4,red,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,0,green,2
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,1,blue,23
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,2,yellow,253
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,3,orange,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,4,red,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,0,green,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,1,blue,1
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,2,yellow,141
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,3,orange,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,4,red,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,4,red,0,green,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,4,red,1,blue,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,4,red,2,yellow,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,4,red,3,orange,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,all,4,red,4,red,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,0,green,40
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,1,blue,88
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,0,green,114
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,1,blue,46
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,2,yellow,37
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,0,green,2
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,1,blue,18
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,60
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,1,blue,1
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,44
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_velocity,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,474
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,73
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,160
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,845
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,29
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,3,orange,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,4,red,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,0,green,5
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,1,blue,41
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,2,yellow,129
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,3,orange,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,4,red,1
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,0,green,2
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,1,blue,2
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,2,yellow,128
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,3,orange,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,4,red,1
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,0,green,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,1,blue,2
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,2,yellow,270
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,3,orange,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,4,red,78
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,0,green,58
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,1,blue,51
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,0,green,92
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,1,blue,60
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,2,yellow,14
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,0,green,5
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,1,blue,40
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,38
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,4,red,1
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,0,green,2
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,1,blue,2
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,2,yellow,72
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,4,red,1
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,1,blue,2
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,2,yellow,66
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_velocity,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,4,red,4
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,0,green,0,green,412
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,0,green,1,blue,87
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,0,green,2,yellow,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,0,green,3,orange,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,0,green,4,red,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,0,green,221
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,1,blue,574
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,2,yellow,46
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,3,orange,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,1,blue,4,red,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,0,green,3
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,1,blue,22
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,2,yellow,253
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,3,orange,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,2,yellow,4,red,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,0,green,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,1,blue,3
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,2,yellow,139
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,3,orange,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,3,orange,4,red,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,4,red,0,green,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,4,red,1,blue,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,4,red,2,yellow,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,4,red,3,orange,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,all,4,red,4,red,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,0,green,42
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,1,blue,86
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,0,green,151
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,1,blue,2
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,2,yellow,44
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,0,green,3
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,1,blue,22
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,55
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,1,blue,3
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,42
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_delta_v,7,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,486
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,54
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,7
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,210
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,790
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,34
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,3,orange,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,1,blue,4,red,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,0,green,5
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,1,blue,58
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,2,yellow,113
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,3,orange,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,4,red,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,0,green,2
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,1,blue,1
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,2,yellow,130
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,3,orange,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,3,orange,4,red,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,0,green,1
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,1,blue,7
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,2,yellow,255
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,3,orange,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,all,4,red,4,red,87
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,0,green,48
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,1,blue,54
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,2,yellow,7
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,0,green,136
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,1,blue,1
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,2,yellow,29
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,0,green,5
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,1,blue,58
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,21
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,0,green,2
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,1,blue,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,2,yellow,75
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,4,red,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,0,green,1
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,1,blue,4
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,2,yellow,64
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_delta_v,7,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,4,red,3
without_tangent,7,calibration,chronological_evaluation_only,ngboost,all,0,green,0,green,385
without_tangent,7,calibration,chronological_evaluation_only,ngboost,all,0,green,1,blue,114
without_tangent,7,calibration,chronological_evaluation_only,ngboost,all,0,green,2,yellow,0
without_tangent,7,calibration,chronological_evaluation_only,ngboost,all,0,green,3,orange,0
