feature_set,horizon_days,split,evaluation_role,estimator,subset,metric,class_level,class_color,value,numerator,denominator,status
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_count,,,132.0,132.0,300.0,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_rate,,,0.44,132.0,300.0,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,multiclass_log_loss,,,1.5900691495608696,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,multiclass_brier,,,1.0174641374885247,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,top_label_ece,,,0.5307957562815332,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,0.0,green,0.3809435395704169,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,0.0,green,0.5185185185185185,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,0.0,green,0.3085507953006756,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,1.0,blue,0.46572539224800913,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,1.0,blue,0.2505862193362194,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,1.0,blue,0.3138348642121958,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,2.0,yellow,0.15863116093049076,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.8216718526616769,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.3353564353782204,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,3.0,orange,0.06968547025969822,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,3.0,orange,0.9435088293001962,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,3.0,orange,0.4277160410733625,,,ok
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,4.0,red,,,,no_positive_examples
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,row_count,,,2272.0,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,accuracy,,,0.8622359154929577,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,macro_f1_fixed_five,,,0.7206095513640014,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,macro_f1_supported_classes,,,0.7206095513640014,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,precision,0.0,green,0.8689655172413793,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,recall,0.0,green,0.882661996497373,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,f1,0.0,green,0.8757602085143353,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,support,0.0,green,571.0,571.0,2272.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,precision,1.0,blue,0.9168278529980658,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,recall,1.0,blue,0.9132947976878613,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,f1,1.0,blue,0.915057915057915,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,support,1.0,blue,1038.0,1038.0,2272.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,precision,2.0,yellow,0.6738197424892703,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,recall,2.0,yellow,0.8722222222222222,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,f1,2.0,yellow,0.7602905569007264,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,support,2.0,yellow,180.0,180.0,2272.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,precision,3.0,orange,0.6666666666666666,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,recall,3.0,orange,0.09022556390977443,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,f1,3.0,orange,0.15894039735099338,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,support,3.0,orange,133.0,133.0,2272.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,precision,4.0,red,0.8304668304668305,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,recall,4.0,red,0.9657142857142857,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,f1,4.0,red,0.892998678996037,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,support,4.0,red,350.0,350.0,2272.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,balanced_accuracy_supported_classes,,,0.7448237732063034,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,ordinal_mae,,,0.14392605633802816,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,quadratic_weighted_kappa,,,0.9566748776208872,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,false_escalation_vs_proxy_count,,,149.0,149.0,2272.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,false_escalation_vs_proxy_rate,,,0.06558098591549295,149.0,2272.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,false_deescalation_vs_proxy_count,,,164.0,164.0,2272.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,false_deescalation_vs_proxy_rate,,,0.0721830985915493,164.0,2272.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,multiclass_log_loss,,,0.40922550829391474,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,multiclass_brier,,,0.20582501202600667,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,top_label_ece,,,0.0551855904891545,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,0.0,green,0.040076733801376364,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,0.0,green,0.98186808830903,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,0.0,green,0.9368750507217799,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,1.0,blue,0.06008434205777287,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,1.0,blue,0.976101029595001,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,1.0,blue,0.9737772945318885,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,2.0,yellow,0.03505165455447916,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,2.0,yellow,0.973863394943701,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,2.0,yellow,0.815079867051456,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,3.0,orange,0.035748576245819265,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,3.0,orange,0.9461082580223349,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,3.0,orange,0.5472419674584528,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,4.0,red,0.024965493304275395,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,4.0,red,0.9920269064962093,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,4.0,red,0.9400125834863039,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,row_count,,,281.0,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,accuracy,,,0.3096085409252669,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,macro_f1_fixed_five,,,0.311225541763097,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,macro_f1_supported_classes,,,0.311225541763097,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,0.0,green,0.2077922077922078,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,0.0,green,0.22857142857142856,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,0.0,green,0.21768707482993196,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,support,0.0,green,70.0,70.0,281.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,1.0,blue,0.26262626262626265,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,1.0,blue,0.26804123711340205,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,1.0,blue,0.2653061224489796,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,support,1.0,blue,97.0,97.0,281.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,2.0,yellow,0.2982456140350877,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,2.0,yellow,0.425,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,2.0,yellow,0.35051546391752575,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,support,2.0,yellow,40.0,40.0,281.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,3.0,orange,1.0,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,3.0,orange,0.024390243902439025,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,3.0,orange,0.047619047619047616,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,support,3.0,orange,41.0,41.0,281.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,4.0,red,0.574468085106383,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,4.0,red,0.8181818181818182,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,4.0,red,0.675,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,support,4.0,red,33.0,33.0,281.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,balanced_accuracy_supported_classes,,,0.35283694555381756,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,ordinal_mae,,,0.7402135231316725,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,quadratic_weighted_kappa,,,0.7619542545542559,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_count,,,83.0,83.0,281.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_rate,,,0.29537366548042704,83.0,281.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_count,,,111.0,111.0,281.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_rate,,,0.39501779359430605,111.0,281.0,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,multiclass_log_loss,,,1.3783246086992635,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,multiclass_brier,,,0.8231995904131628,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label_ece,,,0.37609455488706145,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,0.0,green,0.2279458033175169,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,0.0,green,0.6659783344617468,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,0.0,green,0.30192883270073956,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,1.0,blue,0.25947131401756457,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,1.0,blue,0.5143153294486777,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,1.0,blue,0.3260793566303506,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,2.0,yellow,0.1311097337606073,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.795850622406639,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.2974305926493821,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,3.0,orange,0.10627765428188779,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,3.0,orange,0.9277439024390245,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,3.0,orange,0.7350534394175249,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,4.0,red,0.05401086515282221,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,4.0,red,0.918743890518084,,,ok
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,4.0,red,0.4780871678225699,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,row_count,,,1792.0,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,accuracy,,,0.7806919642857143,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,macro_f1_fixed_five,,,0.4846765106495015,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,macro_f1_supported_classes,,,0.6058456383118769,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,precision,0.0,green,0.7889908256880734,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,recall,0.0,green,0.8285163776493256,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,f1,0.0,green,0.8082706766917294,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,support,0.0,green,519.0,519.0,1792.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,precision,1.0,blue,0.8659286592865929,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,recall,1.0,blue,0.8331360946745562,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,f1,1.0,blue,0.8492159227985525,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,support,1.0,blue,845.0,845.0,1792.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,precision,2.0,yellow,0.6511056511056511,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,recall,2.0,yellow,0.9298245614035088,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,f1,2.0,yellow,0.7658959537572254,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,support,2.0,yellow,285.0,285.0,1792.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,precision,3.0,orange,0.0,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,recall,3.0,orange,0.0,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,f1,3.0,orange,0.0,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,support,3.0,orange,143.0,143.0,1792.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,precision,4.0,red,,,,absent_target_class
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,recall,4.0,red,,,,absent_target_class
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,f1,4.0,red,,,,absent_target_class
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,support,4.0,red,0.0,0.0,1792.0,absent_target_class
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,balanced_accuracy_supported_classes,,,0.6478692584318477,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,ordinal_mae,,,0.21930803571428573,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,quadratic_weighted_kappa,,,0.8473376167312645,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,false_escalation_vs_proxy_count,,,142.0,142.0,1792.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,false_escalation_vs_proxy_rate,,,0.07924107142857142,142.0,1792.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,false_deescalation_vs_proxy_count,,,251.0,251.0,1792.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,false_deescalation_vs_proxy_rate,,,0.14006696428571427,251.0,1792.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,multiclass_log_loss,,,0.6532532098727397,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,multiclass_brier,,,0.3202191161381056,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,top_label_ece,,,0.04644636163712948,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,0.0,green,0.021848987757448222,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,0.0,green,0.9455059657598833,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,0.0,green,0.8653491766565131,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,1.0,blue,0.03240690576334783,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,1.0,blue,0.9166424023543673,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,1.0,blue,0.9071181603129254,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,2.0,yellow,0.0276384896685989,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,2.0,yellow,0.9690857867961209,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,2.0,yellow,0.8270884781387249,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,3.0,orange,0.07053186312089235,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,3.0,orange,0.9820403974436721,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,3.0,orange,0.7740089585832297,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,4.0,red,,,,no_positive_examples
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,row_count,,,300.0,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,accuracy,,,0.22333333333333333,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,macro_f1_fixed_five,,,0.16071347591322227,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,macro_f1_supported_classes,,,0.20089184489152784,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,0.0,green,0.19090909090909092,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,0.0,green,0.21212121212121213,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,0.0,green,0.20095693779904306,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,support,0.0,green,99.0,99.0,300.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,1.0,blue,0.1623931623931624,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,1.0,blue,0.14393939393939395,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,1.0,blue,0.15261044176706828,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,support,1.0,blue,132.0,132.0,300.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,2.0,yellow,0.3698630136986301,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,2.0,yellow,0.574468085106383,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,2.0,yellow,0.45,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,support,2.0,yellow,47.0,47.0,300.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,3.0,orange,0.0,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,3.0,orange,0.0,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,3.0,orange,0.0,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,support,3.0,orange,22.0,22.0,300.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,4.0,red,,,,absent_target_class
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,4.0,red,,,,absent_target_class
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,4.0,red,,,,absent_target_class
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,support,4.0,red,0.0,0.0,300.0,absent_target_class
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,balanced_accuracy_supported_classes,,,0.23263217279174728,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,ordinal_mae,,,0.7766666666666666,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,quadratic_weighted_kappa,,,0.43859029138689887,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_count,,,102.0,102.0,300.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_rate,,,0.34,102.0,300.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_count,,,131.0,131.0,300.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_rate,,,0.43666666666666665,131.0,300.0,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,multiclass_log_loss,,,1.6578445877342536,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,multiclass_brier,,,1.028329992231377,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,top_label_ece,,,0.5192852598825286,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,0.0,green,0.37533490570057493,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,0.0,green,0.5176139504497714,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,0.0,green,0.3065774006595768,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,1.0,blue,0.46072859920560066,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,1.0,blue,0.24783549783549785,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,1.0,blue,0.3107841833946415,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,2.0,yellow,0.1517358950313802,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.8262551509545033,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.33522327922242123,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,3.0,orange,0.06262398523675594,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,3.0,orange,0.9529103989535644,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,3.0,orange,0.5246357919164274,,,ok
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,4.0,red,,,,no_positive_examples
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,row_count,,,2272.0,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,accuracy,,,0.8613556338028169,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,macro_f1_fixed_five,,,0.7207938081933131,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,macro_f1_supported_classes,,,0.7207938081933131,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,precision,0.0,green,0.8691910499139415,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,recall,0.0,green,0.8844133099824869,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,f1,0.0,green,0.8767361111111112,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,support,0.0,green,571.0,571.0,2272.0,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,precision,1.0,blue,0.9167473378509197,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,recall,1.0,blue,0.9123314065510597,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,f1,1.0,blue,0.914534041525833,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,support,1.0,blue,1038.0,1038.0,2272.0,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,precision,2.0,yellow,0.6514522821576764,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,recall,2.0,yellow,0.8722222222222222,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,f1,2.0,yellow,0.7458432304038005,,,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,support,2.0,yellow,180.0,180.0,2272.0,ok
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,precision,3.0,orange,0.65,,,ok
