model,horizon,n_per_point,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,mae,rmse,pooled_rmse
DRIFT30,24,353,0.93352530412,0.762747875354,4.31017064714,7.21280989667,0.814447592068,5.53204413489,10.0032097653,0.847733711048,6.59183716265,13.8266543604,1.12023964043,1.50553361539,1.517189171
DRIFT30,25,352,0.984061064083,0.761363636364,4.55264515696,7.62998000103,0.814630681818,5.84325679901,10.5962226186,0.846590909091,6.96266992444,14.6677041099,1.17612662886,1.58137533707,1.59319635854
DRIFT30,26,351,1.03530697749,0.75641025641,4.79960322702,8.05254712725,0.81339031339,6.16022405039,11.1994735028,0.84188034188,7.34035969988,15.5189039797,1.23259810381,1.65761652506,1.6695664293
DRIFT30,27,350,1.08724399391,0.757142857143,5.05111395766,8.4808590211,0.812142857143,6.48303457838,11.8110935894,0.842142857143,7.72501216883,16.3815799556,1.28934402442,1.73420108245,1.74624448407
DRIFT30,28,349,1.13985748375,0.752865329513,5.30727846939,8.91461291678,0.810888252149,6.81181816972,12.4319790136,0.840974212034,8.11678198177,17.254262554,1.34623496021,1.81107763768,1.82318084593
DRIFT30,29,348,1.19314118158,0.752155172414,5.5682292699,9.35528854161,0.806752873563,7.14674489622,13.0613841997,0.83908045977,8.51587179173,18.1406987179,1.40355793352,1.88819982345,1.90033134825
DRIFT30,30,347,1.24710076253,0.750720461095,5.83412832427,9.80143903575,0.806916426513,7.48802263778,13.6990145667,0.838616714697,8.92252930291,19.037077923,1.46135020785,1.96552649414,1.97765755524
DRIFT7,1,376,0.00722171160728,0.772606382979,0.0325496073042,0.0489833317002,0.851728723404,0.0417769686914,0.061067714125,0.894281914894,0.0497803285817,0.0729572209339,0.00975291238909,0.0127879595788,0.0130166250423
DRIFT7,2,375,0.016283544612,0.768666666667,0.0732336375809,0.111272059521,0.847333333333,0.0939943562385,0.139682152465,0.890666666667,0.112001183545,0.168738897737,0.0219063037599,0.0287209598672,0.0292349748613
DRIFT7,3,374,0.0271883926654,0.767379679144,0.122022093243,0.187215727853,0.845588235294,0.156613661155,0.236529873686,0.888368983957,0.18661668754,0.288846845455,0.0364288882506,0.0477601322968,0.0486152116148
DRIFT7,4,373,0.0399354861057,0.766085790885,0.178875019713,0.276964271151,0.843163538874,0.229583602296,0.352251838546,0.890080428954,0.273565735315,0.434793196214,0.053293041317,0.0698594894575,0.0711100800493
