mean_source,scale_source,role,original_model,phase,days,station,metric,value,unit
replay,v23,frozen_original,replay_diagnostic,train,762,ATU1,coverage_90,0.9553805774278216,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,ATU5,coverage_90,0.9396325459317585,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,MJ3,coverage_90,0.9199475065616798,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,MJ1,coverage_90,0.9986876640419947,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,point_mean,coverage_90,0.9534120734908136,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,ATU1,width_90,61.65219039817787,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU5,width_90,61.78137534498376,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ3,width_90,60.66780775907249,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ1,width_90,54.51426790086963,mm
replay,v23,frozen_original,replay_diagnostic,train,762,point_mean,width_90,59.653910350775945,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU1,interval_score_90,72.59350941806824,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU5,interval_score_90,81.15434621981822,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ3,interval_score_90,65.75223189475825,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ1,interval_score_90,54.66423830323973,mm
replay,v23,frozen_original,replay_diagnostic,train,762,point_mean,interval_score_90,68.54108145897112,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU1,coverage_95,0.9698162729658792,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,ATU5,coverage_95,0.9593175853018373,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,MJ3,coverage_95,0.9776902887139107,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,MJ1,coverage_95,0.9986876640419947,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,point_mean,coverage_95,0.9763779527559054,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,ATU1,width_95,73.46428593833586,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU5,width_95,73.61971293352056,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ3,width_95,72.29134232143302,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ1,width_95,64.96241115646434,mm
replay,v23,frozen_original,replay_diagnostic,train,762,point_mean,width_95,71.08443808743844,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU1,interval_score_95,87.28965837748842,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU5,interval_score_95,101.63572502041387,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ3,interval_score_95,74.97520378047632,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ1,interval_score_95,65.13388885149733,mm
replay,v23,frozen_original,replay_diagnostic,train,762,point_mean,interval_score_95,82.25861900746898,mm
replay,v23,frozen_original,replay_diagnostic,train,762,pooled,rmse,13.579657690920564,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU1,mae,45.14449399191146,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU5,mae,49.752781006934605,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ3,mae,28.24620650369935,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ1,mae,41.29473227204567,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,point_mean,mae,41.10955344364777,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU1,rmse,49.43829190099685,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU5,rmse,54.82245382268107,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ3,rmse,41.58404186751531,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ1,rmse,48.22318629807229,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,point_mean,rmse,48.516993472316386,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU1,crps,35.77555996091873,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU5,crps,40.61694619386278,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ3,crps,23.0038791818805,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ1,crps,33.163265328674086,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,point_mean,crps,33.13991266633403,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU1,coverage_80,0.21010638297872342,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU5,coverage_80,0.2127659574468085,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ3,coverage_80,0.7074468085106383,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ1,coverage_80,0.22074468085106383,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,point_mean,coverage_80,0.3377659574468085,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU1,width_80,47.92772667030127,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU5,width_80,48.134022963786826,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ3,width_80,46.72322171469873,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ1,width_80,42.33055553478083,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,point_mean,width_80,46.27888172089192,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU1,interval_score_80,281.33890113292273,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU5,interval_score_80,333.17791095692564,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ3,interval_score_80,190.9585002726877,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ1,interval_score_80,263.64139820142174,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,point_mean,interval_score_80,267.2791776409895,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU1,coverage_90,0.2154255319148936,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU5,coverage_90,0.2154255319148936,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ3,coverage_90,0.723404255319149,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ1,coverage_90,0.2712765957446808,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,point_mean,coverage_90,0.35638297872340424,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU1,width_90,61.515370632708525,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU5,width_90,61.781327334824866,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ3,width_90,59.969521605439915,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ1,width_90,54.33407674269202,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,point_mean,width_90,59.40007407891633,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU1,interval_score_90,422.67196045580187,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU5,interval_score_90,524.7613826357955,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ3,interval_score_90,313.79908618984393,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ1,interval_score_90,409.731739557086,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,point_mean,interval_score_90,417.74104220963187,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU1,coverage_95,0.25,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU5,coverage_95,0.22074468085106383,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ3,coverage_95,0.7287234042553191,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ1,coverage_95,0.3351063829787234,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,point_mean,coverage_95,0.3836436170212766,fraction
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU1,width_95,73.30110039817797,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU5,width_95,73.61950648150868,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ3,width_95,71.4592565216351,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ1,width_95,64.74737725202624,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,point_mean,width_95,70.781810163337,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU1,interval_score_95,615.2436914411254,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,ATU5,interval_score_95,814.4878759190341,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ3,interval_score_95,520.9003170655818,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,MJ1,interval_score_95,638.2839176028342,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,point_mean,interval_score_95,647.2289505071438,mm
replay,v23,frozen_original,replay_diagnostic,prediction,376,pooled,rmse,48.7451392038376,mm
