contrast,left_mean,left_scale,right_mean,right_scale,phase,station,metric,delta,unit,days
replay_minus_bplus,replay,e0,bplus,e0,prediction,point_mean,rmse,7.148621600376636,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU1,crps,8.4040466780224,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU5,crps,5.601921610658501,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ3,crps,4.53243479707276,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ1,crps,7.486419261828054,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,point_mean,crps,6.506205586895426,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU1,coverage_80,-0.02925531914893617,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU5,coverage_80,-0.007978723404255317,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ3,coverage_80,-0.02393617021276595,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ1,coverage_80,-0.06648936170212766,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,point_mean,coverage_80,-0.03191489361702127,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU1,width_80,0.040256668143491936,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU5,width_80,0.0247803341649373,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ3,width_80,0.025871993125697657,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ1,width_80,0.037983681111555256,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,point_mean,width_80,0.03222316913641521,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU1,interval_score_80,76.23252532010952,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU5,interval_score_80,51.94304809702919,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ3,interval_score_80,23.693665862719314,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ1,interval_score_80,68.66554415053832,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,point_mean,interval_score_80,55.13369585759915,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU1,coverage_90,-0.013297872340425537,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU5,coverage_90,-0.0026595744680850963,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ3,coverage_90,-0.021276595744680882,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ1,coverage_90,-0.0771276595744681,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,point_mean,coverage_90,-0.02859042553191482,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU1,width_90,0.05165076890639142,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU5,width_90,0.031796430909032836,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ3,width_90,0.03319901879681453,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ1,width_90,0.048733734546004825,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,point_mean,width_90,0.041344988289559126,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU1,interval_score_90,150.44732098412555,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU5,interval_score_90,103.27748374006035,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ3,interval_score_90,45.291474350515784,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ1,interval_score_90,131.81244163252694,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,point_mean,interval_score_90,107.70718017680724,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU1,coverage_95,-0.007978723404255317,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU5,coverage_95,-0.0026595744680850963,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ3,coverage_95,-0.013297872340425454,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ1,coverage_95,-0.12765957446808512,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,point_mean,coverage_95,-0.03789893617021273,fraction,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU1,width_95,0.06152154661793219,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU5,width_95,0.037875514785419284,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ3,width_95,0.039548660125682034,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ1,width_95,0.05804603709677281,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,point_mean,width_95,0.049247939656453354,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU1,interval_score_95,299.06956541411967,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU5,interval_score_95,206.0125619880439,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ3,interval_score_95,87.77297629903973,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ1,interval_score_95,246.40932846634985,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,point_mean,interval_score_95,209.81610804188836,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,pooled,rmse,7.140659323759849,mm,376
neural_minus_replay,neural,v23,replay,v23,train,ATU1,mae,41.83585037534997,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU5,mae,35.61052544394827,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ3,mae,15.21357510867915,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ1,mae,6.005415883411493,mm,762
neural_minus_replay,neural,v23,replay,v23,train,point_mean,mae,24.666341702847223,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU1,rmse,45.503456964667485,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU5,rmse,39.730132296992466,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ3,rmse,18.74405858917192,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ1,rmse,7.224599412739506,mm,762
neural_minus_replay,neural,v23,replay,v23,train,point_mean,rmse,27.80056181589285,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU1,crps,33.53790273268693,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU5,crps,30.30295001723853,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ3,crps,11.680326579566989,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ1,crps,3.2629113582762646,mm,762
neural_minus_replay,neural,v23,replay,v23,train,point_mean,crps,19.69602267194218,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU1,coverage_80,-0.6811023622047244,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,ATU5,coverage_80,-0.610236220472441,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,MJ3,coverage_80,-0.26640419947506555,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,MJ1,coverage_80,-0.16404199475065617,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,point_mean,coverage_80,-0.43044619422572183,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,ATU1,width_80,0.32464215932905915,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU5,width_80,0.4210742269202541,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ3,width_80,0.17991500696144413,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ1,width_80,0.03657433135500554,mm,762
neural_minus_replay,neural,v23,replay,v23,train,point_mean,width_80,0.24055143114144073,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU1,interval_score_80,269.98481917817804,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU5,interval_score_80,258.2987545217251,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ3,interval_score_80,95.49543737805192,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ1,interval_score_80,7.903546915219408,mm,762
neural_minus_replay,neural,v23,replay,v23,train,point_mean,interval_score_80,157.9206394982936,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU1,coverage_90,-0.631233595800525,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,ATU5,coverage_90,-0.5800524934383202,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,MJ3,coverage_90,-0.33333333333333337,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,MJ1,coverage_90,-0.04593175853018372,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,point_mean,coverage_90,-0.3976377952755905,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,ATU1,width_90,0.41461889000130014,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU5,width_90,0.5377287825743409,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ3,width_90,0.22985379485894697,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ1,width_90,0.046691292627834,mm,762
neural_minus_replay,neural,v23,replay,v23,train,point_mean,width_90,0.3072231900155984,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU1,interval_score_90,449.63637610224964,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU5,interval_score_90,433.8647713167304,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ3,interval_score_90,145.63600834470805,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ1,interval_score_90,4.426431832022047,mm,762
neural_minus_replay,neural,v23,replay,v23,train,point_mean,interval_score_90,258.3908968989275,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU1,coverage_95,-0.5721784776902887,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,ATU5,coverage_95,-0.5551181102362205,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,MJ3,coverage_95,-0.337270341207349,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,MJ1,coverage_95,-0.017060367454068248,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,point_mean,coverage_95,-0.37040682414698156,fraction,762
neural_minus_replay,neural,v23,replay,v23,train,ATU1,width_95,0.4914501185394613,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU5,width_95,0.6371998692572305,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ3,width_95,0.2725395874620915,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ1,width_95,0.055313341048901066,mm,762
neural_minus_replay,neural,v23,replay,v23,train,point_mean,width_95,0.36412572907693175,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU1,interval_score_95,754.6251550802205,mm,762
neural_minus_replay,neural,v23,replay,v23,train,ATU5,interval_score_95,730.9189555112675,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ3,interval_score_95,201.83490741466449,mm,762
neural_minus_replay,neural,v23,replay,v23,train,MJ1,interval_score_95,2.632537116598783,mm,762
neural_minus_replay,neural,v23,replay,v23,train,point_mean,interval_score_95,422.50288878068784,mm,762
neural_minus_replay,neural,v23,replay,v23,train,pooled,rmse,30.7909953696349,mm,762
neural_minus_replay,neural,v23,replay,v23,prediction,ATU1,mae,167.09349166780834,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU5,mae,195.8915862822021,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ3,mae,123.74526451780027,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ1,mae,58.98072348635136,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,point_mean,mae,136.42776648854053,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU1,rmse,180.26701255631602,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU5,rmse,211.19861789363338,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ3,rmse,117.32025112057377,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ1,rmse,57.83736738368202,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,point_mean,rmse,141.6558122385513,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU1,crps,164.93290259886572,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU5,crps,192.91867484943592,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ3,crps,118.37572599378785,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ1,crps,57.75291043250613,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,point_mean,crps,133.4950534686489,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU1,coverage_80,-0.21010638297872342,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU5,coverage_80,-0.2127659574468085,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ3,coverage_80,-0.7074468085106383,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ1,coverage_80,-0.22074468085106383,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,point_mean,coverage_80,-0.3377659574468085,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU1,width_80,4.54639026471223,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU5,width_80,7.071743987326734,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ3,width_80,1.5050472471416825,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ1,width_80,0.25878850421546673,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,point_mean,width_80,3.3454925008490264,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU1,interval_score_80,1631.1242224524065,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU5,interval_score_80,1900.438118070383,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ3,interval_score_80,1135.7778525533574,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ1,interval_score_80,568.7614509184693,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,point_mean,interval_score_80,1309.025410998654,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU1,coverage_90,-0.2154255319148936,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU5,coverage_90,-0.2154255319148936,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ3,coverage_90,-0.723404255319149,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ1,coverage_90,-0.2712765957446808,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,point_mean,coverage_90,-0.35638297872340424,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU1,width_90,5.636382181294735,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU5,width_90,8.638761061417185,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ3,width_90,1.9044516134025926,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ1,width_90,0.3284220538657081,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,point_mean,width_90,4.12700422749505,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU1,interval_score_90,3217.618555812022,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU5,interval_score_90,3746.9398958689544,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ3,interval_score_90,2167.9229397737695,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ1,interval_score_90,1103.84412069078,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,point_mean,interval_score_90,2559.081378036381,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU1,coverage_95,-0.25,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU5,coverage_95,-0.22074468085106383,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ3,coverage_95,-0.7287234042553191,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ1,coverage_95,-0.3351063829787234,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,point_mean,coverage_95,-0.3836436170212766,fraction,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU1,width_95,6.492006686657831,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU5,width_95,9.818591480891172,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ3,width_95,2.2358376293483673,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ1,width_95,0.3866367575408134,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,point_mean,width_95,4.733268138609546,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU1,interval_score_95,6357.878428083316,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,ATU5,interval_score_95,7405.851908408391,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ3,interval_score_95,4154.6943948816215,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,MJ1,interval_score_95,2135.2839761519826,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,point_mean,interval_score_95,5013.427176881328,mm,376
neural_minus_replay,neural,v23,replay,v23,prediction,pooled,rmse,151.2743303924045,mm,376
replay_minus_bplus,replay,v23,bplus,v23,train,ATU1,mae,-0.994216337934188,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU5,mae,-0.6219653958073064,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ3,mae,1.2491673265282248,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ1,mae,0.12315503585422771,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,point_mean,mae,-0.060964842839759115,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU1,rmse,-0.5338650116398078,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU5,rmse,-0.3243715533465874,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ3,rmse,1.9290862360823269,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ1,rmse,0.1026398016374479,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,point_mean,rmse,0.2933723681833449,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU1,crps,-0.2305457851862016,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU5,crps,-0.21795530093454296,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ3,crps,1.0754283237259568,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ1,crps,0.03789705699783141,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,point_mean,crps,0.16620607365076,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU1,coverage_80,0.0,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU5,coverage_80,0.001312335958005284,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ3,coverage_80,-0.0813648293963255,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ1,coverage_80,-0.034120734908136496,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,point_mean,coverage_80,-0.028543307086614123,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU1,width_80,0.004087392683146618,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU5,width_80,0.0034357768770192365,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ3,width_80,0.0018483890767129196,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ1,width_80,0.004212874939682365,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,point_mean,width_80,0.003396108394142061,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU1,interval_score_80,-0.012507739788468086,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU5,interval_score_80,0.8209130779562059,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ3,interval_score_80,6.148204723752592,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ1,interval_score_80,0.9315523786460176,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,point_mean,interval_score_80,1.9720406101415904,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU1,coverage_90,-0.001312335958005173,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU5,coverage_90,-0.006561679790026309,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ3,coverage_90,-0.061679790026246684,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ1,coverage_90,-0.001312335958005284,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,point_mean,coverage_90,-0.017716535433070835,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU1,width_90,0.005238227205630608,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU5,width_90,0.004410893869021493,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ3,width_90,0.002374259380005128,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ1,width_90,0.0054175223620944735,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,point_mean,width_90,0.004360225704196807,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU1,interval_score_90,-0.48227438092254715,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU5,interval_score_90,0.6725552438565501,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ3,interval_score_90,4.555098184641082,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ1,interval_score_90,0.15538792473218876,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,point_mean,interval_score_90,1.2251917430768344,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU1,coverage_95,-0.003937007874015741,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU5,coverage_95,-0.001312335958005173,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ3,coverage_95,-0.022309711286089273,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ1,coverage_95,-0.001312335958005284,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,point_mean,coverage_95,-0.007217847769028896,fraction,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU1,width_95,0.006231190104756479,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU5,width_95,0.005256565881637698,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ3,width_95,0.0028313478397024028,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ1,width_95,0.006467510965080692,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,point_mean,width_95,0.005196653697794318,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU1,interval_score_95,-1.1470613576975524,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,ATU5,interval_score_95,0.5899641702613394,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ3,interval_score_95,2.686692806883002,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,MJ1,interval_score_95,0.1779452059980713,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,point_mean,interval_score_95,0.5768852063612115,mm,762
replay_minus_bplus,replay,v23,bplus,v23,train,pooled,rmse,0.35603840748367155,mm,762
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU1,mae,9.166926758742008,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU5,mae,6.197790157865924,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ3,mae,7.720320162541736,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ1,mae,8.292629287593428,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,point_mean,mae,7.844416591685771,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU1,rmse,9.109849086917556,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU5,rmse,6.304433465117455,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ3,rmse,5.206886774984646,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ1,rmse,7.9733170744868715,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,point_mean,rmse,7.148621600376636,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU1,crps,8.017490694255919,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU5,crps,5.460653962226232,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ3,crps,4.085030078885367,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ1,crps,7.137501284049144,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,point_mean,crps,6.175169004854169,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU1,coverage_80,-0.005319148936170193,fraction,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU5,coverage_80,-0.0026595744680850963,fraction,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ3,coverage_80,-0.02127659574468077,fraction,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ1,coverage_80,-0.06117021276595744,fraction,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,point_mean,coverage_80,-0.022606382978723416,fraction,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU1,width_80,0.029037768858003687,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU5,width_80,0.017836980221460408,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ3,width_80,0.01977176931878688,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ1,width_80,0.03114471553612219,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,point_mean,width_80,0.024447808483600397,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU1,interval_score_80,74.83711096209956,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU5,interval_score_80,51.58475772397162,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ3,interval_score_80,23.52814442411153,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ1,interval_score_80,65.52927499838799,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,point_mean,interval_score_80,53.8698220271427,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU1,coverage_90,-0.0771276595744681,fraction,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU5,coverage_90,-0.002659574468085124,fraction,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ3,coverage_90,-0.013297872340425454,fraction,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ1,coverage_90,-0.09042553191489366,fraction,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,point_mean,coverage_90,-0.0458776595744681,fraction,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU1,width_90,0.03719543886143839,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU5,width_90,0.02287609759410003,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ3,width_90,0.025398014128448665,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ1,width_90,0.03983368505253537,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,point_mean,width_90,0.03132580890913772,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU1,interval_score_90,146.2417759330221,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU5,interval_score_90,102.83301102458762,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ3,interval_score_90,45.39078977999674,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,MJ1,interval_score_90,120.71940690798283,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,point_mean,interval_score_90,103.79624591139736,mm,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU1,coverage_95,-0.22340425531914893,fraction,376
replay_minus_bplus,replay,v23,bplus,v23,prediction,ATU5,coverage_95,-0.026595744680851074,fraction,376
