date,point,observed_mm,display_offset_mm
2016-09-10,ATU1,34.6380456864391,0
2016-09-11,ATU1,34.8849618157089,0
2016-09-12,ATU1,35.1333800706741,0
2016-09-13,ATU1,35.382740428179,0
2016-09-14,ATU1,35.6324828650677,0
2016-09-15,ATU1,35.8820473581846,0
2016-09-16,ATU1,36.130873884374,0
2016-09-17,ATU1,36.37840242048,0
2016-09-18,ATU1,36.6240729433469,0
2016-09-19,ATU1,36.8673254298191,0
2016-09-20,ATU1,37.1075998567407,0
2016-09-21,ATU1,37.344336200956,0
2016-09-22,ATU1,37.5769744393092,0
2016-09-23,ATU1,37.8049545486447,0
2016-09-24,ATU1,38.0277165058067,0
2016-09-25,ATU1,38.2447002876395,0
2016-09-26,ATU1,38.4553458709872,0
2016-09-27,ATU1,38.6590932326942,0
2016-09-28,ATU1,38.8553823496047,0
2016-09-29,ATU1,39.043653198563,0
2016-09-30,ATU1,39.2233457564134,0
2016-10-01,ATU1,39.3939,0
2016-10-02,ATU1,39.5549204158735,0
2016-10-03,ATU1,39.7066695294099,0
2016-10-04,ATU1,39.8495743756913,0
2016-10-05,ATU1,39.9840619898,0
2016-10-06,ATU1,40.1105594068183,0
2016-10-07,ATU1,40.2294936618283,0
2016-10-08,ATU1,40.3412917899125,0
2016-10-09,ATU1,40.4463808261529,0
2016-10-10,ATU1,40.5451878056319,0
2016-10-11,ATU1,40.6381397634318,0
2016-10-12,ATU1,40.7256637346346,0
2016-10-13,ATU1,40.8081867543228,0
2016-10-14,ATU1,40.8861358575786,0
2016-10-15,ATU1,40.9599380794841,0
2016-10-16,ATU1,41.0300204551217,0
2016-10-17,ATU1,41.0968100195737,0
2016-10-18,ATU1,41.1607338079222,0
2016-10-19,ATU1,41.2222188552495,0
2016-10-20,ATU1,41.2816921966378,0
2016-10-21,ATU1,41.3395808671695,0
2016-10-22,ATU1,41.3963119019267,0
2016-10-23,ATU1,41.4523123359918,0
2016-10-24,ATU1,41.5080092044469,0
2016-10-25,ATU1,41.5638295423743,0
2016-10-26,ATU1,41.6202003848563,0
2016-10-27,ATU1,41.6775487669751,0
2016-10-28,ATU1,41.7363017238129,0
2016-10-29,ATU1,41.7968862904521,0
2016-10-30,ATU1,41.8597295019748,0
2016-10-31,ATU1,41.9252583934634,0
2016-11-01,ATU1,41.9939,0
2016-11-02,ATU1,42.065969328715,0
2016-11-03,ATU1,42.1413332749312,0
2016-11-04,ATU1,42.2197467060193,0
2016-11-05,ATU1,42.3009644893502,0
2016-11-06,ATU1,42.3847414922948,0
2016-11-07,ATU1,42.4708325822237,0
2016-11-08,ATU1,42.558992626508,0
2016-11-09,ATU1,42.6489764925183,0
2016-11-10,ATU1,42.7405390476256,0
2016-11-11,ATU1,42.8334351592006,0
2016-11-12,ATU1,42.9274196946142,0
2016-11-13,ATU1,43.0222475212372,0
2016-11-14,ATU1,43.1176735064404,0
2016-11-15,ATU1,43.2134525175947,0
2016-11-16,ATU1,43.3093394220708,0
2016-11-17,ATU1,43.4050890872397,0
2016-11-18,ATU1,43.500456380472,0
2016-11-19,ATU1,43.5951961691388,0
2016-11-20,ATU1,43.6890633206107,0
2016-11-21,ATU1,43.7818127022586,0
2016-11-22,ATU1,43.8731991814534,0
2016-11-23,ATU1,43.9629776255658,0
2016-11-24,ATU1,44.0509029019667,0
2016-11-25,ATU1,44.1367298780269,0
2016-11-26,ATU1,44.2202134211173,0
2016-11-27,ATU1,44.3011083986086,0
2016-11-28,ATU1,44.3791696778717,0
2016-11-29,ATU1,44.4541521262774,0
2016-11-30,ATU1,44.5258106111966,0
2016-12-01,ATU1,44.5939,0
2016-12-02,ATU1,44.6582594823117,0
2016-12-03,ATU1,44.7190655367686,0
2016-12-04,ATU1,44.7765789642608,0
2016-12-05,ATU1,44.8310605656782,0
2016-12-06,ATU1,44.8827711419109,0
2016-12-07,ATU1,44.9319714938491,0
2016-12-08,ATU1,44.9789224223827,0
2016-12-09,ATU1,45.0238847284019,0
2016-12-10,ATU1,45.0671192127967,0
2016-12-11,ATU1,45.1088866764572,0
2016-12-12,ATU1,45.1494479202733,0
2016-12-13,ATU1,45.1890637451353,0
2016-12-14,ATU1,45.2279949519332,0
2016-12-15,ATU1,45.266502341557,0
2016-12-16,ATU1,45.3048467148967,0
2016-12-17,ATU1,45.3432888728426,0
2016-12-18,ATU1,45.3820896162845,0
2016-12-19,ATU1,45.4215097461126,0
2016-12-20,ATU1,45.461810063217,0
2016-12-21,ATU1,45.5032513684877,0
2016-12-22,ATU1,45.5460944628148,0
2016-12-23,ATU1,45.5906001470883,0
2016-12-24,ATU1,45.6370292221983,0
2016-12-25,ATU1,45.6856424890348,0
2016-12-26,ATU1,45.736700748488,0
2016-12-27,ATU1,45.7904648014479,0
2016-12-28,ATU1,45.8471954488046,0
2016-12-29,ATU1,45.907153491448,0
2016-12-30,ATU1,45.9705997302684,0
2016-12-31,ATU1,46.0377949661557,0
2017-01-01,ATU1,46.109,0
2017-01-02,ATU1,46.1843887324366,0
2017-01-03,ATU1,46.2637874630812,0
2017-01-04,ATU1,46.3469355912949,0
2017-01-05,ATU1,46.4335725164387,0
2017-01-06,ATU1,46.5234376378736,0
2017-01-07,ATU1,46.6162703549606,0
2017-01-08,ATU1,46.7118100670607,0
2017-01-09,ATU1,46.8097961735349,0
2017-01-10,ATU1,46.9099680737442,0
2017-01-11,ATU1,47.0120651670496,0
2017-01-12,ATU1,47.1158268528121,0
2017-01-13,ATU1,47.2209925303927,0
2017-01-14,ATU1,47.3273015991524,0
2017-01-15,ATU1,47.4344934584523,0
2017-01-16,ATU1,47.5423075076533,0
2017-01-17,ATU1,47.6504831461164,0
2017-01-18,ATU1,47.7587597732026,0
2017-01-19,ATU1,47.8668767882729,0
2017-01-20,ATU1,47.9745735906884,0
2017-01-21,ATU1,48.0815895798101,0
2017-01-22,ATU1,48.1876641549989,0
2017-01-23,ATU1,48.2925367156158,0
2017-01-24,ATU1,48.3959466610218,0
2017-01-25,ATU1,48.4976333905781,0
2017-01-26,ATU1,48.5973363036454,0
2017-01-27,ATU1,48.6947947995849,0
2017-01-28,ATU1,48.7897482777576,0
2017-01-29,ATU1,48.8819361375245,0
2017-01-30,ATU1,48.9710977782465,0
2017-01-31,ATU1,49.0569725992847,0
2017-02-01,ATU1,49.1393,0
2017-02-02,ATU1,49.2178418434938,0
2017-02-03,ATU1,49.292449847828,0
2017-02-04,ATU1,49.3629981948051,0
2017-02-05,ATU1,49.4293610662274,0
2017-02-06,ATU1,49.4914126438973,0
2017-02-07,ATU1,49.549027109617,0
2017-02-08,ATU1,49.6020786451889,0
2017-02-09,ATU1,49.6504414324153,0
2017-02-10,ATU1,49.6939896530987,0
2017-02-11,ATU1,49.7325974890412,0
2017-02-12,ATU1,49.7661391220454,0
2017-02-13,ATU1,49.7944887339134,0
2017-02-14,ATU1,49.8175205064476,0
2017-02-15,ATU1,49.8351086214504,0
2017-02-16,ATU1,49.8471272607242,0
2017-02-17,ATU1,49.8534506060712,0
2017-02-18,ATU1,49.8539528392937,0
2017-02-19,ATU1,49.8485081421943,0
2017-02-20,ATU1,49.8369906965751,0
2017-02-21,ATU1,49.8192746842385,0
2017-02-22,ATU1,49.7952342869868,0
2017-02-23,ATU1,49.7647436866224,0
2017-02-24,ATU1,49.7276770649476,0
2017-02-25,ATU1,49.6839086037648,0
2017-02-26,ATU1,49.6333124848763,0
2017-02-27,ATU1,49.5757628900845,0
2017-02-28,ATU1,49.5111340011916,0
2017-03-01,ATU1,49.4393,0
2017-03-02,ATU1,49.3603628906015,0
2017-03-03,ATU1,49.2753359662454,0
2017-03-04,ATU1,49.1854603424704,0
2017-03-05,ATU1,49.0919771348153,0
2017-03-06,ATU1,48.9961274588187,0
2017-03-07,ATU1,48.8991524300196,0
2017-03-08,ATU1,48.8022931639566,0
2017-03-09,ATU1,48.7067907761684,0
2017-03-10,ATU1,48.6138863821937,0
2017-03-11,ATU1,48.5248210975714,0
2017-03-12,ATU1,48.4408360378402,0
2017-03-13,ATU1,48.3631723185388,0
2017-03-14,ATU1,48.2930710552059,0
2017-03-15,ATU1,48.2317733633803,0
2017-03-16,ATU1,48.1805203586007,0
2017-03-17,ATU1,48.1405531564059,0
2017-03-18,ATU1,48.1131128723346,0
2017-03-19,ATU1,48.0994406219256,0
2017-03-20,ATU1,48.1007775207175,0
2017-03-21,ATU1,48.1183646842492,0
2017-03-22,ATU1,48.1534432280594,0
2017-03-23,ATU1,48.2072542676867,0
2017-03-24,ATU1,48.28103891867,0
2017-03-25,ATU1,48.3760382965481,0
2017-03-26,ATU1,48.4934935168595,0
2017-03-27,ATU1,48.6346456951432,0
2017-03-28,ATU1,48.8007359469377,0
2017-03-29,ATU1,48.993005387782,0
2017-03-30,ATU1,49.2126951332146,0
2017-03-31,ATU1,49.4610462987743,0
2017-04-01,ATU1,49.7393,0
2017-04-02,ATU1,50.0482905367564,0
2017-04-03,ATU1,50.3872249462132,0
2017-04-04,ATU1,50.7549034498661,0
2017-04-05,ATU1,51.1501262692108,0
2017-04-06,ATU1,51.571693625743,0
2017-04-07,ATU1,52.0184057409585,0
2017-04-08,ATU1,52.489062836353,0
2017-04-09,ATU1,52.9824651334222,0
2017-04-10,ATU1,53.4974128536618,0
2017-04-11,ATU1,54.0327062185676,0
2017-04-12,ATU1,54.5871454496353,0
2017-04-13,ATU1,55.1595307683606,0
2017-04-14,ATU1,55.7486623962393,0
2017-04-15,ATU1,56.3533405547671,0
2017-04-16,ATU1,56.9723654654397,0
2017-04-17,ATU1,57.6045373497528,0
2017-04-18,ATU1,58.2486564292021,0
2017-04-19,ATU1,58.9035229252835,0
2017-04-20,ATU1,59.5679370594926,0
2017-04-21,ATU1,60.2406990533251,0
2017-04-22,ATU1,60.9206091282768,0
2017-04-23,ATU1,61.6064675058434,0
2017-04-24,ATU1,62.2970744075207,0
2017-04-25,ATU1,62.9912300548043,0
2017-04-26,ATU1,63.6877346691899,0
2017-04-27,ATU1,64.3853884721734,0
2017-04-28,ATU1,65.0829916852504,0
2017-04-29,ATU1,65.7793445299167,0
2017-04-30,ATU1,66.473247227668,0
2017-05-01,ATU1,67.1635,0
2017-05-02,ATU1,67.8492281940701,0
2017-05-03,ATU1,68.5308576596819,0
2017-05-04,ATU1,69.209139372301,0
2017-05-05,ATU1,69.8848243073927,0
2017-05-06,ATU1,70.5586634404223,0
2017-05-07,ATU1,71.2314077468553,0
2017-05-08,ATU1,71.903808202157,0
2017-05-09,ATU1,72.5766157817928,0
2017-05-10,ATU1,73.2505814612281,0
2017-05-11,ATU1,73.9264562159282,0
2017-05-12,ATU1,74.6049910213586,0
2017-05-13,ATU1,75.2869368529846,0
2017-05-14,ATU1,75.9730446862716,0
2017-05-15,ATU1,76.664065496685,0
2017-05-16,ATU1,77.3607502596901,0
2017-05-17,ATU1,78.0638499507524,0
2017-05-18,ATU1,78.7741155453371,0
2017-05-19,ATU1,79.4922980189098,0
2017-05-20,ATU1,80.2191483469357,0
2017-05-21,ATU1,80.9554175048803,0
2017-05-22,ATU1,81.7018564682089,0
2017-05-23,ATU1,82.4592162123869,0
2017-05-24,ATU1,83.2282477128797,0
2017-05-25,ATU1,84.0097019451527,0
2017-05-26,ATU1,84.8043298846712,0
2017-05-27,ATU1,85.6128825069007,0
2017-05-28,ATU1,86.4361107873064,0
2017-05-29,ATU1,87.2747657013538,0
2017-05-30,ATU1,88.1295982245083,0
2017-05-31,ATU1,89.0013593322352,0
2017-06-01,ATU1,89.8908,0
2017-06-02,ATU1,90.7986108679436,0
2017-06-03,ATU1,91.7252412349093,0
2017-06-04,ATU1,92.6710800644162,0
2017-06-05,ATU1,93.6365163199831,0
2017-06-06,ATU1,94.6219389651293,0
2017-06-07,ATU1,95.6277369633734,0
2017-06-08,ATU1,96.6542992782347,0
2017-06-09,ATU1,97.702014873232,0
2017-06-10,ATU1,98.7712727118843,0
2017-06-11,ATU1,99.8624617577106,0
2017-06-12,ATU1,100.97597097423,0
2017-06-13,ATU1,102.112189324961,0
2017-06-14,ATU1,103.271505773423,0
2017-06-15,ATU1,104.454309283135,0
2017-06-16,ATU1,105.660988817616,0
2017-06-17,ATU1,106.891933340385,0
2017-06-18,ATU1,108.147531814961,0
2017-06-19,ATU1,109.428173204862,0
2017-06-20,ATU1,110.734246473608,0
2017-06-21,ATU1,112.066140584718,0
2017-06-22,ATU1,113.424244501711,0
2017-06-23,ATU1,114.808947188105,0
2017-06-24,ATU1,116.22063760742,0
2017-06-25,ATU1,117.659704723175,0
2017-06-26,ATU1,119.126537498889,0
2017-06-27,ATU1,120.62152489808,0
2017-06-28,ATU1,122.145055884268,0
2017-06-29,ATU1,123.697519420971,0
2017-06-30,ATU1,125.279304471709,0
2017-07-01,ATU1,126.8908,0
2017-07-02,ATU1,128.531394165658,0
2017-07-03,ATU1,130.196471913672,0
2017-07-04,ATU1,131.880417385325,0
2017-07-05,ATU1,133.577614721901,0
2017-07-06,ATU1,135.282448064684,0
2017-07-07,ATU1,136.989301554956,0
2017-07-08,ATU1,138.692559334001,0
2017-07-09,ATU1,140.386605543103,0
2017-07-10,ATU1,142.065824323545,0
2017-07-11,ATU1,143.724599816611,0
2017-07-12,ATU1,145.357316163583,0
2017-07-13,ATU1,146.958357505746,0
2017-07-14,ATU1,148.522107984383,0
2017-07-15,ATU1,150.042951740777,0
2017-07-16,ATU1,151.515272916212,0
2017-07-17,ATU1,152.933455651971,0
2017-07-18,ATU1,154.291884089338,0
2017-07-19,ATU1,155.584942369595,0
2017-07-20,ATU1,156.807014634027,0
2017-07-21,ATU1,157.952485023918,0
2017-07-22,ATU1,159.015737680549,0
2017-07-23,ATU1,159.991156745206,0
2017-07-24,ATU1,160.87312635917,0
2017-07-25,ATU1,161.656030663727,0
2017-07-26,ATU1,162.334253800159,0
2017-07-27,ATU1,162.902179909749,0
2017-07-28,ATU1,163.354193133781,0
2017-07-29,ATU1,163.684677613539,0
2017-07-30,ATU1,163.888017490306,0
2017-07-31,ATU1,163.958596905365,0
2017-08-01,ATU1,163.8908,0
2017-08-02,ATU1,163.683024157217,0
2017-08-03,ATU1,163.349719726911,0
2017-08-04,ATU1,162.909350300702,0
2017-08-05,ATU1,162.380379470206,0
2017-08-06,ATU1,161.781270827043,0
2017-08-07,ATU1,161.130487962831,0
2017-08-08,ATU1,160.446494469187,0
2017-08-09,ATU1,159.747753937731,0
2017-08-10,ATU1,159.052729960081,0
2017-08-11,ATU1,158.379886127854,0
2017-08-12,ATU1,157.74768603267,0
2017-08-13,ATU1,157.174593266146,0
2017-08-14,ATU1,156.679071419901,0
2017-08-15,ATU1,156.279584085552,0
2017-08-16,ATU1,155.99459485472,0
2017-08-17,ATU1,155.84256731902,0
2017-08-18,ATU1,155.841965070073,0
2017-08-19,ATU1,156.011251699496,0
2017-08-20,ATU1,156.368890798907,0
2017-08-21,ATU1,156.933345959925,0
2017-08-22,ATU1,157.723080774168,0
2017-08-23,ATU1,158.756558833255,0
2017-08-24,ATU1,160.052243728803,0
2017-08-25,ATU1,161.628599052431,0
2017-08-26,ATU1,163.504088395757,0
2017-08-27,ATU1,165.6971753504,0
2017-08-28,ATU1,168.226323507977,0
2017-08-29,ATU1,171.109996460107,0
2017-08-30,ATU1,174.366657798409,0
2017-08-31,ATU1,178.014771114501,0
2017-09-01,ATU1,182.0728,0
2017-09-02,ATU1,186.55134637909,0
2017-09-03,ATU1,191.429565506209,0
2017-09-04,ATU1,196.678750968362,0
2017-09-05,ATU1,202.270196352552,0
2017-09-06,ATU1,208.175195245782,0
2017-09-07,ATU1,214.365041235056,0
2017-09-08,ATU1,220.811027907377,0
2017-09-09,ATU1,227.484448849749,0
2017-09-10,ATU1,234.356597649176,0
2017-09-11,ATU1,241.398767892661,0
2017-09-12,ATU1,248.582253167208,0
2017-09-13,ATU1,255.878347059819,0
2017-09-14,ATU1,263.258343157499,0
2017-09-15,ATU1,270.693535047252,0
2017-09-16,ATU1,278.15521631608,0
2017-09-17,ATU1,285.614680550988,0
2017-09-18,ATU1,293.043221338978,0
2017-09-19,ATU1,300.412132267055,0
2017-09-20,ATU1,307.692706922221,0
2017-09-21,ATU1,314.856238891482,0
2017-09-22,ATU1,321.874021761839,0
2017-09-23,ATU1,328.717349120296,0
2017-09-24,ATU1,335.357514553858,0
2017-09-25,ATU1,341.765811649527,0
2017-09-26,ATU1,347.913533994307,0
2017-09-27,ATU1,353.771975175202,0
2017-09-28,ATU1,359.312428779216,0
2017-09-29,ATU1,364.506188393351,0
2017-09-30,ATU1,369.324547604611,0
2017-10-01,ATU1,373.7388,0
2017-10-02,ATU1,377.728000481876,0
2017-10-03,ATU1,381.302249214014,0
2017-10-04,ATU1,384.479407675545,0
2017-10-05,ATU1,387.277337345599,0
2017-10-06,ATU1,389.713899703305,0
2017-10-07,ATU1,391.806956227795,0
2017-10-08,ATU1,393.574368398197,0
2017-10-09,ATU1,395.033997693642,0
2017-10-10,ATU1,396.203705593261,0
2017-10-11,ATU1,397.101353576182,0
2017-10-12,ATU1,397.744803121537,0
2017-10-13,ATU1,398.151915708456,0
2017-10-14,ATU1,398.340552816068,0
2017-10-15,ATU1,398.328575923504,0
2017-10-16,ATU1,398.133846509893,0
2017-10-17,ATU1,397.774226054367,0
2017-10-18,ATU1,397.267576036054,0
2017-10-19,ATU1,396.631757934085,0
2017-10-20,ATU1,395.884633227591,0
2017-10-21,ATU1,395.044063395701,0
2017-10-22,ATU1,394.127909917545,0
2017-10-23,ATU1,393.154034272254,0
2017-10-24,ATU1,392.140297938957,0
2017-10-25,ATU1,391.104562396785,0
2017-10-26,ATU1,390.064689124868,0
2017-10-27,ATU1,389.038539602336,0
2017-10-28,ATU1,388.043975308318,0
2017-10-29,ATU1,387.098857721946,0
2017-10-30,ATU1,386.221048322349,0
2017-10-31,ATU1,385.428408588657,0
2017-11-01,ATU1,384.7388,0
2017-11-02,ATU1,384.166202029536,0
2017-11-03,ATU1,383.709066126531,0
2017-11-04,ATU1,383.361961734277,0
2017-11-05,ATU1,383.119458296067,0
2017-11-06,ATU1,382.976125255195,0
2017-11-07,ATU1,382.926532054953,0
2017-11-08,ATU1,382.965248138634,0
2017-11-09,ATU1,383.086842949532,0
2017-11-10,ATU1,383.285885930939,0
2017-11-11,ATU1,383.556946526148,0
2017-11-12,ATU1,383.894594178453,0
2017-11-13,ATU1,384.293398331146,0
2017-11-14,ATU1,384.74792842752,0
2017-11-15,ATU1,385.252753910868,0
2017-11-16,ATU1,385.802444224483,0
2017-11-17,ATU1,386.391568811659,0
2017-11-18,ATU1,387.014697115687,0
2017-11-19,ATU1,387.666398579862,0
2017-11-20,ATU1,388.341242647476,0
2017-11-21,ATU1,389.033798761822,0
2017-11-22,ATU1,389.738636366193,0
2017-11-23,ATU1,390.450324903882,0
2017-11-24,ATU1,391.163433818182,0
2017-11-25,ATU1,391.872532552386,0
2017-11-26,ATU1,392.572190549787,0
2017-11-27,ATU1,393.256977253678,0
2017-11-28,ATU1,393.921462107351,0
2017-11-29,ATU1,394.560214554101,0
2017-11-30,ATU1,395.16780403722,0
2017-12-01,ATU1,395.7388,0
2017-12-02,ATU1,396.268959547399,0
2017-12-03,ATU1,396.758790431031,0
2017-12-04,ATU1,397.209988064173,0
2017-12-05,ATU1,397.624247860102,0
2017-12-06,ATU1,398.003265232096,0
2017-12-07,ATU1,398.348735593433,0
2017-12-08,ATU1,398.662354357389,0
2017-12-09,ATU1,398.945816937244,0
2017-12-10,ATU1,399.200818746274,0
2017-12-11,ATU1,399.429055197756,0
2017-12-12,ATU1,399.632221704969,0
2017-12-13,ATU1,399.812013681189,0
2017-12-14,ATU1,399.970126539695,0
2017-12-15,ATU1,400.108255693764,0
2017-12-16,ATU1,400.228096556673,0
2017-12-17,ATU1,400.3313445417,0
2017-12-18,ATU1,400.419695062123,0
2017-12-19,ATU1,400.494843531219,0
2017-12-20,ATU1,400.558485362265,0
2017-12-21,ATU1,400.61231596854,0
2017-12-22,ATU1,400.65803076332,0
2017-12-23,ATU1,400.697325159884,0
2017-12-24,ATU1,400.731894571509,0
2017-12-25,ATU1,400.763434411472,0
2017-12-26,ATU1,400.79364009305,0
2017-12-27,ATU1,400.824207029523,0
2017-12-28,ATU1,400.856830634166,0
2017-12-29,ATU1,400.893206320258,0
2017-12-30,ATU1,400.935029501076,0
2017-12-31,ATU1,400.983995589897,0
2018-01-01,ATU1,401.0418,0
2018-01-02,ATU1,401.109772936414,0
2018-01-03,ATU1,401.187783771177,0
2018-01-04,ATU1,401.275336668079,0
2018-01-05,ATU1,401.371935790913,0
2018-01-06,ATU1,401.477085303468,0
2018-01-07,ATU1,401.590289369534,0
2018-01-08,ATU1,401.711052152902,0
2018-01-09,ATU1,401.838877817364,0
2018-01-10,ATU1,401.973270526709,0
2018-01-11,ATU1,402.113734444728,0
2018-01-12,ATU1,402.259773735212,0
2018-01-13,ATU1,402.410892561951,0
2018-01-14,ATU1,402.566595088736,0
2018-01-15,ATU1,402.726385479358,0
2018-01-16,ATU1,402.889767897606,0
2018-01-17,ATU1,403.056246507273,0
2018-01-18,ATU1,403.225325472148,0
2018-01-19,ATU1,403.396508956021,0
2018-01-20,ATU1,403.569301122684,0
2018-01-21,ATU1,403.743206135927,0
2018-01-22,ATU1,403.917728159541,0
2018-01-23,ATU1,404.092371357317,0
2018-01-24,ATU1,404.266639893044,0
2018-01-25,ATU1,404.440037930513,0
2018-01-26,ATU1,404.612069633516,0
2018-01-27,ATU1,404.782239165842,0
2018-01-28,ATU1,404.950050691283,0
2018-01-29,ATU1,405.115008373628,0
2018-01-30,ATU1,405.276616376669,0
2018-01-31,ATU1,405.434378864196,0
2018-02-01,ATU1,405.5878,0
2018-02-02,ATU1,405.736474139744,0
2018-02-03,ATU1,405.880356406588,0
2018-02-04,ATU1,406.019492115562,0
2018-02-05,ATU1,406.153926581698,0
2018-02-06,ATU1,406.283705120029,0
2018-02-07,ATU1,406.408873045585,0
2018-02-08,ATU1,406.529475673398,0
2018-02-09,ATU1,406.6455583185,0
2018-02-10,ATU1,406.757166295923,0
2018-02-11,ATU1,406.864344920698,0
2018-02-12,ATU1,406.967139507857,0
2018-02-13,ATU1,407.065595372432,0
2018-02-14,ATU1,407.159757829454,0
2018-02-15,ATU1,407.249672193956,0
2018-02-16,ATU1,407.335383780967,0
2018-02-17,ATU1,407.416937905521,0
2018-02-18,ATU1,407.494379882649,0
2018-02-19,ATU1,407.567755027383,0
2018-02-20,ATU1,407.637108654754,0
2018-02-21,ATU1,407.702486079794,0
2018-02-22,ATU1,407.763932617535,0
2018-02-23,ATU1,407.821493583008,0
2018-02-24,ATU1,407.875214291246,0
2018-02-25,ATU1,407.925140057278,0
2018-02-26,ATU1,407.971316196139,0
2018-02-27,ATU1,408.013788022858,0
2018-02-28,ATU1,408.052600852468,0
2018-03-01,ATU1,408.0878,0
2018-03-02,ATU1,408.119529937075,0
2018-03-03,ATU1,408.148331761665,0
2018-03-04,ATU1,408.174845728334,0
2018-03-05,ATU1,408.199712091642,0
2018-03-06,ATU1,408.223571106152,0
2018-03-07,ATU1,408.247063026426,0
2018-03-08,ATU1,408.270828107025,0
2018-03-09,ATU1,408.295506602511,0
2018-03-10,ATU1,408.321738767447,0
2018-03-11,ATU1,408.350164856394,0
2018-03-12,ATU1,408.381425123914,0
2018-03-13,ATU1,408.416159824569,0
2018-03-14,ATU1,408.455009212921,0
2018-03-15,ATU1,408.498613543531,0
2018-03-16,ATU1,408.547613070963,0
2018-03-17,ATU1,408.602648049777,0
2018-03-18,ATU1,408.664358734535,0
2018-03-19,ATU1,408.7333853798,0
2018-03-20,ATU1,408.810368240134,0
2018-03-21,ATU1,408.895947570098,0
2018-03-22,ATU1,408.990763624253,0
2018-03-23,ATU1,409.095456657163,0
2018-03-24,ATU1,409.210666923389,0
2018-03-25,ATU1,409.337034677493,0
2018-03-26,ATU1,409.475200174036,0
2018-03-27,ATU1,409.625803667582,0
2018-03-28,ATU1,409.789485412691,0
2018-03-29,ATU1,409.966885663925,0
2018-03-30,ATU1,410.158644675847,0
2018-03-31,ATU1,410.365402703018,0
2018-04-01,ATU1,410.5878,0
2018-04-02,ATU1,410.826263604985,0
2018-04-03,ATU1,411.080367690683,0
2018-04-04,ATU1,411.349473213435,0
2018-04-05,ATU1,411.632941129579,0
2018-04-06,ATU1,411.930132395456,0
2018-04-07,ATU1,412.240407967406,0
2018-04-08,ATU1,412.563128801769,0
2018-04-09,ATU1,412.897655854885,0
2018-04-10,ATU1,413.243350083094,0
2018-04-11,ATU1,413.599572442736,0
2018-04-12,ATU1,413.96568389015,0
2018-04-13,ATU1,414.341045381677,0
