phase,model,horizon,point,n,mae,rmse,interpretation
development,RR_BRES,5,MJ1,534,0.0076682991365596,0.0105271526924593,fitting_only_not_issued_forecast
development,RR_BRES,6,ATU1,534,0.108700908036101,0.198094939947184,fitting_only_not_issued_forecast
development,RR_BRES,6,ATU5,534,0.0940503393212217,0.156738122129489,fitting_only_not_issued_forecast
development,RR_BRES,6,MJ3,534,0.0151954634627115,0.0225735789682509,fitting_only_not_issued_forecast
development,RR_BRES,6,MJ1,534,0.0122865679580395,0.0167118128726533,fitting_only_not_issued_forecast
development,RR_BRES,7,ATU1,534,0.160698180719468,0.288131838198868,fitting_only_not_issued_forecast
development,RR_BRES,7,ATU5,534,0.138081473640527,0.230169729284052,fitting_only_not_issued_forecast
development,RR_BRES,7,MJ3,534,0.0228486767207086,0.0334996152526371,fitting_only_not_issued_forecast
development,RR_BRES,7,MJ1,534,0.0184882444430621,0.0249239856071977,fitting_only_not_issued_forecast
development,PINN_NOEQ,1,ATU1,534,0.367692902896409,0.595118320299178,fitting_only_not_issued_forecast
development,PINN_NOEQ,1,ATU5,534,0.319689504036787,0.469153440067867,fitting_only_not_issued_forecast
development,PINN_NOEQ,1,MJ3,534,0.250308756002102,0.281545048341988,fitting_only_not_issued_forecast
development,PINN_NOEQ,1,MJ1,534,0.171136554616551,0.211806653651388,fitting_only_not_issued_forecast
development,PINN_NOEQ,2,ATU1,534,0.423615133996996,1.30628060031454,fitting_only_not_issued_forecast
development,PINN_NOEQ,2,ATU5,534,0.532849160930312,1.27004532431269,fitting_only_not_issued_forecast
development,PINN_NOEQ,2,MJ3,534,0.258407288506142,0.320572856886221,fitting_only_not_issued_forecast
development,PINN_NOEQ,2,MJ1,534,0.251369753451821,0.302022708130675,fitting_only_not_issued_forecast
development,PINN_NOEQ,3,ATU1,534,0.935075477619407,2.55352725182363,fitting_only_not_issued_forecast
development,PINN_NOEQ,3,ATU5,534,1.16757392460066,2.43906457442818,fitting_only_not_issued_forecast
development,PINN_NOEQ,3,MJ3,534,0.597738821580834,0.760167546184477,fitting_only_not_issued_forecast
development,PINN_NOEQ,3,MJ1,534,0.443470986647923,0.529463911977947,fitting_only_not_issued_forecast
development,PINN_NOEQ,4,ATU1,534,1.52669194025832,3.85968536180953,fitting_only_not_issued_forecast
development,PINN_NOEQ,4,ATU5,534,1.8332922235448,3.66429223665273,fitting_only_not_issued_forecast
development,PINN_NOEQ,4,MJ3,534,0.973043537081308,1.23397269134548,fitting_only_not_issued_forecast
development,PINN_NOEQ,4,MJ1,534,0.665146757466634,0.788166240780478,fitting_only_not_issued_forecast
development,PINN_NOEQ,5,ATU1,534,2.16059330731166,5.20581504266063,fitting_only_not_issued_forecast
development,PINN_NOEQ,5,ATU5,534,2.51433984280826,4.91488101942808,fitting_only_not_issued_forecast
development,PINN_NOEQ,5,MJ3,534,1.37172610629261,1.7255661360118,fitting_only_not_issued_forecast
development,PINN_NOEQ,5,MJ1,534,0.903939785187208,1.06326052177486,fitting_only_not_issued_forecast
development,PINN_NOEQ,6,ATU1,534,2.82610761337626,6.59262786568316,fitting_only_not_issued_forecast
development,PINN_NOEQ,6,ATU5,534,3.20753294016004,6.17894496891466,fitting_only_not_issued_forecast
development,PINN_NOEQ,6,MJ3,534,1.79160598680153,2.23548515299211,fitting_only_not_issued_forecast
development,PINN_NOEQ,6,MJ1,534,1.154724689411,1.35160019962061,fitting_only_not_issued_forecast
development,PINN_NOEQ,7,ATU1,534,3.51983580202822,8.01564559854336,fitting_only_not_issued_forecast
development,PINN_NOEQ,7,ATU5,534,3.91088850379797,7.45045654557704,fitting_only_not_issued_forecast
development,PINN_NOEQ,7,MJ3,534,2.23608791157793,2.76440448333234,fitting_only_not_issued_forecast
development,PINN_NOEQ,7,MJ1,534,1.41772514317819,1.65084666469695,fitting_only_not_issued_forecast
development,CL_DIRECT,1,ATU1,534,0.236015734500595,0.685529267542112,fitting_only_not_issued_forecast
development,CL_DIRECT,1,ATU5,534,0.186569477897423,0.527404264154581,fitting_only_not_issued_forecast
development,CL_DIRECT,1,MJ3,534,0.0307919469832836,0.0419173488993324,fitting_only_not_issued_forecast
development,CL_DIRECT,1,MJ1,534,0.0239556864122776,0.0303001501683384,fitting_only_not_issued_forecast
development,CL_DIRECT,2,ATU1,534,0.446848443484559,1.35969854559145,fitting_only_not_issued_forecast
development,CL_DIRECT,2,ATU5,534,0.351014217560914,1.04676318438299,fitting_only_not_issued_forecast
development,CL_DIRECT,2,MJ3,534,0.0593691926794576,0.0827715107675728,fitting_only_not_issued_forecast
development,CL_DIRECT,2,MJ1,534,0.048187411280683,0.0610995912494197,fitting_only_not_issued_forecast
development,CL_DIRECT,3,ATU1,534,0.642051949767271,2.02801372700888,fitting_only_not_issued_forecast
development,CL_DIRECT,3,ATU5,534,0.507081644770256,1.56333474198389,fitting_only_not_issued_forecast
development,CL_DIRECT,3,MJ3,534,0.0873986698674847,0.123954591503161,fitting_only_not_issued_forecast
development,CL_DIRECT,3,MJ1,534,0.072963868169534,0.0929670043827592,fitting_only_not_issued_forecast
development,CL_DIRECT,4,ATU1,534,0.838804853776715,2.69590738591735,fitting_only_not_issued_forecast
development,CL_DIRECT,4,ATU5,534,0.674858900240578,2.08086744054541,fitting_only_not_issued_forecast
development,CL_DIRECT,4,MJ3,534,0.117219909131605,0.166588251348903,fitting_only_not_issued_forecast
development,CL_DIRECT,4,MJ1,534,0.0999164225164109,0.126464105058785,fitting_only_not_issued_forecast
development,CL_DIRECT,5,ATU1,534,1.06808869848727,3.36814665813066,fitting_only_not_issued_forecast
development,CL_DIRECT,5,ATU5,534,0.871484616376374,2.60279166441096,fitting_only_not_issued_forecast
development,CL_DIRECT,5,MJ3,534,0.151572405122969,0.211788457888463,fitting_only_not_issued_forecast
development,CL_DIRECT,5,MJ1,534,0.131730626289721,0.163314981455993,fitting_only_not_issued_forecast
development,CL_DIRECT,6,ATU1,534,1.3344475719738,4.05028386212464,fitting_only_not_issued_forecast
development,CL_DIRECT,6,ATU5,534,1.10250827730848,3.13362213544999,fitting_only_not_issued_forecast
development,CL_DIRECT,6,MJ3,534,0.190884196863846,0.260872765917343,fitting_only_not_issued_forecast
development,CL_DIRECT,6,MJ1,534,0.171734798721156,0.207479524177273,fitting_only_not_issued_forecast
development,CL_DIRECT,7,ATU1,534,1.64659820079395,4.74827659705623,fitting_only_not_issued_forecast
development,CL_DIRECT,7,ATU5,534,1.35739305517221,3.67930180633844,fitting_only_not_issued_forecast
development,CL_DIRECT,7,MJ3,534,0.235056822946392,0.316425358033893,fitting_only_not_issued_forecast
development,CL_DIRECT,7,MJ1,534,0.221696791612019,0.265444107682521,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,1,ATU1,910,0.231202626738823,0.568798746331639,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,1,ATU5,910,0.2520717840587,0.514963149304862,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,1,MJ3,910,0.109921472205956,0.150623711334313,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,1,MJ1,910,0.134234460161066,0.164994965107547,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,2,ATU1,910,0.627522283899773,1.61653813487652,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,2,ATU5,910,0.680335810121583,1.52222692064261,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,2,MJ3,910,0.398472199916802,0.563971518232893,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,2,MJ1,910,0.341747266507551,0.419115823314371,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,3,ATU1,910,1.06202520099779,2.68126456047221,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,3,ATU5,910,1.16454381745654,2.58795538521933,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,3,MJ3,910,0.708966923955487,0.997619805020402,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,3,MJ1,910,0.559566885405786,0.6873019438786,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,4,ATU1,910,1.50548776752751,3.74855998851972,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,4,ATU5,910,1.66746367869807,3.69432415909482,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,4,MJ3,910,1.02578638846044,1.43615467165438,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,4,MJ1,910,0.781120913699048,0.960073429842637,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,5,ATU1,910,1.95693992471014,4.82997244325382,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,5,ATU5,910,2.18290882909472,4.83349482715705,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,5,MJ3,910,1.35515341896698,1.88696649396917,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,5,MJ1,910,1.01022307521606,1.24021072495697,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,6,ATU1,910,2.41841490918796,5.93329447305425,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,6,ATU5,910,2.71055961892387,5.99925170124257,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,6,MJ3,910,1.70044376874785,2.35392821418269,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,6,MJ1,910,1.24766615277508,1.52899567676374,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,7,ATU1,910,2.89169710996467,7.0609053509963,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,7,ATU5,910,3.24997398687205,7.18658442508892,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,7,MJ3,910,2.05975275442065,2.83692107876024,fitting_only_not_issued_forecast
later_exploratory,PINN_EQ,7,MJ1,910,1.49309088386209,1.82560429961555,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,1,ATU1,910,0.24599748978827,0.802063798473023,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,1,ATU5,910,0.219921410394728,0.624179154831407,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,1,MJ3,910,0.112930717137101,0.178922032572653,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,1,MJ1,910,0.0681968265484013,0.0975129093456381,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,2,ATU1,910,0.496984838108825,1.58075185722416,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,2,ATU5,910,0.455245691570869,1.28649503075898,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,2,MJ3,910,0.222028657511815,0.35036188051509,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,2,MJ1,910,0.135231820259157,0.189777741534761,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,3,ATU1,910,0.756801198180662,2.33377269898868,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,3,ATU5,910,0.705578649231967,1.98647571618679,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,3,MJ3,910,0.329661943588922,0.517285513713169,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,3,MJ1,910,0.202962284989675,0.282476608379829,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,4,ATU1,910,1.02418938768745,3.08264191087673,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,4,ATU5,910,0.966632096404007,2.72230604878178,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,4,MJ3,910,0.437607047304538,0.681366661232933,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,4,MJ1,910,0.270027831999758,0.375058030149553,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,5,ATU1,910,1.29843477614519,3.84296299493239,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,5,ATU5,910,1.23348234010027,3.48990700686342,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,5,MJ3,910,0.547995790785492,0.845042900969611,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,5,MJ1,910,0.336258591178758,0.467680831459166,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,6,ATU1,910,1.57917754787287,4.62636524738177,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,6,ATU5,910,1.50420821350536,4.28465617863026,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,6,MJ3,910,0.662542284819641,1.01099931440463,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,6,MJ1,910,0.40249042699396,0.561342055310196,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,7,ATU1,910,1.86738126898394,5.43643522535878,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,7,ATU5,910,1.77371236242959,5.10033716513116,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,7,MJ3,910,0.782332247782135,1.18216526927811,fitting_only_not_issued_forecast
later_exploratory,CL_BRES,7,MJ1,910,0.470517465803792,0.657868726628723,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,1,ATU1,910,0.0012933121710123,0.0030131506176314,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,1,ATU5,910,0.0010561027399435,0.0023425122570701,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,1,MJ3,910,0.0001952884272972,0.0003278901650954,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,1,MJ1,910,0.000160134270126,0.0002442620242039,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,2,ATU1,910,0.0052641103200946,0.0121271085056943,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,2,ATU5,910,0.0043210791091162,0.0094776444726404,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,2,MJ3,910,0.0007702075317073,0.0013249187901494,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,2,MJ1,910,0.0006559512500226,0.0009939227822667,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,3,ATU1,910,0.013227579274801,0.029877818921432,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,3,ATU5,910,0.0109460199840339,0.0234148138235251,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,3,MJ3,910,0.0019402425549383,0.0033062457669284,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,3,MJ1,910,0.0016670982300968,0.0024848587256979,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,4,ATU1,910,0.0266782581878141,0.0586018546740925,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,4,ATU5,910,0.0221217768583315,0.0460395493121605,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,4,MJ3,910,0.0039062669006444,0.0065771106045541,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,4,MJ1,910,0.0033504846452592,0.0049469183781252,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,5,ATU1,910,0.0470194823410553,0.100469596756874,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,5,ATU5,910,0.0389958023088747,0.079160503753236,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,5,MJ3,910,0.0068761867314601,0.0114439348493576,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,5,MJ1,910,0.005879695153619,0.0086102378785683,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,6,ATU1,910,0.0755936255578341,0.157497327053364,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,6,ATU5,910,0.0627144591184727,0.124514586584256,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,6,MJ3,910,0.011076641977243,0.0182127686352104,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,6,MJ1,910,0.0094337464496773,0.0137036693760142,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,7,ATU1,910,0.113494165902632,0.231587177490612,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,7,ATU5,910,0.0942328162417309,0.183739194449464,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,7,MJ3,910,0.0166843379697092,0.0271874103698337,fitting_only_not_issued_forecast
later_exploratory,RR_DIRECT,7,MJ1,910,0.0141748397062245,0.0204529227521453,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,1,ATU1,910,0.0031964535510778,0.0059911015679311,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,1,ATU5,910,0.0018939944204905,0.0035393408528604,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,1,MJ3,910,0.0006516880686605,0.001143349185926,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,1,MJ1,910,0.0003369926288338,0.0004716398177106,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,2,ATU1,910,0.0077486802938768,0.0148367206002782,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,2,ATU5,910,0.0053496016263935,0.0103635069879235,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,2,MJ3,910,0.0014152765616435,0.0023548541958385,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,2,MJ1,910,0.0008556848338977,0.001207696576291,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,3,ATU1,910,0.0156710487589684,0.0318702569977509,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,3,ATU5,910,0.0120087433209418,0.0240492995515061,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,3,MJ3,910,0.0026730387715322,0.0043311552925958,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,3,MJ1,910,0.0018281225279876,0.0026631746904224,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,4,ATU1,910,0.0288768536186718,0.0600225412223593,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,4,ATU5,910,0.0231996119629242,0.0465443246588437,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,4,MJ3,910,0.0046265290412113,0.0075201847095329,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,4,MJ1,910,0.0034625653077049,0.0050960571042832,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,5,ATU1,910,0.0489251144910458,0.101486351504967,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,5,ATU5,910,0.040125603807536,0.0796013429340947,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,5,MJ3,910,0.0074900469271916,0.0122853548866956,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,5,MJ1,910,0.0059600817158581,0.0087368109542875,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,6,ATU1,910,0.0773805130754802,0.158235649881768,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,6,ATU5,910,0.063857408639733,0.124923822725795,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,6,MJ3,910,0.0114836473457595,0.0189533008717839,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,6,MJ1,910,0.009483947506327,0.0138125704616336,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,7,ATU1,910,0.115218511480485,0.232135534341316,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,7,ATU5,910,0.0953422010527463,0.184130782840899,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,7,MJ3,910,0.0167990989243705,0.0278349544954826,fitting_only_not_issued_forecast
later_exploratory,RR_BRES,7,MJ1,910,0.0142029114141837,0.0205477148935451,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,1,ATU1,910,0.294346106924052,0.522090826159463,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,1,ATU5,910,0.288674693259016,0.450177910200306,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,1,MJ3,910,0.212216728871048,0.270944171102826,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,1,MJ1,910,0.158184962233307,0.206640746375724,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,2,ATU1,910,0.397216345121324,1.23028606561895,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,2,ATU5,910,0.339690869189996,1.012988875816,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,2,MJ3,910,0.224144246338546,0.300264806035212,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,2,MJ1,910,0.238760618372678,0.294876553259871,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,3,ATU1,910,0.794370904689896,2.2439867375057,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,3,ATU5,910,0.78218246631557,2.02596382406028,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,3,MJ3,910,0.500234636431748,0.692045674896968,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,3,MJ1,910,0.411020807052675,0.520899195489196,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,4,ATU1,910,1.23223140427329,3.29424093227607,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,4,ATU5,910,1.27183780537341,3.11713267017427,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,4,MJ3,910,0.81068201794045,1.12029191375986,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,4,MJ1,910,0.60988223993976,0.776718621211025,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,5,ATU1,910,1.68964264972058,4.36755010221608,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,5,ATU5,910,1.78552721495927,4.25243919745281,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,5,MJ3,910,1.1384836021847,1.56792590187638,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,5,MJ1,910,0.826078525101517,1.04933460565199,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,6,ATU1,910,2.16958489454944,5.46615367177737,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,6,ATU5,910,2.32178011719224,5.41957533607666,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,6,MJ3,910,1.48186903429857,2.03426726137322,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,6,MJ1,910,1.05810466238988,1.33635094341243,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,7,ATU1,910,2.6689426886488,6.59020990708338,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,7,ATU5,910,2.87788766667258,6.61133948900878,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,7,MJ3,910,1.839942131925,2.51839294478255,fitting_only_not_issued_forecast
later_exploratory,PINN_NOEQ,7,MJ1,910,1.30321486025456,1.63487102795119,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,1,ATU1,910,0.169929690759297,0.636041120967832,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,1,ATU5,910,0.136905408364292,0.502848023994327,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,1,MJ3,910,0.0245207953027425,0.0344652007767487,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,1,MJ1,910,0.0157682577505566,0.0207227797781998,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,2,ATU1,910,0.328793653940595,1.26135236500955,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,2,ATU5,910,0.258971769695335,1.00068343413448,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,2,MJ3,910,0.0467356025617548,0.0658483921651019,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,2,MJ1,910,0.0306766222094582,0.0402509930262352,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,3,ATU1,910,0.483844834785954,1.88045792090874,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,3,ATU5,910,0.378240727452932,1.49661137117728,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,3,MJ3,910,0.0689949859091277,0.0969893188988058,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,3,MJ1,910,0.0476167607235812,0.0616462347761568,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,4,ATU1,910,0.639754120599048,2.49973300026636,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,4,ATU5,910,0.504368612526259,1.99256572013509,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,4,MJ3,910,0.0917578310456176,0.129174239035035,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,4,MJ1,910,0.0665349988446588,0.08523977730941,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,5,ATU1,910,0.812065618106821,3.12270613701473,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,5,ATU5,910,0.648946666884065,2.49006954795563,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,5,MJ3,910,0.115883871013452,0.163648001562753,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,5,MJ1,910,0.0867515639342513,0.111180329033324,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,6,ATU1,910,1.00649071606007,3.75194244681297,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,6,ATU5,910,0.8111783024737,2.99066826627372,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,6,MJ3,910,0.143356086356889,0.201772452227316,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,6,MJ1,910,0.109788873071474,0.141226829929495,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,7,ATU1,910,1.21851237060045,4.3894884180062,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,7,ATU5,910,0.985635081867874,3.49628463557135,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,7,MJ3,910,0.174275029495218,0.245288482897221,fitting_only_not_issued_forecast
later_exploratory,CL_DIRECT,7,MJ1,910,0.139089099364129,0.179567426318552,fitting_only_not_issued_forecast
