phase,model,control,metric,model_value,control_value,difference,points_improved
development,TRANSFORMER_BRES_COND,RR_COND,crps,35.162140232549667,32.693411126797599,2.4687291057520682,1
development,TRANSFORMER_BRES_COND,RR_COND,interval_score90,523.59675392236477,430.65319378206908,92.943560140295688,1
development,TRANSFORMER_BRES_COND,TCN_DIRECT_COND,mae,39.837264745072233,78.772584526324295,-38.935319781252062,3
development,TRANSFORMER_BRES_COND,TCN_DIRECT_COND,rmse,48.18661688434247,91.684105926992657,-43.497489042650187,3
development,TRANSFORMER_BRES_COND,TCN_DIRECT_COND,crps,35.162140232549667,57.035923670007129,-21.873783437457462,3
development,TRANSFORMER_BRES_COND,TCN_DIRECT_COND,interval_score90,523.59675392236477,445.31465483418168,78.282099088183088,1
development,TRANSFORMER_BRES_COND,TCN_BRES_COND,mae,39.837264745072233,43.491669250150991,-3.6544045050787588,3
development,TRANSFORMER_BRES_COND,TCN_BRES_COND,rmse,48.18661688434247,49.59822889567976,-1.4116120113372901,2
development,TRANSFORMER_BRES_COND,TCN_BRES_COND,crps,35.162140232549667,35.845620905970833,-0.68348067342116536,3
development,TRANSFORMER_BRES_COND,TCN_BRES_COND,interval_score90,523.59675392236477,474.66326540192648,48.933488520438289,1
development,TRANSFORMER_BRES_COND,TRANSFORMER_DIRECT_COND,mae,39.837264745072233,33.239298708377596,6.5979660366946362,2
development,TRANSFORMER_BRES_COND,TRANSFORMER_DIRECT_COND,rmse,48.18661688434247,36.856791648869624,11.329825235472846,2
development,TRANSFORMER_BRES_COND,TRANSFORMER_DIRECT_COND,crps,35.162140232549667,23.191155068949776,11.970985163599892,1
development,TRANSFORMER_BRES_COND,TRANSFORMER_DIRECT_COND,interval_score90,523.59675392236477,206.09691508254039,317.49983883982441,0
development,CNN_MAMBA_DIRECT_COND,BPLUS_CONTINUOUS,mae,43.128902223432284,33.265136851961991,9.8637653714702935,1
development,CNN_MAMBA_DIRECT_COND,BPLUS_CONTINUOUS,rmse,47.553884248815628,41.36837187193975,6.1855123768758773,1
development,CNN_MAMBA_DIRECT_COND,BPLUS_CONTINUOUS,crps,28.133404658814143,31.035123015862425,-2.9017183570482814,2
development,CNN_MAMBA_DIRECT_COND,BPLUS_CONTINUOUS,interval_score90,207.20801240964687,460.6002267144396,-253.39221430479273,4
development,CNN_MAMBA_DIRECT_COND,DRIFT1,mae,43.128902223432284,5.4246456008308126,37.70425662260147,0
development,CNN_MAMBA_DIRECT_COND,DRIFT1,rmse,47.553884248815628,6.5413179707791249,41.012566278036502,0
development,CNN_MAMBA_DIRECT_COND,DRIFT1,crps,28.133404658814143,6.4505083991397507,21.682896259674393,0
development,CNN_MAMBA_DIRECT_COND,DRIFT1,interval_score90,207.20801240964687,75.879365922073717,131.32864648757317,0
development,CNN_MAMBA_DIRECT_COND,RR_COND,mae,43.128902223432284,38.181959671411008,4.9469425520212766,2
development,CNN_MAMBA_DIRECT_COND,RR_COND,rmse,47.553884248815628,45.899829150075504,1.6540550987401232,2
development,CNN_MAMBA_DIRECT_COND,RR_COND,crps,28.133404658814143,32.693411126797599,-4.560006467983456,3
development,CNN_MAMBA_DIRECT_COND,RR_COND,interval_score90,207.20801240964687,430.65319378206908,-223.44518137242221,4
development,CNN_MAMBA_DIRECT_COND,TCN_DIRECT_COND,mae,43.128902223432284,78.772584526324295,-35.64368230289201,3
development,CNN_MAMBA_DIRECT_COND,TCN_DIRECT_COND,rmse,47.553884248815628,91.684105926992657,-44.13022167817703,3
development,CNN_MAMBA_DIRECT_COND,TCN_DIRECT_COND,crps,28.133404658814143,57.035923670007129,-28.902519011192986,3
development,CNN_MAMBA_DIRECT_COND,TCN_DIRECT_COND,interval_score90,207.20801240964687,445.31465483418168,-238.10664242453481,3
development,CNN_MAMBA_DIRECT_COND,TCN_BRES_COND,mae,43.128902223432284,43.491669250150991,-0.36276702671870709,2
development,CNN_MAMBA_DIRECT_COND,TCN_BRES_COND,rmse,47.553884248815628,49.59822889567976,-2.0443446468641326,2
development,CNN_MAMBA_DIRECT_COND,TCN_BRES_COND,crps,28.133404658814143,35.845620905970833,-7.7122162471566895,3
development,CNN_MAMBA_DIRECT_COND,TCN_BRES_COND,interval_score90,207.20801240964687,474.66326540192648,-267.45525299227961,4
development,CNN_MAMBA_DIRECT_COND,CNN_MAMBA_DIRECT_COND,mae,43.128902223432284,43.128902223432284,0,0
development,CNN_MAMBA_DIRECT_COND,CNN_MAMBA_DIRECT_COND,rmse,47.553884248815628,47.553884248815628,0,0
development,CNN_MAMBA_DIRECT_COND,CNN_MAMBA_DIRECT_COND,crps,28.133404658814143,28.133404658814143,0,0
development,CNN_MAMBA_DIRECT_COND,CNN_MAMBA_DIRECT_COND,interval_score90,207.20801240964687,207.20801240964687,0,0
development,CNN_MAMBA_BRES_COND,BPLUS_CONTINUOUS,mae,42.531816148724374,33.265136851961991,9.2666792967623834,0
development,CNN_MAMBA_BRES_COND,BPLUS_CONTINUOUS,rmse,50.104128694136961,41.36837187193975,8.7357568221972102,0
development,CNN_MAMBA_BRES_COND,BPLUS_CONTINUOUS,crps,35.872721356965258,31.035123015862425,4.8375983411028329,0
development,CNN_MAMBA_BRES_COND,BPLUS_CONTINUOUS,interval_score90,480.83983910968186,460.6002267144396,20.239612395242261,1
development,CNN_MAMBA_BRES_COND,DRIFT1,mae,42.531816148724374,5.4246456008308126,37.10717054789356,0
development,CNN_MAMBA_BRES_COND,DRIFT1,rmse,50.104128694136961,6.5413179707791249,43.562810723357835,0
development,CNN_MAMBA_BRES_COND,DRIFT1,crps,35.872721356965258,6.4505083991397507,29.422212957825508,0
development,CNN_MAMBA_BRES_COND,DRIFT1,interval_score90,480.83983910968186,75.879365922073717,404.96047318760816,0
development,CNN_MAMBA_BRES_COND,RR_COND,mae,42.531816148724374,38.181959671411008,4.3498564773133666,0
development,CNN_MAMBA_BRES_COND,RR_COND,rmse,50.104128694136961,45.899829150075504,4.2042995440614561,1
development,CNN_MAMBA_BRES_COND,RR_COND,crps,35.872721356965258,32.693411126797599,3.1793102301676583,1
development,CNN_MAMBA_BRES_COND,RR_COND,interval_score90,480.83983910968186,430.65319378206908,50.18664532761278,2
development,CNN_MAMBA_BRES_COND,TCN_DIRECT_COND,mae,42.531816148724374,78.772584526324295,-36.24076837759992,3
development,CNN_MAMBA_BRES_COND,TCN_DIRECT_COND,rmse,50.104128694136961,91.684105926992657,-41.579977232855697,3
development,CNN_MAMBA_BRES_COND,TCN_DIRECT_COND,crps,35.872721356965258,57.035923670007129,-21.163202313041872,3
development,CNN_MAMBA_BRES_COND,TCN_DIRECT_COND,interval_score90,480.83983910968186,445.31465483418168,35.52518427550018,2
development,CNN_MAMBA_BRES_COND,TCN_BRES_COND,mae,42.531816148724374,43.491669250150991,-0.95985310142661717,2
development,CNN_MAMBA_BRES_COND,TCN_BRES_COND,rmse,50.104128694136961,49.59822889567976,0.50589979845720023,2
development,CNN_MAMBA_BRES_COND,TCN_BRES_COND,crps,35.872721356965258,35.845620905970833,0.027100450994424818,3
development,CNN_MAMBA_BRES_COND,TCN_BRES_COND,interval_score90,480.83983910968186,474.66326540192648,6.1765737077553808,2
development,CNN_MAMBA_BRES_COND,CNN_MAMBA_DIRECT_COND,mae,42.531816148724374,43.128902223432284,-0.59708607470791009,2
development,CNN_MAMBA_BRES_COND,CNN_MAMBA_DIRECT_COND,rmse,50.104128694136961,47.553884248815628,2.5502444453213329,2
development,CNN_MAMBA_BRES_COND,CNN_MAMBA_DIRECT_COND,crps,35.872721356965258,28.133404658814143,7.7393166981511143,1
development,CNN_MAMBA_BRES_COND,CNN_MAMBA_DIRECT_COND,interval_score90,480.83983910968186,207.20801240964687,273.63182670003499,0
final_exploratory,TRANSFORMER_DIRECT_COND,BPLUS_CONTINUOUS,mae,32.847905214188444,6.9016892503619651,25.946215963826479,0
final_exploratory,TRANSFORMER_DIRECT_COND,BPLUS_CONTINUOUS,rmse,36.41685844101815,9.1241732177745973,27.292685223243552,0
final_exploratory,TRANSFORMER_DIRECT_COND,BPLUS_CONTINUOUS,crps,22.822843367928705,16.154436020259666,6.6684073476690386,1
final_exploratory,TRANSFORMER_DIRECT_COND,BPLUS_CONTINUOUS,interval_score90,197.92570886223646,220.0776427507775,-22.151933888541038,2
final_exploratory,TRANSFORMER_DIRECT_COND,DRIFT1,mae,32.847905214188444,9.1098452790877857,23.738059935100658,1
final_exploratory,TRANSFORMER_DIRECT_COND,DRIFT1,rmse,36.41685844101815,12.977734531327499,23.43912390969065,1
final_exploratory,TRANSFORMER_DIRECT_COND,DRIFT1,crps,22.822843367928705,7.2775867206033986,15.545256647325306,0
final_exploratory,TRANSFORMER_DIRECT_COND,DRIFT1,interval_score90,197.92570886223646,78.313588319779541,119.61212054245692,0
final_exploratory,TRANSFORMER_DIRECT_COND,RR_COND,mae,32.847905214188444,11.318236548369155,21.529668665819287,0
final_exploratory,TRANSFORMER_DIRECT_COND,RR_COND,rmse,36.41685844101815,12.338213669009027,24.07864477200912,0
final_exploratory,TRANSFORMER_DIRECT_COND,RR_COND,crps,22.822843367928705,18.572699509267117,4.2501438586615876,1
final_exploratory,TRANSFORMER_DIRECT_COND,RR_COND,interval_score90,197.92570886223646,249.32112657028847,-51.395417708052008,2
final_exploratory,TRANSFORMER_DIRECT_COND,TCN_DIRECT_COND,mae,32.847905214188444,39.487995835886395,-6.6400906216979507,2
final_exploratory,TRANSFORMER_DIRECT_COND,TCN_DIRECT_COND,rmse,36.41685844101815,43.25335670757466,-6.8364982665565108,2
final_exploratory,TRANSFORMER_DIRECT_COND,TCN_DIRECT_COND,crps,22.822843367928705,37.436021735390682,-14.613178367461977,3
final_exploratory,TRANSFORMER_DIRECT_COND,TCN_DIRECT_COND,interval_score90,197.92570886223646,446.40244744944232,-248.47673858720586,3
final_exploratory,TRANSFORMER_DIRECT_COND,TCN_BRES_COND,mae,32.847905214188444,11.495659945329464,21.352245268858979,0
final_exploratory,TRANSFORMER_DIRECT_COND,TCN_BRES_COND,rmse,36.41685844101815,12.862059398748798,23.554799042269352,0
final_exploratory,TRANSFORMER_DIRECT_COND,TCN_BRES_COND,crps,22.822843367928705,18.814220063409955,4.0086233045187498,1
final_exploratory,TRANSFORMER_DIRECT_COND,TCN_BRES_COND,interval_score90,197.92570886223646,252.26116658793839,-54.335457725701929,3
final_exploratory,TRANSFORMER_DIRECT_COND,TRANSFORMER_DIRECT_COND,mae,32.847905214188444,32.847905214188444,0,0
final_exploratory,TRANSFORMER_DIRECT_COND,TRANSFORMER_DIRECT_COND,rmse,36.41685844101815,36.41685844101815,0,0
final_exploratory,TRANSFORMER_DIRECT_COND,TRANSFORMER_DIRECT_COND,crps,22.822843367928705,22.822843367928705,0,0
final_exploratory,TRANSFORMER_DIRECT_COND,TRANSFORMER_DIRECT_COND,interval_score90,197.92570886223646,197.92570886223646,0,0
final_exploratory,TRANSFORMER_BRES_COND,BPLUS_CONTINUOUS,mae,6.8838356166369445,6.9016892503619651,-0.017853633725020579,2
final_exploratory,TRANSFORMER_BRES_COND,BPLUS_CONTINUOUS,rmse,9.2790819797131103,9.1241732177745973,0.154908761938513,2
final_exploratory,TRANSFORMER_BRES_COND,BPLUS_CONTINUOUS,crps,19.176916655313555,16.154436020259666,3.0224806350538884,0
final_exploratory,TRANSFORMER_BRES_COND,BPLUS_CONTINUOUS,interval_score90,262.83017082444957,220.0776427507775,42.752528073672067,0
final_exploratory,TRANSFORMER_BRES_COND,DRIFT1,mae,6.8838356166369445,9.1098452790877857,-2.2260096624508412,2
final_exploratory,TRANSFORMER_BRES_COND,DRIFT1,rmse,9.2790819797131103,12.977734531327499,-3.6986525516143889,3
final_exploratory,TRANSFORMER_BRES_COND,DRIFT1,crps,19.176916655313555,7.2775867206033986,11.899329934710156,0
final_exploratory,TRANSFORMER_BRES_COND,DRIFT1,interval_score90,262.83017082444957,78.313588319779541,184.51658250467003,0
final_exploratory,TRANSFORMER_BRES_COND,RR_COND,mae,6.8838356166369445,11.318236548369155,-4.4344009317322106,3
final_exploratory,TRANSFORMER_BRES_COND,RR_COND,rmse,9.2790819797131103,12.338213669009027,-3.0591316892959171,3
final_exploratory,TRANSFORMER_BRES_COND,RR_COND,crps,19.176916655313555,18.572699509267117,0.60421714604643739,2
final_exploratory,TRANSFORMER_BRES_COND,RR_COND,interval_score90,262.83017082444957,249.32112657028847,13.509044254161097,1
final_exploratory,TRANSFORMER_BRES_COND,TCN_DIRECT_COND,mae,6.8838356166369445,39.487995835886395,-32.604160219249451,4
final_exploratory,TRANSFORMER_BRES_COND,TCN_DIRECT_COND,rmse,9.2790819797131103,43.25335670757466,-33.974274727861548,4
final_exploratory,TRANSFORMER_BRES_COND,TCN_DIRECT_COND,crps,19.176916655313555,37.436021735390682,-18.259105080077127,3
final_exploratory,TRANSFORMER_BRES_COND,TCN_DIRECT_COND,interval_score90,262.83017082444957,446.40244744944232,-183.57227662499275,3
final_exploratory,TRANSFORMER_BRES_COND,TCN_BRES_COND,mae,6.8838356166369445,11.495659945329464,-4.6118243286925198,4
final_exploratory,TRANSFORMER_BRES_COND,TCN_BRES_COND,rmse,9.2790819797131103,12.862059398748798,-3.5829774190356876,3
final_exploratory,TRANSFORMER_BRES_COND,TCN_BRES_COND,crps,19.176916655313555,18.814220063409955,0.3626965919035996,2
final_exploratory,TRANSFORMER_BRES_COND,TCN_BRES_COND,interval_score90,262.83017082444957,252.26116658793839,10.569004236511176,1
final_exploratory,TRANSFORMER_BRES_COND,TRANSFORMER_DIRECT_COND,mae,6.8838356166369445,32.847905214188444,-25.9640695975515,4
final_exploratory,TRANSFORMER_BRES_COND,TRANSFORMER_DIRECT_COND,rmse,9.2790819797131103,36.41685844101815,-27.137776461305037,4
final_exploratory,TRANSFORMER_BRES_COND,TRANSFORMER_DIRECT_COND,crps,19.176916655313555,22.822843367928705,-3.6459267126151502,3
final_exploratory,TRANSFORMER_BRES_COND,TRANSFORMER_DIRECT_COND,interval_score90,262.83017082444957,197.92570886223646,64.904461962213105,1
final_exploratory,CNN_MAMBA_DIRECT_COND,BPLUS_CONTINUOUS,mae,36.249985041741326,6.9016892503619651,29.348295791379361,0
final_exploratory,CNN_MAMBA_DIRECT_COND,BPLUS_CONTINUOUS,rmse,39.61011918014843,9.1241732177745973,30.485945962373833,0
final_exploratory,CNN_MAMBA_DIRECT_COND,BPLUS_CONTINUOUS,crps,26.294360935839777,16.154436020259666,10.13992491558011,0
final_exploratory,CNN_MAMBA_DIRECT_COND,BPLUS_CONTINUOUS,interval_score90,248.10109209353146,220.0776427507775,28.023449342753963,2
final_exploratory,CNN_MAMBA_DIRECT_COND,DRIFT1,mae,36.249985041741326,9.1098452790877857,27.14013976265354,0
final_exploratory,CNN_MAMBA_DIRECT_COND,DRIFT1,rmse,39.61011918014843,12.977734531327499,26.632384648820931,0
final_exploratory,CNN_MAMBA_DIRECT_COND,DRIFT1,crps,26.294360935839777,7.2775867206033986,19.016774215236378,0
final_exploratory,CNN_MAMBA_DIRECT_COND,DRIFT1,interval_score90,248.10109209353146,78.313588319779541,169.78750377375192,0
final_exploratory,CNN_MAMBA_DIRECT_COND,RR_COND,mae,36.249985041741326,11.318236548369155,24.931748493372169,0
final_exploratory,CNN_MAMBA_DIRECT_COND,RR_COND,rmse,39.61011918014843,12.338213669009027,27.271905511139401,0
final_exploratory,CNN_MAMBA_DIRECT_COND,RR_COND,crps,26.294360935839777,18.572699509267117,7.7216614265726591,0
final_exploratory,CNN_MAMBA_DIRECT_COND,RR_COND,interval_score90,248.10109209353146,249.32112657028847,-1.2200344767570073,3
final_exploratory,CNN_MAMBA_DIRECT_COND,TCN_DIRECT_COND,mae,36.249985041741326,39.487995835886395,-3.2380107941450689,2
final_exploratory,CNN_MAMBA_DIRECT_COND,TCN_DIRECT_COND,rmse,39.61011918014843,43.25335670757466,-3.6432375274262299,2
final_exploratory,CNN_MAMBA_DIRECT_COND,TCN_DIRECT_COND,crps,26.294360935839777,37.436021735390682,-11.141660799550905,3
final_exploratory,CNN_MAMBA_DIRECT_COND,TCN_DIRECT_COND,interval_score90,248.10109209353146,446.40244744944232,-198.30135535591086,3
final_exploratory,CNN_MAMBA_DIRECT_COND,TCN_BRES_COND,mae,36.249985041741326,11.495659945329464,24.754325096411861,0
final_exploratory,CNN_MAMBA_DIRECT_COND,TCN_BRES_COND,rmse,39.61011918014843,12.862059398748798,26.748059781399633,0
final_exploratory,CNN_MAMBA_DIRECT_COND,TCN_BRES_COND,crps,26.294360935839777,18.814220063409955,7.4801408724298213,0
final_exploratory,CNN_MAMBA_DIRECT_COND,TCN_BRES_COND,interval_score90,248.10109209353146,252.26116658793839,-4.1600744944069277,3
final_exploratory,CNN_MAMBA_DIRECT_COND,CNN_MAMBA_DIRECT_COND,mae,36.249985041741326,36.249985041741326,0,0
final_exploratory,CNN_MAMBA_DIRECT_COND,CNN_MAMBA_DIRECT_COND,rmse,39.61011918014843,39.61011918014843,0,0
final_exploratory,CNN_MAMBA_DIRECT_COND,CNN_MAMBA_DIRECT_COND,crps,26.294360935839777,26.294360935839777,0,0
final_exploratory,CNN_MAMBA_DIRECT_COND,CNN_MAMBA_DIRECT_COND,interval_score90,248.10109209353146,248.10109209353146,0,0
final_exploratory,CNN_MAMBA_BRES_COND,BPLUS_CONTINUOUS,mae,8.4988248422502402,6.9016892503619651,1.597135591888275,0
final_exploratory,CNN_MAMBA_BRES_COND,BPLUS_CONTINUOUS,rmse,10.375614434729394,9.1241732177745973,1.251441216954797,2
final_exploratory,CNN_MAMBA_BRES_COND,BPLUS_CONTINUOUS,crps,18.990489920288312,16.154436020259666,2.8360539000286451,0
final_exploratory,CNN_MAMBA_BRES_COND,BPLUS_CONTINUOUS,interval_score90,259.28243491923416,220.0776427507775,39.204792168456663,0
final_exploratory,CNN_MAMBA_BRES_COND,DRIFT1,mae,8.4988248422502402,9.1098452790877857,-0.61102043683754559,3
final_exploratory,CNN_MAMBA_BRES_COND,DRIFT1,rmse,10.375614434729394,12.977734531327499,-2.6021200965981048,3
final_exploratory,CNN_MAMBA_BRES_COND,DRIFT1,crps,18.990489920288312,7.2775867206033986,11.712903199684913,0
final_exploratory,CNN_MAMBA_BRES_COND,DRIFT1,interval_score90,259.28243491923416,78.313588319779541,180.96884659945462,0
final_exploratory,CNN_MAMBA_BRES_COND,RR_COND,mae,8.4988248422502402,11.318236548369155,-2.819411706118915,3
final_exploratory,CNN_MAMBA_BRES_COND,RR_COND,rmse,10.375614434729394,12.338213669009027,-1.962599234279633,3
final_exploratory,CNN_MAMBA_BRES_COND,RR_COND,crps,18.990489920288312,18.572699509267117,0.41779041102119407,2
final_exploratory,CNN_MAMBA_BRES_COND,RR_COND,interval_score90,259.28243491923416,249.32112657028847,9.9613083489456926,1
final_exploratory,CNN_MAMBA_BRES_COND,TCN_DIRECT_COND,mae,8.4988248422502402,39.487995835886395,-30.989170993636154,4
final_exploratory,CNN_MAMBA_BRES_COND,TCN_DIRECT_COND,rmse,10.375614434729394,43.25335670757466,-32.877742272845268,4
final_exploratory,CNN_MAMBA_BRES_COND,TCN_DIRECT_COND,crps,18.990489920288312,37.436021735390682,-18.44553181510237,3
final_exploratory,CNN_MAMBA_BRES_COND,TCN_DIRECT_COND,interval_score90,259.28243491923416,446.40244744944232,-187.12001253020816,3
final_exploratory,CNN_MAMBA_BRES_COND,TCN_BRES_COND,mae,8.4988248422502402,11.495659945329464,-2.9968351030792242,4
final_exploratory,CNN_MAMBA_BRES_COND,TCN_BRES_COND,rmse,10.375614434729394,12.862059398748798,-2.4864449640194035,4
final_exploratory,CNN_MAMBA_BRES_COND,TCN_BRES_COND,crps,18.990489920288312,18.814220063409955,0.17626985687835628,3
final_exploratory,CNN_MAMBA_BRES_COND,TCN_BRES_COND,interval_score90,259.28243491923416,252.26116658793839,7.0212683312957722,2
final_exploratory,CNN_MAMBA_BRES_COND,CNN_MAMBA_DIRECT_COND,mae,8.4988248422502402,36.249985041741326,-27.751160199491085,4
final_exploratory,CNN_MAMBA_BRES_COND,CNN_MAMBA_DIRECT_COND,rmse,10.375614434729394,39.61011918014843,-29.234504745419038,4
final_exploratory,CNN_MAMBA_BRES_COND,CNN_MAMBA_DIRECT_COND,crps,18.990489920288312,26.294360935839777,-7.303871015551465,4
final_exploratory,CNN_MAMBA_BRES_COND,CNN_MAMBA_DIRECT_COND,interval_score90,259.28243491923416,248.10109209353146,11.1813428257027,1
