fit_days,candidate,window,station,days,start,end,observed_mm_day,predicted_mm_day,background_mm_day,other_state_mm_day
432,C0_A_final,prediction_all,ATU1,180,2017-09-05,2018-03-04,1.1439147187543448,0.9889231807501366,0.17407981276328482,0.814843367986852
432,C0_A_final,prediction_all,ATU5,180,2017-09-05,2018-03-04,1.320457305277271,1.4726000206485708,0.19347903016589513,1.2791209904826757
432,C0_A_final,prediction_all,MJ3,180,2017-09-05,2018-03-04,0.29217712047914374,0.40148317971273983,0.3194470794604224,0.08203610025231814
432,C0_A_final,prediction_all,MJ1,180,2017-09-05,2018-03-04,0.18518592387882918,0.36452409880015907,0.3337165576116638,0.030807541188495494
432,C0_B_final,train_last30,ATU1,30,2017-08-06,2017-09-05,1.3496308508502968,1.4466486952046003,0.26471492457662343,1.1819337706279769
432,C0_B_final,train_last30,ATU5,30,2017-08-06,2017-09-05,1.6358779095725093,1.5730483678533507,0.09381138383376993,1.4792369840195814
432,C0_B_final,train_last30,MJ3,30,2017-08-06,2017-09-05,1.0769814698892028,0.8360615308934333,0.34902823022137286,0.4870333006720609
432,C0_B_final,train_last30,MJ1,30,2017-08-06,2017-09-05,0.5728518285375533,0.6042106600944369,0.3699791956905827,0.2342314644038524
432,C0_B_final,train_last90,ATU1,90,2017-06-07,2017-09-05,1.1849162154353152,1.3497266436598931,0.2485270620635976,1.1011995815962956
432,C0_B_final,train_last90,ATU5,90,2017-06-07,2017-09-05,1.492247577995163,1.5485985391890782,0.08832100462292373,1.4602775345661545
432,C0_B_final,train_last90,MJ3,90,2017-06-07,2017-09-05,1.0700756138620338,1.1375505835788167,0.3369741038845869,0.800576479694228
432,C0_B_final,train_last90,MJ1,90,2017-06-07,2017-09-05,0.6327634129178124,0.7499086103407712,0.3576077727894969,0.39230083755127415
432,C0_B_final,prediction_first30,ATU1,30,2017-09-05,2017-10-05,6.166904699768236,4.322647912277243,0.35634425370543615,3.9663036585718063
432,C0_B_final,prediction_first30,ATU5,30,2017-09-05,2017-10-05,5.398533944035078,2.0621327727572862,0.12737853503694982,1.9347542377203364
432,C0_B_final,prediction_first30,MJ3,30,2017-09-05,2017-10-05,0.9915604849144302,0.6992541932455879,0.38218255380155597,0.31707163944403144
432,C0_B_final,prediction_first30,MJ1,30,2017-09-05,2017-10-05,0.5238427348921353,0.5565600707387262,0.4042208883205253,0.15233918241820063
432,C0_B_final,prediction_first90,ATU1,90,2017-09-05,2017-12-04,2.165997685684675,1.541664141939353,0.21993588087793053,1.3217282610614225
432,C0_B_final,prediction_first90,ATU5,90,2017-09-05,2017-12-04,2.4595780218060246,0.7213546924442925,0.0802132155994182,0.6411414768448742
432,C0_B_final,prediction_first90,MJ3,90,2017-09-05,2017-12-04,0.4315855703304881,0.5458427939103937,0.3283186558359955,0.21752413807439805
432,C0_B_final,prediction_first90,MJ1,90,2017-09-05,2017-12-04,0.24435843134172047,0.45135491660997534,0.34811639953353063,0.10323851707644509
432,C0_B_final,prediction_all,ATU1,180,2017-09-05,2018-03-04,1.1439147187543448,0.8403945909913925,0.17848617958366925,0.6619084114077232
432,C0_B_final,prediction_all,ATU5,180,2017-09-05,2018-03-04,1.320457305277271,0.42709804483124697,0.06647961001208781,0.3606184348191592
432,C0_B_final,prediction_all,MJ3,180,2017-09-05,2018-03-04,0.29217712047914374,0.4456225553307465,0.30731073524978436,0.13831182008096288
432,C0_B_final,prediction_all,MJ1,180,2017-09-05,2018-03-04,0.18518592387882918,0.3917927269736241,0.32604087616500094,0.06575185080862309
432,C1_A_stage3,train_last30,ATU1,30,2017-08-06,2017-09-05,1.3496308508502968,1.2386206637621267,0.24819573269939496,0.9904249310627317
432,C1_A_stage3,train_last30,ATU5,30,2017-08-06,2017-09-05,1.6358779095725093,1.4393750918053703,0.4456853643897726,0.9936897274155986
432,C1_A_stage3,train_last30,MJ3,30,2017-08-06,2017-09-05,1.0769814698892028,0.5854669289166016,0.20912257667146433,0.37634435224513346
432,C1_A_stage3,train_last30,MJ1,30,2017-08-06,2017-09-05,0.5728518285375533,0.4465856387382966,0.24287991172685253,0.20370572701144501
432,C1_A_stage3,train_last90,ATU1,90,2017-06-07,2017-09-05,1.1849162154353152,1.2870229883139612,0.2431608350505649,1.0438621532633965
432,C1_A_stage3,train_last90,ATU5,90,2017-06-07,2017-09-05,1.492247577995163,1.5026502767133223,0.42360325393043186,1.0790470227828908
432,C1_A_stage3,train_last90,MJ3,90,2017-06-07,2017-09-05,1.0700756138620338,1.069923387623256,0.20534271581088367,0.8645806718123709
432,C1_A_stage3,train_last90,MJ1,90,2017-06-07,2017-09-05,0.6327634129178124,0.7251881156360228,0.23824122322254127,0.4869468924134809
432,C1_A_stage3,prediction_first30,ATU1,30,2017-09-05,2017-10-05,6.166904699768236,7.061875036787272,0.2699622846103788,6.791912752176894
432,C1_A_stage3,prediction_first30,ATU5,30,2017-09-05,2017-10-05,5.398533944035078,1.7070329184047863,0.5586826703741679,1.148350248030618
432,C1_A_stage3,prediction_first30,MJ3,30,2017-09-05,2017-10-05,0.9915604849144302,2.073474896948058,0.2249302607363674,1.848544636211688
432,C1_A_stage3,prediction_first30,MJ1,30,2017-09-05,2017-10-05,0.5238427348921353,1.1612543931715134,0.26140126019345283,0.8998531329780619
432,C1_A_stage3,prediction_first90,ATU1,90,2017-09-05,2017-12-04,2.165997685684675,2.4441948493399743,0.2276954405799049,2.216499408760069
432,C1_A_stage3,prediction_first90,ATU5,90,2017-09-05,2017-12-04,2.4595780218060246,0.8588656025837919,0.3751124673206366,0.48375313526315517
432,C1_A_stage3,prediction_first90,MJ3,90,2017-09-05,2017-12-04,0.4315855703304881,0.9219435801920655,0.19381962283688206,0.7281239573551838
432,C1_A_stage3,prediction_first90,MJ1,90,2017-09-05,2017-12-04,0.24435843134172047,0.5632246622986612,0.2252768688116065,0.33794779348705517
432,C1_A_stage3,prediction_all,ATU1,180,2017-09-05,2018-03-04,1.1439147187543448,1.3193499480566155,0.20982610524904258,1.1095238428075729
432,C1_A_stage3,prediction_all,ATU5,180,2017-09-05,2018-03-04,1.320457305277271,0.5569721372045741,0.31456075931178035,0.2424113778927936
432,C1_A_stage3,prediction_all,MJ3,180,2017-09-05,2018-03-04,0.29217712047914374,0.5449257532407374,0.18027092323931043,0.3646548300014272
432,C1_A_stage3,prediction_all,MJ1,180,2017-09-05,2018-03-04,0.18518592387882918,0.3791253649624259,0.20957080471593248,0.16955456024649385
432,C1_B_stage3,train_last30,ATU1,30,2017-08-06,2017-09-05,1.3496308508502968,1.465990428940725,0.12563549541182628,1.3403549335288991
432,C1_B_stage3,train_last30,ATU5,30,2017-08-06,2017-09-05,1.6358779095725093,1.4867322556374802,0.10693379980307706,1.3797984558344036
432,C1_B_stage3,train_last30,MJ3,30,2017-08-06,2017-09-05,1.0769814698892028,0.8540272965925169,0.3974003880927242,0.45662690849979887
432,C1_B_stage3,train_last30,MJ1,30,2017-08-06,2017-09-05,0.5728518285375533,0.6468931121988059,0.4284612495009706,0.21843186269783435
432,C1_B_stage3,train_last90,ATU1,90,2017-06-07,2017-09-05,1.1849162154353152,1.2065471268267733,0.11761784022067524,1.0889292866060982
432,C1_B_stage3,train_last90,ATU5,90,2017-06-07,2017-09-05,1.492247577995163,1.523202926034924,0.10083046091947728,1.4223724651154466
432,C1_B_stage3,train_last90,MJ3,90,2017-06-07,2017-09-05,1.0700756138620338,1.1459530074236934,0.3801214076592877,0.7658315997644072
432,C1_B_stage3,train_last90,MJ1,90,2017-06-07,2017-09-05,0.6327634129178124,0.7762054319586873,0.41019943697185335,0.3660059949868342
432,C1_B_stage3,prediction_first30,ATU1,30,2017-09-05,2017-10-05,6.166904699768236,2.505240751692341,0.1510250976500507,2.3542156540422905
432,C1_B_stage3,prediction_first30,ATU5,30,2017-09-05,2017-10-05,5.398533944035078,2.154361547709446,0.14288549079978735,2.0114760569096584
432,C1_B_stage3,prediction_first30,MJ3,30,2017-09-05,2017-10-05,0.9915604849144302,0.7449221040711563,0.4529465178099386,0.29197558626121684
432,C1_B_stage3,prediction_first30,MJ1,30,2017-09-05,2017-10-05,0.5238427348921353,0.6277841348126382,0.48719074409811614,0.14059339071452281
432,C1_B_stage3,prediction_first90,ATU1,90,2017-09-05,2017-12-04,2.165997685684675,1.0165069128911641,0.11344098969744323,0.9030659231937209
432,C1_B_stage3,prediction_first90,ATU5,90,2017-09-05,2017-12-04,2.4595780218060246,0.7807879180800569,0.09098494556014775,0.689802972519909
432,C1_B_stage3,prediction_first90,MJ3,90,2017-09-05,2017-12-04,0.4315855703304881,0.5598064517079718,0.36172088023169835,0.19808557147627254
432,C1_B_stage3,prediction_first90,MJ1,90,2017-09-05,2017-12-04,0.24435843134172047,0.4848707172594762,0.3904782718263157,0.09439244543316094
432,C1_B_stage3,prediction_all,ATU1,180,2017-09-05,2018-03-04,1.1439147187543448,0.5544596099024158,0.10159591640707219,0.45286369349534367
432,C1_B_stage3,prediction_all,ATU5,180,2017-09-05,2018-03-04,1.320457305277271,0.471858867687985,0.0755846209406459,0.3962742467473392
432,C1_B_stage3,prediction_all,MJ3,180,2017-09-05,2018-03-04,0.29217712047914374,0.4529445442712333,0.32837528216402395,0.12456926210720896
432,C1_B_stage3,prediction_all,MJ1,180,2017-09-05,2018-03-04,0.18518592387882918,0.41437588521680735,0.3549899928800801,0.059385892336727156
432,C1_A_final,train_last30,ATU1,30,2017-08-06,2017-09-05,1.3496308508502968,1.3677073313972565,0.2599585691711866,1.10774876222607
432,C1_A_final,train_last30,ATU5,30,2017-08-06,2017-09-05,1.6358779095725093,1.5932915949435937,0.43443030396068516,1.1588612909829095
432,C1_A_final,train_last30,MJ3,30,2017-08-06,2017-09-05,1.0769814698892028,0.7295915078663635,0.207757156774845,0.5218343510915194
432,C1_A_final,train_last30,MJ1,30,2017-08-06,2017-09-05,0.5728518285375533,0.5233175754053037,0.24910573467622613,0.2742118407290794
432,C1_A_final,train_last90,ATU1,90,2017-06-07,2017-09-05,1.1849162154353152,1.298400604375527,0.2510127008908097,1.0473879034847173
432,C1_A_final,train_last90,ATU5,90,2017-06-07,2017-09-05,1.492247577995163,1.493713468016937,0.41260417865199106,1.081109289364946
432,C1_A_final,train_last90,MJ3,90,2017-06-07,2017-09-05,1.0700756138620338,1.0355605784748732,0.2039295877310643,0.8316309907438091
432,C1_A_final,train_last90,MJ1,90,2017-06-07,2017-09-05,0.6327634129178124,0.7215429520579834,0.24418639024250638,0.4773565618154777
432,C1_A_final,prediction_first30,ATU1,30,2017-09-05,2017-10-05,6.166904699768236,5.195059451966932,0.3017164656092215,4.893342986357711
432,C1_A_final,prediction_first30,ATU5,30,2017-09-05,2017-10-05,5.398533944035078,1.258349650330113,0.5466437697189899,0.7117058806111232
432,C1_A_final,prediction_first30,MJ3,30,2017-09-05,2017-10-05,0.9915604849144302,1.7252768227361532,0.22365495711092034,1.5016218656252354
432,C1_A_final,prediction_first30,MJ1,30,2017-09-05,2017-10-05,0.5238427348921353,1.0046388590033075,0.26840135927675607,0.7362374997265472
432,C1_A_final,prediction_first90,ATU1,90,2017-09-05,2017-12-04,2.165997685684675,1.8228671842562114,0.22735066720178831,1.595516517054423
432,C1_A_final,prediction_first90,ATU5,90,2017-09-05,2017-12-04,2.4595780218060246,0.822295476561037,0.3651420388222457,0.457153437738791
432,C1_A_final,prediction_first90,MJ3,90,2017-09-05,2017-12-04,0.4315855703304881,0.9122795484354305,0.19246213464546066,0.7198174137899719
432,C1_A_final,prediction_first90,MJ1,90,2017-09-05,2017-12-04,0.24435843134172047,0.5645323022555961,0.23099156206922183,0.3335407401863738
432,C1_A_final,prediction_all,ATU1,180,2017-09-05,2018-03-04,1.1439147187543448,0.9989097890281702,0.1998870098646664,0.7990227791635037
432,C1_A_final,prediction_all,ATU5,180,2017-09-05,2018-03-04,1.320457305277271,0.5345825133504788,0.3055509274471975,0.2290315859032812
432,C1_A_final,prediction_all,MJ3,180,2017-09-05,2018-03-04,0.29217712047914374,0.5397818791267367,0.17891552555951115,0.36086635356722574
432,C1_A_final,prediction_all,MJ1,180,2017-09-05,2018-03-04,0.18518592387882918,0.38232740073484467,0.214784888874529,0.16754251186031535
432,C1_B_final,train_last30,ATU1,30,2017-08-06,2017-09-05,1.3496308508502968,1.4640772138739162,0.1269899654393901,1.3370872484345255
432,C1_B_final,train_last30,ATU5,30,2017-08-06,2017-09-05,1.6358779095725093,1.5124349227048943,0.10266665844556637,1.4097682642593279
432,C1_B_final,train_last30,MJ3,30,2017-08-06,2017-09-05,1.0769814698892028,0.8584032982569625,0.39699812505872245,0.4614051731982338
432,C1_B_final,train_last30,MJ1,30,2017-08-06,2017-09-05,0.5728518285375533,0.6482135353949123,0.4274225502173015,0.22079098517761225
432,C1_B_final,train_last90,ATU1,90,2017-06-07,2017-09-05,1.1849162154353152,1.2063110409411026,0.11888679205931073,1.087424248881792
432,C1_B_final,train_last90,ATU5,90,2017-06-07,2017-09-05,1.492247577995163,1.521064367730879,0.09683879005194725,1.4242255776789317
432,C1_B_final,train_last90,MJ3,90,2017-06-07,2017-09-05,1.0700756138620338,1.1442047913366298,0.37944338508000297,0.7647614062566255
432,C1_B_final,train_last90,MJ1,90,2017-06-07,2017-09-05,0.6327634129178124,0.7743821955970526,0.4088771267581846,0.36550506883886824
432,C1_B_final,prediction_first30,ATU1,30,2017-09-05,2017-10-05,6.166904699768236,2.4868810825688143,0.1519463476052677,2.334934734963547
432,C1_B_final,prediction_first30,ATU5,30,2017-09-05,2017-10-05,5.398533944035078,2.140597908041737,0.13699908673763683,2.003598821304101
432,C1_B_final,prediction_first30,MJ3,30,2017-09-05,2017-10-05,0.9915604849144302,0.7510585657537376,0.45344474723550643,0.29761381851823693
432,C1_B_final,prediction_first30,MJ1,30,2017-09-05,2017-10-05,0.5238427348921353,0.6302399252520483,0.4870321207208183,0.14320780453122856
432,C1_B_final,prediction_first90,ATU1,90,2017-09-05,2017-12-04,2.165997685684675,1.0083711931731756,0.11516405505041018,0.8932071381227656
432,C1_B_final,prediction_first90,ATU5,90,2017-09-05,2017-12-04,2.4595780218060246,0.768210273698011,0.08743795238591616,0.680772321312095
432,C1_B_final,prediction_first90,MJ3,90,2017-09-05,2017-12-04,0.4315855703304881,0.5643967197530375,0.3610919950337324,0.2033047247193058
432,C1_B_final,prediction_first90,MJ1,90,2017-09-05,2017-12-04,0.24435843134172047,0.4861825121616688,0.389310822508433,0.09687168965323652
432,C1_B_final,prediction_all,ATU1,180,2017-09-05,2018-03-04,1.1439147187543448,0.5514777770583267,0.1035530151395847,0.44792476191874203
432,C1_B_final,prediction_all,ATU5,180,2017-09-05,2018-03-04,1.320457305277271,0.4676230473675247,0.07273220953414668,0.39489083783337803
432,C1_B_final,prediction_all,MJ3,180,2017-09-05,2018-03-04,0.29217712047914374,0.45612839160692653,0.32753357004843897,0.1285948215584873
432,C1_B_final,prediction_all,MJ1,180,2017-09-05,2018-03-04,0.18518592387882918,0.41499410170807843,0.3536873438301265,0.06130675787795208
612,C0_A_final,train_last30,ATU1,30,2018-02-02,2018-03-04,0.08127905295298016,0.13443953049844215,0.13207273793991875,0.0023667925585224717
612,C0_A_final,train_last30,ATU5,30,2018-02-02,2018-03-04,0.14365491750296921,0.19119111553383353,0.18514944115444412,0.006041674379389406
612,C0_A_final,train_last30,MJ3,30,2018-02-02,2018-03-04,0.1489793833633636,0.25658795546022095,0.25397255640817207,0.0026153990520555227
612,C0_A_final,train_last30,MJ1,30,2018-02-02,2018-03-04,0.1525834964413093,0.16055654895713284,0.15871328796863463,0.0018432609884987035
612,C0_A_final,train_last90,ATU1,90,2017-12-04,2018-03-04,0.12183175182401429,0.12583515372734458,0.12475986146477061,0.001075292262573334
612,C0_A_final,train_last90,ATU5,90,2017-12-04,2018-03-04,0.18133658874851777,0.21272207737837398,0.18378587373388264,0.028936203644491343
612,C0_A_final,train_last90,MJ3,90,2017-12-04,2018-03-04,0.1527686706277993,0.24184109942585413,0.24307010480742974,-0.0012290053815740343
612,C0_A_final,train_last90,MJ1,90,2017-12-04,2018-03-04,0.12601341641593788,0.15237759967222803,0.15274989567902789,-0.0003722960067997229
612,C0_A_final,prediction_first30,ATU1,30,2018-03-04,2018-04-03,0.09685073207831466,0.22238401571016386,0.21624171035020842,0.006142305359956405
612,C0_A_final,prediction_first30,ATU5,30,2018-03-04,2018-04-03,0.1397960890381834,0.24370934959487348,0.2403394302769158,0.003369919317958647
612,C0_A_final,prediction_first30,MJ3,30,2018-03-04,2018-04-03,-0.005948180087898436,0.40028426530019867,0.3976098904821394,0.0026743748180531194
612,C0_A_final,prediction_first30,MJ1,30,2018-03-04,2018-04-03,0.5738310163987194,0.24120223607251318,0.23750599445568005,0.003696241616834565
612,C0_A_final,prediction_first90,ATU1,90,2018-03-04,2018-06-02,0.29168031485150814,0.3865039169197309,0.29786335848519246,0.08864055843453873
612,C0_A_final,prediction_first90,ATU5,90,2018-03-04,2018-06-02,0.48121373413087426,0.386357175716515,0.26634750916163563,0.12000966655488002
612,C0_A_final,prediction_first90,MJ3,90,2018-03-04,2018-06-02,0.00014590983035607982,0.7694304593277467,0.5227881789691423,0.24664228035860275
612,C0_A_final,prediction_first90,MJ1,90,2018-03-04,2018-06-02,0.56213774326891,0.8053830584083824,0.30617556610224045,0.49920749230614125
612,C0_A_final,prediction_all,ATU1,180,2018-03-04,2018-08-31,0.20889186550240246,0.3224357031481598,0.3089460758507207,0.013489627297439218
612,C0_A_final,prediction_all,ATU5,180,2018-03-04,2018-08-31,0.3841318552735399,0.9014881259944436,0.271886787770576,0.6296013382238679
612,C0_A_final,prediction_all,MJ3,180,2018-03-04,2018-08-31,0.019141401014050846,1.1765707423029816,0.5412282056079497,0.6353425366950319
612,C0_A_final,prediction_all,MJ1,180,2018-03-04,2018-08-31,0.3766782808477621,0.9633414475326365,0.31628598532652374,0.6470554622061123
612,C0_B_final,train_last30,ATU1,30,2018-02-02,2018-03-04,0.08127905295298016,0.04518622290532335,0.04107876904636356,0.004107453858959313
612,C0_B_final,train_last30,ATU5,30,2018-02-02,2018-03-04,0.14365491750296921,0.27328888879965046,0.27119824576494644,0.0020906430347035136
612,C0_B_final,train_last30,MJ3,30,2018-02-02,2018-03-04,0.1489793833633636,0.19734246835092412,0.1879724387297538,0.009370029621166509
612,C0_B_final,train_last30,MJ1,30,2018-02-02,2018-03-04,0.1525834964413093,0.14271506156582064,0.13539513150854532,0.007319930057275788
612,C0_B_final,train_last90,ATU1,90,2017-12-04,2018-03-04,0.12183175182401429,0.04565682730041468,0.041078767577142135,0.004578059723272392
612,C0_B_final,train_last90,ATU5,90,2017-12-04,2018-03-04,0.18133658874851777,0.26863226848445326,0.2674118064509263,0.0012204620335264987
612,C0_B_final,train_last90,MJ3,90,2017-12-04,2018-03-04,0.1527686706277993,0.19166095595474214,0.17652190667845025,0.015139049276291101
612,C0_B_final,train_last90,MJ1,90,2017-12-04,2018-03-04,0.12601341641593788,0.13770595690936285,0.12912666448630228,0.008579292423059806
612,C0_B_final,prediction_first30,ATU1,30,2018-03-04,2018-04-03,0.09685073207831466,0.04343655994810736,0.04107877722224818,0.0023577827258596546
612,C0_B_final,prediction_first30,ATU5,30,2018-03-04,2018-04-03,0.1397960890381834,0.31660427057465007,0.3155150288453797,0.0010892417292723167
612,C0_B_final,prediction_first30,MJ3,30,2018-03-04,2018-04-03,-0.005948180087898436,0.37772685461811,0.3040948575983189,0.07363199701979302
612,C0_B_final,prediction_first30,MJ1,30,2018-03-04,2018-04-03,0.5738310163987194,0.45797451599868283,0.1991747052498776,0.25879981074880426
612,C0_B_final,prediction_first90,ATU1,90,2018-03-04,2018-06-02,0.29168031485150814,0.3948598620039478,0.041078791857791765,0.3537810701461562
612,C0_B_final,prediction_first90,ATU5,90,2018-03-04,2018-06-02,0.48121373413087426,0.4443023174621809,0.33304258618414684,0.11125973127803503
612,C0_B_final,prediction_first90,MJ3,90,2018-03-04,2018-06-02,0.00014590983035607982,0.5535451807093498,0.4246322718595195,0.12891290884983103
612,C0_B_final,prediction_first90,MJ1,90,2018-03-04,2018-06-02,0.56213774326891,0.6726996058059689,0.2653844424210206,0.4073151633849485
612,C0_B_final,prediction_all,ATU1,180,2018-03-04,2018-08-31,0.20889186550240246,0.19959479657415058,0.041078792972310575,0.15851600360184015
612,C0_B_final,prediction_all,ATU5,180,2018-03-04,2018-08-31,0.3841318552735399,0.39692547737820344,0.3396533802563277,0.057272097121876045
612,C0_B_final,prediction_all,MJ3,180,2018-03-04,2018-08-31,0.019141401014050846,0.5987127269425767,0.4402977510659832,0.15841497587659278
612,C0_B_final,prediction_all,MJ1,180,2018-03-04,2018-08-31,0.3766782808477621,0.5449185240496977,0.2739798896211003,0.27093863442859717
612,C1_A_stage3,train_last30,ATU1,30,2018-02-02,2018-03-04,0.08127905295298016,0.14801249771645264,0.14422312564049566,0.0037893720759560284
612,C1_A_stage3,train_last30,ATU5,30,2018-02-02,2018-03-04,0.14365491750296921,0.2261299372717436,0.22210622600954935,0.0040237112621942595
612,C1_A_stage3,train_last30,MJ3,30,2018-02-02,2018-03-04,0.1489793833633636,0.22023890753320455,0.21890525248413345,0.0013336550490748778
612,C1_A_stage3,train_last30,MJ1,30,2018-02-02,2018-03-04,0.1525834964413093,0.18279160851216528,0.1798347442042806,0.002956864307884407
612,C1_A_stage3,train_last90,ATU1,90,2017-12-04,2018-03-04,0.12183175182401429,0.13998155315904343,0.13806486329211826,0.0019166898669254807
612,C1_A_stage3,train_last90,ATU5,90,2017-12-04,2018-03-04,0.18133658874851777,0.23163479852699173,0.22179164794302436,0.009843150583967347
612,C1_A_stage3,train_last90,MJ3,90,2017-12-04,2018-03-04,0.1527686706277993,0.20772882105111926,0.20961655801441673,-0.0018877369632955758
612,C1_A_stage3,train_last90,MJ1,90,2017-12-04,2018-03-04,0.12601341641593788,0.17427261392116405,0.17399815828147322,0.00027445563969131907
612,C1_A_stage3,prediction_first30,ATU1,30,2018-03-04,2018-04-03,0.09685073207831466,0.23603535946277815,0.2320066873396191,0.004028672123159064
612,C1_A_stage3,prediction_first30,ATU5,30,2018-03-04,2018-04-03,0.1397960890381834,0.2588526983386222,0.25629190074873803,0.002560797589886003
612,C1_A_stage3,prediction_first30,MJ3,30,2018-03-04,2018-04-03,-0.005948180087898436,0.5276747954148656,0.34525117507883557,0.18242362033602527
612,C1_A_stage3,prediction_first30,MJ1,30,2018-03-04,2018-04-03,0.5738310163987194,0.34906216951322905,0.26056964914993536,0.08849252036329461
612,C1_A_stage3,prediction_first90,ATU1,90,2018-03-04,2018-06-02,0.29168031485150814,0.5236058353699958,0.3057859341961858,0.21781990117381028
612,C1_A_stage3,prediction_first90,ATU5,90,2018-03-04,2018-06-02,0.48121373413087426,0.3276609254386901,0.26861140682240303,0.059049518616287364
612,C1_A_stage3,prediction_first90,MJ3,90,2018-03-04,2018-06-02,0.00014590983035607982,1.043485086338319,0.4499717358399244,0.5935133504983933
612,C1_A_stage3,prediction_first90,MJ1,90,2018-03-04,2018-06-02,0.56213774326891,0.7408448095980866,0.3274947727339638,0.413350036864122
612,C1_A_stage3,prediction_all,ATU1,180,2018-03-04,2018-08-31,0.20889186550240246,0.44527313950907293,0.3168900827831741,0.12838305672589867
612,C1_A_stage3,prediction_all,ATU5,180,2018-03-04,2018-08-31,0.3841318552735399,0.27530685874053107,0.27159499476358884,0.0037118639769425322
612,C1_A_stage3,prediction_all,MJ3,180,2018-03-04,2018-08-31,0.019141401014050846,1.2967996935128565,0.46614799824970654,0.8306516952631497
612,C1_A_stage3,prediction_all,MJ1,180,2018-03-04,2018-08-31,0.3766782808477621,0.9584406498581219,0.3377891695556863,0.6206514803024358
612,C1_B_stage3,train_last30,ATU1,30,2018-02-02,2018-03-04,0.08127905295298016,0.11197487867359542,0.10752932412176364,0.00444555455183225
612,C1_B_stage3,train_last30,ATU5,30,2018-02-02,2018-03-04,0.14365491750296921,0.301456992191883,0.29709341737880285,0.0043635748130820195
612,C1_B_stage3,train_last30,MJ3,30,2018-02-02,2018-03-04,0.1489793833633636,0.31876369977464186,0.3157776978312351,0.002986001943402409
612,C1_B_stage3,train_last30,MJ1,30,2018-02-02,2018-03-04,0.1525834964413093,0.17471043028142125,0.17312839131214636,0.0015820389692744166
612,C1_B_stage3,train_last90,ATU1,90,2017-12-04,2018-03-04,0.12183175182401429,0.1018683699145533,0.09958204403386017,0.002286325880693438
612,C1_B_stage3,train_last90,ATU5,90,2017-12-04,2018-03-04,0.18133658874851777,0.2943513431802406,0.29211739477739923,0.0022339484028419876
612,C1_B_stage3,train_last90,MJ3,90,2017-12-04,2018-03-04,0.1527686706277993,0.2957349269139917,0.29544841534363275,0.00028651157035898143
612,C1_B_stage3,train_last90,MJ1,90,2017-12-04,2018-03-04,0.12601341641593788,0.15999544623331177,0.16379751127257375,-0.003802065039261906
612,C1_B_stage3,prediction_first30,ATU1,30,2018-03-04,2018-04-03,0.09685073207831466,0.17845058853711937,0.17598678956217384,0.0024637989749445905
612,C1_B_stage3,prediction_first30,ATU5,30,2018-03-04,2018-04-03,0.1397960890381834,0.41683491173225207,0.41398330186528937,0.0028516098669645845
612,C1_B_stage3,prediction_first30,MJ3,30,2018-03-04,2018-04-03,-0.005948180087898436,0.5219418993696233,0.5176215665195485,0.004320332850079171
