phase,model,rule,point,history_teacher_prefix,current_teacher_prefix,history_rows,historical_bias,historical_rms,unit_ratio,sigma_first,sigma_last,sigma_average,forecast_rmse
development,BPLUS_CONTINUOUS,DIST90_UNIT,MJ1,612,792,90,24.86061108585562,25.34751131333769,1.2368775209065703,31.351766954392367,31.351766954392367,31.351766954392364,40.24986922358542
development,DRIFT1,LAST90,ATU1,612,792,90,-30.815869843983428,30.898283053368306,1.1578718213590387,30.89828305336831,30.89828305336831,30.89828305336831,9.331784187716098
development,DRIFT1,LAST90,ATU5,612,792,90,-45.80071914174921,45.96079839558756,1.1967821723614138,45.96079839558756,45.96079839558756,45.96079839558757,5.9170301992313075
development,DRIFT1,LAST90,MJ3,612,792,90,6.858922352296362,6.8949393243074875,1.0862529585487286,6.8949393243074875,6.8949393243074875,6.894939324307488,4.664038708953658
development,DRIFT1,LAST90,MJ1,612,792,90,-6.648846220306104,8.492882822008454,1.2368775209065703,8.492882822008456,8.492882822008456,8.492882822008456,6.2524187872154355
development,DRIFT1,DIST90,ATU1,612,792,90,-30.815869843983428,30.898283053368306,1.1578718213590387,30.89828305336831,30.89828305336831,30.89828305336831,9.331784187716098
development,DRIFT1,DIST90,ATU5,612,792,90,-45.80071914174921,45.96079839558756,1.1967821723614138,45.96079839558756,45.96079839558756,45.96079839558757,5.9170301992313075
development,DRIFT1,DIST90,MJ3,612,792,90,6.858922352296362,6.8949393243074875,1.0862529585487286,6.8949393243074875,6.8949393243074875,6.894939324307488,4.664038708953658
development,DRIFT1,DIST90,MJ1,612,792,90,-6.648846220306104,8.492882822008454,1.2368775209065703,8.492882822008456,8.492882822008456,8.492882822008456,6.2524187872154355
development,DRIFT1,DIST90_UNIT,ATU1,612,792,90,-30.815869843983428,30.898283053368306,1.1578718213590387,35.776251275870685,35.776251275870685,35.77625127587068,9.331784187716098
development,DRIFT1,DIST90_UNIT,ATU5,612,792,90,-45.80071914174921,45.96079839558756,1.1967821723614138,55.00506414733626,55.00506414733626,55.00506414733626,5.9170301992313075
development,DRIFT1,DIST90_UNIT,MJ3,612,792,90,6.858922352296362,6.8949393243074875,1.0862529585487286,7.48964824004298,7.48964824004298,7.489648240042981,4.664038708953658
development,DRIFT1,DIST90_UNIT,MJ1,612,792,90,-6.648846220306104,8.492882822008454,1.2368775209065703,10.504655850235816,10.504655850235816,10.504655850235817,6.2524187872154355
development,RR_COND,LAST90,ATU1,612,792,90,16.41096918641297,18.032904050474123,1.1578718213590387,18.032904050474123,18.032904050474123,18.03290405047412,50.5977342355339
development,RR_COND,LAST90,ATU5,612,792,90,-5.500527242319635,7.332695724574626,1.1967821723614138,7.332695724574625,7.332695724574625,7.332695724574625,55.20399321435355
development,RR_COND,LAST90,MJ3,612,792,90,92.036514567277,92.91916772895516,1.0862529585487286,92.91916772895516,92.91916772895516,92.91916772895514,41.678539494875224
development,RR_COND,LAST90,MJ1,612,792,90,24.37086332114561,24.60529774101234,1.2368775209065703,24.60529774101234,24.60529774101234,24.605297741012343,36.119049655539364
development,RR_COND,DIST90,ATU1,612,792,90,16.41096918641297,18.032904050474123,1.1578718213590387,18.032904050474123,18.032904050474123,18.03290405047412,50.5977342355339
development,RR_COND,DIST90,ATU5,612,792,90,-5.500527242319635,7.332695724574626,1.1967821723614138,7.332695724574625,7.332695724574625,7.332695724574625,55.20399321435355
development,RR_COND,DIST90,MJ3,612,792,90,92.036514567277,92.91916772895516,1.0862529585487286,92.91916772895516,92.91916772895516,92.91916772895514,41.678539494875224
development,RR_COND,DIST90,MJ1,612,792,90,24.37086332114561,24.60529774101234,1.2368775209065703,24.60529774101234,24.60529774101234,24.605297741012343,36.119049655539364
development,RR_COND,DIST90_UNIT,ATU1,612,792,90,16.41096918641297,18.032904050474123,1.1578718213590387,20.879791457315257,20.879791457315257,20.87979145731526,50.5977342355339
development,RR_COND,DIST90_UNIT,ATU5,612,792,90,-5.500527242319635,7.332695724574626,1.1967821723614138,8.775639518521672,8.775639518521672,8.775639518521672,55.20399321435355
development,RR_COND,DIST90_UNIT,MJ3,612,792,90,92.036514567277,92.91916772895516,1.0862529585487286,100.9337208514631,100.9337208514631,100.93372085146311,41.678539494875224
development,RR_COND,DIST90_UNIT,MJ1,612,792,90,24.37086332114561,24.60529774101234,1.2368775209065703,30.43373967107138,30.43373967107138,30.43373967107139,36.119049655539364
development,TRANSFORMER_BRES_COND,LAST90,ATU1,612,792,90,5.770768960880787,7.0362743046263905,1.1578718213590387,7.03627430462639,7.03627430462639,7.0362743046263905,49.66769261117446
development,TRANSFORMER_BRES_COND,LAST90,ATU5,612,792,90,-0.9527493283755032,3.010720659816696,1.1967821723614138,3.010720659816696,3.010720659816696,3.010720659816696,55.108665433207285
development,TRANSFORMER_BRES_COND,LAST90,MJ3,612,792,90,84.02440698965087,85.16369724118195,1.0862529585487286,85.16369724118196,85.16369724118196,85.16369724118195,43.35515017871947
development,TRANSFORMER_BRES_COND,LAST90,MJ1,612,792,90,24.831415059071585,25.197329371841196,1.2368775209065703,25.197329371841196,25.197329371841196,25.197329371841196,44.614959314268674
development,TRANSFORMER_BRES_COND,DIST90,ATU1,612,792,90,5.770768960880787,7.0362743046263905,1.1578718213590387,7.03627430462639,7.03627430462639,7.0362743046263905,49.66769261117446
development,TRANSFORMER_BRES_COND,DIST90,ATU5,612,792,90,-0.9527493283755032,3.010720659816696,1.1967821723614138,3.010720659816696,3.010720659816696,3.010720659816696,55.108665433207285
development,TRANSFORMER_BRES_COND,DIST90,MJ3,612,792,90,84.02440698965087,85.16369724118195,1.0862529585487286,85.16369724118196,85.16369724118196,85.16369724118195,43.35515017871947
development,TRANSFORMER_BRES_COND,DIST90,MJ1,612,792,90,24.831415059071585,25.197329371841196,1.2368775209065703,25.197329371841196,25.197329371841196,25.197329371841196,44.614959314268674
development,TRANSFORMER_BRES_COND,DIST90_UNIT,ATU1,612,792,90,5.770768960880787,7.0362743046263905,1.1578718213590387,8.14710374467956,8.14710374467956,8.147103744679558,49.66769261117446
development,TRANSFORMER_BRES_COND,DIST90_UNIT,ATU5,612,792,90,-0.9527493283755032,3.010720659816696,1.1967821723614138,3.6031768116288148,3.6031768116288148,3.6031768116288143,55.108665433207285
development,TRANSFORMER_BRES_COND,DIST90_UNIT,MJ3,612,792,90,84.02440698965087,85.16369724118195,1.0862529585487286,92.5093180891821,92.5093180891821,92.50931808918212,43.35515017871947
development,TRANSFORMER_BRES_COND,DIST90_UNIT,MJ1,612,792,90,24.831415059071585,25.197329371841196,1.2368775209065703,31.16601028690925,31.16601028690925,31.16601028690925,44.614959314268674
development,TRANSFORMER_BRES_REG1,LAST90,ATU1,612,792,90,4.756583793574948,5.636629366624738,1.1578718213590387,5.636629366624738,5.636629366624738,5.636629366624738,44.159616828432725
development,TRANSFORMER_BRES_REG1,LAST90,ATU5,612,792,90,-1.1075330318991152,3.2314864882837995,1.1967821723614138,3.2314864882837995,3.2314864882837995,3.2314864882837995,51.39539775069824
development,TRANSFORMER_BRES_REG1,LAST90,MJ3,612,792,90,82.57652319606655,83.86872153967788,1.0862529585487286,83.86872153967788,83.86872153967788,83.86872153967786,39.47679474924339
development,TRANSFORMER_BRES_REG1,LAST90,MJ1,612,792,90,24.95173214975068,25.35618469429467,1.2368775209065703,25.35618469429467,25.35618469429467,25.356184694294665,42.6224042804046
development,TRANSFORMER_BRES_REG1,DIST90,ATU1,612,792,90,4.756583793574948,5.636629366624738,1.1578718213590387,5.636629366624738,5.636629366624738,5.636629366624738,44.159616828432725
development,TRANSFORMER_BRES_REG1,DIST90,ATU5,612,792,90,-1.1075330318991152,3.2314864882837995,1.1967821723614138,3.2314864882837995,3.2314864882837995,3.2314864882837995,51.39539775069824
development,TRANSFORMER_BRES_REG1,DIST90,MJ3,612,792,90,82.57652319606655,83.86872153967788,1.0862529585487286,83.86872153967788,83.86872153967788,83.86872153967786,39.47679474924339
development,TRANSFORMER_BRES_REG1,DIST90,MJ1,612,792,90,24.95173214975068,25.35618469429467,1.2368775209065703,25.35618469429467,25.35618469429467,25.356184694294665,42.6224042804046
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,ATU1,612,792,90,4.756583793574948,5.636629366624738,1.1578718213590387,6.526494311059629,6.526494311059629,6.526494311059628,44.159616828432725
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,ATU5,612,792,90,-1.1075330318991152,3.2314864882837995,1.1967821723614138,3.867385419404842,3.867385419404842,3.867385419404841,51.39539775069824
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,MJ3,612,792,90,82.57652319606655,83.86872153967788,1.0862529585487286,91.10264690217457,91.10264690217457,91.10264690217457,39.47679474924339
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,MJ1,612,792,90,24.95173214975068,25.35618469429467,1.2368775209065703,31.362494864328312,31.362494864328312,31.362494864328312,42.6224042804046
development,TRANSFORMER_BRES_HALF,LAST90,ATU1,612,792,90,3.4909569128199918,4.767598269863809,1.1578718213590387,4.767598269863809,4.767598269863809,4.76759826986381,44.95190724775179
development,TRANSFORMER_BRES_HALF,LAST90,ATU5,612,792,90,-2.7485687061700914,4.129193337757415,1.1967821723614138,4.129193337757415,4.129193337757415,4.129193337757415,51.66618674399768
development,TRANSFORMER_BRES_HALF,LAST90,MJ3,612,792,90,82.77098287008282,84.08332440031612,1.0862529585487286,84.08332440031613,84.08332440031613,84.08332440031612,39.52941511214288
development,TRANSFORMER_BRES_HALF,LAST90,MJ1,612,792,90,24.846013072463606,25.268186057856827,1.2368775209065703,25.268186057856827,25.268186057856827,25.268186057856834,42.333734950495206
development,TRANSFORMER_BRES_HALF,DIST90,ATU1,612,792,90,3.4909569128199918,4.767598269863809,1.1578718213590387,4.767598269863809,4.767598269863809,4.76759826986381,44.95190724775179
development,TRANSFORMER_BRES_HALF,DIST90,ATU5,612,792,90,-2.7485687061700914,4.129193337757415,1.1967821723614138,4.129193337757415,4.129193337757415,4.129193337757415,51.66618674399768
development,TRANSFORMER_BRES_HALF,DIST90,MJ3,612,792,90,82.77098287008282,84.08332440031612,1.0862529585487286,84.08332440031613,84.08332440031613,84.08332440031612,39.52941511214288
development,TRANSFORMER_BRES_HALF,DIST90,MJ1,612,792,90,24.846013072463606,25.268186057856827,1.2368775209065703,25.268186057856827,25.268186057856827,25.268186057856834,42.333734950495206
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,ATU1,612,792,90,3.4909569128199918,4.767598269863809,1.1578718213590387,5.52026769223541,5.52026769223541,5.520267692235409,44.95190724775179
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,ATU5,612,792,90,-2.7485687061700914,4.129193337757415,1.1967821723614138,4.941744972861596,4.941744972861596,4.9417449728615965,51.66618674399768
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,MJ3,612,792,90,82.77098287008282,84.08332440031612,1.0862529585487286,91.3357598944559,91.3357598944559,91.3357598944559,39.52941511214288
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,MJ1,612,792,90,24.846013072463606,25.268186057856827,1.2368775209065703,31.253651329047916,31.253651329047916,31.253651329047912,42.333734950495206
final_exploratory,BPLUS_CONTINUOUS,LAST90,ATU1,792,1168,376,35.97756723316947,40.32844281407931,1.0430167886049515,59.10703106490077,59.10703106490077,59.107031064900774,8.06824598915759
final_exploratory,BPLUS_CONTINUOUS,LAST90,ATU5,792,1168,376,43.55499084906866,48.518020357563614,1.0855564463692957,64.58188003538483,64.58188003538483,64.58188003538483,9.115006709976656
final_exploratory,BPLUS_CONTINUOUS,LAST90,MJ3,792,1168,376,20.345050181630075,36.377155092530664,1.0243427432008272,73.33438357729172,73.33438357729172,73.33438357729172,13.016273948901418
final_exploratory,BPLUS_CONTINUOUS,LAST90,MJ1,792,1168,376,33.00210298445224,40.249869223585414,1.1789443432324025,70.57211824516857,70.57211824516857,70.57211824516857,6.297166223062726
final_exploratory,BPLUS_CONTINUOUS,DIST90,ATU1,792,1168,376,35.97756723316947,40.32844281407931,1.0430167886049515,12.748565180084533,51.79821704769934,31.231466318793697,8.06824598915759
final_exploratory,BPLUS_CONTINUOUS,DIST90,ATU5,792,1168,376,43.55499084906866,48.518020357563614,1.0855564463692957,13.820504613590181,60.701663671513955,40.01608759029819,9.115006709976656
final_exploratory,BPLUS_CONTINUOUS,DIST90,MJ3,792,1168,376,20.345050181630075,36.377155092530664,1.0243427432008272,0.8261930123526171,47.74780358265407,8.09224748485433,13.016273948901418
final_exploratory,BPLUS_CONTINUOUS,DIST90,MJ1,792,1168,376,33.00210298445224,40.249869223585414,1.1789443432324025,10.268503347581937,50.29412501002509,24.01611473647159,6.297166223062726
final_exploratory,BPLUS_CONTINUOUS,DIST90_UNIT,ATU1,792,1168,376,35.97756723316947,40.32844281407931,1.0430167886049515,13.296967513452675,54.02641000055362,32.57494370325191,8.06824598915759
final_exploratory,BPLUS_CONTINUOUS,DIST90_UNIT,ATU5,792,1168,376,43.55499084906866,48.518020357563614,1.0855564463692957,15.002937875359413,65.89508230395286,43.43972184212657,9.115006709976656
final_exploratory,BPLUS_CONTINUOUS,DIST90_UNIT,MJ3,792,1168,376,20.345050181630075,36.377155092530664,1.0243427432008272,0.8463048166866347,48.910116103670155,8.289234987295677,13.016273948901418
final_exploratory,BPLUS_CONTINUOUS,DIST90_UNIT,MJ1,792,1168,376,33.00210298445224,40.249869223585414,1.1789443432324025,12.105993935094714,59.29397417839238,28.313662614983517,6.297166223062726
final_exploratory,DRIFT1,LAST90,ATU1,792,1168,376,-7.943777946364939,9.331784187716098,1.0430167886049515,14.938687472534863,14.938687472534863,14.938687472534864,19.244197895113505
final_exploratory,DRIFT1,LAST90,ATU5,792,1168,376,4.726777627954969,5.917030199231307,1.0855564463692957,3.1548910441143287,3.1548910441143287,3.1548910441143287,6.981703417292708
final_exploratory,DRIFT1,LAST90,MJ3,792,1168,376,-3.7327041922777706,4.664038708953658,1.0243427432008272,7.946055128390912,7.946055128390912,7.946055128390911,12.334873689346736
final_exploratory,DRIFT1,LAST90,MJ1,792,1168,376,5.108387554421971,6.2524187872154355,1.1789443432324025,2.79477104850861,2.79477104850861,2.7947710485086104,13.35016312355705
final_exploratory,DRIFT1,DIST90,ATU1,792,1168,376,-7.943777946364939,9.331784187716098,1.0430167886049515,2.451836359430463,12.976428660972083,6.48318906027865,19.244197895113505
final_exploratory,DRIFT1,DIST90,ATU5,792,1168,376,4.726777627954969,5.917030199231307,1.0855564463692957,0.6121423965080264,6.087132322689772,5.469132429749923,6.981703417292708
final_exploratory,DRIFT1,DIST90,MJ3,792,1168,376,-3.7327041922777706,4.664038708953658,1.0243427432008272,2.7218759458476462,5.446672830279557,2.9453173069730103,12.334873689346736
final_exploratory,DRIFT1,DIST90,MJ1,792,1168,376,5.108387554421971,6.2524187872154355,1.1789443432324025,3.7569630047073943,2.1265031281079,6.535919554000363,13.35016312355705
final_exploratory,DRIFT1,DIST90_UNIT,ATU1,792,1168,376,-7.943777946364939,9.331784187716098,1.0430167886049515,2.557306485798017,13.534632949528353,6.762075033570592,19.244197895113505
final_exploratory,DRIFT1,DIST90_UNIT,ATU5,792,1168,376,4.726777627954969,5.917030199231307,1.0855564463692957,0.6645151246252375,6.607925732798786,5.937051965162399,6.981703417292708
final_exploratory,DRIFT1,DIST90_UNIT,MJ3,792,1168,376,-3.7327041922777706,4.664038708953658,1.0243427432008272,2.7881338730219243,5.579259788285975,3.017014409821606,12.334873689346736
final_exploratory,DRIFT1,DIST90_UNIT,MJ1,792,1168,376,5.108387554421971,6.2524187872154355,1.1789443432324025,4.429250282133192,2.5070288337488176,7.705485386010774,13.35016312355705
final_exploratory,RR_COND,LAST90,ATU1,792,1168,376,46.17017151547728,50.59773423553388,1.0430167886049515,75.37489924533455,75.37489924533455,75.37489924533455,12.200267709171117
final_exploratory,RR_COND,LAST90,ATU5,792,1168,376,49.04102582767032,55.20399321435356,1.0855564463692957,82.42933402887152,82.42933402887152,82.42933402887151,14.345710269854926
final_exploratory,RR_COND,LAST90,MJ3,792,1168,376,31.8644468229399,41.67853949487524,1.0243427432008272,77.96377068250841,77.96377068250841,77.96377068250843,17.030816367209297
final_exploratory,RR_COND,LAST90,MJ1,792,1168,376,25.47458367721008,36.11904965553936,1.1789443432324025,67.38496051997734,67.38496051997734,67.38496051997733,5.776060329800773
final_exploratory,RR_COND,DIST90,ATU1,792,1168,376,46.17017151547728,50.59773423553388,1.0430167886049515,21.43674717489944,67.53244686315318,39.28945048284388,12.200267709171117
final_exploratory,RR_COND,DIST90,ATU5,792,1168,376,49.04102582767032,55.20399321435356,1.0855564463692957,19.458779957474587,71.44363606619002,40.93310929457782,14.345710269854926
final_exploratory,RR_COND,DIST90,MJ3,792,1168,376,31.8644468229399,41.67853949487524,1.0243427432008272,11.271594970192654,57.4569981152307,20.65321965600155,17.030816367209297
final_exploratory,RR_COND,DIST90,MJ1,792,1168,376,25.47458367721008,36.11904965553936,1.1789443432324025,4.504984758044138,51.28427781605214,15.436274212001404,5.776060329800773
final_exploratory,RR_COND,DIST90_UNIT,ATU1,792,1168,376,46.17017151547728,50.59773423553388,1.0430167886049515,22.358887196499882,70.43747585384057,40.979556468669074,12.200267709171117
final_exploratory,RR_COND,DIST90_UNIT,ATU5,792,1168,376,49.04102582767032,55.20399321435356,1.0855564463692957,21.123604021318187,77.55609968371449,44.43520066466789,14.345710269854926
final_exploratory,RR_COND,DIST90_UNIT,MJ3,792,1168,376,31.8644468229399,41.67853949487524,1.0243427432008272,11.54597651201579,58.85565906544017,21.155975678357873,17.030816367209297
final_exploratory,RR_COND,DIST90_UNIT,MJ1,792,1168,376,25.47458367721008,36.11904965553936,1.1789443432324025,5.31112629684433,60.46130922799366,18.19850816282327,5.776060329800773
final_exploratory,TRANSFORMER_BRES_COND,LAST90,ATU1,792,1168,376,43.6291341558009,49.66769261117446,1.0430167886049515,76.84760415893022,76.84760415893022,76.84760415893022,7.483541191338645
final_exploratory,TRANSFORMER_BRES_COND,LAST90,ATU5,792,1168,376,47.44688126682189,55.108665433207285,1.0855564463692957,81.7077100247958,81.7077100247958,81.70771002479582,6.646953992514057
final_exploratory,TRANSFORMER_BRES_COND,LAST90,MJ3,792,1168,376,32.06380917902096,43.35515017871947,1.0243427432008272,82.19169639497764,82.19169639497764,82.19169639497763,16.48831331410919
final_exploratory,TRANSFORMER_BRES_COND,LAST90,MJ1,792,1168,376,36.20923437864519,44.614959314268674,1.1789443432324025,78.83178539181917,78.83178539181917,78.83178539181917,6.49751942089055
final_exploratory,TRANSFORMER_BRES_COND,DIST90,ATU1,792,1168,376,43.6291341558009,49.66769261117446,1.0430167886049515,13.409023308518046,67.33600865626501,35.98816127290171,7.483541191338645
final_exploratory,TRANSFORMER_BRES_COND,DIST90,ATU5,792,1168,376,47.44688126682189,55.108665433207285,1.0855564463692957,7.247825658059257,71.75582044349314,39.55288042987168,6.646953992514057
final_exploratory,TRANSFORMER_BRES_COND,DIST90,MJ3,792,1168,376,32.06380917902096,43.35515017871947,1.0243427432008272,9.028858428518152,59.02383252072919,20.20974158216195,16.48831331410919
final_exploratory,TRANSFORMER_BRES_COND,DIST90,MJ1,792,1168,376,36.20923437864519,44.614959314268674,1.1789443432324025,13.755930769301292,61.64144152916562,26.398309208694123,6.49751942089055
final_exploratory,TRANSFORMER_BRES_COND,DIST90_UNIT,ATU1,792,1168,376,43.6291341558009,49.66769261117446,1.0430167886049515,13.985836429579434,70.23258750613275,37.536256398659035,7.483541191338645
final_exploratory,TRANSFORMER_BRES_COND,DIST90_UNIT,ATU5,792,1168,376,47.44688126682189,55.108665433207285,1.0855564463692957,7.8679238652670085,77.89499344695167,42.93688432312117,6.646953992514057
final_exploratory,TRANSFORMER_BRES_COND,DIST90_UNIT,MJ3,792,1168,376,32.06380917902096,43.35515017871947,1.0243427432008272,9.248645610640194,60.46063451850993,20.701702131651597,16.48831331410919
final_exploratory,TRANSFORMER_BRES_COND,DIST90_UNIT,MJ1,792,1168,376,36.20923437864519,44.614959314268674,1.1789443432324025,16.21747676636431,72.6718287995007,31.122137312489773,6.49751942089055
final_exploratory,TRANSFORMER_BRES_REG1,LAST90,ATU1,792,1168,376,38.877976312974305,44.159616828432725,1.0430167886049515,67.34604878972075,67.34604878972075,67.34604878972074,7.5760138654794815
final_exploratory,TRANSFORMER_BRES_REG1,LAST90,ATU5,792,1168,376,44.823706289090644,51.39539775069822,1.0855564463692957,73.86451882795969,73.86451882795969,73.8645188279597,6.874177030315006
final_exploratory,TRANSFORMER_BRES_REG1,LAST90,MJ3,792,1168,376,25.9364927450151,39.47679474924339,1.0243427432008272,77.73970149197885,77.73970149197885,77.73970149197885,15.272657164200394
final_exploratory,TRANSFORMER_BRES_REG1,LAST90,MJ1,792,1168,376,34.94956913162316,42.62240428040461,1.1789443432324025,74.88140543529624,74.88140543529624,74.88140543529624,5.906485798209436
final_exploratory,TRANSFORMER_BRES_REG1,DIST90,ATU1,792,1168,376,38.877976312974305,44.159616828432725,1.0430167886049515,12.137786275608338,59.059915714476304,32.51290990268179,7.5760138654794815
final_exploratory,TRANSFORMER_BRES_REG1,DIST90,ATU5,792,1168,376,44.823706289090644,51.39539775069822,1.0855564463692957,9.277947227477219,66.9285054277022,38.67619276306786,6.874177030315006
final_exploratory,TRANSFORMER_BRES_REG1,DIST90,MJ3,792,1168,376,25.9364927450151,39.47679474924339,1.0243427432008272,4.156260429907138,53.18797875672169,13.588245744669036,15.272657164200394
final_exploratory,TRANSFORMER_BRES_REG1,DIST90,MJ1,792,1168,376,34.94956913162316,42.62240428040461,1.1789443432324025,12.184779507567695,56.302970304185074,25.547657408746574,5.906485798209436
final_exploratory,TRANSFORMER_BRES_REG1,DIST90_UNIT,ATU1,792,1168,376,38.877976312974305,44.159616828432725,1.0430167886049515,12.659914861958264,61.60048362379219,33.911510874897296,7.5760138654794815
final_exploratory,TRANSFORMER_BRES_REG1,DIST90_UNIT,ATU5,792,1168,376,44.823706289090644,51.39539775069822,1.0855564463692957,10.071735421862028,72.65467051290453,41.98519037496982,6.874177030315006
final_exploratory,TRANSFORMER_BRES_REG1,DIST90_UNIT,MJ3,792,1168,376,25.9364927450151,39.47679474924339,1.0243427432008272,4.257435210228127,54.482720064967616,13.919020921381248,15.272657164200394
final_exploratory,TRANSFORMER_BRES_REG1,DIST90_UNIT,MJ1,792,1168,376,34.94956913162316,42.62240428040461,1.1789443432324025,14.365176873981033,66.37806834730094,30.11926618488116,5.906485798209436
final_exploratory,TRANSFORMER_BRES_HALF,LAST90,ATU1,792,1168,376,39.80335069448518,44.951907247751805,1.0430167886049515,67.96423327028221,67.96423327028221,67.96423327028221,7.598181388956274
final_exploratory,TRANSFORMER_BRES_HALF,LAST90,ATU5,792,1168,376,45.50093605794528,51.66618674399769,1.0855564463692957,73.11845348493281,73.11845348493281,73.11845348493283,6.998998579802338
final_exploratory,TRANSFORMER_BRES_HALF,LAST90,MJ3,792,1168,376,26.20442968032552,39.529415112142885,1.0243427432008272,77.71451556986031,77.71451556986031,77.71451556986028,14.69690875613544
final_exploratory,TRANSFORMER_BRES_HALF,LAST90,MJ1,792,1168,376,34.60566868154872,42.333734950495185,1.1789443432324025,74.6373487431019,74.6373487431019,74.63734874310191,6.1744410509786105
final_exploratory,TRANSFORMER_BRES_HALF,DIST90,ATU1,792,1168,376,39.80335069448518,44.951907247751805,1.0430167886049515,12.914249358551706,59.5342349180288,33.55240801193192,7.598181388956274
final_exploratory,TRANSFORMER_BRES_HALF,DIST90,ATU5,792,1168,376,45.50093605794528,51.66618674399769,1.0855564463692957,10.456042705106597,66.15084050850824,39.69666130609574,6.998998579802338
final_exploratory,TRANSFORMER_BRES_HALF,DIST90,MJ3,792,1168,376,26.20442968032552,39.529415112142885,1.0243427432008272,4.530548108615758,53.20455882359898,13.944761859542163,14.69690875613544
final_exploratory,TRANSFORMER_BRES_HALF,DIST90,MJ1,792,1168,376,34.60566868154872,42.333734950495185,1.1789443432324025,12.006851790933515,55.90809165727239,25.143414376362536,6.1744410509786105
final_exploratory,TRANSFORMER_BRES_HALF,DIST90_UNIT,ATU1,792,1168,376,39.80335069448518,44.951907247751805,1.0430167886049515,13.469778893200155,62.09520651625517,34.99572485456827,7.598181388956274
final_exploratory,TRANSFORMER_BRES_HALF,DIST90_UNIT,ATU5,792,1168,376,45.50093605794528,51.66618674399769,1.0855564463692957,11.350624562041116,71.81047134675826,43.092966580170824,6.998998579802338
final_exploratory,TRANSFORMER_BRES_HALF,DIST90_UNIT,MJ3,792,1168,376,26.20442968032552,39.529415112142885,1.0243427432008272,4.640834077782785,54.499703736155155,14.284215616485683,14.69690875613544
final_exploratory,TRANSFORMER_BRES_HALF,DIST90_UNIT,MJ1,792,1168,376,34.60566868154872,42.333734950495185,1.1789443432324025,14.155409998950908,65.91252840025996,29.64268614856088,6.1744410509786105
