origin,seed,step,bin,mae,rmse,bias,normalized_mse,objective_contribution
1168,1,100,h091_180,8.847163002777267,13.611020721306101,-2.0843615443201315,0.00871659638772097,0.0023123750418844544
1168,1,100,h181_293,10.236609563210017,14.348737568595016,-1.2009344182921518,0.01055558354019592,0.0027963016727722625
1168,1,100,all,8.096516961991739,12.751057333376325,-1.3639715206593201,0.007587569255188886,0.006378680122768619
1168,1,200,h001_030,4.4030438525430355,6.7364375480878085,3.200428778502494,0.001857515830290144,0.00022236059078031023
1168,1,200,h031_090,5.846894888360235,8.836704350063831,3.464366133118914,0.0031985621427623716,0.0006617322714657846
1168,1,200,h091_180,6.979697149003412,9.782943511252762,4.419024959470108,0.004350775436172282,0.001139162336441344
1168,1,200,h181_293,7.8581825666533165,10.060161048829645,5.965590310926596,0.004599779778890171,0.0012254981417071703
1168,1,200,all,6.67821234386561,9.366114760389234,4.547762312733558,0.0038494380358988596,0.0032487533403946093
1168,1,400,h001_030,2.289688575482818,3.727776264504656,0.06785049815265254,0.0006148807498115015,7.24219700498882e-05
1168,1,400,h031_090,3.5726370932692775,5.000469909725076,0.33647587170932425,0.0010683785673364515,0.00023848192542373552
1168,1,400,h091_180,4.841412940754051,6.378681698547924,-1.3941610819377899,0.001935992613705049,0.0005293994971507842
1168,1,400,h181_293,5.294113689382953,7.10140992556202,-3.2776928897309605,0.0021189149022882857,0.0005672495058823557
1168,1,400,all,4.371961368831972,6.107938700194124,-1.4203527435373744,0.0016266456412336872,0.0014075528985067638
1168,2,0,h001_030,4.050365978342606,10.145641804450085,-3.933057420079009,0.0040805545532157355,0.0004347332781066035
1168,2,0,h031_090,12.274444616015348,20.23371043921515,-12.247060521798746,0.016730133063526692,0.0034369216333498083
1168,2,0,h091_180,24.67427737782851,32.30390136328354,-24.67427620574503,0.04873535165306589,0.012882578712314692
1168,2,0,h181_293,41.42488028458806,48.69082572505515,-41.42488028458806,0.11731875932759189,0.03097364902810303
1168,2,0,all,24.655160643797423,34.88974737854785,-24.634042302971327,0.05804476119685639,0.04772788265187413
1168,2,50,h001_030,6.405677703930142,10.28440641465524,-5.166816705856818,0.004224209314993116,0.0005088780142356239
1168,2,50,h031_090,7.375894902957508,12.76005339068623,-4.418779518458977,0.006611303215434078,0.0013295317970377046
1168,2,50,h091_180,9.994412810719917,16.243968859096768,-2.9076010943298534,0.01358460566167343,0.0035402660350202756
1168,2,50,h181_293,14.91945349361339,21.347764700613588,-4.9654300033792635,0.029128526163805436,0.007688983342776422
1168,2,50,all,10.539915126453941,17.06601131555033,-4.217873481141873,0.01585555714633651,0.013067659189070026
1168,2,100,h001_030,6.696323841005765,10.39222916872773,5.869647100919368,0.004419833700257171,0.00047136915964175513
1168,2,100,h031_090,9.165075832421108,13.538805401436136,6.967791944013803,0.007481215091873247,0.0014768870764688754
1168,2,100,h091_180,13.102855066178039,17.12331629639796,9.430108649589878,0.012802480835719006,0.0033195296602309427
1168,2,100,h181_293,16.860370453443842,20.30622103753578,11.815862158457435,0.019247127085149595,0.005073780148648514
1168,2,100,all,12.604190126706008,16.892091632170114,9.185898826894853,0.01260979233744318,0.010341566044990086
1168,2,200,h001_030,3.3183896438846596,5.518861423689142,-0.2803912618754237,0.0012711635021532696,0.0001409586867463498
1168,2,200,h031_090,5.437187539076375,8.832616422671718,0.634516518062598,0.0031890069321335625,0.0006455505869150046
1168,2,200,h091_180,7.048590660911005,10.23948614936974,-0.21114272578962992,0.004943902152230233,0.0012973758537727404
1168,2,200,h181_293,8.300526032400626,10.955217523317042,-1.641476342343517,0.005582581373505969,0.0014768732102023068
1168,2,200,all,6.612351259975971,9.752432496574519,-0.4887352819931915,0.004280731856270491,0.0035607583376364017
1168,2,400,h001_030,2.7558990388720233,4.606999550427428,1.9044286182030175,0.0008331691878225415,9.155323562406135e-05
1168,2,400,h031_090,4.8297328282846355,7.2290410455092715,2.424244810400165,0.0021227309242997953,0.000443550091746044
1168,2,400,h091_180,5.645808880930478,7.856664701561187,2.444073057482482,0.0028690646147607043,0.0007591659335138163
1168,2,400,h181_293,5.477992386234275,7.2145107359006415,2.5687030752089672,0.002281353239965914,0.0006084464144507993
1168,2,400,all,5.037500571457548,7.20069553949496,2.4125821311463396,0.0022468263218944438,0.0019027156753347208
