origin,method,seed,bin,point,n,mae,rmse,bias,mse,error_variance,probability_available,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
612,TiDE_KIN,0,all,ATU5,293,72.47758725402845,80.73200824640112,-72.46035670760917,6517.657155496978,1267.1538613030154,False,,,,,,,,,,
612,TiDE_KIN,0,all,MJ3,293,30.035511594330824,33.13658244208903,-30.03210230636151,1098.033095941363,196.10592700159856,False,,,,,,,,,,
612,TiDE_KIN,0,all,MJ1,293,74.7707774059739,79.49770588377187,-74.7707774059739,6319.885240782697,729.2160868890005,False,,,,,,,,,,
612,TiDE_KIN,1,h001_030,ATU1,30,4.617726757392456,5.1870223986021315,-2.300039677678969,26.905201363600206,21.61501884470262,False,,,,,,,,,,
612,TiDE_KIN,1,h001_030,ATU5,30,6.002645463225438,6.7394258528450655,-3.4741260442393602,45.41986082599644,33.35030905473421,False,,,,,,,,,,
612,TiDE_KIN,1,h001_030,MJ3,30,9.577905268379034,10.937602511585647,-7.730602258019788,119.63114870144463,59.86893742974401,False,,,,,,,,,,
612,TiDE_KIN,1,h001_030,MJ1,30,13.723847488518967,16.161195511408383,-12.879789661419446,261.1842403579665,95.29525863555922,False,,,,,,,,,,
612,TiDE_KIN,1,h031_090,ATU1,60,22.982671690447596,26.75587423020818,-22.940676917561763,715.8768058227181,189.60214838676694,False,,,,,,,,,,
612,TiDE_KIN,1,h031_090,ATU5,60,28.80263802808735,33.948370447476364,-28.79937795884854,1152.4918560390865,323.0876852224756,False,,,,,,,,,,
612,TiDE_KIN,1,h031_090,MJ3,60,29.139983672389153,32.424299648835905,-29.139983672389153,1051.3352077175002,202.19655929039388,False,,,,,,,,,,
612,TiDE_KIN,1,h031_090,MJ1,60,55.51950988566411,58.32116280329739,-55.51950988566411,3401.3580307287193,318.9420527843644,False,,,,,,,,,,
612,TiDE_KIN,1,h091_180,ATU1,90,44.96934679291271,46.41634248068648,-44.96934679291271,2154.4768492843805,132.23469830313147,False,,,,,,,,,,
612,TiDE_KIN,1,h091_180,ATU5,90,68.60241900232155,70.29759447497847,-68.60241900232155,4941.751788968524,235.45989599843347,False,,,,,,,,,,
612,TiDE_KIN,1,h091_180,MJ3,90,36.28110248838986,38.950541714009994,-36.28110248838986,1517.1446998148326,200.82630204178423,False,,,,,,,,,,
612,TiDE_KIN,1,h091_180,MJ1,90,84.11753768744832,84.92033779720582,-84.11753768744832,7211.463771591544,135.70362499225706,False,,,,,,,,,,
612,TiDE_KIN,1,h181_293,ATU1,113,55.68329686650624,57.67232310775236,-55.68329686650624,3326.096852644987,225.4673027215232,False,,,,,,,,,,
612,TiDE_KIN,1,h181_293,ATU5,113,92.33829680140228,94.03949935067322,-92.33829680140228,8843.42743812527,317.0663819414103,False,,,,,,,,,,
612,TiDE_KIN,1,h181_293,MJ3,113,38.97113818039359,44.13548139033252,-38.97113818039359,1947.940717556388,429.19110648105726,False,,,,,,,,,,
612,TiDE_KIN,1,h181_293,MJ1,113,91.9289614640593,93.18397715855144,-91.9289614640593,8683.253599085436,232.31964322493715,False,,,,,,,,,,
612,TiDE_KIN,1,all,ATU1,293,40.467392018518694,45.75911200683895,-40.22148656198438,2093.8963316544323,476.1283503985426,False,,,,,,,,,,
612,TiDE_KIN,1,all,ATU5,293,63.196869946585,71.89718362103164,-62.937309582339566,5169.20501263634,1208.1000751730892,False,,,,,,,,,,
612,TiDE_KIN,1,all,MJ3,293,33.122095620253525,38.01065824084146,-32.93295196731572,1444.8101399020486,360.2308146205242,False,,,,,,,,,,
612,TiDE_KIN,1,all,MJ1,293,74.06633807202888,79.29201237148229,-73.9799157689129,6287.223225919301,814.1952887438548,False,,,,,,,,,,
612,TiDE_KIN,2,h001_030,ATU1,30,15.956760543454358,19.994309746483605,-15.406246689987716,399.77242223832934,162.41998516557194,False,,,,,,,,,,
612,TiDE_KIN,2,h001_030,ATU5,30,20.014195300842434,25.062847405557136,-19.37807811806818,628.1463200742421,252.63640852428927,False,,,,,,,,,,
612,TiDE_KIN,2,h001_030,MJ3,30,10.75351469830733,13.534463403979483,-10.307077270169096,183.18169963365992,76.9458577804235,False,,,,,,,,,,
612,TiDE_KIN,2,h001_030,MJ1,30,15.616308656878305,18.805244955021458,-15.45980443684286,353.63723781835995,114.63168459293374,False,,,,,,,,,,
612,TiDE_KIN,2,h031_090,ATU1,60,45.73094818161501,50.224615560590294,-45.73094818161501,2522.512008209089,431.19238661953136,False,,,,,,,,,,
612,TiDE_KIN,2,h031_090,ATU5,60,58.05837386205743,64.14822699274589,-58.05837386205743,4114.995026312852,744.2202508064179,False,,,,,,,,,,
612,TiDE_KIN,2,h031_090,MJ3,60,24.394007738269753,27.41483692540727,-24.378057121362485,751.5732836466739,157.28361463426154,False,,,,,,,,,,
612,TiDE_KIN,2,h031_090,MJ1,60,53.67288328759416,56.17026330122512,-53.67288328759416,3155.0984793289576,274.3200789252523,False,,,,,,,,,,
612,TiDE_KIN,2,h091_180,ATU1,90,85.24675058692746,86.64102540177429,-85.24675058692746,7506.667282670898,239.65879704108173,False,,,,,,,,,,
612,TiDE_KIN,2,h091_180,ATU5,90,119.66546430923572,121.49930985659675,-119.66546430923572,14762.08229562931,442.2589472843439,False,,,,,,,,,,
612,TiDE_KIN,2,h091_180,MJ3,90,38.66240572394978,40.021502187550055,-38.66240572394978,1601.720637348074,106.93902098476882,False,,,,,,,,,,
612,TiDE_KIN,2,h091_180,MJ1,90,88.83471718796837,89.44867844725268,-88.83471718796837,8001.066075960006,109.4590980936835,False,,,,,,,,,,
612,TiDE_KIN,2,h181_293,ATU1,113,79.95377559381187,81.99371627447735,-79.95377559381187,6722.969508499491,330.36327679386295,False,,,,,,,,,,
612,TiDE_KIN,2,h181_293,ATU5,113,122.82070476039524,124.86559780296786,-122.82070476039524,15591.417514692532,506.4919968523617,False,,,,,,,,,,
612,TiDE_KIN,2,h181_293,MJ3,113,38.94591049830725,41.162094480113936,-38.94591049830725,1694.3180219898259,177.5340774476672,False,,,,,,,,,,
612,TiDE_KIN,2,h181_293,MJ1,113,94.24733900450036,94.87053995827506,-94.24733900450036,9000.419351974666,117.85844254544998,False,,,,,,,,,,
612,TiDE_KIN,2,all,ATU1,293,68.01892116766125,73.86546905677835,-67.96255456150425,5456.107518977879,837.1986964524367,False,,,,,,,,,,
612,TiDE_KIN,2,all,ATU5,293,98.0633437423365,107.02558905763023,-97.99821229017532,11454.476713132739,1850.8271010624715,False,,,,,,,,,,
612,TiDE_KIN,2,all,MJ3,293,32.992321865903094,36.30561600865456,-32.94334521109564,1318.0977537678743,232.83376007045658,False,,,,,,,,,,
612,TiDE_KIN,2,all,MJ1,293,76.2250379228249,81.3087982994487,-76.20901359995436,6611.120680900431,803.3069270224003,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h001_030,ATU1,30,0.39419689633795846,0.5747134709127756,-0.2027380346925952,0.33029557364860973,0.28919286293759383,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h001_030,ATU5,30,3.040424300767315,3.430966085890417,3.040424300767315,11.771528282530209,2.5273483538337937,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h001_030,MJ3,30,6.328028517577157,7.1982846566884335,6.328028517577157,51.815301998716116,11.771357079446366,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h001_030,MJ1,30,1.7739405579801162,1.9695255525068467,0.6382117760067255,3.8790309019773996,3.47171663094374,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h031_090,ATU1,60,5.813384742423944,6.4634814277068084,-0.5904666241984557,41.77659216631084,41.427941332018506,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h031_090,ATU5,60,4.1030506161805755,4.406143806092198,0.7560026980584088,19.414103239964636,18.842563160493043,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h031_090,MJ3,60,26.339428299369875,28.560012209613614,26.339428299369875,815.6742974132786,121.90881427563211,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h031_090,MJ1,60,7.7555419673043655,8.803788759870336,-6.286094432839964,77.50669652841927,37.99171330983764,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h091_180,ATU1,90,1.9071023014293025,2.8998847036026167,1.2111448647592011,8.409331294188437,6.942459410755853,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h091_180,ATU5,90,4.945266341631647,5.7938356573034175,-4.5443880839646615,33.56853162384053,12.917068566160525,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h091_180,MJ3,90,81.51755875051477,83.01842245088879,81.51755875051477,6892.058466234236,246.94608159061056,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h091_180,MJ1,90,24.86061108585562,25.34751131333769,24.86061108585562,642.4963297797822,24.446346217614714,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h181_293,ATU1,113,11.087248363736203,13.931329161557551,10.503474822586583,194.0819322076638,83.75894885895359,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h181_293,ATU5,113,14.32383132710496,16.194294434602757,14.32383132710496,262.25517223460577,57.08302834725227,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h181_293,MJ3,113,121.06172934654461,121.57398458220001,121.06172934654461,14780.233727193005,124.29141481698149,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h181_293,MJ1,113,42.1637670708901,42.81103104224813,42.1637670708901,1832.784378900333,55.001125292056024,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,all,ATU1,293,6.092584517632778,9.274833384542688,4.281179366170398,86.02253431102758,67.6940375457044,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,all,ATU5,293,8.194753162810795,10.799758932894493,4.5944399430462965,116.6347930086344,95.52591461837517,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,all,MJ3,293,77.77051964913097,89.38444386800568,77.77051964913097,7989.578805592658,1941.3250790967904,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,all,MJ1,293,25.667274442031584,30.339156668468313,22.675567795383593,920.4644273538653,406.28305251082776,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h001_030,ATU1,30,0.39419689633795846,0.5747134709127756,-0.2027380346925952,0.33029557364860973,0.28919286293759383,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h001_030,ATU5,30,3.040424300767315,3.430966085890417,3.040424300767315,11.771528282530209,2.5273483538337937,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h001_030,MJ3,30,6.328028517577157,7.1982846566884335,6.328028517577157,51.815301998716116,11.771357079446366,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h001_030,MJ1,30,1.7739405579801162,1.9695255525068467,0.6382117760067255,3.8790309019773996,3.47171663094374,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h031_090,ATU1,60,5.813384742423944,6.4634814277068084,-0.5904666241984557,41.77659216631084,41.427941332018506,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h031_090,ATU5,60,4.1030506161805755,4.406143806092198,0.7560026980584088,19.414103239964636,18.842563160493043,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h031_090,MJ3,60,26.339428299369875,28.560012209613614,26.339428299369875,815.6742974132786,121.90881427563211,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h031_090,MJ1,60,7.7555419673043655,8.803788759870336,-6.286094432839964,77.50669652841927,37.99171330983764,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h091_180,ATU1,90,1.9071023014293025,2.8998847036026167,1.2111448647592011,8.409331294188437,6.942459410755853,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h091_180,ATU5,90,4.945266341631647,5.7938356573034175,-4.5443880839646615,33.56853162384053,12.917068566160525,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h091_180,MJ3,90,81.51755875051477,83.01842245088879,81.51755875051477,6892.058466234236,246.94608159061056,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h091_180,MJ1,90,24.86061108585562,25.34751131333769,24.86061108585562,642.4963297797822,24.446346217614714,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h181_293,ATU1,113,11.087248363736203,13.931329161557551,10.503474822586583,194.0819322076638,83.75894885895359,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h181_293,ATU5,113,14.32383132710496,16.194294434602757,14.32383132710496,262.25517223460577,57.08302834725227,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h181_293,MJ3,113,121.06172934654461,121.57398458220001,121.06172934654461,14780.233727193005,124.29141481698149,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h181_293,MJ1,113,42.1637670708901,42.81103104224813,42.1637670708901,1832.784378900333,55.001125292056024,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,all,ATU1,293,6.092584517632778,9.274833384542688,4.281179366170398,86.02253431102758,67.6940375457044,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,all,ATU5,293,8.194753162810795,10.799758932894493,4.5944399430462965,116.6347930086344,95.52591461837517,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,all,MJ3,293,77.77051964913097,89.38444386800568,77.77051964913097,7989.578805592658,1941.3250790967904,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,all,MJ1,293,25.667274442031584,30.339156668468313,22.675567795383593,920.4644273538653,406.28305251082776,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h001_030,ATU1,30,0.39419689633795846,0.5747134709127756,-0.2027380346925952,0.33029557364860973,0.28919286293759383,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h001_030,ATU5,30,3.040424300767315,3.430966085890417,3.040424300767315,11.771528282530209,2.5273483538337937,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h001_030,MJ3,30,6.328028517577157,7.1982846566884335,6.328028517577157,51.815301998716116,11.771357079446366,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h001_030,MJ1,30,1.7739405579801162,1.9695255525068467,0.6382117760067255,3.8790309019773996,3.47171663094374,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h031_090,ATU1,60,5.813384742423944,6.4634814277068084,-0.5904666241984557,41.77659216631084,41.427941332018506,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h031_090,ATU5,60,4.1030506161805755,4.406143806092198,0.7560026980584088,19.414103239964636,18.842563160493043,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h031_090,MJ3,60,26.339428299369875,28.560012209613614,26.339428299369875,815.6742974132786,121.90881427563211,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h031_090,MJ1,60,7.7555419673043655,8.803788759870336,-6.286094432839964,77.50669652841927,37.99171330983764,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h091_180,ATU1,90,1.9071023014293025,2.8998847036026167,1.2111448647592011,8.409331294188437,6.942459410755853,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h091_180,ATU5,90,4.945266341631647,5.7938356573034175,-4.5443880839646615,33.56853162384053,12.917068566160525,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h091_180,MJ3,90,81.51755875051477,83.01842245088879,81.51755875051477,6892.058466234236,246.94608159061056,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h091_180,MJ1,90,24.86061108585562,25.34751131333769,24.86061108585562,642.4963297797822,24.446346217614714,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h181_293,ATU1,113,11.087248363736203,13.931329161557551,10.503474822586583,194.0819322076638,83.75894885895359,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h181_293,ATU5,113,14.32383132710496,16.194294434602757,14.32383132710496,262.25517223460577,57.08302834725227,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h181_293,MJ3,113,121.06172934654461,121.57398458220001,121.06172934654461,14780.233727193005,124.29141481698149,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h181_293,MJ1,113,42.1637670708901,42.81103104224813,42.1637670708901,1832.784378900333,55.001125292056024,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,all,ATU1,293,6.092584517632778,9.274833384542688,4.281179366170398,86.02253431102758,67.6940375457044,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,all,ATU5,293,8.194753162810795,10.799758932894493,4.5944399430462965,116.6347930086344,95.52591461837517,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,all,MJ3,293,77.77051964913097,89.38444386800568,77.77051964913097,7989.578805592658,1941.3250790967904,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,all,MJ1,293,25.667274442031584,30.339156668468313,22.675567795383593,920.4644273538653,406.28305251082776,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h001_030,ATU1,30,0.39419689633795846,0.5747134709127756,-0.2027380346925952,0.33029557364860973,0.28919286293759383,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h001_030,ATU5,30,3.040424300767315,3.430966085890417,3.040424300767315,11.771528282530209,2.5273483538337937,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h001_030,MJ3,30,6.328028517577157,7.1982846566884335,6.328028517577157,51.815301998716116,11.771357079446366,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h001_030,MJ1,30,1.7739405579801162,1.9695255525068467,0.6382117760067255,3.8790309019773996,3.47171663094374,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h031_090,ATU1,60,5.813384742423944,6.4634814277068084,-0.5904666241984557,41.77659216631084,41.427941332018506,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h031_090,ATU5,60,4.1030506161805755,4.406143806092198,0.7560026980584088,19.414103239964636,18.842563160493043,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h031_090,MJ3,60,26.339428299369875,28.560012209613614,26.339428299369875,815.6742974132786,121.90881427563211,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h031_090,MJ1,60,7.7555419673043655,8.803788759870336,-6.286094432839964,77.50669652841927,37.99171330983764,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h091_180,ATU1,90,1.9071023014293025,2.8998847036026167,1.2111448647592011,8.409331294188437,6.942459410755853,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h091_180,ATU5,90,4.945266341631647,5.7938356573034175,-4.5443880839646615,33.56853162384053,12.917068566160525,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h091_180,MJ3,90,81.51755875051477,83.01842245088879,81.51755875051477,6892.058466234236,246.94608159061056,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h091_180,MJ1,90,24.86061108585562,25.34751131333769,24.86061108585562,642.4963297797822,24.446346217614714,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h181_293,ATU1,113,11.087248363736203,13.931329161557551,10.503474822586583,194.0819322076638,83.75894885895359,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h181_293,ATU5,113,14.32383132710496,16.194294434602757,14.32383132710496,262.25517223460577,57.08302834725227,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h181_293,MJ3,113,121.06172934654461,121.57398458220001,121.06172934654461,14780.233727193005,124.29141481698149,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h181_293,MJ1,113,42.1637670708901,42.81103104224813,42.1637670708901,1832.784378900333,55.001125292056024,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,all,ATU1,293,6.092584517632778,9.274833384542688,4.281179366170398,86.02253431102758,67.6940375457044,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,all,ATU5,293,8.194753162810795,10.799758932894493,4.5944399430462965,116.6347930086344,95.52591461837517,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,all,MJ3,293,77.77051964913097,89.38444386800568,77.77051964913097,7989.578805592658,1941.3250790967904,False,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,all,MJ1,293,25.667274442031584,30.339156668468313,22.675567795383593,920.4644273538653,406.28305251082776,False,,,,,,,,,,
612,DRIFT1,ensemble,h001_030,ATU1,30,0.49920134408343037,0.7993983814246836,-0.4949840810683952,0.6390377722244039,0.3940285317132804,False,,,,,,,,,,
612,DRIFT1,ensemble,h001_030,ATU5,30,0.15447762171243465,0.2561542548163894,-0.10067789508169653,0.06561500226053976,0.05547896370245866,False,,,,,,,,,,
612,DRIFT1,ensemble,h001_030,MJ3,30,0.8959918256909759,1.1163850915436289,0.8959918256909759,1.2463156726208768,0.4435143209158285,False,,,,,,,,,,
612,DRIFT1,ensemble,h001_030,MJ1,30,2.3717725195009356,2.957407910179181,-2.3717725195009356,8.74626154719039,3.120956662930574,False,,,,,,,,,,
612,DRIFT1,ensemble,h031_090,ATU1,60,13.083052645218045,14.63471418061759,-13.083052645218045,214.17485914836962,43.008592630822726,False,,,,,,,,,,
612,DRIFT1,ensemble,h031_090,ATU5,60,13.44868528613114,16.800838014645652,-13.44868528613114,282.2681579943625,101.40102206896223,False,,,,,,,,,,
612,DRIFT1,ensemble,h031_090,MJ3,60,3.9543030836784587,4.090612843934632,3.9543030836784587,16.733113438962977,1.0966005613740093,False,,,,,,,,,,
612,DRIFT1,ensemble,h031_090,MJ1,60,11.113515079802486,11.558952358645115,-11.113515079802486,133.60937962942745,10.099162200430209,False,,,,,,,,,,
612,DRIFT1,ensemble,h091_180,ATU1,90,30.815869843983428,30.898283053368306,-30.815869843983428,954.703895646067,5.086061404739883,False,,,,,,,,,,
