origin,method,seed,point,total_sse,tail_sse,tail_fraction
1168,BPLUS_CONTINUOUS,1,ATU5,24343.420765615403,12320.494780499921,0.5061118936046315
1168,BPLUS_CONTINUOUS,1,MJ3,49641.052541264966,48633.838650984384,0.9797100617589984
1168,BPLUS_CONTINUOUS,1,MJ1,11618.710615178446,1554.8232240915768,0.1338206342845296
1168,BPLUS_CONTINUOUS,2,ATU1,19073.301849076357,14228.475237404571,0.7459890977446886
1168,BPLUS_CONTINUOUS,2,ATU5,24343.420765615403,12320.494780499921,0.5061118936046315
1168,BPLUS_CONTINUOUS,2,MJ3,49641.052541264966,48633.838650984384,0.9797100617589984
1168,BPLUS_CONTINUOUS,2,MJ1,11618.710615178446,1554.8232240915768,0.1338206342845296
1168,DRIFT1,ensemble,ATU1,108509.37171950331,105181.31544613747,0.9693293194806356
1168,DRIFT1,ensemble,ATU5,14282.045503861747,11150.942294404267,0.7807664729389879
1168,DRIFT1,ensemble,MJ3,44579.68891711653,19300.697243393213,0.432948226248897
1168,DRIFT1,ensemble,MJ1,52220.46863969568,51586.435876747324,0.9878585393914601
1168,DRIFT1,0,ATU1,108509.37171950331,105181.31544613747,0.9693293194806356
1168,DRIFT1,0,ATU5,14282.045503861747,11150.942294404267,0.7807664729389879
1168,DRIFT1,0,MJ3,44579.68891711653,19300.697243393213,0.432948226248897
1168,DRIFT1,0,MJ1,52220.46863969568,51586.435876747324,0.9878585393914601
1168,DRIFT1,1,ATU1,108509.37171950331,105181.31544613747,0.9693293194806356
1168,DRIFT1,1,ATU5,14282.045503861747,11150.942294404267,0.7807664729389879
1168,DRIFT1,1,MJ3,44579.68891711653,19300.697243393213,0.432948226248897
1168,DRIFT1,1,MJ1,52220.46863969568,51586.435876747324,0.9878585393914601
1168,DRIFT1,2,ATU1,108509.37171950331,105181.31544613747,0.9693293194806356
1168,DRIFT1,2,ATU5,14282.045503861747,11150.942294404267,0.7807664729389879
1168,DRIFT1,2,MJ3,44579.68891711653,19300.697243393213,0.432948226248897
1168,DRIFT1,2,MJ1,52220.46863969568,51586.435876747324,0.9878585393914601
1168,RR_COND,ensemble,ATU1,43612.03392740496,11028.150172506808,0.25286943027843817
1168,RR_COND,ensemble,ATU5,60299.225121959935,27521.246435210745,0.4564112785785697
1168,RR_COND,ensemble,MJ3,84984.27089714597,70699.10935820779,0.8319081709105076
1168,RR_COND,ensemble,MJ1,9775.32176951498,4242.169327656662,0.43396723173718554
1168,RR_COND,0,ATU1,43612.03392740496,11028.150172506808,0.25286943027843817
1168,RR_COND,0,ATU5,60299.225121959935,27521.246435210745,0.4564112785785697
1168,RR_COND,0,MJ3,84984.27089714597,70699.10935820779,0.8319081709105076
1168,RR_COND,0,MJ1,9775.32176951498,4242.169327656662,0.43396723173718554
1168,RR_COND,1,ATU1,43612.03392740496,11028.150172506808,0.25286943027843817
1168,RR_COND,1,ATU5,60299.225121959935,27521.246435210745,0.4564112785785697
1168,RR_COND,1,MJ3,84984.27089714597,70699.10935820779,0.8319081709105076
1168,RR_COND,1,MJ1,9775.32176951498,4242.169327656662,0.43396723173718554
1168,RR_COND,2,ATU1,43612.03392740496,11028.150172506808,0.25286943027843817
1168,RR_COND,2,ATU5,60299.225121959935,27521.246435210745,0.4564112785785697
1168,RR_COND,2,MJ3,84984.27089714597,70699.10935820779,0.8319081709105076
1168,RR_COND,2,MJ1,9775.32176951498,4242.169327656662,0.43396723173718554
1168,TiDE_PHYS,ensemble,ATU1,17545.479413284567,15344.689481210828,0.8745665547099607
1168,TiDE_PHYS,ensemble,ATU5,9075.58299085535,7149.993555659487,0.7878274666061557
1168,TiDE_PHYS,ensemble,MJ3,62899.38240583974,61572.91306179425,0.9789112501059735
1168,TiDE_PHYS,ensemble,MJ1,17514.48916951582,17357.040590442295,0.9910103813163124
1168,TiDE_PHYS,0,ATU1,15512.499679718729,11716.209775131769,0.755275424143906
1168,TiDE_PHYS,0,ATU5,11684.74483581624,8712.062157798902,0.745592846075215
1168,TiDE_PHYS,0,MJ3,53376.0061497343,52863.67978661311,0.9904015605498101
1168,TiDE_PHYS,0,MJ1,5386.933664428141,3010.4172711381852,0.5588368928722943
1168,TiDE_PHYS,1,ATU1,14894.437333511658,11560.63384146259,0.7761712364556266
1168,TiDE_PHYS,1,ATU5,12140.499588817609,8188.256675838608,0.6744579673953995
1168,TiDE_PHYS,1,MJ3,45923.07605068321,44877.9379894825,0.9772415493237597
1168,TiDE_PHYS,1,MJ1,26113.89285261947,25518.56074470796,0.9772024756603154
1168,TiDE_PHYS,2,ATU1,30562.641099404707,29440.446072417984,0.9632821318243802
1168,TiDE_PHYS,2,ATU5,17238.007079782594,16081.450084094118,0.9329065714884797
1168,TiDE_PHYS,2,MJ3,95936.77787335664,92203.89998565995,0.9610902307702647
1168,TiDE_PHYS,2,MJ1,40192.51369977872,39471.01097010017,0.9820488279218396
1168,G_CACHED,ensemble,ATU1,37530.90558077136,36562.68113878815,0.9742019429853761
1168,G_CACHED,ensemble,ATU5,22276.457507060957,11378.932382242738,0.5108052920279611
1168,G_CACHED,ensemble,MJ3,87476.74290561747,85656.67819906781,0.9791937302865356
1168,G_CACHED,ensemble,MJ1,7574.851080991356,6996.833216488659,0.9236925111368594
1168,G_CACHED,0,ATU1,43013.110142413076,41466.37756454112,0.9640404385372078
1168,G_CACHED,0,ATU5,18046.822447929695,11822.158793379458,0.6550825679972088
1168,G_CACHED,0,MJ3,99622.23381703558,94565.09380563002,0.9492368338106791
1168,G_CACHED,0,MJ1,6777.1567911474785,5574.5526914520815,0.8225503501311533
1168,G_CACHED,1,ATU1,41188.90471779128,38452.862524690754,0.9335733200033671
1168,G_CACHED,1,ATU5,25343.363991748447,14369.736951672601,0.567001955871022
1168,G_CACHED,1,MJ3,83141.52119320224,81600.98228967268,0.9814708838445512
1168,G_CACHED,1,MJ1,9149.947247318605,7038.4091027374425,0.7692294734048932
1168,G_CACHED,2,ATU1,33499.44761769202,31121.51664195465,0.9290158153389515
1168,G_CACHED,2,ATU5,28648.288744458965,10390.853212436583,0.3627041498053296
1168,G_CACHED,2,MJ3,82916.2682164047,81599.53145250326,0.9841196813095247
1168,G_CACHED,2,MJ1,11138.623168338894,9391.053281087257,0.843107190104156
