model,horizon,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,pooled_rmse,candidate_number,phase,passed,passed_count,simple_baseline,failed_checks,source,b_anchor_mae,b_anchor_rmse,b_anchor_pooled_rmse,b_anchor_crps,b_anchor_coverage90,b_anchor_width90,b_anchor_interval_score90,simple_mae,simple_rmse,simple_pooled_rmse,simple_crps,simple_coverage90,simple_width90,simple_interval_score90
C13_INNOV_PHYS,30,347,0.800255936481,1.35272811441,0.660238915472,0.705331412104,1.85044106419,5.31137068275,0.760806916427,2.37501539362,8.27360982556,0.791066282421,2.83000539255,13.1671022824,1.44353789429,13,development,False,22,DRIFT1,average_coverage90;ATU5_coverage90;MJ3_coverage90;MJ1_coverage90;beats_simple_rmse,results/ootang_rolling_v3/20260913/c13_innovation/development,6.58561925077,10.022371312,10.3142725914,5.87037018493,0.89265129683,40.7989363254,68.0887194755,0.96292222884,1.27790606672,1.29840422282,1.77983142111,0.958933717579,22.2714808731,23.0307656673
C13_INNOV_PHYS,30,264,6.55843363326,14.3432603095,6.11431086492,0.592803030303,3.49708216542,57.3216159526,0.649621212121,4.48845636664,107.624935255,0.694128787879,5.34832563861,204.391012644,22.2089145338,13,later_exploratory,False,7,DRIFT1,average_mae_improves_5pct;average_rmse_improves_5pct;average_crps_improves_5pct;average_interval_score90_improves_5pct;average_coverage90;ATU1_mae_nonregression;ATU1_rmse_nonregression;ATU1_crps_guard;ATU1_interval_score90_guard;ATU1_coverage90;ATU5_coverage90;MJ3_mae_nonregression;MJ3_rmse_nonregression;MJ3_crps_guard;MJ3_interval_score90_guard;MJ3_coverage90;MJ1_interval_score90_guard;MJ1_coverage90;beats_simple_rmse;beats_simple_crps,results/ootang_rolling_v3/20260913/c13_innovation/later_exploratory,3.55631367119,5.50596339717,5.90614069066,3.44289213102,0.882575757576,27.6157674465,38.2888265979,2.30982894022,4.06165937868,4.92710217755,2.58414532805,0.88446969697,20.1450027119,31.772300595
C14_INNOV_PHYS,30,347,0.476984631855,0.619010263958,0.370585266691,0.801873198847,1.85044106419,2.71253309462,0.845821325648,2.37501539362,3.56528506308,0.874639769452,2.83000539255,4.52653966299,0.620746544908,14,development,False,25,DRIFT1,average_coverage90;MJ3_coverage90,results/ootang_rolling_v3/20260913/c14_fixed_units/development,6.58561925077,10.022371312,10.3142725914,5.87037018493,0.89265129683,40.7989363254,68.0887194755,0.96292222884,1.27790606672,1.29840422282,1.77983142111,0.958933717579,22.2714808731,23.0307656673
C14_INNOV_PHYS,30,264,1.13550623767,1.83563631471,0.86421308479,0.730113636364,3.49708216542,6.08527710346,0.794507575758,4.48845636664,8.52985726932,0.825757575758,5.34832563861,11.8610101654,2.22020484428,14,later_exploratory,False,24,DRIFT1,average_coverage90;ATU1_coverage90;ATU5_coverage90,results/ootang_rolling_v3/20260913/c14_fixed_units/later_exploratory,3.55631367119,5.50596339717,5.90614069066,3.44289213102,0.882575757576,27.6157674465,38.2888265979,2.30982894022,4.06165937868,4.92710217755,2.58414532805,0.88446969697,20.1450027119,31.772300595
C15_SPATIAL_FULL,30,347,1.28112165989,1.75516640325,0.977523487575,0.835014409222,5.03418703535,7.08693804718,0.884005763689,6.46130910879,9.47961817281,0.916426512968,7.69912467512,12.5678150002,2.04140691471,15,development,False,26,DRIFT1,beats_simple_rmse,results/ootang_rolling_v3/20260913/c15_spatial/development,6.58561925077,10.022371312,10.3142725914,5.87037018493,0.89265129683,40.7989363254,68.0887194755,0.96292222884,1.27790606672,1.29840422282,1.77983142111,0.958933717579,22.2714808731,23.0307656673
C15_SPATIAL_FULL,30,264,1.8084830195,2.51720893142,1.40757586882,0.760416666667,6.08275072011,10.6974328946,0.807765151515,7.80712602818,14.7837313642,0.839962121212,9.30276444498,20.3344936787,3.19444990663,15,later_exploratory,False,24,DRIFT1,average_coverage90;ATU1_coverage90;ATU5_coverage90,results/ootang_rolling_v3/20260913/c15_spatial/later_exploratory,3.55631367119,5.50596339717,5.90614069066,3.44289213102,0.882575757576,27.6157674465,38.2888265979,2.30982894022,4.06165937868,4.92710217755,2.58414532805,0.88446969697,20.1450027119,31.772300595
C16_FAST_PHYS,30,347,0.426698636355,0.574021798416,0.345022905055,0.807636887608,1.85044106419,2.60079789281,0.862391930836,2.37501539362,3.41097172551,0.891930835735,2.83000539255,4.33023473508,0.587170984516,16,development,True,27,DRIFT1,,results/ootang_rolling_v3/20260913/c16_fast_feedback_run3/development,6.58561925077,10.022371312,10.3142725914,5.87037018493,0.89265129683,40.7989363254,68.0887194755,0.96292222884,1.27790606672,1.29840422282,1.77983142111,0.958933717579,22.2714808731,23.0307656673
C16_FAST_PHYS,30,264,0.84089262311,1.39312118681,0.693105101955,0.778409090909,3.49708216542,5.29502805761,0.84375,4.48845636664,7.2937779198,0.870265151515,5.34832563861,10.0732577499,1.67208526953,16,later_exploratory,False,26,DRIFT1,average_coverage90,results/ootang_rolling_v3/20260913/c16_fast_feedback_run3/later_exploratory,3.55631367119,5.50596339717,5.90614069066,3.44289213102,0.882575757576,27.6157674465,38.2888265979,2.30982894022,4.06165937868,4.92710217755,2.58414532805,0.88446969697,20.1450027119,31.772300595
C17_PHYS,30,347,0.426698636355,0.574021798416,0.347057501927,0.825648414986,1.92461453945,2.64536168364,0.868155619597,2.47021601847,3.46145387273,0.89265129683,2.94344393379,4.36395841849,0.587170984516,17,development,True,27,DRIFT1,,results/ootang_rolling_v3/20260913/c17_self_calibration/development,6.58561925077,10.022371312,10.3142725914,5.87037018493,0.89265129683,40.7989363254,68.0887194755,0.96292222884,1.27790606672,1.29840422282,1.77983142111,0.958933717579,22.2714808731,23.0307656673
C17_PHYS,30,264,0.84089262311,1.39312118681,0.689666606964,0.767992424242,3.22176497464,5.2889119404,0.823863636364,4.13509057786,7.38358302956,0.854166666667,4.92726433077,10.4135544345,1.67208526953,17,later_exploratory,False,25,DRIFT1,average_coverage90;ATU5_coverage90,results/ootang_rolling_v3/20260913/c17_self_calibration/later_exploratory,3.55631367119,5.50596339717,5.90614069066,3.44289213102,0.882575757576,27.6157674465,38.2888265979,2.30982894022,4.06165937868,4.92710217755,2.58414532805,0.88446969697,20.1450027119,31.772300595
C18_PHYS,30,347,0.426698636355,0.574021798416,0.350801673358,0.835734870317,2.05522069976,2.64033908066,0.893371757925,2.63784721043,3.36017340151,0.920028818444,3.14318881902,4.0769659395,0.587170984516,18,development,True,27,DRIFT1,,results/ootang_rolling_v3/20260913/c18_information/development,6.58561925077,10.022371312,10.3142725914,5.87037018493,0.89265129683,40.7989363254,68.0887194755,0.96292222884,1.27790606672,1.29840422282,1.77983142111,0.958933717579,22.2714808731,23.0307656673
C18_PHYS,30,264,0.84089262311,1.39312118681,0.693732840121,0.799242424242,3.60573943179,5.3053310497,0.862689393939,4.62791645821,7.24934143489,0.889204545455,5.5145025873,9.91537159763,1.67208526953,18,later_exploratory,True,27,DRIFT1,,results/ootang_rolling_v3/20260913/c18_information/later_exploratory,3.55631367119,5.50596339717,5.90614069066,3.44289213102,0.882575757576,27.6157674465,38.2888265979,2.30982894022,4.06165937868,4.92710217755,2.58414532805,0.88446969697,20.1450027119,31.772300595
