origin,arm,seed,step,point,n,mae,rmse
612,G10_ANCHOR_UNIFORM,1,100,MJ3,293,80.891281162176782,92.480593137997161
612,G10_ANCHOR_UNIFORM,1,100,MJ1,293,26.390432361339307,30.908296344311033
612,G10_ANCHOR_UNIFORM,2,100,ATU1,293,7.7686925436060896,10.64941357252188
612,G10_ANCHOR_UNIFORM,2,100,ATU5,293,9.9735147940401898,12.621832810070494
612,G10_ANCHOR_UNIFORM,2,100,MJ3,293,78.21633611049289,90.13572863857496
612,G10_ANCHOR_UNIFORM,2,100,MJ1,293,26.167076341438683,30.902663662549983
612,G10_ANCHOR_UNIFORM,ensemble,200,ATU1,293,7.7834532134404366,10.131014372722344
612,G10_ANCHOR_UNIFORM,ensemble,200,ATU5,293,10.462374085077933,12.688243725319861
612,G10_ANCHOR_UNIFORM,ensemble,200,MJ3,293,75.789412793214694,87.521831384655854
612,G10_ANCHOR_UNIFORM,ensemble,200,MJ1,293,23.703304096676515,28.045601779795025
612,G10_ANCHOR_UNIFORM,0,200,ATU1,293,7.7995942835955514,10.147489483541914
612,G10_ANCHOR_UNIFORM,0,200,ATU5,293,9.6723589153240326,12.133690976584738
612,G10_ANCHOR_UNIFORM,0,200,MJ3,293,76.337947145411832,88.098995567361541
612,G10_ANCHOR_UNIFORM,0,200,MJ1,293,23.523958467924537,27.919972792190208
612,G10_ANCHOR_UNIFORM,1,200,ATU1,293,8.2493479676993005,11.684739056152264
612,G10_ANCHOR_UNIFORM,1,200,ATU5,293,8.9656056839000566,12.167007704915076
612,G10_ANCHOR_UNIFORM,1,200,MJ3,293,76.968942843846278,88.428791078767389
612,G10_ANCHOR_UNIFORM,1,200,MJ1,293,23.771410027397678,27.927445603469398
612,G10_ANCHOR_UNIFORM,2,200,ATU1,293,8.6577177282225914,9.9726091890503223
612,G10_ANCHOR_UNIFORM,2,200,ATU5,293,13.216670059694513,16.139295377872998
612,G10_ANCHOR_UNIFORM,2,200,MJ3,293,74.061762211779794,86.094274874551317
612,G10_ANCHOR_UNIFORM,2,200,MJ1,293,23.895983190007982,28.351910408931609
612,T10_ANCHOR_UNIFORM,ensemble,0,ATU1,293,6.0948357411688026,9.2787767207000922
612,T10_ANCHOR_UNIFORM,ensemble,0,ATU5,293,8.1949829720627836,10.800088212135204
612,T10_ANCHOR_UNIFORM,ensemble,0,MJ3,293,77.763580502429605,89.378406405879943
612,T10_ANCHOR_UNIFORM,ensemble,0,MJ1,293,25.665325194035621,30.336772028251907
612,T10_ANCHOR_UNIFORM,0,0,ATU1,293,6.0948357411688008,9.2787767207000922
612,T10_ANCHOR_UNIFORM,0,0,ATU5,293,8.1949829720627836,10.800088212135204
612,T10_ANCHOR_UNIFORM,0,0,MJ3,293,77.763580502429605,89.378406405879943
612,T10_ANCHOR_UNIFORM,0,0,MJ1,293,25.665325194035603,30.336772028251907
612,T10_ANCHOR_UNIFORM,1,0,ATU1,293,6.0948357411688008,9.2787767207000922
612,T10_ANCHOR_UNIFORM,1,0,ATU5,293,8.1949829720627836,10.800088212135204
612,T10_ANCHOR_UNIFORM,1,0,MJ3,293,77.763580502429605,89.378406405879943
612,T10_ANCHOR_UNIFORM,1,0,MJ1,293,25.665325194035603,30.336772028251907
612,T10_ANCHOR_UNIFORM,2,0,ATU1,293,6.0948357411688008,9.2787767207000922
612,T10_ANCHOR_UNIFORM,2,0,ATU5,293,8.1949829720627836,10.800088212135204
612,T10_ANCHOR_UNIFORM,2,0,MJ3,293,77.763580502429605,89.378406405879943
612,T10_ANCHOR_UNIFORM,2,0,MJ1,293,25.665325194035603,30.336772028251907
612,T10_ANCHOR_UNIFORM,ensemble,50,ATU1,293,8.6788871753649559,12.273469726718805
612,T10_ANCHOR_UNIFORM,ensemble,50,ATU5,293,8.8499073865391864,13.066669387385156
612,T10_ANCHOR_UNIFORM,ensemble,50,MJ3,293,80.167847374640957,91.83598712249001
612,T10_ANCHOR_UNIFORM,ensemble,50,MJ1,293,27.150105914328496,31.851550675354638
612,T10_ANCHOR_UNIFORM,0,50,ATU1,293,8.102680868467262,11.535646192731836
612,T10_ANCHOR_UNIFORM,0,50,ATU5,293,9.1211027658277271,13.144771342078682
612,T10_ANCHOR_UNIFORM,0,50,MJ3,293,77.844897743820241,89.746153034122699
612,T10_ANCHOR_UNIFORM,0,50,MJ1,293,26.002983983584762,30.766595878932172
612,T10_ANCHOR_UNIFORM,1,50,ATU1,293,9.496109384159432,13.448455667809046
612,T10_ANCHOR_UNIFORM,1,50,ATU5,293,9.431615008421927,13.661107245551657
612,T10_ANCHOR_UNIFORM,1,50,MJ3,293,81.886777889974439,93.470261984185584
612,T10_ANCHOR_UNIFORM,1,50,MJ1,293,27.672515971298964,32.418177739233052
612,T10_ANCHOR_UNIFORM,2,50,ATU1,293,8.8368089380968371,12.226097251244926
612,T10_ANCHOR_UNIFORM,2,50,ATU5,293,8.7805293211762905,12.81656830789343
612,T10_ANCHOR_UNIFORM,2,50,MJ3,293,80.771866490128247,92.326492967148297
612,T10_ANCHOR_UNIFORM,2,50,MJ1,293,27.835132692638748,32.442670487810098
612,T10_ANCHOR_UNIFORM,ensemble,100,ATU1,293,8.431207529933479,11.691791200911601
612,T10_ANCHOR_UNIFORM,ensemble,100,ATU5,293,8.9255711251347236,12.582132149764481
612,T10_ANCHOR_UNIFORM,ensemble,100,MJ3,293,78.267876759232635,90.049245302043772
612,T10_ANCHOR_UNIFORM,ensemble,100,MJ1,293,25.81425326908186,30.375932950646707
612,T10_ANCHOR_UNIFORM,0,100,ATU1,293,9.1807446747153669,12.521753470048715
612,T10_ANCHOR_UNIFORM,0,100,ATU5,293,10.118399213502149,13.907123944944175
612,T10_ANCHOR_UNIFORM,0,100,MJ3,293,76.852232655243199,88.86157642278215
612,T10_ANCHOR_UNIFORM,0,100,MJ1,293,25.059849466154699,29.702425719384276
612,T10_ANCHOR_UNIFORM,1,100,ATU1,293,8.6150708989518527,12.177740322125837
612,T10_ANCHOR_UNIFORM,1,100,ATU5,293,8.3022780563084222,12.278245872394455
612,T10_ANCHOR_UNIFORM,1,100,MJ3,293,80.224132706628851,91.866753376776629
612,T10_ANCHOR_UNIFORM,1,100,MJ1,293,26.365872992592859,30.940090759138421
612,T10_ANCHOR_UNIFORM,2,100,ATU1,293,7.8546271985073144,10.732953892430366
612,T10_ANCHOR_UNIFORM,2,100,ATU5,293,8.8426480995612842,12.1379364973902
612,T10_ANCHOR_UNIFORM,2,100,MJ3,293,77.727264915825899,89.456239793455765
612,T10_ANCHOR_UNIFORM,2,100,MJ1,293,26.057335656893894,30.535527727885565
612,T10_ANCHOR_UNIFORM,ensemble,200,ATU1,293,7.1314450479688407,9.6970223111358091
612,T10_ANCHOR_UNIFORM,ensemble,200,ATU5,293,9.7728082993596033,11.934635598113458
612,T10_ANCHOR_UNIFORM,ensemble,200,MJ3,293,75.744979269715103,87.320554957703919
612,T10_ANCHOR_UNIFORM,ensemble,200,MJ1,293,24.002492169538549,28.22729325076746
612,T10_ANCHOR_UNIFORM,0,200,ATU1,293,8.1314607922403859,10.827576768569084
612,T10_ANCHOR_UNIFORM,0,200,ATU5,293,9.591217701151308,12.077829291998926
612,T10_ANCHOR_UNIFORM,0,200,MJ3,293,75.930029542363158,87.535427058390283
612,T10_ANCHOR_UNIFORM,0,200,MJ1,293,23.879649652827332,27.974173634561598
612,T10_ANCHOR_UNIFORM,1,200,ATU1,293,7.6249599945707169,10.898942132901487
612,T10_ANCHOR_UNIFORM,1,200,ATU5,293,9.680262513950618,12.579083597234002
612,T10_ANCHOR_UNIFORM,1,200,MJ3,293,76.225085924943372,87.874963684746092
612,T10_ANCHOR_UNIFORM,1,200,MJ1,293,23.836923282456841,28.130788679783716
612,T10_ANCHOR_UNIFORM,2,200,ATU1,293,6.8029884187576588,8.4516739005657833
612,T10_ANCHOR_UNIFORM,2,200,ATU5,293,10.291322590047074,12.487225149745546
612,T10_ANCHOR_UNIFORM,2,200,MJ3,293,75.079822341838678,86.594015022413132
612,T10_ANCHOR_UNIFORM,2,200,MJ1,293,24.357540636719467,28.620728514967187
792,G10_ANCHOR_UNIFORM,ensemble,0,ATU1,293,29.31515551432943,32.859758238927526
792,G10_ANCHOR_UNIFORM,ensemble,0,ATU5,293,37.532022682040939,42.767313401278095
792,G10_ANCHOR_UNIFORM,ensemble,0,MJ3,293,5.2301273262399341,9.0608460945733817
792,G10_ANCHOR_UNIFORM,ensemble,0,MJ1,293,22.181406781202195,24.501020940574993
792,G10_ANCHOR_UNIFORM,0,0,ATU1,293,29.31515551432943,32.859758238927526
792,G10_ANCHOR_UNIFORM,0,0,ATU5,293,37.532022682040939,42.767313401278095
792,G10_ANCHOR_UNIFORM,0,0,MJ3,293,5.2301273262399341,9.0608460945733817
792,G10_ANCHOR_UNIFORM,0,0,MJ1,293,22.181406781202195,24.501020940574996
792,G10_ANCHOR_UNIFORM,1,0,ATU1,293,29.31515551432943,32.859758238927526
792,G10_ANCHOR_UNIFORM,1,0,ATU5,293,37.532022682040939,42.767313401278095
792,G10_ANCHOR_UNIFORM,1,0,MJ3,293,5.2301273262399341,9.0608460945733817
792,G10_ANCHOR_UNIFORM,1,0,MJ1,293,22.181406781202195,24.501020940574996
792,G10_ANCHOR_UNIFORM,2,0,ATU1,293,29.31515551432943,32.859758238927526
792,G10_ANCHOR_UNIFORM,2,0,ATU5,293,37.532022682040939,42.767313401278095
792,G10_ANCHOR_UNIFORM,2,0,MJ3,293,5.2301273262399341,9.0608460945733817
792,G10_ANCHOR_UNIFORM,2,0,MJ1,293,22.181406781202195,24.501020940574996
792,G10_ANCHOR_UNIFORM,ensemble,50,ATU1,293,35.120167829215113,37.931986568317917
792,G10_ANCHOR_UNIFORM,ensemble,50,ATU5,293,44.132394650751998,48.52387969611226
792,G10_ANCHOR_UNIFORM,ensemble,50,MJ3,293,9.7516272165709736,11.501731565737556
792,G10_ANCHOR_UNIFORM,ensemble,50,MJ1,293,25.228309291710755,27.116354824737606
792,G10_ANCHOR_UNIFORM,0,50,ATU1,293,34.481280747291862,37.063770364048715
792,G10_ANCHOR_UNIFORM,0,50,ATU5,293,43.317709710499145,47.499229029175609
792,G10_ANCHOR_UNIFORM,0,50,MJ3,293,9.8008382979878874,11.462851801857946
792,G10_ANCHOR_UNIFORM,0,50,MJ1,293,24.211821465264801,26.033737231169162
792,G10_ANCHOR_UNIFORM,1,50,ATU1,293,35.5600205463222,38.595208620346938
792,G10_ANCHOR_UNIFORM,1,50,ATU5,293,45.207082186100315,49.808178507313464
792,G10_ANCHOR_UNIFORM,1,50,MJ3,293,9.4276364472487248,11.140623381591901
792,G10_ANCHOR_UNIFORM,1,50,MJ1,293,25.779287814453745,27.697936304461908
792,G10_ANCHOR_UNIFORM,2,50,ATU1,293,35.335021980902539,38.190092329753561
792,G10_ANCHOR_UNIFORM,2,50,ATU5,293,43.890670584121906,48.322618789845635
792,G10_ANCHOR_UNIFORM,2,50,MJ3,293,10.038875000111373,12.005505956659258
792,G10_ANCHOR_UNIFORM,2,50,MJ1,293,25.698324422058299,27.651291945277197
792,G10_ANCHOR_UNIFORM,ensemble,100,ATU1,293,33.518526424545023,36.225582628815502
792,G10_ANCHOR_UNIFORM,ensemble,100,ATU5,293,42.091369191472502,46.404131068254181
792,G10_ANCHOR_UNIFORM,ensemble,100,MJ3,293,10.463793804099531,12.161570265528475
792,G10_ANCHOR_UNIFORM,ensemble,100,MJ1,293,24.33616269656045,26.095272674900237
792,G10_ANCHOR_UNIFORM,0,100,ATU1,293,33.264987871477722,35.83274145195486
792,G10_ANCHOR_UNIFORM,0,100,ATU5,293,42.533783585727036,46.773509635445677
792,G10_ANCHOR_UNIFORM,0,100,MJ3,293,10.724533677302084,12.133932357098271
792,G10_ANCHOR_UNIFORM,0,100,MJ1,293,23.108876788476728,24.871489960454717
792,G10_ANCHOR_UNIFORM,1,100,ATU1,293,33.76008151692659,36.675224065523018
792,G10_ANCHOR_UNIFORM,1,100,ATU5,293,42.185567174106296,46.586656592135533
792,G10_ANCHOR_UNIFORM,1,100,MJ3,293,10.847333542286215,12.640792520950995
792,G10_ANCHOR_UNIFORM,1,100,MJ1,293,25.114242323668559,26.875169545319384
792,G10_ANCHOR_UNIFORM,2,100,ATU1,293,33.530509885230828,36.243138751967436
792,G10_ANCHOR_UNIFORM,2,100,ATU5,293,41.573581508379803,45.911069686363376
792,G10_ANCHOR_UNIFORM,2,100,MJ3,293,9.832164533966937,11.823211021136155
792,G10_ANCHOR_UNIFORM,2,100,MJ1,293,24.793426630460129,26.576951167915226
792,G10_ANCHOR_UNIFORM,ensemble,200,ATU1,293,28.945986934096656,31.875689788787795
792,G10_ANCHOR_UNIFORM,ensemble,200,ATU5,293,38.212877053689994,42.923891619757988
792,G10_ANCHOR_UNIFORM,ensemble,200,MJ3,293,8.0306420457651555,9.665712680994087
792,G10_ANCHOR_UNIFORM,ensemble,200,MJ1,293,20.939675804455156,22.649797678619226
792,G10_ANCHOR_UNIFORM,0,200,ATU1,293,29.769401824439633,32.631614150475691
792,G10_ANCHOR_UNIFORM,0,200,ATU5,293,39.801942577085264,44.29977984458079
792,G10_ANCHOR_UNIFORM,0,200,MJ3,293,9.0289835837185279,10.473225722253952
792,G10_ANCHOR_UNIFORM,0,200,MJ1,293,20.468748679005387,22.420172192712005
792,G10_ANCHOR_UNIFORM,1,200,ATU1,293,28.80357155932337,31.756832121303095
792,G10_ANCHOR_UNIFORM,1,200,ATU5,293,35.90246295117192,40.517184174327205
792,G10_ANCHOR_UNIFORM,1,200,MJ3,293,9.407927482343343,11.130654858800272
792,G10_ANCHOR_UNIFORM,1,200,MJ1,293,21.431183387620589,22.954968717323542
792,G10_ANCHOR_UNIFORM,2,200,ATU1,293,28.280968379226518,31.33652039287869
792,G10_ANCHOR_UNIFORM,2,200,ATU5,293,38.991797620482537,44.031973885162081
792,G10_ANCHOR_UNIFORM,2,200,MJ3,293,6.3455660311702298,7.7553187559021977
792,G10_ANCHOR_UNIFORM,2,200,MJ1,293,20.952630305180683,22.702817891882638
792,T10_ANCHOR_UNIFORM,ensemble,0,ATU1,293,29.31515551432943,32.859758238927526
792,T10_ANCHOR_UNIFORM,ensemble,0,ATU5,293,37.532022682040939,42.767313401278095
792,T10_ANCHOR_UNIFORM,ensemble,0,MJ3,293,5.2301273262399341,9.0608460945733817
792,T10_ANCHOR_UNIFORM,ensemble,0,MJ1,293,22.181406781202195,24.501020940574993
792,T10_ANCHOR_UNIFORM,0,0,ATU1,293,29.31515551432943,32.859758238927526
792,T10_ANCHOR_UNIFORM,0,0,ATU5,293,37.532022682040939,42.767313401278095
792,T10_ANCHOR_UNIFORM,0,0,MJ3,293,5.2301273262399341,9.0608460945733817
792,T10_ANCHOR_UNIFORM,0,0,MJ1,293,22.181406781202195,24.501020940574996
792,T10_ANCHOR_UNIFORM,1,0,ATU1,293,29.31515551432943,32.859758238927526
792,T10_ANCHOR_UNIFORM,1,0,ATU5,293,37.532022682040939,42.767313401278095
792,T10_ANCHOR_UNIFORM,1,0,MJ3,293,5.2301273262399341,9.0608460945733817
792,T10_ANCHOR_UNIFORM,1,0,MJ1,293,22.181406781202195,24.501020940574996
792,T10_ANCHOR_UNIFORM,2,0,ATU1,293,29.31515551432943,32.859758238927526
792,T10_ANCHOR_UNIFORM,2,0,ATU5,293,37.532022682040939,42.767313401278095
792,T10_ANCHOR_UNIFORM,2,0,MJ3,293,5.2301273262399341,9.0608460945733817
792,T10_ANCHOR_UNIFORM,2,0,MJ1,293,22.181406781202195,24.501020940574996
792,T10_ANCHOR_UNIFORM,ensemble,50,ATU1,293,36.157705562703377,39.014892741785893
792,T10_ANCHOR_UNIFORM,ensemble,50,ATU5,293,45.330668335008795,49.711125325403792
792,T10_ANCHOR_UNIFORM,ensemble,50,MJ3,293,10.331504421196517,12.008760228771315
792,T10_ANCHOR_UNIFORM,ensemble,50,MJ1,293,25.655413575568115,27.542130214337849
792,T10_ANCHOR_UNIFORM,0,50,ATU1,293,35.665701507293953,38.331573877574762
792,T10_ANCHOR_UNIFORM,0,50,ATU5,293,44.695253924553818,48.920793998384745
792,T10_ANCHOR_UNIFORM,0,50,MJ3,293,9.9190373091169199,11.520374134334778
792,T10_ANCHOR_UNIFORM,0,50,MJ1,293,24.843281901995308,26.653567326170602
792,T10_ANCHOR_UNIFORM,1,50,ATU1,293,35.8355403133774,38.810165652030278
792,T10_ANCHOR_UNIFORM,1,50,ATU5,293,45.201539613028139,49.623073305124372
792,T10_ANCHOR_UNIFORM,1,50,MJ3,293,9.9777076536524358,11.704838059205985
792,T10_ANCHOR_UNIFORM,1,50,MJ1,293,25.71815541601438,27.585718981951839
792,T10_ANCHOR_UNIFORM,2,50,ATU1,293,36.977856446361322,39.942898719966209
792,T10_ANCHOR_UNIFORM,2,50,ATU5,293,46.113278432244854,50.631800316853266
792,T10_ANCHOR_UNIFORM,2,50,MJ3,293,11.120824392501696,12.939737760432909
792,T10_ANCHOR_UNIFORM,2,50,MJ1,293,26.407796630604437,28.409018553017482
792,T10_ANCHOR_UNIFORM,ensemble,100,ATU1,293,35.541205551430849,38.318329422590217
792,T10_ANCHOR_UNIFORM,ensemble,100,ATU5,293,44.65308012636293,48.929276318284941
792,T10_ANCHOR_UNIFORM,ensemble,100,MJ3,293,11.859210918785186,13.541143642720574
792,T10_ANCHOR_UNIFORM,ensemble,100,MJ1,293,25.592586179854067,27.363339296858562
792,T10_ANCHOR_UNIFORM,0,100,ATU1,293,34.895753729592151,37.515624944374814
792,T10_ANCHOR_UNIFORM,0,100,ATU5,293,44.476339688814733,48.647162596856425
792,T10_ANCHOR_UNIFORM,0,100,MJ3,293,10.483736983334541,12.022223040036202
792,T10_ANCHOR_UNIFORM,0,100,MJ1,293,24.31815903474471,26.031799376894359
792,T10_ANCHOR_UNIFORM,1,100,ATU1,293,34.840862591186543,37.827191922215533
792,T10_ANCHOR_UNIFORM,1,100,ATU5,293,43.642901417828476,48.04664770655571
792,T10_ANCHOR_UNIFORM,1,100,MJ3,293,12.463421767900929,14.416605651131611
792,T10_ANCHOR_UNIFORM,1,100,MJ1,293,25.913908793792473,27.715404800038815
792,T10_ANCHOR_UNIFORM,2,100,ATU1,293,36.887012856535684,39.668414354935749
792,T10_ANCHOR_UNIFORM,2,100,ATU5,293,45.856954404870812,50.146533721732489
792,T10_ANCHOR_UNIFORM,2,100,MJ3,293,12.66114317255775,14.413270074664284
792,T10_ANCHOR_UNIFORM,2,100,MJ1,293,26.551068768106457,28.366638820261084
792,T10_ANCHOR_UNIFORM,ensemble,200,ATU1,293,30.834663223105803,33.938207777590875
792,T10_ANCHOR_UNIFORM,ensemble,200,ATU5,293,40.783054047340997,45.572222088049514
792,T10_ANCHOR_UNIFORM,ensemble,200,MJ3,293,10.70256428888124,12.417934029500362
792,T10_ANCHOR_UNIFORM,ensemble,200,MJ1,293,22.789688781451886,24.479785293111732
792,T10_ANCHOR_UNIFORM,0,200,ATU1,293,30.30119345183865,33.312849147149535
792,T10_ANCHOR_UNIFORM,0,200,ATU5,293,41.228061069336306,45.722175091243294
792,T10_ANCHOR_UNIFORM,0,200,MJ3,293,8.4617164479812867,10.097812755882009
792,T10_ANCHOR_UNIFORM,0,200,MJ1,293,21.777297096055705,23.483898703030562
792,T10_ANCHOR_UNIFORM,1,200,ATU1,293,30.988634900340458,34.140639517376719
792,T10_ANCHOR_UNIFORM,1,200,ATU5,293,37.935581250619634,42.772406132565465
792,T10_ANCHOR_UNIFORM,1,200,MJ3,293,12.034715036963387,13.664696323765325
792,T10_ANCHOR_UNIFORM,1,200,MJ1,293,23.133918668049315,24.739284559593806
792,T10_ANCHOR_UNIFORM,2,200,ATU1,293,31.242280401799601,34.530538317010233
792,T10_ANCHOR_UNIFORM,2,200,ATU5,293,43.283882699672056,48.369876924213443
792,T10_ANCHOR_UNIFORM,2,200,MJ3,293,11.846787018764708,13.715674945073228
792,T10_ANCHOR_UNIFORM,2,200,MJ1,293,23.469717447565145,25.259839072737989
