seed,fold,phase,epoch,train_pinball_loss,gradient_l2_norm
4,1,selected_configuration_full_fit_refit,50,0.15605983138084412,0.058510396629571915
4,1,selected_configuration_full_fit_refit,51,0.1547735184431076,0.061986614018678665
4,2,selected_configuration_full_fit_refit,1,0.2911515533924103,0.2674674391746521
4,2,selected_configuration_full_fit_refit,2,0.28919079899787903,0.2653595209121704
4,2,selected_configuration_full_fit_refit,3,0.28734487295150757,0.26299676299095154
4,2,selected_configuration_full_fit_refit,4,0.28558149933815,0.26118433475494385
4,2,selected_configuration_full_fit_refit,5,0.2838616669178009,0.258808970451355
4,2,selected_configuration_full_fit_refit,6,0.28217652440071106,0.2567588686943054
4,2,selected_configuration_full_fit_refit,7,0.28046947717666626,0.2551840841770172
4,2,selected_configuration_full_fit_refit,8,0.27872663736343384,0.25396817922592163
4,2,selected_configuration_full_fit_refit,9,0.2769215404987335,0.2527118921279907
4,2,selected_configuration_full_fit_refit,10,0.27505970001220703,0.250061959028244
4,2,selected_configuration_full_fit_refit,11,0.27314531803131104,0.2485479861497879
4,2,selected_configuration_full_fit_refit,12,0.2711583971977234,0.24688169360160828
4,2,selected_configuration_full_fit_refit,13,0.2691110670566559,0.24459579586982727
4,2,selected_configuration_full_fit_refit,14,0.26702407002449036,0.24065546691417694
4,2,selected_configuration_full_fit_refit,15,0.2649107277393341,0.2357955425977707
4,2,selected_configuration_full_fit_refit,16,0.26278841495513916,0.22920358180999756
4,2,selected_configuration_full_fit_refit,17,0.26066869497299194,0.22131448984146118
4,2,selected_configuration_full_fit_refit,18,0.2585662305355072,0.2132481336593628
4,2,selected_configuration_full_fit_refit,19,0.2564854621887207,0.20237946510314941
4,2,selected_configuration_full_fit_refit,20,0.25447189807891846,0.19257976114749908
4,3,selected_configuration_full_fit_refit,1,0.23506572842597961,0.15873070061206818
