record_type,scope,fold,component,segment_id,segment_start_date,segment_end_date,segment_length,level,color,median,iqr,severity,center,lower_boundary,upper_boundary,training_anchor_support,comparator_v0_mm_per_day,max_input_date,boundary_version,beta,min_segment_length,fit_end_date,mean_velocity,sigma,comparator_role
station_segment,ATU1,,,4,2018-04-21,2018-06-23,64,,,,,0.664031974476,,,,,,2018-06-30,,16.9043688095,7,,,,
station_segment,ATU1,,,5,2018-06-24,2018-09-14,83,,,,,-0.0610861680245,,,,,,2018-09-21,,16.9043688095,7,,,,
station_segment,ATU1,,,6,2018-09-15,2018-10-11,27,,,,,0.529246056865,,,,,,2018-10-18,,16.9043688095,7,,,,
station_segment,ATU1,,,7,2018-10-12,2018-11-27,47,,,,,0.0169712553393,,,,,,2018-12-04,,16.9043688095,7,,,,
station_segment,ATU2,,,1,2018-02-21,2018-03-26,34,,,,,-0.0306619268976,,,,,,2018-04-02,,16.9043688095,7,,,,
station_segment,ATU2,,,2,2018-03-27,2018-04-09,14,,,,,1.23985166439,,,,,,2018-04-16,,16.9043688095,7,,,,
station_segment,ATU2,,,3,2018-04-10,2018-04-25,16,,,,,1.52589775266,,,,,,2018-05-02,,16.9043688095,7,,,,
station_segment,ATU2,,,4,2018-04-26,2018-05-05,10,,,,,4.17077341443,,,,,,2018-05-12,,16.9043688095,7,,,,
station_segment,ATU2,,,5,2018-05-06,2018-05-12,7,,,,,3.82000049785,,,,,,2018-05-19,,16.9043688095,7,,,,
station_segment,ATU2,,,6,2018-05-13,2018-05-26,14,,,,,2.42411774422,,,,,,2018-06-02,,16.9043688095,7,,,,
station_segment,ATU2,,,7,2018-05-27,2018-06-18,23,,,,,0.749145897198,,,,,,2018-06-25,,16.9043688095,7,,,,
station_segment,ATU2,,,8,2018-06-19,2018-08-26,69,,,,,-0.337075009553,,,,,,2018-09-02,,16.9043688095,7,,,,
station_segment,ATU2,,,9,2018-08-27,2018-09-10,15,,,,,0.490666760111,,,,,,2018-09-17,,16.9043688095,7,,,,
station_segment,ATU2,,,10,2018-09-11,2018-10-23,43,,,,,0.404348872676,,,,,,2018-10-30,,16.9043688095,7,,,,
station_segment,ATU2,,,11,2018-10-24,2018-11-27,35,,,,,-0.169981253601,,,,,,2018-12-04,,16.9043688095,7,,,,
station_segment,ATU3,,,1,2018-02-21,2018-03-26,34,,,,,-0.0214990133719,,,,,,2018-04-02,,16.9043688095,7,,,,
station_segment,ATU3,,,2,2018-03-27,2018-04-07,12,,,,,2.84887537909,,,,,,2018-04-14,,16.9043688095,7,,,,
station_segment,ATU3,,,3,2018-04-08,2018-04-16,9,,,,,2.52494676279,,,,,,2018-04-23,,16.9043688095,7,,,,
station_segment,ATU3,,,4,2018-04-17,2018-04-25,9,,,,,1.86360025556,,,,,,2018-05-02,,16.9043688095,7,,,,
station_segment,ATU3,,,5,2018-04-26,2018-05-06,11,,,,,3.51411991354,,,,,,2018-05-13,,16.9043688095,7,,,,
station_segment,ATU3,,,6,2018-05-07,2018-05-13,7,,,,,2.5543495759,,,,,,2018-05-20,,16.9043688095,7,,,,
station_segment,ATU3,,,7,2018-05-14,2018-06-17,35,,,,,1.08016015602,,,,,,2018-06-24,,16.9043688095,7,,,,
station_segment,ATU3,,,8,2018-06-18,2018-11-27,163,,,,,0.068355288649,,,,,,2018-12-04,,16.9043688095,7,,,,
station_segment,ATU4,,,1,2018-02-21,2018-03-26,34,,,,,0.0255929160255,,,,,,2018-04-02,,16.9043688095,7,,,,
station_segment,ATU4,,,2,2018-03-27,2018-04-25,30,,,,,1.27304141465,,,,,,2018-05-02,,16.9043688095,7,,,,
station_segment,ATU4,,,3,2018-04-26,2018-05-06,11,,,,,7.49550373458,,,,,,2018-05-13,,16.9043688095,7,,,,
station_segment,ATU4,,,4,2018-05-07,2018-05-13,7,,,,,5.46756255754,,,,,,2018-05-20,,16.9043688095,7,,,,
station_segment,ATU4,,,5,2018-05-14,2018-05-27,14,,,,,2.45265267435,,,,,,2018-06-03,,16.9043688095,7,,,,
station_segment,ATU4,,,6,2018-05-28,2018-06-21,25,,,,,1.14459244753,,,,,,2018-06-28,,16.9043688095,7,,,,
station_segment,ATU4,,,7,2018-06-22,2018-09-25,96,,,,,-0.0853475777703,,,,,,2018-10-02,,16.9043688095,7,,,,
station_segment,ATU4,,,8,2018-09-26,2018-10-06,11,,,,,2.50841310777,,,,,,2018-10-13,,16.9043688095,7,,,,
station_segment,ATU4,,,9,2018-10-07,2018-10-13,7,,,,,1.54460742356,,,,,,2018-10-20,,16.9043688095,7,,,,
station_segment,ATU4,,,10,2018-10-14,2018-11-27,45,,,,,0.0626720950951,,,,,,2018-12-04,,16.9043688095,7,,,,
station_segment,ATU5,,,1,2018-02-21,2018-03-21,29,,,,,0.0447034547256,,,,,,2018-03-28,,16.9043688095,7,,,,
station_segment,ATU5,,,2,2018-03-22,2018-04-12,22,,,,,1.05340895219,,,,,,2018-04-19,,16.9043688095,7,,,,
station_segment,ATU5,,,3,2018-04-13,2018-05-05,23,,,,,2.34147229919,,,,,,2018-05-12,,16.9043688095,7,,,,
station_segment,ATU5,,,4,2018-05-06,2018-05-14,9,,,,,2.26385934634,,,,,,2018-05-21,,16.9043688095,7,,,,
station_segment,ATU5,,,5,2018-05-15,2018-06-10,27,,,,,1.42296331233,,,,,,2018-06-17,,16.9043688095,7,,,,
station_segment,ATU5,,,6,2018-06-11,2018-06-29,19,,,,,0.673699665212,,,,,,2018-07-06,,16.9043688095,7,,,,
station_segment,ATU5,,,7,2018-06-30,2018-11-27,151,,,,,0.000416113033598,,,,,,2018-12-04,,16.9043688095,7,,,,
station_segment,MJ1,,,1,2018-02-21,2018-03-05,13,,,,,3.36048742726,,,,,,2018-03-12,,16.9043688095,7,,,,
station_segment,MJ1,,,2,2018-03-06,2018-03-12,7,,,,,2.6374582911,,,,,,2018-03-19,,16.9043688095,7,,,,
station_segment,MJ1,,,3,2018-03-13,2018-03-20,8,,,,,1.67672074521,,,,,,2018-03-27,,16.9043688095,7,,,,
station_segment,MJ1,,,4,2018-03-21,2018-04-17,28,,,,,0.574251393863,,,,,,2018-04-24,,16.9043688095,7,,,,
station_segment,MJ1,,,5,2018-04-18,2018-05-05,18,,,,,1.09891234556,,,,,,2018-05-12,,16.9043688095,7,,,,
station_segment,MJ1,,,6,2018-05-06,2018-06-21,47,,,,,0.217521452609,,,,,,2018-06-28,,16.9043688095,7,,,,
station_segment,MJ1,,,7,2018-06-22,2018-07-22,31,,,,,0.371813204098,,,,,,2018-07-29,,16.9043688095,7,,,,
station_segment,MJ1,,,8,2018-07-23,2018-11-27,128,,,,,-0.119881329132,,,,,,2018-12-04,,16.9043688095,7,,,,
station_segment,MJ3,,,1,2018-02-21,2018-03-02,10,,,,,0.454134277308,,,,,,2018-03-09,,16.9043688095,7,,,,
station_segment,MJ3,,,2,2018-03-03,2018-08-15,166,,,,,-0.0399888313697,,,,,,2018-08-22,,16.9043688095,7,,,,
station_segment,MJ3,,,3,2018-08-16,2018-09-14,30,,,,,1.41300778082,,,,,,2018-09-21,,16.9043688095,7,,,,
station_segment,MJ3,,,4,2018-09-15,2018-10-26,42,,,,,1.08162516619,,,,,,2018-11-02,,16.9043688095,7,,,,
station_segment,MJ3,,,5,2018-10-27,2018-11-27,32,,,,,0.0912529167499,,,,,,2018-12-04,,16.9043688095,7,,,,
station_segment,MJ9,,,1,2018-02-21,2018-03-01,9,,,,,1.04579802309,,,,,,2018-03-08,,16.9043688095,7,,,,
station_segment,MJ9,,,2,2018-03-02,2018-04-25,55,,,,,0.268804699915,,,,,,2018-05-02,,16.9043688095,7,,,,
station_segment,MJ9,,,3,2018-04-26,2018-05-06,11,,,,,1.80391718816,,,,,,2018-05-13,,16.9043688095,7,,,,
station_segment,MJ9,,,4,2018-05-07,2018-05-24,18,,,,,0.28252092554,,,,,,2018-05-31,,16.9043688095,7,,,,
station_segment,MJ9,,,5,2018-05-25,2018-08-26,94,,,,,-0.467938911608,,,,,,2018-09-02,,16.9043688095,7,,,,
station_segment,MJ9,,,6,2018-08-27,2018-09-04,9,,,,,4.68226740201,,,,,,2018-09-11,,16.9043688095,7,,,,
station_segment,MJ9,,,7,2018-09-05,2018-09-11,7,,,,,3.71561007047,,,,,,2018-09-18,,16.9043688095,7,,,,
station_segment,MJ9,,,8,2018-09-12,2018-09-18,7,,,,,1.92484798501,,,,,,2018-09-25,,16.9043688095,7,,,,
station_segment,MJ9,,,9,2018-09-19,2018-09-26,8,,,,,0.589388218554,,,,,,2018-10-03,,16.9043688095,7,,,,
station_segment,MJ9,,,10,2018-09-27,2018-10-06,10,,,,,2.26319072692,,,,,,2018-10-13,,16.9043688095,7,,,,
station_segment,MJ9,,,11,2018-10-07,2018-10-24,18,,,,,0.400988291723,,,,,,2018-10-31,,16.9043688095,7,,,,
station_segment,MJ9,,,12,2018-10-25,2018-11-27,34,,,,,-0.406360118485,,,,,,2018-12-04,,16.9043688095,7,,,,
station_class,all_stations,,,,,,,0,green,,,,-0.0163477477711,-inf,0.509132048576,1518,,,fold1_h7_change_point_ordered_kmeans_v1,,,,,,
station_class,all_stations,,,,,,,1,blue,,,,1.03461184492,0.509132048576,1.67454005499,476,,,fold1_h7_change_point_ordered_kmeans_v1,,,,,,
station_class,all_stations,,,,,,,2,yellow,,,,2.31446826505,1.67454005499,3.16670294695,173,,,fold1_h7_change_point_ordered_kmeans_v1,,,,,,
station_class,all_stations,,,,,,,3,orange,,,,4.01893762885,3.16670294695,5.75722068172,59,,,fold1_h7_change_point_ordered_kmeans_v1,,,,,,
station_class,all_stations,,,,,,,4,red,,,,7.49550373458,5.75722068172,inf,14,,,fold1_h7_change_point_ordered_kmeans_v1,,,,,,
site_scaler,site,,block_O1_severity,,,,,,,0.18544054127,0.695515323185,,,,,,,2018-12-04,,,,,,,
site_scaler,site,,block_O2_severity,,,,,,,0.10561634019,1.26129118798,,,,,,,2018-12-04,,,,,,,
site_scaler,site,,block_O3_severity,,,,,,,0.195740104714,0.87593517346,,,,,,,2018-12-04,,,,,,,
site_segment,site,,,1,2018-02-21,2018-03-09,17,,,,,0.452822910437,,,,,,2018-12-04,,16.9043688095,7,,,,
site_segment,site,,,2,2018-03-10,2018-03-26,17,,,,,0.265754843749,,,,,,2018-12-04,,16.9043688095,7,,,,
site_segment,site,,,3,2018-03-27,2018-04-25,30,,,,,0.951820583907,,,,,,2018-12-04,,16.9043688095,7,,,,
site_segment,site,,,4,2018-04-26,2018-05-13,18,,,,,2.10233353724,,,,,,2018-12-04,,16.9043688095,7,,,,
site_segment,site,,,5,2018-05-14,2018-06-14,32,,,,,0.600474078048,,,,,,2018-12-04,,16.9043688095,7,,,,
site_segment,site,,,6,2018-06-15,2018-08-26,73,,,,,-0.2594365529,,,,,,2018-12-04,,16.9043688095,7,,,,
site_segment,site,,,7,2018-08-27,2018-09-12,17,,,,,0.791218442955,,,,,,2018-12-04,,16.9043688095,7,,,,
site_segment,site,,,8,2018-09-13,2018-10-16,34,,,,,0.517693925854,,,,,,2018-12-04,,16.9043688095,7,,,,
site_segment,site,,,9,2018-10-17,2018-11-27,42,,,,,-0.279188842254,,,,,,2018-12-04,,16.9043688095,7,,,,
site_class,site,,,,,,,0,green,,,,-0.26665043249,-inf,-0.000447794370909,104,,,fold1_h7_change_point_ordered_kmeans_v1,,,,,,
site_class,site,,,,,,,1,blue,,,,0.265754843749,-0.000447794370909,0.40103858726,62,,,fold1_h7_change_point_ordered_kmeans_v1,,,,,,
site_class,site,,,,,,,2,yellow,,,,0.536322330771,0.40103858726,0.715026389295,34,,,fold1_h7_change_point_ordered_kmeans_v1,,,,,,
site_class,site,,,,,,,3,orange,,,,0.893730447818,0.715026389295,1.49803199253,64,,,fold1_h7_change_point_ordered_kmeans_v1,,,,,,
site_class,site,,,,,,,4,red,,,,2.10233353724,1.49803199253,inf,16,,,fold1_h7_change_point_ordered_kmeans_v1,,,,,,
fold_v0_comparator,ATU1,1,,,2016-07-02,2017-08-29,424,,,,,,,,,,1.45749892556,2017-10-31,,,,2017-10-31,0.403561312406,0.526968806577,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU2,1,,,2016-07-02,2017-09-04,430,,,,,,,,,,1.15246180399,2017-10-31,,,,2017-10-31,0.328409255814,0.412026274086,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU3,1,,,2016-07-02,2017-09-04,430,,,,,,,,,,1.75867837307,2017-10-31,,,,2017-10-31,0.565516534884,0.596580919094,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU4,1,,,2016-07-02,2017-09-04,430,,,,,,,,,,1.02070105311,2017-10-31,,,,2017-10-31,0.292966209302,0.363867421906,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU5,1,,,2016-07-02,2017-08-29,424,,,,,,,,,,1.83120120352,2017-10-31,,,,2017-10-31,0.568037062031,0.631582070742,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,MJ1,1,,,2016-07-02,2017-02-02,216,,,,,,,,,,0.277793969981,2017-10-31,,,,2017-10-31,0.0862847945251,0.0957545877279,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,MJ3,1,,,2016-07-02,2017-04-28,301,,,,,,,,,,0.508958112156,2017-10-31,,,,2017-10-31,0.189110368388,0.159923871884,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,MJ9,1,,,2016-07-02,2017-02-03,217,,,,,,,,,,0.103383166641,2017-10-31,,,,2017-10-31,-0.0230760829493,0.063229624795,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU1,2,,,2016-07-02,2017-08-29,424,,,,,,,,,,1.45749892556,2018-06-17,,,,2018-06-17,0.403561312406,0.526968806577,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU2,2,,,2016-07-02,2017-09-04,430,,,,,,,,,,1.15246180399,2018-06-17,,,,2018-06-17,0.328409255814,0.412026274086,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU3,2,,,2016-07-02,2017-09-04,430,,,,,,,,,,1.75867837307,2018-06-17,,,,2018-06-17,0.565516534884,0.596580919094,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU4,2,,,2016-07-02,2017-09-04,430,,,,,,,,,,1.02070105311,2018-06-17,,,,2018-06-17,0.292966209302,0.363867421906,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU5,2,,,2016-07-02,2017-08-29,424,,,,,,,,,,1.83120120352,2018-06-17,,,,2018-06-17,0.568037062031,0.631582070742,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,MJ1,2,,,2016-07-02,2017-02-02,216,,,,,,,,,,0.277793969981,2018-06-17,,,,2018-06-17,0.0862847945251,0.0957545877279,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,MJ3,2,,,2016-07-02,2017-04-27,300,,,,,,,,,,0.504028124871,2018-06-17,,,,2018-06-17,0.187656433204,0.158185845833,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,MJ9,2,,,2016-07-02,2017-02-03,217,,,,,,,,,,0.103383166641,2018-06-17,,,,2018-06-17,-0.0230760829493,0.063229624795,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU1,3,,,2016-07-02,2017-08-29,424,,,,,,,,,,1.45749892556,2019-02-02,,,,2019-02-02,0.403561312406,0.526968806577,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU2,3,,,2016-07-02,2017-09-04,430,,,,,,,,,,1.15246180399,2019-02-02,,,,2019-02-02,0.328409255814,0.412026274086,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU3,3,,,2016-07-02,2017-09-04,430,,,,,,,,,,1.75867837307,2019-02-02,,,,2019-02-02,0.565516534884,0.596580919094,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU4,3,,,2016-07-02,2017-09-03,429,,,,,,,,,,0.992052955693,2019-02-02,,,,2019-02-02,0.288413916084,0.351819519805,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,ATU5,3,,,2016-07-02,2017-08-28,423,,,,,,,,,,1.80822829543,2019-02-02,,,,2019-02-02,0.562719404499,0.622754445468,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,MJ1,3,,,2016-07-02,2017-02-02,216,,,,,,,,,,0.277793969981,2019-02-02,,,,2019-02-02,0.0862847945251,0.0957545877279,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,MJ3,3,,,2016-07-02,2017-04-26,299,,,,,,,,,,0.499660920269,2019-02-02,,,,2019-02-02,0.186295753261,0.156682583504,project_specific_fold_fit_only_not_formal_thesis_v0
fold_v0_comparator,MJ9,3,,,2016-07-02,2017-02-03,217,,,,,,,,,,0.103383166641,2019-02-02,,,,2019-02-02,-0.0230760829493,0.063229624795,project_specific_fold_fit_only_not_formal_thesis_v0
