origin,seed,age_bin,point,origin_draws,unique_origins,query_draws,horizon_mean,horizon_min,horizon_max,initial_residual_mean_mm,future_residual_mean_mm,change_mean_mm,future_negative_fraction,initial_energy_mm2,change_energy_mm2,cross_energy_mm2,residual_energy_mm2
972,0,all,MJ3,800,415,12800,104.31093749999999,1,293,-20.345021338635778,-56.533887386458964,-36.188866047823183,0.95765624999999999,1290.3228764801411,2939.578326709398,1895.771825012074,6125.6730282016133
972,0,all,MJ1,800,415,12800,104.31093749999999,1,293,-15.20458741229409,-33.464945483086076,-18.260358070791987,0.98218749999999999,395.84957294262477,650.09279609559576,383.80899244107701,1429.7513614792977
972,0,0,ATU1,4,2,64,110.15625,1,282,-0.01516961223187252,-3.2019695682322187,-3.1867999560003462,0.75,0.00030978920830701642,1176.8643462125742,0.67446465485475171,1177.5391206566374
972,0,0,ATU5,4,2,64,110.15625,1,282,-0.0053797831377835337,16.390449873112271,16.395829656250054,0.75,6.4387181275530955e-05,6188.1634310501686,0.71498417006363202,6188.8784796074133
972,0,0,MJ3,4,2,64,110.15625,1,282,-0.073468393091218331,-9.2021638845490017,-9.1286954914577834,0.75,0.0076301729847172133,374.84289455428495,0.19229589831785959,375.04282062558752
972,0,0,MJ1,4,2,64,110.15625,1,282,0.011768757051527245,-19.131002004437036,-19.142770761488563,1,0.00028743352175632448,452.16479105093288,-0.36503275641008115,451.80004572804455
972,0,1-29,ATU1,124,65,1984,122.59425403225806,1,293,15.053289109011784,7.372868877441678,-7.6804202315701096,0.5619959677419355,978.62724267555166,428.34658312120962,-122.48604032419429,1284.4877854725669
972,0,1-29,ATU5,124,65,1984,122.59425403225806,1,293,17.877366184523655,36.009677652549072,18.132311468025417,0.57056451612903225,1400.7789281138619,3470.3860859391589,2907.7285654575981,7778.893579510619
972,0,1-29,MJ3,124,65,1984,122.59425403225806,1,293,0.40593675417201319,-33.085875008307433,-33.491811762479443,0.84173387096774188,27.996428954952425,2756.7274851958614,95.294191084903773,2880.0181052357175
972,0,1-29,MJ1,124,65,1984,122.59425403225806,1,293,-1.1181156303151665,-22.753943549711074,-21.635827919395908,0.9375,5.1347667063499216,678.83124944681936,32.222418291903189,716.18843444507252
972,0,30-89,ATU1,265,137,4240,115.09999999999999,1,293,12.698652223421679,2.8755676808987891,-9.8230845425228885,0.60212264150943395,1018.321176302328,234.3070462473973,-73.360056608027108,1179.2681659416983
972,0,30-89,ATU5,265,137,4240,115.09999999999999,1,293,34.801419617939736,28.923593456451471,-5.8778261614882608,0.57169811320754715,5170.8149901704228,720.50765965581809,1346.1219415309845,7237.4445913572254
