phase,model,point,origin,target_date,observed,mean,sigma,lower90,upper90
development,C8_STATIC_FULL,ATU5,902,2019-01-18,591.358310537,591.06427731,3.2440162194,585.728345465,596.400209154
development,C8_STATIC_FULL,ATU5,903,2019-01-19,591.46482968,591.182891833,3.90561603533,584.758725132,597.607058534
development,C8_STATIC_FULL,ATU5,904,2019-01-20,591.570699432,591.151097925,4.99727822101,582.931306719,599.370889132
development,C8_STATIC_FULL,ATU5,905,2019-01-21,591.675768736,591.11212169,6.41720528611,580.556758301,601.66748508
development,C8_STATIC_FULL,ATU5,906,2019-01-22,591.77988654,591.171147815,6.88178369643,579.851620942,602.490674688
development,C8_STATIC_FULL,ATU5,907,2019-01-23,591.882901788,591.261796756,6.98895001781,579.76599697,602.757596541
development,C8_STATIC_FULL,ATU5,908,2019-01-24,591.984663425,591.354849288,6.94218824554,579.935965774,602.773732803
development,C8_STATIC_FULL,ATU5,909,2019-01-25,592.085020397,591.700399407,6.8972035505,580.355509131,603.045289683
development,C8_STATIC_FULL,ATU5,910,2019-01-26,592.18382165,591.893635794,6.85233517815,580.622547423,603.164724165
development,C8_STATIC_FULL,ATU5,911,2019-01-27,592.280916129,592.043841889,6.80757583902,580.846376079,603.241307698
development,C8_STATIC_FULL,ATU5,912,2019-01-28,592.376152779,592.188590148,6.79677550213,581.008889312,603.368290985
development,C8_STATIC_FULL,ATU5,913,2019-01-29,592.469380545,592.33746016,6.78559409633,581.1761511,603.498769221
development,C8_STATIC_FULL,ATU5,914,2019-01-30,592.560448374,592.500269328,6.77390585409,581.358185715,603.64235294
development,C8_STATIC_FULL,ATU5,915,2019-01-31,592.649205211,592.683567654,6.76253394746,581.560189163,603.806946145
development,C8_STATIC_FULL,ATU5,916,2019-02-01,592.7355,592.859212858,6.7517057897,581.753645102,603.964780614
development,C8_STATIC_FULL,ATU5,917,2019-02-02,592.81924048,592.962656502,6.74084236403,581.874957491,604.050355513
development,C8_STATIC_FULL,ATU5,918,2019-02-03,592.900569561,593.024411264,6.72859669983,581.956854578,604.09196795
development,C8_STATIC_FULL,ATU5,919,2019-02-04,592.979688944,593.074286073,6.71601502144,582.027424407,604.12114774
development,C8_STATIC_FULL,ATU5,920,2019-02-05,593.056800332,593.133169834,6.70306623536,582.107607025,604.158732643
development,C8_STATIC_FULL,ATU5,921,2019-02-06,593.132105425,593.203932051,6.68968912966,582.200372623,604.207491479
development,C8_STATIC_FULL,ATU5,922,2019-02-07,593.205805927,593.286651908,6.67590665408,582.305762635,604.267541181
development,C8_STATIC_FULL,ATU5,923,2019-02-08,593.278103539,593.296935084,6.66174431558,582.339340785,604.254529383
development,C8_STATIC_FULL,ATU5,924,2019-02-09,593.349199963,593.440782819,6.64719434404,582.507121093,604.374444545
development,C8_STATIC_FULL,ATU5,925,2019-02-10,593.419296901,593.510569231,6.63224062641,582.601504182,604.419634281
development,C8_STATIC_FULL,ATU5,926,2019-02-11,593.488596055,593.641025619,6.61720043833,582.756699478,604.525351761
development,C8_STATIC_FULL,ATU5,927,2019-02-12,593.557299128,593.764918625,6.60188160648,582.90578972,604.624047531
development,C8_STATIC_FULL,ATU5,928,2019-02-13,593.62560782,593.836563022,6.58629869315,583.003065728,604.670060315
development,C8_STATIC_FULL,ATU5,929,2019-02-14,593.693723833,593.966478764,6.57046826489,583.159020207,604.77393732
development,C8_STATIC_FULL,ATU5,930,2019-02-15,593.761848871,594.075644834,6.55441923652,583.294584581,604.856705088
development,C8_STATIC_FULL,ATU5,931,2019-02-16,593.830184635,594.1741988,6.53789954826,583.420311015,604.928086584
development,C8_STATIC_FULL,ATU5,932,2019-02-17,593.898932826,594.266199878,6.51685490948,583.546927443,604.985472312
development,C8_STATIC_FULL,ATU5,933,2019-02-18,593.968295147,594.352455778,6.49413580969,583.670552938,605.034358619
development,C8_STATIC_FULL,ATU5,934,2019-02-19,594.0384733,594.432992954,6.47216095702,583.78723553,605.078750378
development,C8_STATIC_FULL,ATU5,935,2019-02-20,594.109668986,594.50768781,6.45157129718,583.895797362,605.119578258
development,C8_STATIC_FULL,ATU5,936,2019-02-21,594.182083908,594.576394725,6.43031386469,583.999469642,605.153319807
development,C8_STATIC_FULL,ATU5,937,2019-02-22,594.255919768,594.639562663,6.40919131572,584.097381082,605.181744245
development,C8_STATIC_FULL,ATU5,938,2019-02-23,594.331378267,594.696116566,6.38944701232,584.186411473,605.205821658
development,C8_STATIC_FULL,ATU5,939,2019-02-24,594.408661107,594.746519171,6.37526996881,584.26013324,605.232905102
development,C8_STATIC_FULL,ATU5,940,2019-02-25,594.487969991,594.790216068,6.3601083871,584.32876872,605.251663416
development,C8_STATIC_FULL,ATU5,941,2019-02-26,594.56950662,594.827145559,6.34501783752,584.390519956,605.263771162
development,C8_STATIC_FULL,ATU5,942,2019-02-27,594.653472697,594.865187411,6.33031787914,584.452741087,605.277633734
development,C8_STATIC_FULL,ATU5,943,2019-02-28,594.740069923,594.854797464,6.31599308675,584.465913328,605.243681601
development,C8_STATIC_FULL,ATU5,944,2019-03-01,594.8295,594.598011735,6.30215588086,584.231887777,604.964135693
development,C8_STATIC_FULL,ATU5,945,2019-03-02,594.921901594,594.140924002,6.28962385431,583.795413393,604.48643461
development,C8_STATIC_FULL,ATU5,946,2019-03-03,595.017161226,593.953674991,6.27870605149,583.62612257,604.281227412
development,C8_STATIC_FULL,ATU5,947,2019-03-04,595.11510238,593.895938407,6.26893908206,583.584451221,604.207425594
development,C8_STATIC_FULL,ATU5,948,2019-03-05,595.215548542,594.001143987,6.25949618147,583.70518899,604.297098984
development,C8_STATIC_FULL,ATU5,949,2019-03-06,595.318323194,594.687860926,6.24989308165,584.407701622,604.968020229
development,C8_STATIC_FULL,ATU5,950,2019-03-07,595.423249822,595.028749424,6.24015498376,584.764607866,605.292890982
development,C8_STATIC_FULL,ATU5,951,2019-03-08,595.530151911,595.244285616,6.23026541098,584.996410958,605.492160274
development,C8_STATIC_FULL,ATU5,952,2019-03-09,595.638852945,595.416832321,6.21955482785,585.186575004,605.647089637
development,C8_STATIC_FULL,ATU5,953,2019-03-10,595.749176409,595.565290577,6.20806434944,585.353933416,605.776647739
development,C8_STATIC_FULL,ATU5,954,2019-03-11,595.860945786,595.694343834,6.19572301859,585.503286355,605.885401313
development,C8_STATIC_FULL,ATU5,955,2019-03-12,595.973984563,595.807886257,6.18256441273,585.638472759,605.977299755
development,C8_STATIC_FULL,ATU5,956,2019-03-13,596.088116222,595.913737448,6.16838900693,585.767640417,606.059834478
development,C8_STATIC_FULL,ATU5,957,2019-03-14,596.203164249,596.009982687,6.15293679689,585.88930228,606.130663094
development,C8_STATIC_FULL,ATU5,958,2019-03-15,596.318952129,596.103739514,6.13625934673,586.010491072,606.196987957
development,C8_STATIC_FULL,ATU5,959,2019-03-16,596.435303345,596.200741289,6.11843279329,586.136814918,606.26466766
development,C8_STATIC_FULL,ATU5,960,2019-03-17,596.552041383,596.302868286,6.10020772162,586.26891949,606.336817082
development,C8_STATIC_FULL,ATU5,961,2019-03-18,596.668989726,596.412671806,6.08228591998,586.408201751,606.417141862
development,C8_STATIC_FULL,ATU5,962,2019-03-19,596.78597186,596.531292048,6.06273030608,586.558988115,606.503595981
development,C8_STATIC_FULL,ATU5,963,2019-03-20,596.902811269,596.655373317,6.03932975649,586.721559862,606.589186771
development,C8_STATIC_FULL,ATU5,964,2019-03-21,597.019331438,596.856353194,6.00451970194,586.979797184,606.732909203
development,C8_STATIC_FULL,ATU5,965,2019-03-22,597.13535585,597.031955645,5.95604584337,587.235132038,606.828779253
development,C8_STATIC_FULL,ATU5,966,2019-03-23,597.250707992,597.205614843,5.8999242102,587.501103107,606.910126579
development,C8_STATIC_FULL,ATU5,967,2019-03-24,597.365211346,597.386052588,5.8435011739,587.774348488,606.997756688
development,C8_STATIC_FULL,ATU5,968,2019-03-25,597.478689398,597.562974682,5.78944362041,588.040187345,607.085762019
development,C8_STATIC_FULL,ATU5,969,2019-03-26,597.590965632,597.745782819,5.73822169052,588.30724806,607.184317579
development,C8_STATIC_FULL,ATU5,970,2019-03-27,597.701863534,597.937238005,5.6899881037,588.578040436,607.296435575
development,C8_STATIC_FULL,ATU5,971,2019-03-28,597.811206586,598.138126867,5.6448740882,588.85313525,607.423118485
development,C8_STATIC_FULL,ATU5,972,2019-03-29,597.918818274,598.132352135,5.60301029778,588.916220325,607.348483945
development,C8_STATIC_FULL,ATU5,973,2019-03-30,598.024522083,598.48898508,5.56448056124,589.336229047,607.641741113
development,C8_STATIC_FULL,ATU5,974,2019-03-31,598.128141497,598.782500134,5.52935864142,589.687514518,607.87748575
development,C8_STATIC_FULL,ATU5,975,2019-04-01,598.2295,599.023401965,5.49753457187,589.980762286,608.066041645
development,C8_STATIC_FULL,ATU5,976,2019-04-02,598.328509451,599.111441381,5.4653542061,590.121733692,608.101149069
development,C8_STATIC_FULL,ATU5,977,2019-04-03,598.425435201,598.904070073,5.43472290647,589.964746389,607.843393757
development,C8_STATIC_FULL,ATU5,978,2019-04-04,598.520630977,598.740204856,5.41238842434,589.837618126,607.642791586
development,C8_STATIC_FULL,ATU5,979,2019-04-05,598.614450504,598.908752189,5.39136694319,590.040742719,607.77676166
development,C8_STATIC_FULL,ATU5,980,2019-04-06,598.707247507,598.981207235,5.37295330299,590.143485507,607.818928963
development,C8_STATIC_FULL,ATU5,981,2019-04-07,598.799375713,599.04155497,5.35597956435,590.231752558,607.851357383
development,C8_STATIC_FULL,ATU5,982,2019-04-08,598.891188846,599.11873932,5.33830591608,590.338007472,607.899471168
development,C8_STATIC_FULL,ATU5,983,2019-04-09,598.983040634,599.261758859,5.32483306842,590.503187873,608.020329844
development,C8_STATIC_FULL,ATU5,984,2019-04-10,599.0752848,599.386411501,5.313170905,590.647023068,608.125799935
development,C8_STATIC_FULL,ATU5,985,2019-04-11,599.168275071,599.51308347,5.30231339988,590.791554043,608.234612897
development,C8_STATIC_FULL,ATU5,986,2019-04-12,599.262365173,599.537144111,5.290798926,590.834554308,608.239733914
development,C8_STATIC_FULL,ATU5,987,2019-04-13,599.35790883,599.73056434,5.27830150962,591.048530958,608.412597722
development,C8_STATIC_FULL,ATU5,988,2019-04-14,599.45525977,599.901374003,5.26489403572,591.241393953,608.561354053
development,C8_STATIC_FULL,ATU5,989,2019-04-15,599.554771717,600.040096363,5.25064104872,591.40356039,608.676632336
development,C8_STATIC_FULL,ATU5,990,2019-04-16,599.656798397,600.166478812,5.23631271715,591.553510847,608.779446776
development,C8_STATIC_FULL,ATU5,991,2019-04-17,599.761693536,600.287616623,5.21917359114,591.702840012,608.872393234
development,C8_STATIC_FULL,ATU5,992,2019-04-18,599.869810859,600.386358537,5.1125326441,591.976990674,608.7957264
development,C8_STATIC_FULL,ATU5,993,2019-04-19,599.981504092,600.468970014,4.75503825196,592.647628099,608.290311929
development,C8_STATIC_FULL,ATU5,994,2019-04-20,600.09712696,598.611767112,3.95211516388,592.111116151,605.112418073
development,C8_STATIC_FULL,ATU5,995,2019-04-21,600.21703319,599.594893658,2.10469792956,596.132973635,603.056813682
development,C8_STATIC_FULL,ATU5,996,2019-04-22,600.341576507,599.958717114,0.940759517707,598.411305409,601.506128819
development,C8_STATIC_FULL,ATU5,997,2019-04-23,600.471110636,600.061231928,0.852610746711,598.658812049,601.463651808
development,C8_STATIC_FULL,ATU5,998,2019-04-24,600.605989304,600.44689511,0.845220185089,599.056631622,601.837158597
development,C8_STATIC_FULL,ATU5,999,2019-04-25,600.746566235,600.575411969,0.831567458422,599.207605219,601.943218719
development,C8_STATIC_FULL,ATU5,1000,2019-04-26,600.893195156,600.625507851,0.820988067746,599.27510265,601.975913052
development,C8_STATIC_FULL,ATU5,1001,2019-04-27,601.046229792,600.64879108,0.813848668632,599.310129146,601.987453015
development,C8_STATIC_FULL,ATU5,1002,2019-04-28,601.206023869,600.669137291,0.80825754314,599.339671939,601.998602642
development,C8_STATIC_FULL,ATU5,1003,2019-04-29,601.372931112,599.93692909,0.806119632535,598.610980289,601.262877892
development,C8_STATIC_FULL,ATU5,1004,2019-04-30,601.547305247,599.7229468,0.808541060379,598.393015104,601.052878496
development,C8_STATIC_FULL,ATU5,1005,2019-05-01,601.7295,599.691766646,0.812181350394,598.355847206,601.027686086
development,C8_STATIC_FULL,ATU5,1006,2019-05-02,601.91976571,599.734561137,0.813383681669,598.396664038,601.072458236
development,C8_STATIC_FULL,ATU5,1007,2019-05-03,602.117939169,599.992323799,0.808949844302,598.661719714,601.322927884
development,C8_STATIC_FULL,ATU5,1008,2019-05-04,602.323753783,601.111858324,0.807951557853,599.782896273,602.440820374
development,C8_STATIC_FULL,ATU5,1009,2019-05-05,602.536942958,601.672466927,0.806943596594,600.345162826,602.999771029
development,C8_STATIC_FULL,ATU5,1010,2019-05-06,602.7572401,602.038704788,0.805806296532,600.713271378,603.364138197
development,C8_STATIC_FULL,ATU5,1011,2019-05-07,602.984378615,602.348403859,0.804783957562,601.024652047,603.67215567
development,C8_STATIC_FULL,ATU5,1012,2019-05-08,603.218091909,602.614744488,0.803770234366,601.292660102,603.936828873
development,C8_STATIC_FULL,ATU5,1013,2019-05-09,603.458113388,601.548515114,0.80287650635,600.22790078,602.869129447
development,C8_STATIC_FULL,ATU5,1014,2019-05-10,603.704176457,602.701444455,0.801946526262,601.382359803,604.020529108
development,C8_STATIC_FULL,ATU5,1015,2019-05-11,603.956014523,603.184608246,0.801001256252,601.867078425,604.502138068
development,C8_STATIC_FULL,ATU5,1016,2019-05-12,604.213360992,603.435796133,0.799452513167,602.120813767,604.750778498
development,C8_STATIC_FULL,ATU5,1017,2019-05-13,604.475949268,603.646505768,0.798351213491,602.333334879,604.959676657
development,C8_STATIC_FULL,ATU5,1018,2019-05-14,604.74351276,603.327072661,0.797733368488,602.014918036,604.639227285
development,C8_STATIC_FULL,ATU5,1019,2019-05-15,605.015784871,603.918940391,0.797434887979,602.607276723,605.230604058
development,C8_STATIC_FULL,ATU5,1020,2019-05-16,605.292499009,604.26525642,0.797395602852,602.953657371,605.57685547
development,C8_STATIC_FULL,ATU5,1021,2019-05-17,605.573388579,604.539684905,0.797613059887,603.227728171,605.85164164
development,C8_STATIC_FULL,ATU5,1022,2019-05-18,605.858186986,604.817995629,0.797882783227,603.505595239,606.130396019
development,C8_STATIC_FULL,ATU5,1023,2019-05-19,606.146627638,605.117510352,0.798094523808,603.80476168,606.430259024
development,C8_STATIC_FULL,ATU5,1024,2019-05-20,606.43844394,604.98076607,0.815538134912,603.639325211,606.322206929
development,C8_STATIC_FULL,ATU5,1025,2019-05-21,606.733369297,604.987019972,0.815340568075,603.645904082,606.328135863
development,C8_STATIC_FULL,ATU5,1026,2019-05-22,607.031137116,605.155469289,0.812808378505,603.81851848,606.492420099
development,C8_STATIC_FULL,ATU5,1027,2019-05-23,607.331480803,606.108829093,0.810686562555,604.77536836,607.442289825
development,C8_STATIC_FULL,ATU5,1028,2019-05-24,607.634133763,606.622936542,0.807558462667,605.294621076,607.951252008
development,C8_STATIC_FULL,ATU5,1029,2019-05-25,607.938829402,607.026060459,0.807152852433,605.698412162,608.353708756
development,C8_STATIC_FULL,ATU5,1030,2019-05-26,608.245301127,607.422188795,0.808172484273,606.092863353,608.751514237
development,C8_STATIC_FULL,ATU5,1031,2019-05-27,608.553282343,607.840903547,0.810719634817,606.507388415,609.174418678
development,C8_STATIC_FULL,ATU5,1032,2019-05-28,608.862506457,608.284646901,0.815151496294,606.943842006,609.625451796
development,C8_STATIC_FULL,ATU5,1033,2019-05-29,609.172706873,608.750313352,0.85330690193,607.346748399,610.153878304
development,C8_STATIC_FULL,ATU5,1034,2019-05-30,609.483616998,609.236835232,0.904627203424,607.748855896,610.724814569
development,C8_STATIC_FULL,ATU5,1035,2019-05-31,609.794970239,609.720939285,0.964836018883,608.133925259,611.30795331
development,C8_STATIC_FULL,ATU5,1036,2019-06-01,610.1065,610.162951521,1.03170839433,608.465942226,611.859960815
development,C8_STATIC_FULL,ATU5,1037,2019-06-02,610.417949737,610.370670608,1.09695982777,608.566332257,612.17500896
development,C8_STATIC_FULL,ATU5,1038,2019-06-03,610.729103103,610.446970553,1.11392948527,608.614719599,612.279221507
development,C8_STATIC_FULL,ATU5,1039,2019-06-04,611.039753799,610.435079049,1.1243395057,608.585705135,612.284452963
development,C8_STATIC_FULL,ATU5,1040,2019-06-05,611.349695528,610.498272325,1.13240065928,608.635638994,612.360905657
development,C8_STATIC_FULL,ATU5,1041,2019-06-06,611.658721991,610.536733967,1.13907146098,608.663128143,612.410339791
development,C8_STATIC_FULL,ATU5,1042,2019-06-07,611.966626889,611.042526908,1.1448836229,609.159360929,612.925692888
development,C8_STATIC_FULL,ATU5,1043,2019-06-08,612.273203926,611.42405105,1.20176875293,609.447317358,613.400784742
development,C8_STATIC_FULL,ATU5,1044,2019-06-09,612.578246802,611.787721048,1.21187353512,609.794366468,613.781075628
development,C8_STATIC_FULL,ATU5,1045,2019-06-10,612.881549219,612.168419536,1.21775687431,610.165387724,614.171451347
development,C8_STATIC_FULL,ATU5,1046,2019-06-11,613.18290488,612.436479809,1.22281927253,610.425121094,614.447838525
development,C8_STATIC_FULL,ATU5,1047,2019-06-12,613.482107485,612.720094433,1.22758514011,610.700896563,614.739292303
development,C8_STATIC_FULL,ATU5,1048,2019-06-13,613.778950738,613.092879917,1.26748801259,611.008047662,615.177712172
development,C8_STATIC_FULL,ATU5,1049,2019-06-14,614.073228339,613.503481816,1.27445041914,611.407197422,615.59976621
development,C8_STATIC_FULL,ATU5,1050,2019-06-15,614.364733991,613.908003657,1.27890314928,611.804395173,616.011612141
development,C8_STATIC_FULL,ATU5,1051,2019-06-16,614.653261396,614.322684674,1.2822602482,612.213554254,616.431815094
development,C8_STATIC_FULL,ATU5,1052,2019-06-17,614.938604254,614.436067366,1.28460278226,612.323083821,616.549050912
development,C8_STATIC_FULL,ATU5,1053,2019-06-18,615.220556269,614.617011475,1.2857371492,612.502162062,616.731860889
development,C8_STATIC_FULL,ATU5,1054,2019-06-19,615.498911142,614.965732563,1.32052683546,612.793659208,617.137805918
development,C8_STATIC_FULL,ATU5,1055,2019-06-20,615.773462574,616.106543474,1.36252886785,613.865382924,618.347704025
development,C8_STATIC_FULL,ATU5,1056,2019-06-21,616.044004269,616.731391122,1.4081253118,614.415231095,619.047551148
development,C8_STATIC_FULL,ATU5,1057,2019-06-22,616.310329926,617.262097029,1.40923531654,614.944111207,619.580082851
development,C8_STATIC_FULL,ATU5,1058,2019-06-23,616.572233249,617.576918374,1.40626272091,615.263822037,619.890014711
development,C8_STATIC_FULL,ATU5,1059,2019-06-24,616.829507939,617.516715872,1.40165109563,615.211204984,619.82222676
development,C8_STATIC_FULL,ATU5,1060,2019-06-25,617.081947697,617.66240865,1.39585377229,615.36643351,619.95838379
development,C8_STATIC_FULL,ATU5,1061,2019-06-26,617.329346227,617.679218133,1.38894040192,615.394614476,619.963821791
development,C8_STATIC_FULL,ATU5,1062,2019-06-27,617.571497229,617.8630281,1.38101597243,615.591458968,620.134597231
development,C8_STATIC_FULL,ATU5,1063,2019-06-28,617.808194406,618.000536291,1.37243115978,615.74308792,620.257984662
development,C8_STATIC_FULL,ATU5,1064,2019-06-29,618.039231458,618.195514354,1.36304542826,615.953504137,620.43752457
development,C8_STATIC_FULL,ATU5,1065,2019-06-30,618.264402089,619.058328149,1.34960565654,616.83842439,621.278231908
development,C8_STATIC_FULL,ATU5,1066,2019-07-01,618.4835,619.457016722,1.33283894661,617.264691746,621.649341697
development,C8_STATIC_FULL,ATU5,1067,2019-07-02,618.696400984,619.720828235,1.31399122768,617.559504999,621.882151472
development,C8_STATIC_FULL,ATU5,1068,2019-07-03,618.903309203,619.9792196,1.29626220483,617.847058011,622.111381189
development,C8_STATIC_FULL,ATU5,1069,2019-07-04,619.104510909,620.246444217,1.28880418055,618.126549987,622.366338448
development,C8_STATIC_FULL,ATU5,1070,2019-07-05,619.300292354,619.653043021,1.2858297209,617.538041341,621.768044701
development,C8_STATIC_FULL,ATU5,1071,2019-07-06,619.490939792,619.696861388,1.2870785974,617.579805488,621.813917287
development,C8_STATIC_FULL,ATU5,1072,2019-07-07,619.676739474,619.929190347,1.28637808312,617.813286691,622.045094002
development,C8_STATIC_FULL,ATU5,1073,2019-07-08,619.857977654,620.096147359,1.28534389745,617.981944787,622.21034993
development,C8_STATIC_FULL,ATU5,1074,2019-07-09,620.034940584,620.356378094,1.28415598121,618.244129471,622.468626717
development,C8_STATIC_FULL,ATU5,1075,2019-07-10,620.207914516,620.635795428,1.28266963409,618.525991628,622.745599228
development,C8_STATIC_FULL,ATU5,1076,2019-07-11,620.377185704,619.963317207,1.28183555968,617.854885337,622.071749076
development,C8_STATIC_FULL,ATU5,1077,2019-07-12,620.5430404,619.988049872,1.28147003569,617.880219236,622.095880508
development,C8_STATIC_FULL,ATU5,1078,2019-07-13,620.705764856,620.22881466,1.28078751426,618.122106672,622.335522648
development,C8_STATIC_FULL,ATU5,1079,2019-07-14,620.865645325,620.493347388,1.27958646016,618.388614958,622.598079818
development,C8_STATIC_FULL,ATU5,1080,2019-07-15,621.022968061,620.510623694,1.2780471208,618.408423252,622.612824136
development,C8_STATIC_FULL,ATU5,1081,2019-07-16,621.178019314,620.586692759,1.2762780355,618.487402203,622.685983314
development,C8_STATIC_FULL,ATU5,1082,2019-07-17,621.331085338,620.348294062,1.27568243955,618.249983174,622.446604949
development,C8_STATIC_FULL,ATU5,1083,2019-07-18,621.482452387,620.47695613,1.27608890118,618.377976673,622.575935588
development,C8_STATIC_FULL,ATU5,1084,2019-07-19,621.632406711,620.633423707,1.27659549006,618.533610985,622.733236429
development,C8_STATIC_FULL,ATU5,1085,2019-07-20,621.781234564,620.907099082,1.27651722222,618.807415099,623.006783065
development,C8_STATIC_FULL,ATU5,1086,2019-07-21,621.929222198,620.180044352,1.27891195331,618.076421387,622.283667317
development,C8_STATIC_FULL,ATU5,1087,2019-07-22,622.076655867,618.123079222,1.28416981134,616.01080785,620.235350594
development,C8_STATIC_FULL,ATU5,1088,2019-07-23,622.223821822,623.050337986,1.29030132863,620.927981166,625.172694806
development,C8_STATIC_FULL,ATU5,1089,2019-07-24,622.371006317,624.975481629,1.29342740606,622.847982869,627.102980389
development,C8_STATIC_FULL,ATU5,1090,2019-07-25,622.518495603,625.191650791,1.29581573118,623.060223586,627.323077996
development,C8_STATIC_FULL,ATU5,1091,2019-07-26,622.666575934,625.104964585,1.29682919745,622.971870376,627.238058794
development,C8_STATIC_FULL,ATU5,1092,2019-07-27,622.815533562,624.980549604,1.29828368816,622.84506297,627.116036237
development,C8_STATIC_FULL,ATU5,1093,2019-07-28,622.965654739,623.871112098,1.29854252206,621.735199721,626.007024475
development,C8_STATIC_FULL,ATU5,1094,2019-07-29,623.11722572,624.487668235,1.2975260134,622.353427865,626.621908604
development,C8_STATIC_FULL,ATU5,1095,2019-07-30,623.270532755,624.600405785,1.29924190473,622.463343026,626.737468545
development,C8_STATIC_FULL,ATU5,1096,2019-07-31,623.425862097,624.54683521,1.30339824994,622.402935871,626.690734548
development,C8_STATIC_FULL,ATU5,1097,2019-08-01,623.5835,624.504070542,1.31096951847,622.347717574,626.660423509
development,C8_STATIC_FULL,ATU5,1098,2019-08-02,623.743649012,624.658316569,1.32008386289,622.486971839,626.829661299
development,C8_STATIC_FULL,ATU5,1099,2019-08-03,623.906176868,624.771572263,1.329414159,622.584880562,626.958263964
development,C8_STATIC_FULL,ATU5,1100,2019-08-04,624.070867597,624.983505626,1.33067261756,622.794743944,627.172267307
development,C8_STATIC_FULL,ATU5,1101,2019-08-05,624.237505233,625.228019466,1.33104769576,623.038640836,627.417398096
development,C8_STATIC_FULL,ATU5,1102,2019-08-06,624.405873804,625.418789095,1.33113660862,623.229264216,627.608313974
development,C8_STATIC_FULL,ATU5,1103,2019-08-07,624.575757341,625.199916355,1.33050514237,623.011430146,627.388402564
development,C8_STATIC_FULL,ATU5,1104,2019-08-08,624.746939876,625.102545152,1.32952025487,622.915678939,627.289411365
development,C8_STATIC_FULL,ATU5,1105,2019-08-09,624.91920544,625.116075378,1.32836473078,622.931109833,627.301040924
development,C8_STATIC_FULL,ATU5,1106,2019-08-10,625.092338062,625.256034787,1.32684725982,623.073565259,627.438504314
development,C8_STATIC_FULL,ATU5,1107,2019-08-11,625.266121775,625.203379875,1.32524248952,623.023549959,627.38320979
development,C8_STATIC_FULL,ATU5,1108,2019-08-12,625.440340608,626.271649621,1.32211333213,624.096966711,628.446332531
development,C8_STATIC_FULL,ATU5,1109,2019-08-13,625.614778592,626.648698532,1.31755442292,624.48151436,628.815882703
development,C8_STATIC_FULL,ATU5,1110,2019-08-14,625.789219759,626.817939507,1.31304893579,624.658166203,628.977712812
development,C8_STATIC_FULL,ATU5,1111,2019-08-15,625.963448138,626.95634078,1.30839779417,624.804217923,629.108463637
development,C8_STATIC_FULL,ATU5,1112,2019-08-16,626.137247762,627.099620634,1.30726606104,624.949359312,629.249881956
development,C8_STATIC_FULL,ATU5,1113,2019-08-17,626.310402659,626.939147918,1.30606113604,624.790868521,629.087427314
development,C8_STATIC_FULL,ATU5,1114,2019-08-18,626.482696862,626.208218914,1.29169986382,624.083561708,628.33287612
development,C8_STATIC_FULL,ATU5,1115,2019-08-19,626.653914402,625.58974612,1.28720018271,623.472490231,627.70700201
development,C8_STATIC_FULL,ATU5,1116,2019-08-20,626.823839308,625.577301917,1.29831797017,623.441758894,627.712844939
development,C8_STATIC_FULL,ATU5,1117,2019-08-21,626.992255611,625.789813257,1.41088208747,623.469118738,628.110507776
development,C8_STATIC_FULL,ATU5,1118,2019-08-22,627.158947343,627.795330362,1.40662891873,625.481631683,630.10902904
development,C8_STATIC_FULL,ATU5,1119,2019-08-23,627.323698535,628.412172716,1.46582511856,626.001104954,630.823240479
development,C8_STATIC_FULL,ATU5,1120,2019-08-24,627.486293216,628.624309531,1.5271239303,626.112414195,631.136204866
development,C8_STATIC_FULL,ATU5,1121,2019-08-25,627.646515418,628.770705981,1.58175015292,626.168958505,631.372453457
development,C8_STATIC_FULL,ATU5,1122,2019-08-26,627.804149172,628.917104507,1.62949489053,626.236823926,631.597385088
development,C8_STATIC_FULL,ATU5,1123,2019-08-27,627.958978508,629.08169599,1.61398933866,626.426919772,631.736472207
development,C8_STATIC_FULL,ATU5,1124,2019-08-28,628.110787457,629.273361019,1.59750235685,626.645703473,631.901018564
development,C8_STATIC_FULL,ATU5,1125,2019-08-29,628.25936005,629.480827964,1.57624188515,626.888140782,632.073515145
development,C8_STATIC_FULL,ATU5,1126,2019-08-30,628.404480318,629.706281876,1.54916294854,627.158135582,632.254428171
development,C8_STATIC_FULL,ATU5,1127,2019-08-31,628.545932291,629.964848251,1.52186814215,627.461597918,632.468098585
development,C8_STATIC_FULL,ATU5,1128,2019-09-01,628.6835,630.192141045,1.51297840427,627.703513029,632.680769061
development,C8_STATIC_FULL,ATU5,1129,2019-09-02,628.817037527,630.233126782,1.50820832055,627.752344856,632.713908708
development,C8_STATIC_FULL,ATU5,1130,2019-09-03,628.946679153,630.164643046,1.50552164782,627.688280303,632.641005789
development,C8_STATIC_FULL,ATU5,1131,2019-09-04,629.072629212,630.110908162,1.50455653186,627.636132894,632.58568343
development,C8_STATIC_FULL,ATU5,1132,2019-09-05,629.195092036,630.082260346,1.50432721493,627.607862271,632.556658422
development,C8_STATIC_FULL,ATU5,1133,2019-09-06,629.314271958,629.940342372,1.48195735374,627.502739443,632.3779453
development,C8_STATIC_FULL,ATU5,1134,2019-09-07,629.43037331,629.922658418,1.47379611621,627.498479531,632.346837306
development,C8_STATIC_FULL,ATU5,1135,2019-09-08,629.543600426,628.862401479,1.46774599028,626.448174164,631.276628795
