phase,horizon,point,candidate,reference,mae_difference,rmse_difference,crps_difference,interval_score90_difference,coverage90_difference,width90_difference
later_exploratory,6,ATU5,TCN_BRES,B_ANCHOR,-0.530674154404276,-1.13273192496629,-0.454023225162327,-5.22191516274699,0.111111111111111,-0.61914564050765
later_exploratory,6,MJ3,TCN_BRES,B_ANCHOR,-0.458276644744779,-0.577852326109036,-0.406575599354604,-3.24839113614803,-0.038194444444445,-2.99393148214615
later_exploratory,6,MJ1,TCN_BRES,B_ANCHOR,-0.332323970756252,-0.379702440647722,-0.289284243196889,-2.89719584952992,-0.111111111111111,-2.66637085756465
later_exploratory,6,ATU1,TCN_BRES,DRIFT1,0.520985066050436,0.671824634896265,0.398872899672871,3.1685235379119,-0.052083333333334,2.09941064817952
later_exploratory,6,ATU5,TCN_BRES,DRIFT1,0.391913255322256,0.412541145730739,0.281671610635885,2.34240942436372,0.159722222222222,2.10300280543685
later_exploratory,6,MJ3,TCN_BRES,DRIFT1,0.261725660715156,0.404467835632865,0.197945444942771,2.09266560670149,0.013888888888888,0.693822947168639
later_exploratory,6,MJ1,TCN_BRES,DRIFT1,0.237132050306052,0.321708708100659,0.17397895519738,1.48331423691482,-0.072916666666666,0.836935481450324
later_exploratory,6,ATU1,TCN_BRES,RR_DIRECT,0.729786935244672,1.03889171789749,0.554230499555246,4.71125079109986,-0.152777777777778,2.47601577587285
later_exploratory,6,ATU5,TCN_BRES,RR_DIRECT,0.513451917720961,0.658995457495805,0.376085999310073,3.42620986231266,0,2.2714673264189
later_exploratory,6,MJ3,TCN_BRES,RR_DIRECT,0.30932424784386,0.472782110632773,0.23675382180137,2.53344370441694,-0.097222222222223,0.887309720790133
later_exploratory,6,MJ1,TCN_BRES,RR_DIRECT,0.275017115715571,0.378407336130923,0.205556133979809,1.81756929059676,-0.128472222222222,1.00831261825773
later_exploratory,6,ATU1,TCN_BRES,TCN_DIRECT,-0.119676851480239,-0.0155528199803199,-0.020369718682264,1.0211310329876,-0.145833333333334,-0.12318789895005
later_exploratory,6,ATU5,TCN_BRES,TCN_DIRECT,-0.231142856711923,-0.283468059296083,-0.138966026517509,-0.665541208348579,0.0173611111111109,-0.14865037689668
later_exploratory,6,MJ3,TCN_BRES,TCN_DIRECT,0.010824930216283,0.081358504158257,0.015384610798813,0.55264525385701,-0.055555555555556,-0.398136607344853
later_exploratory,6,MJ1,TCN_BRES,TCN_DIRECT,-0.057276596699257,-0.026727826698537,-0.029807933311397,-0.21250095043861,-0.145833333333333,-0.57121999323208
later_exploratory,7,ATU1,TCN_DIRECT,B_ANCHOR,-0.60311564734626,-1.6198803208623,-0.572629123333757,-8.91492748060968,0.101045296167247,-0.72396184323702
later_exploratory,7,ATU5,TCN_DIRECT,B_ANCHOR,-0.309939583297302,-0.94602449064364,-0.353448549774105,-5.45220629621975,0.10801393728223,-0.42505724453836
later_exploratory,7,MJ3,TCN_DIRECT,B_ANCHOR,-0.543328968975696,-0.764803544616495,-0.497560184888593,-4.57179086111426,0.020905923344948,-3.07453141788572
later_exploratory,7,MJ1,TCN_DIRECT,B_ANCHOR,-0.297055337595856,-0.381197317919001,-0.291955801262776,-3.13411295448947,0.048780487804878,-2.40229791572176
later_exploratory,7,ATU1,TCN_DIRECT,DRIFT1,0.712062421750075,0.742208358761294,0.463469457523048,2.28674343004273,0.111498257839721,2.56008685862362
later_exploratory,7,ATU5,TCN_DIRECT,DRIFT1,0.735838165837371,0.806408434498704,0.493443589900712,3.51670441146508,0.156794425087108,2.7628849034508
later_exploratory,7,MJ3,TCN_DIRECT,DRIFT1,0.285561866003675,0.366835321242555,0.208160777575944,1.75884945709873,0.0696864111498261,1.25419223014837
later_exploratory,7,MJ1,TCN_DIRECT,DRIFT1,0.338648498038819,0.394942114486617,0.232798171191512,1.90839072680957,0.073170731707317,1.63159078594991
later_exploratory,7,ATU1,TCN_DIRECT,RR_DIRECT,0.982759000838373,1.22147748826881,0.665837942785115,4.34248151809246,-0.00348432055749204,3.00680964397763
later_exploratory,7,ATU5,TCN_DIRECT,RR_DIRECT,0.893053059455122,1.12824099529678,0.616274751430503,4.96848278733468,-0.017421602787457,2.94823868175851
later_exploratory,7,MJ3,TCN_DIRECT,RR_DIRECT,0.347995938724866,0.456520170890449,0.259381980799637,2.35264338788003,-0.0313588850174219,1.50720187658381
later_exploratory,7,MJ1,TCN_DIRECT,RR_DIRECT,0.388057584499087,0.469234590011141,0.274405428190063,2.35814031381525,0.010452961672474,1.85750984122569
later_exploratory,7,ATU1,TCN_BRES,B_ANCHOR,-0.7619607669403,-1.65223261613401,-0.592463032960718,-7.48832583601899,-0.066202090592335,-0.76824812283497
later_exploratory,7,ATU5,TCN_BRES,B_ANCHOR,-0.596334949145389,-1.2889566344922,-0.514820866445439,-6.16382317851484,0.118466898954704,-0.52498071360657
later_exploratory,7,MJ3,TCN_BRES,B_ANCHOR,-0.534752332030878,-0.689316710026347,-0.485338248203105,-4.04886498674209,-0.034843205574913,-3.55450879662996
later_exploratory,7,MJ1,TCN_BRES,B_ANCHOR,-0.36773046655199,-0.419019728775621,-0.327226698663216,-3.35394639024823,-0.090592334494774,-3.06458572218386
later_exploratory,7,ATU1,TCN_BRES,DRIFT1,0.553217302156035,0.709856063489584,0.443635547896087,3.71334507463342,-0.0557491289198609,2.51580057902567
later_exploratory,7,ATU5,TCN_BRES,DRIFT1,0.449442799989284,0.463476290650144,0.332071273229378,2.80508752916999,0.167247386759582,2.66296143438259
later_exploratory,7,MJ3,TCN_BRES,DRIFT1,0.294138502948493,0.442322155832703,0.220382714261432,2.2817753314709,0.013937282229965,0.774214851404129
later_exploratory,7,MJ1,TCN_BRES,DRIFT1,0.267973369082685,0.357119703629997,0.197527273791071,1.68855729105081,-0.066202090592335,0.969302979487811
later_exploratory,7,ATU1,TCN_BRES,RR_DIRECT,0.823913881244333,1.1891251929971,0.646004033158154,5.76908316268315,-0.170731707317074,2.96252336437968
later_exploratory,7,ATU5,TCN_BRES,RR_DIRECT,0.606657693607035,0.785308851448224,0.454902434759169,4.25686590503959,-0.00696864111498297,2.8483152126903
later_exploratory,7,MJ3,TCN_BRES,RR_DIRECT,0.356572575669684,0.532007005480597,0.271603917485125,2.8755692622522,-0.087108013937283,1.02722449783957
later_exploratory,7,MJ1,TCN_BRES,RR_DIRECT,0.317382455542953,0.431412179154521,0.239134530789622,2.13830687805649,-0.128919860627178,1.19522203476359
later_exploratory,7,ATU1,TCN_BRES,TCN_DIRECT,-0.15884511959404,-0.0323522952717099,-0.019833909626961,1.42660164459069,-0.167247386759582,-0.0442862795979497
later_exploratory,7,ATU5,TCN_BRES,TCN_DIRECT,-0.286395365848087,-0.34293214384856,-0.161372316671334,-0.711616882295091,0.010452961672474,-0.09992346906821
later_exploratory,7,MJ3,TCN_BRES,TCN_DIRECT,0.00857663694481797,0.075486834590148,0.012221936685488,0.52292587437217,-0.0557491289198611,-0.47997737874424
later_exploratory,7,MJ1,TCN_BRES,TCN_DIRECT,-0.070675128956134,-0.03782241085662,-0.03527089740044,-0.21983343575876,-0.139372822299652,-0.6622878064621
