date,split,site_fusion_status,site_level,site_color,site_fusion_reason,formal_warning_output,total_station_count,valid_station_count,minimum_valid_station_count,minimum_supporting_stations,contributing_stations,uncorroborated_stations,nonvalid_stations,station_count_green,station_count_blue,station_count_yellow,station_count_orange,station_count_red,station_count_at_or_above_green,station_count_at_or_above_blue,station_count_at_or_above_yellow,station_count_at_or_above_orange,station_count_at_or_above_red,artifact_kind,artifact_status,case,vajont_used,operational_profile_id,operational_profile_version,base_protocol_id,base_protocol_version,base_protocol_content_sha256
2019-06-10,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU1;ATU5;MJ3,,0,3,1,0,1,5,5,2,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-11,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU1;ATU5;MJ3,,0,3,1,0,1,5,5,2,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-12,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU4;ATU5;MJ3,,0,2,1,0,1,4,4,2,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-13,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU4;ATU5;MJ3,,0,4,0,0,0,4,4,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-14,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU4;ATU5;MJ3,,0,4,0,0,0,4,4,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-15,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU2;ATU4;ATU5;MJ3,,0,3,0,0,0,3,3,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-16,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,2,6,2,,ATU1;ATU2;ATU3;ATU4;ATU5;MJ3,,0,2,0,0,0,2,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-17,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,2,6,2,,ATU1;ATU2;ATU3;ATU4;ATU5;MJ3,,0,2,0,0,0,2,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-18,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,2,6,2,,ATU1;ATU2;ATU3;ATU4;ATU5;MJ3,,0,2,0,0,0,2,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-19,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU2;ATU3;ATU4;MJ3,,1,2,0,0,0,3,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-20,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU2;ATU3;ATU4;MJ3,,2,2,0,0,0,4,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-21,calibration,valid,1.0,blue,2_station_corroborated_blue,False,8,6,6,2,MJ1;MJ9,ATU3;MJ3,,4,2,0,0,0,6,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-22,calibration,valid,1.0,blue,2_station_corroborated_blue,False,8,6,6,2,MJ1;MJ9,ATU3;MJ3,,4,2,0,0,0,6,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-23,calibration,valid,1.0,blue,2_station_corroborated_blue,False,8,6,6,2,MJ1;MJ9,ATU3;MJ3,,4,2,0,0,0,6,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-24,calibration,valid,1.0,blue,2_station_corroborated_blue,False,8,6,6,2,MJ1;MJ9,ATU3;MJ3,,4,2,0,0,0,6,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-25,calibration,valid,1.0,blue,2_station_corroborated_blue,False,8,6,6,2,MJ1;MJ9,ATU3;MJ3,,4,2,0,0,0,6,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-26,calibration,valid,1.0,blue,2_station_corroborated_blue,False,8,7,6,2,MJ1;MJ9,MJ3,,5,2,0,0,0,7,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-27,calibration,valid,1.0,blue,2_station_corroborated_blue,False,8,7,6,2,MJ1;MJ9,MJ3,,5,2,0,0,0,7,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-28,calibration,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,1,0,0,0,7,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-29,calibration,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ1;MJ3,,5,1,0,0,0,6,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-06-30,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU1;MJ1;MJ3,,4,1,0,0,0,5,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-01,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU1;ATU5;MJ1,,3,2,0,0,0,5,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-02,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU5;MJ1;MJ9,,3,1,0,0,0,4,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-03,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU1;MJ1;MJ9,,4,1,0,0,0,5,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-04,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-05,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-06,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU5;MJ1;MJ3;MJ9,,3,0,0,0,0,3,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-07,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,2,6,2,,ATU1;ATU3;ATU5;MJ1;MJ3;MJ9,,2,0,0,0,0,2,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-08,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,2,6,2,,ATU1;ATU3;ATU5;MJ1;MJ3;MJ9,,2,0,0,0,0,2,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-09,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,2,6,2,,ATU1;ATU3;ATU5;MJ1;MJ3;MJ9,,2,0,0,0,0,2,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-10,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,2,6,2,,ATU1;ATU3;ATU5;MJ1;MJ3;MJ9,,2,0,0,0,0,2,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-11,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,2,6,2,,ATU1;ATU3;ATU5;MJ1;MJ3;MJ9,,2,0,0,0,0,2,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-12,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,2,6,2,,ATU1;ATU3;ATU5;MJ1;MJ3;MJ9,,2,0,0,0,0,2,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-13,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU3;ATU5;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-14,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU3;ATU5;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-15,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU3;ATU5;MJ3;MJ9,,3,0,0,0,0,3,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-16,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU3;ATU5;MJ3;MJ9,,3,0,0,0,0,3,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-17,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU3;ATU5;MJ3;MJ9,,3,0,0,0,0,3,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-18,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU3;ATU5;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-19,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU3;ATU5;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-20,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU3;ATU5;MJ3;MJ9,,3,0,0,0,0,3,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-21,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU5;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-22,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU5;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-23,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU5;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-24,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU5;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-25,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU5;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-26,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU1;ATU5;MJ3,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-27,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU1;ATU5;MJ3,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-28,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU1;ATU5;MJ3,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-29,calibration,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,ATU5;MJ3,,6,0,0,0,0,6,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-30,calibration,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,ATU5;MJ3,,6,0,0,0,0,6,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-07-31,calibration,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,ATU5;MJ3,,6,0,0,0,0,6,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-01,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU2;ATU3;ATU5;MJ1;MJ3,,3,0,0,0,0,3,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-02,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU5;MJ1;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-03,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU5;MJ1;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-04,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-05,calibration,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ1;MJ3,,6,0,0,0,0,6,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-06,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU3;ATU5;MJ1;MJ3;MJ9,,3,0,0,0,0,3,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-07,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU3;ATU5;MJ3;MJ9,,3,0,0,0,0,3,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-08,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU3;ATU5;MJ3;MJ9,,3,0,0,0,0,3,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-09,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU3;ATU5;MJ3;MJ9,,3,0,0,0,0,3,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-10,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU5;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-11,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU5;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-12,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU5;MJ3;MJ9,,4,0,0,0,0,4,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-13,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU5;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-08-14,calibration,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU5;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
