check,values,max_difference,tolerance
972/RR_COND/2/interval_score80/summary,1,8.5265128291212022e-14,1e-08
972/RR_COND/2/interval_score80/points,4,2.7000623958883807e-13,1e-08
972/RR_COND/2/coverage90/summary,1,0,1e-08
972/RR_COND/2/coverage90/points,4,0,1e-08
972/RR_COND/2/width90/summary,1,2.2737367544323206e-13,1e-08
972/RR_COND/2/width90/points,4,6.6791017161449417e-13,1e-08
972/RR_COND/2/interval_score90/summary,1,0,1e-08
972/RR_COND/2/interval_score90/points,4,6.8212102632969618e-13,1e-08
972/RR_COND/2/coverage95/summary,1,0,1e-08
972/RR_COND/2/coverage95/points,4,0,1e-08
972/RR_COND/2/width95/summary,1,5.6843418860808015e-14,1e-08
972/RR_COND/2/width95/points,4,2.5579538487363607e-13,1e-08
972/RR_COND/2/interval_score95/summary,1,0,1e-08
972/RR_COND/2/interval_score95/points,4,4.5474735088646412e-13,1e-08
972/RR_COND/ATU1/target_indices,293,0,0
972/RR_COND/ATU1/daily,879,0,0
972/RR_COND/ATU5/target_indices,293,0,0
972/RR_COND/ATU5/daily,879,0,0
972/RR_COND/MJ3/target_indices,293,0,0
972/RR_COND/MJ3/daily,879,0,0
972/RR_COND/MJ1/target_indices,293,0,0
972/RR_COND/MJ1/daily,879,0,0
972/RR_COND/ensemble/1/0/endpoint,3,0,1e-08
972/RR_COND/ensemble/1/1/endpoint,3,0,1e-08
972/RR_COND/ensemble/1/2/endpoint,3,0,1e-08
972/RR_COND/ensemble/1/3/endpoint,3,0,1e-08
972/RR_COND/ensemble/7/0/endpoint,3,0,1e-08
972/RR_COND/ensemble/7/1/endpoint,3,0,1e-08
972/RR_COND/ensemble/7/2/endpoint,3,0,1e-08
972/RR_COND/ensemble/7/3/endpoint,3,0,1e-08
972/RR_COND/ensemble/30/0/endpoint,3,0,1e-08
972/RR_COND/ensemble/30/1/endpoint,3,0,1e-08
972/RR_COND/ensemble/30/2/endpoint,3,0,1e-08
972/RR_COND/ensemble/30/3/endpoint,3,0,1e-08
972/RR_COND/0/1/0/endpoint,3,0,1e-08
972/RR_COND/0/1/1/endpoint,3,0,1e-08
972/RR_COND/0/1/2/endpoint,3,0,1e-08
972/RR_COND/0/1/3/endpoint,3,0,1e-08
972/RR_COND/0/7/0/endpoint,3,0,1e-08
972/RR_COND/0/7/1/endpoint,3,0,1e-08
972/RR_COND/0/7/2/endpoint,3,0,1e-08
972/RR_COND/0/7/3/endpoint,3,0,1e-08
972/RR_COND/0/30/0/endpoint,3,0,1e-08
972/RR_COND/0/30/1/endpoint,3,0,1e-08
972/RR_COND/0/30/2/endpoint,3,0,1e-08
972/RR_COND/0/30/3/endpoint,3,0,1e-08
972/RR_COND/1/1/0/endpoint,3,0,1e-08
972/RR_COND/1/1/1/endpoint,3,0,1e-08
972/RR_COND/1/1/2/endpoint,3,0,1e-08
972/RR_COND/1/1/3/endpoint,3,0,1e-08
972/RR_COND/1/7/0/endpoint,3,0,1e-08
972/RR_COND/1/7/1/endpoint,3,0,1e-08
972/RR_COND/1/7/2/endpoint,3,0,1e-08
972/RR_COND/1/7/3/endpoint,3,0,1e-08
972/RR_COND/1/30/0/endpoint,3,0,1e-08
972/RR_COND/1/30/1/endpoint,3,0,1e-08
972/RR_COND/1/30/2/endpoint,3,0,1e-08
972/RR_COND/1/30/3/endpoint,3,0,1e-08
972/RR_COND/2/1/0/endpoint,3,0,1e-08
972/RR_COND/2/1/1/endpoint,3,0,1e-08
972/RR_COND/2/1/2/endpoint,3,0,1e-08
972/RR_COND/2/1/3/endpoint,3,0,1e-08
972/RR_COND/2/7/0/endpoint,3,0,1e-08
972/RR_COND/2/7/1/endpoint,3,0,1e-08
972/RR_COND/2/7/2/endpoint,3,0,1e-08
972/RR_COND/2/7/3/endpoint,3,0,1e-08
972/RR_COND/2/30/0/endpoint,3,0,1e-08
972/RR_COND/2/30/1/endpoint,3,0,1e-08
972/RR_COND/2/30/2/endpoint,3,0,1e-08
972/RR_COND/2/30/3/endpoint,3,0,1e-08
972/G_CACHED/calibration,360,0,0
972/G_CACHED/scale,4,0,0
972/G_CACHED/mae/summary,1,0,1e-08
972/G_CACHED/mae/points,4,7.1054273576010019e-15,1e-08
972/G_CACHED/rmse/summary,1,0,1e-08
972/G_CACHED/rmse/points,4,0,1e-08
972/G_CACHED/crps/summary,1,3.5527136788005009e-15,1e-08
972/G_CACHED/crps/points,4,2.1316282072803006e-14,1e-08
972/G_CACHED/coverage80/summary,1,0,1e-08
972/G_CACHED/coverage80/points,4,0,1e-08
972/G_CACHED/width80/summary,1,1.4921397450962104e-13,1e-08
972/G_CACHED/width80/points,4,6.1106675275368616e-13,1e-08
972/G_CACHED/interval_score80/summary,1,1.4210854715202004e-13,1e-08
972/G_CACHED/interval_score80/points,4,6.1106675275368616e-13,1e-08
972/G_CACHED/coverage90/summary,1,0,1e-08
972/G_CACHED/coverage90/points,4,0,1e-08
972/G_CACHED/width90/summary,1,2.1316282072803006e-13,1e-08
972/G_CACHED/width90/points,4,3.836930773104541e-13,1e-08
972/G_CACHED/interval_score90/summary,1,1.7053025658242404e-13,1e-08
972/G_CACHED/interval_score90/points,4,3.836930773104541e-13,1e-08
972/G_CACHED/coverage95/summary,1,0,1e-08
972/G_CACHED/coverage95/points,4,0,1e-08
972/G_CACHED/width95/summary,1,2.2737367544323206e-13,1e-08
972/G_CACHED/width95/points,4,3.4816594052244909e-13,1e-08
972/G_CACHED/interval_score95/summary,1,2.8421709430404007e-13,1e-08
972/G_CACHED/interval_score95/points,4,4.5474735088646412e-13,1e-08
972/G_CACHED/0/mae/summary,1,0,1e-08
972/G_CACHED/0/mae/points,4,7.1054273576010019e-15,1e-08
972/G_CACHED/0/rmse/summary,1,3.5527136788005009e-15,1e-08
972/G_CACHED/0/rmse/points,4,1.4210854715202004e-14,1e-08
972/G_CACHED/0/crps/summary,1,3.5527136788005009e-15,1e-08
972/G_CACHED/0/crps/points,4,1.4210854715202004e-14,1e-08
972/G_CACHED/0/coverage80/summary,1,0,1e-08
972/G_CACHED/0/coverage80/points,4,0,1e-08
972/G_CACHED/0/width80/summary,1,1.4210854715202004e-13,1e-08
972/G_CACHED/0/width80/points,4,6.1106675275368616e-13,1e-08
972/G_CACHED/0/interval_score80/summary,1,1.7053025658242404e-13,1e-08
972/G_CACHED/0/interval_score80/points,4,6.1106675275368616e-13,1e-08
972/G_CACHED/0/coverage90/summary,1,0,1e-08
972/G_CACHED/0/coverage90/points,4,0,1e-08
972/G_CACHED/0/width90/summary,1,2.1316282072803006e-13,1e-08
972/G_CACHED/0/width90/points,4,3.836930773104541e-13,1e-08
972/G_CACHED/0/interval_score90/summary,1,1.1368683772161603e-13,1e-08
972/G_CACHED/0/interval_score90/points,4,3.836930773104541e-13,1e-08
972/G_CACHED/0/coverage95/summary,1,0,1e-08
972/G_CACHED/0/coverage95/points,4,0,1e-08
972/G_CACHED/0/width95/summary,1,2.2737367544323206e-13,1e-08
972/G_CACHED/0/width95/points,4,3.6237679523765109e-13,1e-08
972/G_CACHED/0/interval_score95/summary,1,5.6843418860808015e-14,1e-08
972/G_CACHED/0/interval_score95/points,4,3.5527136788005009e-13,1e-08
972/G_CACHED/1/mae/summary,1,0,1e-08
972/G_CACHED/1/mae/points,4,7.1054273576010019e-15,1e-08
972/G_CACHED/1/rmse/summary,1,0,1e-08
972/G_CACHED/1/rmse/points,4,7.1054273576010019e-15,1e-08
972/G_CACHED/1/crps/summary,1,3.5527136788005009e-15,1e-08
972/G_CACHED/1/crps/points,4,1.4210854715202004e-14,1e-08
972/G_CACHED/1/coverage80/summary,1,0,1e-08
972/G_CACHED/1/coverage80/points,4,0,1e-08
972/G_CACHED/1/width80/summary,1,1.4210854715202004e-13,1e-08
972/G_CACHED/1/width80/points,4,6.1106675275368616e-13,1e-08
972/G_CACHED/1/interval_score80/summary,1,1.7053025658242404e-13,1e-08
972/G_CACHED/1/interval_score80/points,4,6.1106675275368616e-13,1e-08
972/G_CACHED/1/coverage90/summary,1,0,1e-08
972/G_CACHED/1/coverage90/points,4,0,1e-08
972/G_CACHED/1/width90/summary,1,2.2026824808563106e-13,1e-08
972/G_CACHED/1/width90/points,4,3.836930773104541e-13,1e-08
972/G_CACHED/1/interval_score90/summary,1,2.5579538487363607e-13,1e-08
972/G_CACHED/1/interval_score90/points,4,3.836930773104541e-13,1e-08
972/G_CACHED/1/coverage95/summary,1,0,1e-08
972/G_CACHED/1/coverage95/points,4,0,1e-08
972/G_CACHED/1/width95/summary,1,2.2737367544323206e-13,1e-08
972/G_CACHED/1/width95/points,4,3.836930773104541e-13,1e-08
972/G_CACHED/1/interval_score95/summary,1,2.8421709430404007e-13,1e-08
972/G_CACHED/1/interval_score95/points,4,6.8212102632969618e-13,1e-08
972/G_CACHED/2/mae/summary,1,3.5527136788005009e-15,1e-08
972/G_CACHED/2/mae/points,4,2.1316282072803006e-14,1e-08
972/G_CACHED/2/rmse/summary,1,0,1e-08
972/G_CACHED/2/rmse/points,4,2.1316282072803006e-14,1e-08
972/G_CACHED/2/crps/summary,1,7.1054273576010019e-15,1e-08
972/G_CACHED/2/crps/points,4,2.1316282072803006e-14,1e-08
972/G_CACHED/2/coverage80/summary,1,0,1e-08
972/G_CACHED/2/coverage80/points,4,0,1e-08
972/G_CACHED/2/width80/summary,1,1.4921397450962104e-13,1e-08
972/G_CACHED/2/width80/points,4,6.1106675275368616e-13,1e-08
972/G_CACHED/2/interval_score80/summary,1,1.1368683772161603e-13,1e-08
972/G_CACHED/2/interval_score80/points,4,6.1106675275368616e-13,1e-08
972/G_CACHED/2/coverage90/summary,1,0,1e-08
972/G_CACHED/2/coverage90/points,4,0,1e-08
972/G_CACHED/2/width90/summary,1,2.1316282072803006e-13,1e-08
972/G_CACHED/2/width90/points,4,3.836930773104541e-13,1e-08
972/G_CACHED/2/interval_score90/summary,1,2.2737367544323206e-13,1e-08
972/G_CACHED/2/interval_score90/points,4,4.5474735088646412e-13,1e-08
972/G_CACHED/2/coverage95/summary,1,0,1e-08
972/G_CACHED/2/coverage95/points,4,0,1e-08
972/G_CACHED/2/width95/summary,1,2.2737367544323206e-13,1e-08
972/G_CACHED/2/width95/points,4,3.4816594052244909e-13,1e-08
972/G_CACHED/2/interval_score95/summary,1,1.1368683772161603e-13,1e-08
972/G_CACHED/2/interval_score95/points,4,3.2684965844964609e-13,1e-08
972/G_CACHED/ATU1/target_indices,293,0,0
972/G_CACHED/ATU1/daily,879,0,0
972/G_CACHED/ATU5/target_indices,293,0,0
972/G_CACHED/ATU5/daily,879,0,0
972/G_CACHED/MJ3/target_indices,293,0,0
972/G_CACHED/MJ3/daily,879,0,0
972/G_CACHED/MJ1/target_indices,293,0,0
972/G_CACHED/MJ1/daily,879,0,0
972/G_CACHED/ensemble/1/0/endpoint,3,0,1e-08
972/G_CACHED/ensemble/1/1/endpoint,3,0,1e-08
972/G_CACHED/ensemble/1/2/endpoint,3,0,1e-08
972/G_CACHED/ensemble/1/3/endpoint,3,0,1e-08
972/G_CACHED/ensemble/7/0/endpoint,3,0,1e-08
972/G_CACHED/ensemble/7/1/endpoint,3,0,1e-08
972/G_CACHED/ensemble/7/2/endpoint,3,0,1e-08
972/G_CACHED/ensemble/7/3/endpoint,3,0,1e-08
972/G_CACHED/ensemble/30/0/endpoint,3,0,1e-08
972/G_CACHED/ensemble/30/1/endpoint,3,0,1e-08
972/G_CACHED/ensemble/30/2/endpoint,3,0,1e-08
972/G_CACHED/ensemble/30/3/endpoint,3,0,1e-08
972/G_CACHED/0/1/0/endpoint,3,0,1e-08
972/G_CACHED/0/1/1/endpoint,3,0,1e-08
972/G_CACHED/0/1/2/endpoint,3,0,1e-08
972/G_CACHED/0/1/3/endpoint,3,0,1e-08
972/G_CACHED/0/7/0/endpoint,3,0,1e-08
972/G_CACHED/0/7/1/endpoint,3,0,1e-08
972/G_CACHED/0/7/2/endpoint,3,0,1e-08
972/G_CACHED/0/7/3/endpoint,3,0,1e-08
972/G_CACHED/0/30/0/endpoint,3,0,1e-08
972/G_CACHED/0/30/1/endpoint,3,0,1e-08
972/G_CACHED/0/30/2/endpoint,3,0,1e-08
972/G_CACHED/0/30/3/endpoint,3,0,1e-08
972/G_CACHED/1/1/0/endpoint,3,0,1e-08
972/G_CACHED/1/1/1/endpoint,3,0,1e-08
972/G_CACHED/1/1/2/endpoint,3,0,1e-08
972/G_CACHED/1/1/3/endpoint,3,0,1e-08
972/G_CACHED/1/7/0/endpoint,3,0,1e-08
972/G_CACHED/1/7/1/endpoint,3,0,1e-08
972/G_CACHED/1/7/2/endpoint,3,0,1e-08
972/G_CACHED/1/7/3/endpoint,3,0,1e-08
972/G_CACHED/1/30/0/endpoint,3,0,1e-08
972/G_CACHED/1/30/1/endpoint,3,0,1e-08
972/G_CACHED/1/30/2/endpoint,3,0,1e-08
972/G_CACHED/1/30/3/endpoint,3,0,1e-08
972/G_CACHED/2/1/0/endpoint,3,0,1e-08
972/G_CACHED/2/1/1/endpoint,3,0,1e-08
972/G_CACHED/2/1/2/endpoint,3,0,1e-08
972/G_CACHED/2/1/3/endpoint,3,0,1e-08
972/G_CACHED/2/7/0/endpoint,3,0,1e-08
972/G_CACHED/2/7/1/endpoint,3,0,1e-08
972/G_CACHED/2/7/2/endpoint,3,0,1e-08
972/G_CACHED/2/7/3/endpoint,3,0,1e-08
972/G_CACHED/2/30/0/endpoint,3,0,1e-08
972/G_CACHED/2/30/1/endpoint,3,0,1e-08
972/G_CACHED/2/30/2/endpoint,3,0,1e-08
972/G_CACHED/2/30/3/endpoint,3,0,1e-08
972/G_REFRESH/calibration,360,0,0
972/G_REFRESH/scale,4,0,0
972/G_REFRESH/mae/summary,1,0,1e-08
972/G_REFRESH/mae/points,4,2.1316282072803006e-14,1e-08
972/G_REFRESH/rmse/summary,1,0,1e-08
972/G_REFRESH/rmse/points,4,0,1e-08
972/G_REFRESH/crps/summary,1,1.0658141036401503e-14,1e-08
972/G_REFRESH/crps/points,4,3.907985046680551e-14,1e-08
972/G_REFRESH/coverage80/summary,1,0,1e-08
972/G_REFRESH/coverage80/points,4,0,1e-08
972/G_REFRESH/width80/summary,1,3.4106051316484809e-13,1e-08
972/G_REFRESH/width80/points,4,9.9475983006414026e-13,1e-08
972/G_REFRESH/interval_score80/summary,1,3.694822225952521e-13,1e-08
972/G_REFRESH/interval_score80/points,4,9.9475983006414026e-13,1e-08
972/G_REFRESH/coverage90/summary,1,0,1e-08
972/G_REFRESH/coverage90/points,4,0,1e-08
972/G_REFRESH/width90/summary,1,1.7053025658242404e-13,1e-08
972/G_REFRESH/width90/points,4,4.1211478674085811e-13,1e-08
972/G_REFRESH/interval_score90/summary,1,1.1368683772161603e-13,1e-08
972/G_REFRESH/interval_score90/points,4,4.1211478674085811e-13,1e-08
972/G_REFRESH/coverage95/summary,1,0,1e-08
972/G_REFRESH/coverage95/points,4,0,1e-08
972/G_REFRESH/width95/summary,1,3.4106051316484809e-13,1e-08
972/G_REFRESH/width95/points,4,1.3358203432289883e-12,1e-08
972/G_REFRESH/interval_score95/summary,1,1.7053025658242404e-13,1e-08
972/G_REFRESH/interval_score95/points,4,1.3358203432289883e-12,1e-08
972/G_REFRESH/0/mae/summary,1,0,1e-08
972/G_REFRESH/0/mae/points,4,1.0658141036401503e-14,1e-08
972/G_REFRESH/0/rmse/summary,1,3.5527136788005009e-15,1e-08
972/G_REFRESH/0/rmse/points,4,7.1054273576010019e-15,1e-08
972/G_REFRESH/0/crps/summary,1,3.5527136788005009e-15,1e-08
972/G_REFRESH/0/crps/points,4,1.0658141036401503e-14,1e-08
972/G_REFRESH/0/coverage80/summary,1,0,1e-08
972/G_REFRESH/0/coverage80/points,4,0,1e-08
972/G_REFRESH/0/width80/summary,1,3.2684965844964609e-13,1e-08
972/G_REFRESH/0/width80/points,4,9.8054897534893826e-13,1e-08
972/G_REFRESH/0/interval_score80/summary,1,3.979039320256561e-13,1e-08
972/G_REFRESH/0/interval_score80/points,4,9.8054897534893826e-13,1e-08
972/G_REFRESH/0/coverage90/summary,1,0,1e-08
972/G_REFRESH/0/coverage90/points,4,0,1e-08
972/G_REFRESH/0/width90/summary,1,1.7053025658242404e-13,1e-08
972/G_REFRESH/0/width90/points,4,4.1211478674085811e-13,1e-08
972/G_REFRESH/0/interval_score90/summary,1,5.6843418860808015e-14,1e-08
972/G_REFRESH/0/interval_score90/points,4,4.1211478674085811e-13,1e-08
972/G_REFRESH/0/coverage95/summary,1,0,1e-08
972/G_REFRESH/0/coverage95/points,4,0,1e-08
972/G_REFRESH/0/width95/summary,1,3.4106051316484809e-13,1e-08
972/G_REFRESH/0/width95/points,4,1.3358203432289883e-12,1e-08
972/G_REFRESH/0/interval_score95/summary,1,4.5474735088646412e-13,1e-08
972/G_REFRESH/0/interval_score95/points,4,1.3358203432289883e-12,1e-08
972/G_REFRESH/1/mae/summary,1,3.5527136788005009e-15,1e-08
972/G_REFRESH/1/mae/points,4,1.4210854715202004e-14,1e-08
972/G_REFRESH/1/rmse/summary,1,0,1e-08
972/G_REFRESH/1/rmse/points,4,3.5527136788005009e-15,1e-08
972/G_REFRESH/1/crps/summary,1,7.1054273576010019e-15,1e-08
972/G_REFRESH/1/crps/points,4,3.1974423109204508e-14,1e-08
972/G_REFRESH/1/coverage80/summary,1,0,1e-08
972/G_REFRESH/1/coverage80/points,4,0,1e-08
972/G_REFRESH/1/width80/summary,1,3.2684965844964609e-13,1e-08
972/G_REFRESH/1/width80/points,4,9.9475983006414026e-13,1e-08
972/G_REFRESH/1/interval_score80/summary,1,3.694822225952521e-13,1e-08
972/G_REFRESH/1/interval_score80/points,4,9.9475983006414026e-13,1e-08
972/G_REFRESH/1/coverage90/summary,1,0,1e-08
972/G_REFRESH/1/coverage90/points,4,0,1e-08
972/G_REFRESH/1/width90/summary,1,1.7053025658242404e-13,1e-08
972/G_REFRESH/1/width90/points,4,4.1211478674085811e-13,1e-08
972/G_REFRESH/1/interval_score90/summary,1,1.7053025658242404e-13,1e-08
972/G_REFRESH/1/interval_score90/points,4,4.1211478674085811e-13,1e-08
972/G_REFRESH/1/coverage95/summary,1,0,1e-08
972/G_REFRESH/1/coverage95/points,4,0,1e-08
972/G_REFRESH/1/width95/summary,1,3.4106051316484809e-13,1e-08
972/G_REFRESH/1/width95/points,4,1.3358203432289883e-12,1e-08
972/G_REFRESH/1/interval_score95/summary,1,4.5474735088646412e-13,1e-08
972/G_REFRESH/1/interval_score95/points,4,1.3358203432289883e-12,1e-08
972/G_REFRESH/2/mae/summary,1,3.5527136788005009e-15,1e-08
972/G_REFRESH/2/mae/points,4,1.4210854715202004e-14,1e-08
972/G_REFRESH/2/rmse/summary,1,7.1054273576010019e-15,1e-08
972/G_REFRESH/2/rmse/points,4,7.1054273576010019e-15,1e-08
972/G_REFRESH/2/crps/summary,1,1.7763568394002505e-14,1e-08
972/G_REFRESH/2/crps/points,4,5.6843418860808015e-14,1e-08
972/G_REFRESH/2/coverage80/summary,1,0,1e-08
972/G_REFRESH/2/coverage80/points,4,0,1e-08
972/G_REFRESH/2/width80/summary,1,3.2684965844964609e-13,1e-08
972/G_REFRESH/2/width80/points,4,9.8054897534893826e-13,1e-08
972/G_REFRESH/2/interval_score80/summary,1,3.694822225952521e-13,1e-08
972/G_REFRESH/2/interval_score80/points,4,9.8054897534893826e-13,1e-08
972/G_REFRESH/2/coverage90/summary,1,0,1e-08
972/G_REFRESH/2/coverage90/points,4,0,1e-08
972/G_REFRESH/2/width90/summary,1,1.7053025658242404e-13,1e-08
972/G_REFRESH/2/width90/points,4,4.1211478674085811e-13,1e-08
972/G_REFRESH/2/interval_score90/summary,1,1.4210854715202004e-13,1e-08
972/G_REFRESH/2/interval_score90/points,4,4.1211478674085811e-13,1e-08
972/G_REFRESH/2/coverage95/summary,1,0,1e-08
972/G_REFRESH/2/coverage95/points,4,0,1e-08
972/G_REFRESH/2/width95/summary,1,3.4106051316484809e-13,1e-08
972/G_REFRESH/2/width95/points,4,1.3358203432289883e-12,1e-08
972/G_REFRESH/2/interval_score95/summary,1,5.1159076974727213e-13,1e-08
972/G_REFRESH/2/interval_score95/points,4,1.3358203432289883e-12,1e-08
972/G_REFRESH/ATU1/target_indices,293,0,0
972/G_REFRESH/ATU1/daily,879,0,0
972/G_REFRESH/ATU5/target_indices,293,0,0
972/G_REFRESH/ATU5/daily,879,0,0
972/G_REFRESH/MJ3/target_indices,293,0,0
972/G_REFRESH/MJ3/daily,879,0,0
972/G_REFRESH/MJ1/target_indices,293,0,0
972/G_REFRESH/MJ1/daily,879,0,0
972/G_REFRESH/ensemble/1/0/endpoint,3,0,1e-08
972/G_REFRESH/ensemble/1/1/endpoint,3,0,1e-08
972/G_REFRESH/ensemble/1/2/endpoint,3,0,1e-08
972/G_REFRESH/ensemble/1/3/endpoint,3,0,1e-08
972/G_REFRESH/ensemble/7/0/endpoint,3,0,1e-08
972/G_REFRESH/ensemble/7/1/endpoint,3,0,1e-08
972/G_REFRESH/ensemble/7/2/endpoint,3,0,1e-08
972/G_REFRESH/ensemble/7/3/endpoint,3,0,1e-08
972/G_REFRESH/ensemble/30/0/endpoint,3,0,1e-08
972/G_REFRESH/ensemble/30/1/endpoint,3,0,1e-08
972/G_REFRESH/ensemble/30/2/endpoint,3,0,1e-08
972/G_REFRESH/ensemble/30/3/endpoint,3,0,1e-08
972/G_REFRESH/0/1/0/endpoint,3,0,1e-08
972/G_REFRESH/0/1/1/endpoint,3,0,1e-08
972/G_REFRESH/0/1/2/endpoint,3,0,1e-08
972/G_REFRESH/0/1/3/endpoint,3,0,1e-08
972/G_REFRESH/0/7/0/endpoint,3,0,1e-08
972/G_REFRESH/0/7/1/endpoint,3,0,1e-08
972/G_REFRESH/0/7/2/endpoint,3,0,1e-08
972/G_REFRESH/0/7/3/endpoint,3,0,1e-08
972/G_REFRESH/0/30/0/endpoint,3,0,1e-08
972/G_REFRESH/0/30/1/endpoint,3,0,1e-08
972/G_REFRESH/0/30/2/endpoint,3,0,1e-08
972/G_REFRESH/0/30/3/endpoint,3,0,1e-08
972/G_REFRESH/1/1/0/endpoint,3,0,1e-08
972/G_REFRESH/1/1/1/endpoint,3,0,1e-08
972/G_REFRESH/1/1/2/endpoint,3,0,1e-08
972/G_REFRESH/1/1/3/endpoint,3,0,1e-08
972/G_REFRESH/1/7/0/endpoint,3,0,1e-08
972/G_REFRESH/1/7/1/endpoint,3,0,1e-08
972/G_REFRESH/1/7/2/endpoint,3,0,1e-08
972/G_REFRESH/1/7/3/endpoint,3,0,1e-08
972/G_REFRESH/1/30/0/endpoint,3,0,1e-08
972/G_REFRESH/1/30/1/endpoint,3,0,1e-08
972/G_REFRESH/1/30/2/endpoint,3,0,1e-08
972/G_REFRESH/1/30/3/endpoint,3,0,1e-08
972/G_REFRESH/2/1/0/endpoint,3,0,1e-08
972/G_REFRESH/2/1/1/endpoint,3,0,1e-08
972/G_REFRESH/2/1/2/endpoint,3,0,1e-08
972/G_REFRESH/2/1/3/endpoint,3,0,1e-08
972/G_REFRESH/2/7/0/endpoint,3,0,1e-08
972/G_REFRESH/2/7/1/endpoint,3,0,1e-08
972/G_REFRESH/2/7/2/endpoint,3,0,1e-08
972/G_REFRESH/2/7/3/endpoint,3,0,1e-08
972/G_REFRESH/2/30/0/endpoint,3,0,1e-08
972/G_REFRESH/2/30/1/endpoint,3,0,1e-08
972/G_REFRESH/2/30/2/endpoint,3,0,1e-08
972/G_REFRESH/2/30/3/endpoint,3,0,1e-08
1168/scale_mean,56,0,9.9999999999999998e-13
1168/scale_std,56,0,9.9999999999999998e-13
1168/scale_unit,4,0,0
1168/bplus,1172,0,0
1168/anchored_bplus,1172,0,0
1168/drift,1172,0,0
1168/BPLUS_CONTINUOUS/frozen_control,1172,0,0
1168/DRIFT1/frozen_control,1172,0,0
1168/RR_COND/frozen_control,1172,0,0
1168/issue_input_0,65408,0,1.0000000000000001e-09
1168/issue_input_1,1,0,1.0000000000000001e-09
1168/issue_input_2,11760,0,1.0000000000000001e-09
1168/issue_input_3,588,0,1.0000000000000001e-09
1168/G_CACHED/432/training_input_0,24192,0,1.0000000000000001e-09
1168/G_CACHED/432/training_input_1,1,0,1.0000000000000001e-09
1168/G_CACHED/432/training_input_2,11760,0,1.0000000000000001e-09
1168/G_CACHED/432/training_input_3,588,0,1.0000000000000001e-09
1168/G_CACHED/432/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_CACHED/492/training_input_0,27552,0,1.0000000000000001e-09
1168/G_CACHED/492/training_input_1,1,0,1.0000000000000001e-09
1168/G_CACHED/492/training_input_2,11760,0,1.0000000000000001e-09
1168/G_CACHED/492/training_input_3,588,0,1.0000000000000001e-09
1168/G_CACHED/492/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_CACHED/552/training_input_0,30912,0,1.0000000000000001e-09
1168/G_CACHED/552/training_input_1,1,0,1.0000000000000001e-09
1168/G_CACHED/552/training_input_2,11760,0,1.0000000000000001e-09
1168/G_CACHED/552/training_input_3,588,0,1.0000000000000001e-09
1168/G_CACHED/552/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_CACHED/612/training_input_0,34272,0,1.0000000000000001e-09
1168/G_CACHED/612/training_input_1,1,0,1.0000000000000001e-09
1168/G_CACHED/612/training_input_2,11760,0,1.0000000000000001e-09
1168/G_CACHED/612/training_input_3,588,0,1.0000000000000001e-09
1168/G_CACHED/612/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_CACHED/672/training_input_0,37632,0,1.0000000000000001e-09
1168/G_CACHED/672/training_input_1,1,0,1.0000000000000001e-09
1168/G_CACHED/672/training_input_2,11760,0,1.0000000000000001e-09
1168/G_CACHED/672/training_input_3,588,0,1.0000000000000001e-09
1168/G_CACHED/672/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_CACHED/732/training_input_0,40992,0,1.0000000000000001e-09
1168/G_CACHED/732/training_input_1,1,0,1.0000000000000001e-09
1168/G_CACHED/732/training_input_2,11760,0,1.0000000000000001e-09
1168/G_CACHED/732/training_input_3,588,0,1.0000000000000001e-09
1168/G_CACHED/732/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_CACHED/792/training_input_0,44352,0,1.0000000000000001e-09
1168/G_CACHED/792/training_input_1,1,0,1.0000000000000001e-09
1168/G_CACHED/792/training_input_2,11760,0,1.0000000000000001e-09
1168/G_CACHED/792/training_input_3,588,0,1.0000000000000001e-09
1168/G_CACHED/792/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_CACHED/852/training_input_0,47712,0,1.0000000000000001e-09
1168/G_CACHED/852/training_input_1,1,0,1.0000000000000001e-09
1168/G_CACHED/852/training_input_2,11760,0,1.0000000000000001e-09
1168/G_CACHED/852/training_input_3,588,0,1.0000000000000001e-09
1168/G_CACHED/852/all_mature_targets,1172,0,9.9999999999999998e-13
1168/G_CACHED/912/training_input_0,51072,0,1.0000000000000001e-09
1168/G_CACHED/912/training_input_1,1,0,1.0000000000000001e-09
1168/G_CACHED/912/training_input_2,10280,0,1.0000000000000001e-09
1168/G_CACHED/912/training_input_3,514,0,1.0000000000000001e-09
1168/G_CACHED/912/all_mature_targets,1024,0,9.9999999999999998e-13
1168/G_CACHED/972/training_input_0,54432,0,1.0000000000000001e-09
1168/G_CACHED/972/training_input_1,1,0,1.0000000000000001e-09
1168/G_CACHED/972/training_input_2,7880,0,1.0000000000000001e-09
1168/G_CACHED/972/training_input_3,394,0,1.0000000000000001e-09
1168/G_CACHED/972/all_mature_targets,784,0,9.9999999999999998e-13
1168/G_CACHED/1032/training_input_0,57792,0,1.0000000000000001e-09
1168/G_CACHED/1032/training_input_1,1,0,1.0000000000000001e-09
