check,values,max_difference,tolerance
pair/792/2/MJ1/crps,3,5.3290705182007514e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/792/2/MJ1/interval_score90,3,1.1368683772161603e-13,1e-08
relative_difference,1,9.9920072216264089e-16,1e-08
pair/792/2/MJ1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/792/2/MJ1/width90,3,1.1368683772161603e-13,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/972/ensemble/average/mae,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/ensemble/average/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/ensemble/average/crps,3,1.4210854715202004e-14,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/972/ensemble/average/interval_score90,3,1.7053025658242404e-13,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/972/ensemble/average/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/ensemble/average/width90,3,2.1316282072803006e-13,1e-08
relative_difference,1,2.4424906541753444e-15,1e-08
pair/972/ensemble/ATU1/mae,3,2.6645352591003757e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/ensemble/ATU1/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/ensemble/ATU1/crps,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/ensemble/ATU1/interval_score90,3,4.1211478674085811e-13,1e-08
relative_difference,1,2.6645352591003757e-15,1e-08
pair/972/ensemble/ATU1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/ensemble/ATU1/width90,3,4.1211478674085811e-13,1e-08
relative_difference,1,2.6645352591003757e-15,1e-08
pair/972/ensemble/ATU5/mae,3,1.5987211554602254e-14,1e-08
relative_difference,1,1.7763568394002505e-15,1e-08
pair/972/ensemble/ATU5/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/ensemble/ATU5/crps,3,7.1054273576010019e-15,1e-08
relative_difference,1,1.3322676295501878e-15,1e-08
pair/972/ensemble/ATU5/interval_score90,3,3.979039320256561e-13,1e-08
relative_difference,1,1.3322676295501878e-15,1e-08
pair/972/ensemble/ATU5/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/ensemble/ATU5/width90,3,3.979039320256561e-13,1e-08
relative_difference,1,1.3322676295501878e-15,1e-08
pair/972/ensemble/MJ3/mae,3,2.1316282072803006e-14,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/972/ensemble/MJ3/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/ensemble/MJ3/crps,3,6.0396132539608516e-14,1e-08
relative_difference,1,1.7763568394002505e-15,1e-08
pair/972/ensemble/MJ3/interval_score90,3,2.2737367544323206e-13,1e-08
relative_difference,1,3.3306690738754696e-16,1e-08
pair/972/ensemble/MJ3/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/ensemble/MJ3/width90,3,1.3145040611561853e-13,1e-08
relative_difference,1,1.9095836023552692e-14,1e-08
pair/972/ensemble/MJ1/mae,3,1.4210854715202004e-14,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/972/ensemble/MJ1/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/ensemble/MJ1/crps,3,1.0658141036401503e-14,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/972/ensemble/MJ1/interval_score90,3,2.5579538487363607e-13,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/972/ensemble/MJ1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/ensemble/MJ1/width90,3,5.3290705182007514e-13,1e-08
relative_difference,1,1.1546319456101628e-14,1e-08
pair/972/0/average/mae,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/0/average/rmse,3,7.1054273576010019e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/0/average/crps,3,7.1054273576010019e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/972/0/average/interval_score90,3,1.1368683772161603e-13,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/0/average/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/0/average/width90,3,2.1316282072803006e-13,1e-08
relative_difference,1,2.4424906541753444e-15,1e-08
pair/972/0/ATU1/mae,3,1.0658141036401503e-14,1e-08
relative_difference,1,1.2212453270876722e-15,1e-08
pair/972/0/ATU1/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/0/ATU1/crps,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/0/ATU1/interval_score90,3,4.1211478674085811e-13,1e-08
relative_difference,1,2.2204460492503131e-15,1e-08
pair/972/0/ATU1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/0/ATU1/width90,3,4.1211478674085811e-13,1e-08
relative_difference,1,2.2204460492503131e-15,1e-08
pair/972/0/ATU5/mae,3,5.3290705182007514e-15,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/972/0/ATU5/rmse,3,7.1054273576010019e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/972/0/ATU5/crps,3,7.1054273576010019e-15,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/972/0/ATU5/interval_score90,3,3.979039320256561e-13,1e-08
relative_difference,1,1.3322676295501878e-15,1e-08
pair/972/0/ATU5/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/0/ATU5/width90,3,3.979039320256561e-13,1e-08
relative_difference,1,1.3322676295501878e-15,1e-08
pair/972/0/MJ3/mae,3,7.1054273576010019e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/0/MJ3/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/0/MJ3/crps,3,2.4868995751603507e-14,1e-08
relative_difference,1,7.7715611723760958e-16,1e-08
pair/972/0/MJ3/interval_score90,3,2.2737367544323206e-13,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/972/0/MJ3/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/0/MJ3/width90,3,1.3145040611561853e-13,1e-08
relative_difference,1,1.9095836023552692e-14,1e-08
pair/972/0/MJ1/mae,3,1.7763568394002505e-14,1e-08
relative_difference,1,5.5511151231257827e-16,1e-08
pair/972/0/MJ1/rmse,3,2.1316282072803006e-14,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/972/0/MJ1/crps,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/0/MJ1/interval_score90,3,4.5474735088646412e-13,1e-08
relative_difference,1,1.3322676295501878e-15,1e-08
pair/972/0/MJ1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/0/MJ1/width90,3,5.3290705182007514e-13,1e-08
relative_difference,1,1.1324274851176597e-14,1e-08
pair/972/1/average/mae,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/1/average/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/1/average/crps,3,7.1054273576010019e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/1/average/interval_score90,3,2.5579538487363607e-13,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/1/average/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/1/average/width90,3,2.2026824808563106e-13,1e-08
relative_difference,1,2.6645352591003757e-15,1e-08
pair/972/1/ATU1/mae,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/1/ATU1/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/1/ATU1/crps,3,5.3290705182007514e-15,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/972/1/ATU1/interval_score90,3,4.1211478674085811e-13,1e-08
relative_difference,1,2.2204460492503131e-15,1e-08
pair/972/1/ATU1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/1/ATU1/width90,3,4.1211478674085811e-13,1e-08
relative_difference,1,2.2204460492503131e-15,1e-08
pair/972/1/ATU5/mae,3,5.3290705182007514e-15,1e-08
relative_difference,1,0,1e-08
pair/972/1/ATU5/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/972/1/ATU5/crps,3,1.4210854715202004e-14,1e-08
relative_difference,1,1.9984014443252818e-15,1e-08
pair/972/1/ATU5/interval_score90,3,3.979039320256561e-13,1e-08
relative_difference,1,1.3322676295501878e-15,1e-08
pair/972/1/ATU5/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/1/ATU5/width90,3,3.979039320256561e-13,1e-08
relative_difference,1,1.3322676295501878e-15,1e-08
pair/972/1/MJ3/mae,3,1.4210854715202004e-14,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/972/1/MJ3/rmse,3,7.1054273576010019e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/1/MJ3/crps,3,3.1974423109204508e-14,1e-08
relative_difference,1,5.5511151231257827e-16,1e-08
pair/972/1/MJ3/interval_score90,3,2.2737367544323206e-13,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/1/MJ3/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/1/MJ3/width90,3,1.3145040611561853e-13,1e-08
relative_difference,1,1.9095836023552692e-14,1e-08
pair/972/1/MJ1/mae,3,3.5527136788005009e-15,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/972/1/MJ1/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/972/1/MJ1/crps,3,7.1054273576010019e-15,1e-08
relative_difference,1,3.3306690738754696e-16,1e-08
pair/972/1/MJ1/interval_score90,3,3.1263880373444408e-13,1e-08
relative_difference,1,1.1102230246251565e-15,1e-08
pair/972/1/MJ1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/1/MJ1/width90,3,5.6132876125047915e-13,1e-08
relative_difference,1,1.2212453270876722e-14,1e-08
pair/972/2/average/mae,3,7.1054273576010019e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/972/2/average/rmse,3,7.1054273576010019e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/2/average/crps,3,1.7763568394002505e-14,1e-08
relative_difference,1,5.5511151231257827e-16,1e-08
pair/972/2/average/interval_score90,3,2.2737367544323206e-13,1e-08
relative_difference,1,3.3306690738754696e-16,1e-08
pair/972/2/average/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/2/average/width90,3,2.1316282072803006e-13,1e-08
relative_difference,1,2.4424906541753444e-15,1e-08
pair/972/2/ATU1/mae,3,1.7763568394002505e-15,1e-08
relative_difference,1,0,1e-08
pair/972/2/ATU1/rmse,3,8.8817841970012523e-16,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/972/2/ATU1/crps,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/972/2/ATU1/interval_score90,3,4.1211478674085811e-13,1e-08
relative_difference,1,2.2204460492503131e-15,1e-08
pair/972/2/ATU1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/2/ATU1/width90,3,4.1211478674085811e-13,1e-08
relative_difference,1,2.2204460492503131e-15,1e-08
pair/972/2/ATU5/mae,3,7.9936057773011271e-15,1e-08
relative_difference,1,1.9984014443252818e-15,1e-08
pair/972/2/ATU5/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/972/2/ATU5/crps,3,3.5527136788005009e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/972/2/ATU5/interval_score90,3,3.979039320256561e-13,1e-08
relative_difference,1,1.3322676295501878e-15,1e-08
pair/972/2/ATU5/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/2/ATU5/width90,3,3.979039320256561e-13,1e-08
relative_difference,1,1.3322676295501878e-15,1e-08
pair/972/2/MJ3/mae,3,2.1316282072803006e-14,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/972/2/MJ3/rmse,3,2.8421709430404007e-14,1e-08
relative_difference,1,5.5511151231257827e-16,1e-08
pair/972/2/MJ3/crps,3,5.6843418860808015e-14,1e-08
relative_difference,1,9.9920072216264089e-16,1e-08
pair/972/2/MJ3/interval_score90,3,4.5474735088646412e-13,1e-08
relative_difference,1,5.5511151231257827e-16,1e-08
pair/972/2/MJ3/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/2/MJ3/width90,3,1.3145040611561853e-13,1e-08
relative_difference,1,1.9095836023552692e-14,1e-08
pair/972/2/MJ1/mae,3,2.4868995751603507e-14,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/972/2/MJ1/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/972/2/MJ1/crps,3,1.0658141036401503e-14,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/972/2/MJ1/interval_score90,3,3.979039320256561e-13,1e-08
relative_difference,1,1.6653345369377348e-15,1e-08
pair/972/2/MJ1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/972/2/MJ1/width90,3,5.4001247917767614e-13,1e-08
relative_difference,1,1.1546319456101628e-14,1e-08
pair/1168/ensemble/average/mae,3,3.5527136788005009e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/1168/ensemble/average/rmse,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/1168/ensemble/average/crps,3,8.8817841970012523e-16,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/1168/ensemble/average/interval_score90,3,8.5265128291212022e-14,1e-08
relative_difference,1,1.1102230246251565e-15,1e-08
pair/1168/ensemble/average/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/ensemble/average/width90,3,4.2632564145606011e-14,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/1168/ensemble/ATU1/mae,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/1168/ensemble/ATU1/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/1168/ensemble/ATU1/crps,3,8.8817841970012523e-16,1e-08
relative_difference,1,0,1e-08
pair/1168/ensemble/ATU1/interval_score90,3,1.5631940186722204e-13,1e-08
relative_difference,1,2.6645352591003757e-15,1e-08
pair/1168/ensemble/ATU1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/ensemble/ATU1/width90,3,2.5934809855243657e-13,1e-08
relative_difference,1,4.2188474935755949e-15,1e-08
pair/1168/ensemble/ATU5/mae,3,7.1054273576010019e-15,1e-08
relative_difference,1,9.9920072216264089e-16,1e-08
pair/1168/ensemble/ATU5/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/ensemble/ATU5/crps,3,2.6645352591003757e-15,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/1168/ensemble/ATU5/interval_score90,3,3.4106051316484809e-13,1e-08
relative_difference,1,9.1038288019262836e-15,1e-08
pair/1168/ensemble/ATU5/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/ensemble/ATU5/width90,3,2.2737367544323206e-13,1e-08
relative_difference,1,2.3092638912203256e-14,1e-08
pair/1168/ensemble/MJ3/mae,3,5.3290705182007514e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/1168/ensemble/MJ3/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/1168/ensemble/MJ3/crps,3,5.3290705182007514e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/1168/ensemble/MJ3/interval_score90,3,5.2580162446247414e-13,1e-08
relative_difference,1,4.3298697960381105e-15,1e-08
pair/1168/ensemble/MJ3/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/ensemble/MJ3/width90,3,5.2580162446247414e-13,1e-08
relative_difference,1,4.3298697960381105e-15,1e-08
pair/1168/ensemble/MJ1/mae,3,8.8817841970012523e-16,1e-08
relative_difference,1,0,1e-08
pair/1168/ensemble/MJ1/rmse,3,1.7763568394002505e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/1168/ensemble/MJ1/crps,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/1168/ensemble/MJ1/interval_score90,3,4.7606363295926712e-13,1e-08
relative_difference,1,4.1078251911130792e-15,1e-08
pair/1168/ensemble/MJ1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/ensemble/MJ1/width90,3,4.7606363295926712e-13,1e-08
relative_difference,1,4.1078251911130792e-15,1e-08
pair/1168/0/average/mae,3,3.5527136788005009e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/1168/0/average/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/0/average/crps,3,5.3290705182007514e-15,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/1168/0/average/interval_score90,3,7.1054273576010019e-14,1e-08
relative_difference,1,1.1102230246251565e-15,1e-08
pair/1168/0/average/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/0/average/width90,3,4.2632564145606011e-14,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/1168/0/ATU1/mae,3,1.7763568394002505e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/1168/0/ATU1/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/1168/0/ATU1/crps,3,1.7763568394002505e-15,1e-08
relative_difference,1,0,1e-08
pair/1168/0/ATU1/interval_score90,3,1.8474111129762605e-13,1e-08
relative_difference,1,3.5527136788005009e-15,1e-08
pair/1168/0/ATU1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/0/ATU1/width90,3,2.5934809855243657e-13,1e-08
relative_difference,1,4.2188474935755949e-15,1e-08
pair/1168/0/ATU5/mae,3,2.6645352591003757e-15,1e-08
relative_difference,1,5.5511151231257827e-16,1e-08
pair/1168/0/ATU5/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/0/ATU5/crps,3,4.4408920985006262e-15,1e-08
relative_difference,1,1.1102230246251565e-15,1e-08
pair/1168/0/ATU5/interval_score90,3,2.7000623958883807e-13,1e-08
relative_difference,1,9.7699626167013776e-15,1e-08
pair/1168/0/ATU5/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/0/ATU5/width90,3,2.2737367544323206e-13,1e-08
relative_difference,1,2.3092638912203256e-14,1e-08
pair/1168/0/MJ3/mae,3,7.1054273576010019e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/1168/0/MJ3/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/1168/0/MJ3/crps,3,7.1054273576010019e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/1168/0/MJ3/interval_score90,3,5.2580162446247414e-13,1e-08
relative_difference,1,4.3298697960381105e-15,1e-08
pair/1168/0/MJ3/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/0/MJ3/width90,3,5.2580162446247414e-13,1e-08
relative_difference,1,4.3298697960381105e-15,1e-08
pair/1168/0/MJ1/mae,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/0/MJ1/rmse,3,2.6645352591003757e-15,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/1168/0/MJ1/crps,3,2.6645352591003757e-15,1e-08
relative_difference,1,3.3306690738754696e-16,1e-08
pair/1168/0/MJ1/interval_score90,3,4.9027448767446913e-13,1e-08
relative_difference,1,4.2188474935755949e-15,1e-08
pair/1168/0/MJ1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/0/MJ1/width90,3,4.9027448767446913e-13,1e-08
relative_difference,1,4.2188474935755949e-15,1e-08
pair/1168/1/average/mae,3,3.5527136788005009e-15,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/1168/1/average/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/1/average/crps,3,2.6645352591003757e-15,1e-08
relative_difference,1,3.3306690738754696e-16,1e-08
pair/1168/1/average/interval_score90,3,7.1054273576010019e-14,1e-08
relative_difference,1,7.7715611723760958e-16,1e-08
pair/1168/1/average/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/1/average/width90,3,2.8421709430404007e-14,1e-08
relative_difference,1,4.4408920985006262e-16,1e-08
pair/1168/1/ATU1/mae,3,3.5527136788005009e-15,1e-08
relative_difference,1,5.5511151231257827e-16,1e-08
pair/1168/1/ATU1/rmse,3,1.7763568394002505e-15,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/1168/1/ATU1/crps,3,3.5527136788005009e-15,1e-08
relative_difference,1,5.5511151231257827e-16,1e-08
pair/1168/1/ATU1/interval_score90,3,2.1316282072803006e-13,1e-08
relative_difference,1,2.9976021664879227e-15,1e-08
pair/1168/1/ATU1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/1/ATU1/width90,3,2.5934809855243657e-13,1e-08
relative_difference,1,4.2188474935755949e-15,1e-08
pair/1168/1/ATU5/mae,3,6.2172489379008766e-15,1e-08
relative_difference,1,8.8817841970012523e-16,1e-08
pair/1168/1/ATU5/rmse,3,1.7763568394002505e-15,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/1168/1/ATU5/crps,3,2.6645352591003757e-15,1e-08
relative_difference,1,0,1e-08
pair/1168/1/ATU5/interval_score90,3,3.4106051316484809e-13,1e-08
relative_difference,1,7.9936057773011271e-15,1e-08
pair/1168/1/ATU5/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/1/ATU5/width90,3,2.2737367544323206e-13,1e-08
relative_difference,1,2.3092638912203256e-14,1e-08
pair/1168/1/MJ3/mae,3,1.7763568394002505e-15,1e-08
relative_difference,1,0,1e-08
pair/1168/1/MJ3/rmse,3,3.5527136788005009e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/1168/1/MJ3/crps,3,7.1054273576010019e-15,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/1168/1/MJ3/interval_score90,3,5.2580162446247414e-13,1e-08
relative_difference,1,4.3298697960381105e-15,1e-08
pair/1168/1/MJ3/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/1/MJ3/width90,3,5.2580162446247414e-13,1e-08
relative_difference,1,4.3298697960381105e-15,1e-08
pair/1168/1/MJ1/mae,3,2.6645352591003757e-15,1e-08
relative_difference,1,5.5511151231257827e-16,1e-08
pair/1168/1/MJ1/rmse,3,1.7763568394002505e-15,1e-08
relative_difference,1,3.3306690738754696e-16,1e-08
pair/1168/1/MJ1/crps,3,2.6645352591003757e-15,1e-08
relative_difference,1,3.3306690738754696e-16,1e-08
pair/1168/1/MJ1/interval_score90,3,4.7606363295926712e-13,1e-08
relative_difference,1,4.3298697960381105e-15,1e-08
pair/1168/1/MJ1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/1/MJ1/width90,3,4.7606363295926712e-13,1e-08
relative_difference,1,4.3298697960381105e-15,1e-08
pair/1168/2/average/mae,3,8.8817841970012523e-16,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/1168/2/average/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/2/average/crps,3,2.6645352591003757e-15,1e-08
relative_difference,1,1.1102230246251565e-16,1e-08
pair/1168/2/average/interval_score90,3,9.9475983006414026e-14,1e-08
relative_difference,1,1.2212453270876722e-15,1e-08
pair/1168/2/average/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/2/average/width90,3,4.2632564145606011e-14,1e-08
relative_difference,1,6.6613381477509392e-16,1e-08
pair/1168/2/ATU1/mae,3,1.7763568394002505e-15,1e-08
relative_difference,1,0,1e-08
pair/1168/2/ATU1/rmse,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/2/ATU1/crps,3,2.6645352591003757e-15,1e-08
relative_difference,1,2.2204460492503131e-16,1e-08
pair/1168/2/ATU1/interval_score90,3,1.2789769243681803e-13,1e-08
relative_difference,1,2.6645352591003757e-15,1e-08
pair/1168/2/ATU1/coverage90,3,0,1e-08
relative_difference,1,0,1e-08
pair/1168/2/ATU1/width90,3,2.5934809855243657e-13,1e-08
relative_difference,1,4.2188474935755949e-15,1e-08
