outer_days,strategy,station,date,lead_day,observed_mm,old_physical_mm,new_physical_mm,old_mean_mm,new_mean_mm,physical_change_mm,correction_change_mm,total_change_mm
432,P0,ATU1,2017-11-05,61,383.1194582960669,191.48885835424784,338.01262657466,191.48885835424784,338.01262657466,146.52376822041214,0.0,146.52376822041214
432,P0,ATU1,2017-11-06,62,382.9761252551945,191.68796988197346,338.10523567688887,191.68796988197346,338.10523567688887,146.4172657949154,0.0,146.4172657949154
432,P0,ATU1,2017-11-07,63,382.9265320549526,191.86906318203634,338.1905841831732,191.86906318203634,338.1905841831732,146.32152100113686,0.0,146.32152100113686
432,P0,ATU1,2017-11-08,64,382.965248138634,192.03365160404346,338.2706674695385,192.03365160404346,338.2706674695385,146.23701586549507,0.0,146.23701586549507
432,P0,ATU1,2017-11-09,65,383.0868429495318,192.1831279584322,338.34651901890084,192.1831279584322,338.34651901890084,146.16339106046863,0.0,146.16339106046863
432,P0,ATU1,2017-11-10,66,383.2858859309388,192.3187729653604,338.41868035019536,192.3187729653604,338.41868035019536,146.09990738483495,0.0,146.09990738483495
432,P0,ATU1,2017-11-11,67,383.5569465261481,192.44176388533444,338.4874609282378,192.44176388533444,338.4874609282378,146.04569704290336,0.0,146.04569704290336
432,P0,ATU1,2017-11-12,68,383.8945941784527,192.55318260173652,338.5530686265853,192.55318260173652,338.5530686265853,145.99988602484876,0.0,145.99988602484876
432,P0,ATU1,2017-11-13,69,384.2933983311455,192.68171763092624,338.6519694712183,192.68171763092624,338.6519694712183,145.97025184029206,0.0,145.97025184029206
432,P0,ATU1,2017-11-14,70,384.7479284275195,192.90429741644553,338.88481042356597,192.90429741644553,338.88481042356597,145.98051300712044,0.0,145.98051300712044
432,P0,ATU1,2017-11-15,71,385.2527539108677,193.19642557537236,339.19671827381694,193.19642557537236,339.19671827381694,146.00029269844458,0.0,146.00029269844458
432,P0,ATU1,2017-11-16,72,385.8024442244831,193.46505513305056,339.41683799869054,193.46505513305056,339.41683799869054,145.95178286563998,0.0,145.95178286563998
432,P0,ATU1,2017-11-17,73,386.3915688116587,193.71160710722114,339.57829980921645,193.71160710722114,339.57829980921645,145.8666927019953,0.0,145.8666927019953
432,P0,ATU1,2017-11-18,74,387.0146971156873,193.93778125298653,339.70900410345394,193.93778125298653,339.70900410345394,145.7712228504674,0.0,145.7712228504674
432,P0,ATU1,2017-11-19,75,387.6663985798621,194.14519755212626,339.8240023473985,194.14519755212626,339.8240023473985,145.67880479527224,0.0,145.67880479527224
432,P0,ATU1,2017-11-20,76,388.341242647476,194.33535670005736,339.9305289560952,194.33535670005736,339.9305289560952,145.59517225603784,0.0,145.59517225603784
432,P0,ATU1,2017-11-21,77,389.0337987618219,194.50964308267945,340.03179011184034,194.50964308267945,340.03179011184034,145.5221470291609,0.0,145.5221470291609
432,P0,ATU1,2017-11-22,78,389.7386363661928,194.66933287296735,340.1290517198605,194.66933287296735,340.1290517198605,145.45971884689317,0.0,145.45971884689317
432,P0,ATU1,2017-11-23,79,390.4503249038818,194.81560223712847,340.2227064872619,194.81560223712847,340.2227064872619,145.40710425013344,0.0,145.40710425013344
432,P0,ATU1,2017-11-24,80,391.1634338181818,194.9495350160597,340.31279815255175,194.9495350160597,340.31279815255175,145.36326313649204,0.0,145.36326313649204
432,P0,ATU1,2017-11-25,81,391.8725325523858,195.07212983679588,340.39926763624067,195.07212983679588,340.39926763624067,145.32713779944478,0.0,145.32713779944478
432,P0,ATU1,2017-11-26,82,392.5721905497867,195.18430668532295,340.48206007556144,195.18430668532295,340.48206007556144,145.29775339023848,0.0,145.29775339023848
432,P0,ATU1,2017-11-27,83,393.2569772536775,195.28691297971488,340.5611642616001,195.28691297971488,340.5611642616001,145.2742512818852,0.0,145.2742512818852
432,P0,ATU1,2017-11-28,84,393.9214621073514,195.38072918098504,340.63662075045875,195.38072918098504,340.63662075045875,145.2558915694737,0.0,145.2558915694737
432,P0,ATU1,2017-11-29,85,394.5602145541011,195.4664739764371,340.7085166982427,195.4664739764371,340.7085166982427,145.2420427218056,0.0,145.2420427218056
432,P0,ATU1,2017-11-30,86,395.1678040372196,195.54480906772488,340.776976137278,195.54480906772488,340.776976137278,145.2321670695531,0.0,145.2321670695531
432,P0,ATU1,2017-12-01,87,395.7388,195.6163435934287,340.84214969123616,195.6163435934287,340.84214969123616,145.22580609780746,0.0,145.22580609780746
432,P0,ATU1,2017-12-02,88,396.2689595473993,195.68163821372733,340.9042053858731,195.68163821372733,340.9042053858731,145.2225671721458,0.0,145.2225671721458
432,P0,ATU1,2017-12-03,89,396.7587904310311,195.74120888268192,340.96332108742115,195.74120888268192,340.96332108742115,145.22211220473923,0.0,145.22211220473923
432,P0,ATU1,2017-12-04,90,397.2099880641726,195.7955303317381,341.01967858993663,195.7955303317381,341.01967858993663,145.22414825819854,0.0,145.22414825819854
432,P0,ATU1,2017-12-05,91,397.6242478601018,195.8450392862867,341.073459165749,195.8450392862867,341.073459165749,145.2284198794623,0.0,145.2284198794623
432,P0,ATU1,2017-12-06,92,398.003265232096,195.89013743548392,341.12484033108973,195.89013743548392,341.12484033108973,145.2347028956058,0.0,145.2347028956058
432,P0,ATU1,2017-12-07,93,398.3487355934327,195.93119417402107,341.1739935821636,195.93119417402107,341.1739935821636,145.2427994081425,0.0,145.2427994081425
432,P0,ATU1,2017-12-08,94,398.6623543573894,196.07666955617424,341.3636715950104,196.07666955617424,341.3636715950104,145.28700203883614,0.0,145.28700203883614
432,P0,ATU1,2017-12-09,95,398.9458169372438,196.3381619626834,341.69890183292074,196.3381619626834,341.69890183292074,145.36073987023735,0.0,145.36073987023735
432,P0,ATU1,2017-12-10,96,399.2008187462735,196.6763964320777,342.1067587477281,196.6763964320777,342.1067587477281,145.43036231565043,0.0,145.43036231565043
432,P0,ATU1,2017-12-11,97,399.4290551977558,196.98905665268265,342.3797167758752,196.98905665268265,342.3797167758752,145.39066012319253,0.0,145.39066012319253
432,P0,ATU1,2017-12-12,98,399.6322217049685,197.2774728098023,342.56945669301257,197.2774728098023,342.56945669301257,145.29198388321026,0.0,145.29198388321026
432,P0,ATU1,2017-12-13,99,399.8120136811889,197.5434213477625,342.7174298497246,197.5434213477625,342.7174298497246,145.17400850196213,0.0,145.17400850196213
432,P0,ATU1,2017-12-14,100,399.9701265396948,197.78861774060326,342.84563517751616,197.78861774060326,342.84563517751616,145.0570174369129,0.0,145.0570174369129
432,P0,ATU1,2017-12-15,101,400.1082556937635,198.0146569993499,342.9644243635164,198.0146569993499,342.9644243635164,144.9497673641665,0.0,144.9497673641665
432,P0,ATU1,2017-12-16,102,400.2280965566727,198.2230140877739,343.0781931425062,198.2230140877739,343.0781931425062,144.85517905473233,0.0,144.85517905473233
432,P0,ATU1,2017-12-17,103,400.3313445417,198.41505181099257,343.18849620639577,198.41505181099257,343.18849620639577,144.7734443954032,0.0,144.7734443954032
432,P0,ATU1,2017-12-18,104,400.4196950621228,198.5920291278842,343.29563279520585,198.5920291278842,343.29563279520585,144.70360366732166,0.0,144.70360366732166
432,P0,ATU1,2017-12-19,105,400.4948435312186,198.75510897718732,343.39942177804994,198.75510897718732,343.39942177804994,144.64431280086262,0.0,144.64431280086262
432,P0,ATU1,2017-12-20,106,400.5584853622651,198.9053655347016,343.4995624766802,198.9053655347016,343.4995624766802,144.5941969419786,0.0,144.5941969419786
432,P0,ATU1,2017-12-21,107,400.6123159685399,199.0437909279853,343.59578884110647,199.0437909279853,343.59578884110647,144.55199791312117,0.0,144.55199791312117
432,P0,ATU1,2017-12-22,108,400.6580307633203,199.1713014469001,343.68792367985753,199.1713014469001,343.68792367985753,144.51662223295745,0.0,144.51662223295745
432,P0,ATU1,2017-12-23,109,400.697325159884,199.28874328738252,343.7758869640987,199.28874328738252,343.7758869640987,144.48714367671616,0.0,144.48714367671616
432,P0,ATU1,2017-12-24,110,400.7318945715086,199.39689786329598,343.85968501204263,199.39689786329598,343.85968501204263,144.46278714874666,0.0,144.46278714874666
432,P0,ATU1,2017-12-25,111,400.7634344114715,199.49648671865697,343.9393934392331,199.49648671865697,343.9393934392331,144.4429067205761,0.0,144.4429067205761
432,P0,ATU1,2017-12-26,112,400.7936400930503,199.58817607012975,344.01513973256453,199.58817607012975,344.01513973256453,144.4269636624348,0.0,144.4269636624348
432,P0,ATU1,2017-12-27,113,400.8242070295226,199.67258100745755,344.08708783021046,199.67258100745755,344.08708783021046,144.4145068227529,0.0,144.4145068227529
432,P0,ATU1,2017-12-28,114,400.8568306341659,199.75026937743783,344.1554254279997,199.75026937743783,344.1554254279997,144.40515605056189,0.0,144.40515605056189
432,P0,ATU1,2017-12-29,115,400.8932063202578,199.82176537514036,344.2203539850942,199.82176537514036,344.2203539850942,144.39858860995386,0.0,144.39858860995386
432,P0,ATU1,2017-12-30,116,400.9350295010757,199.8875528643015,344.2820811047072,199.8875528643015,344.2820811047072,144.39452824040566,0.0,144.39452824040566
432,P0,ATU1,2017-12-31,117,400.9839955898973,199.9480784471912,344.34081488272193,199.9480784471912,344.34081488272193,144.39273643553074,0.0,144.39273643553074
432,P0,ATU1,2018-01-01,118,401.0418,200.00375430273664,344.39675982959363,200.00375430273664,344.39675982959363,144.393005526857,0.0,144.393005526857
432,P0,ATU1,2018-01-02,119,401.1097729364137,200.05496081028502,344.45011402045395,200.05496081028502,344.45011402045395,144.39515321016893,0.0,144.39515321016893
432,P0,ATU1,2018-01-03,120,401.1877837711767,200.20855604210735,344.64278300952805,200.20855604210735,344.64278300952805,144.4342269674207,0.0,144.4342269674207
432,P0,ATU1,2018-01-04,121,401.2753366680795,200.4761929998171,344.9798607490337,200.4761929998171,344.9798607490337,144.50366774921662,0.0,144.50366774921662
432,P0,ATU1,2018-01-05,122,401.371935790913,200.8193246224394,345.3888422440283,200.8193246224394,345.3888422440283,144.5695176215889,0.0,144.5695176215889
432,P0,ATU1,2018-01-06,123,401.4770853034676,201.1367997845929,345.66283756035546,201.1367997845929,345.66283756035546,144.52603777576255,0.0,144.52603777576255
432,P0,ATU1,2018-01-07,124,401.5902893695339,201.42993865370295,345.85353315835755,201.42993865370295,345.85353315835755,144.4235945046546,0.0,144.4235945046546
432,P0,ATU1,2018-01-08,125,401.7110521529024,201.7005093053549,346.00238597530586,201.7005093053549,346.00238597530586,144.30187666995096,0.0,144.30187666995096
432,P0,ATU1,2018-01-09,126,401.838877817364,201.95022032207086,346.1314003520743,201.95022032207086,346.1314003520743,144.18118003000345,0.0,144.18118003000345
432,P0,ATU1,2018-01-10,127,401.973270526709,202.18066114402822,346.25093315542915,202.18066114402822,346.25093315542915,144.07027201140093,0.0,144.07027201140093
432,P0,ATU1,2018-01-11,128,402.1137344447282,202.39330234236238,346.36538503758663,202.39330234236238,346.36538503758663,143.97208269522426,0.0,143.97208269522426
432,P0,ATU1,2018-01-12,129,402.259773735212,202.58950337823399,346.476315327891,202.58950337823399,346.476315327891,143.886811949657,0.0,143.886811949657
432,P0,ATU1,2018-01-13,130,402.4108925619511,202.7705207975594,346.58402761667406,202.7705207975594,346.58402761667406,143.81350681911465,0.0,143.81350681911465
432,P0,ATU1,2018-01-14,131,402.5665950887363,202.93751595028255,346.6883448367775,202.93751595028255,346.6883448367775,143.75082888649496,0.0,143.75082888649496
432,P0,ATU1,2018-01-15,132,402.7263854793579,203.09156215069117,346.7889700930257,203.09156215069117,346.7889700930257,143.6974079423345,0.0,143.6974079423345
432,P0,ATU1,2018-01-16,133,402.8897678976065,203.24321924022797,346.8991837920423,203.24321924022797,346.8991837920423,143.65596455181435,0.0,143.65596455181435
432,P0,ATU1,2018-01-17,134,403.0562465072729,203.3831497543748,347.0008221627395,203.3831497543748,347.0008221627395,143.61767240836468,0.0,143.61767240836468
432,P0,ATU1,2018-01-18,135,403.2253254721476,203.51221779097494,347.09505506876894,203.51221779097494,347.09505506876894,143.582837277794,0.0,143.582837277794
432,P0,ATU1,2018-01-19,136,403.3965089560212,203.63125178495142,347.18340089116583,203.63125178495142,347.18340089116583,143.55214910621442,0.0,143.55214910621442
432,P0,ATU1,2018-01-20,137,403.5693011226842,203.7410212896769,347.26679544790954,203.7410212896769,347.26679544790954,143.52577415823265,0.0,143.52577415823265
432,P0,ATU1,2018-01-21,138,403.7432061359274,203.84754628797097,347.35291463224183,203.84754628797097,347.35291463224183,143.50536834427086,0.0,143.50536834427086
432,P0,ATU1,2018-01-22,139,403.9177281595414,203.95113949758743,347.43988476793004,203.95113949758743,347.43988476793004,143.4887452703426,0.0,143.4887452703426
432,P0,ATU1,2018-01-23,140,404.0923713573166,204.05206910267842,347.5263645020226,204.05206910267842,347.5263645020226,143.4742953993442,0.0,143.4742953993442
432,P0,ATU1,2018-01-24,141,404.2666398930436,204.25873220114443,347.765215696575,204.25873220114443,347.765215696575,143.5064834954306,0.0,143.5064834954306
432,P0,ATU1,2018-01-25,142,404.4400379305132,204.54215796469137,348.09329624729355,204.54215796469137,348.09329624729355,143.55113828260218,0.0,143.55113828260218
432,P0,ATU1,2018-01-26,143,404.6120696335158,204.80439889058707,348.32459742575725,204.80439889058707,348.32459742575725,143.52019853517018,0.0,143.52019853517018
432,P0,ATU1,2018-01-27,144,404.7822391658421,205.04657590488637,348.4936027131982,205.04657590488637,348.4936027131982,143.44702680831182,0.0,143.44702680831182
432,P0,ATU1,2018-01-28,145,404.9500506912827,205.2701488054855,348.62987404493555,205.2701488054855,348.62987404493555,143.35972523945006,0.0,143.35972523945006
432,P0,ATU1,2018-01-29,146,405.1150083736282,205.47652449749714,348.7494156849843,205.47652449749714,348.7494156849843,143.27289118748715,0.0,143.27289118748715
432,P0,ATU1,2018-01-30,147,405.2766163766692,205.6670113852188,348.8599389630375,205.6670113852188,348.8599389630375,143.1929275778187,0.0,143.1929275778187
432,P0,ATU1,2018-01-31,148,405.4343788641963,205.84282005763916,348.96487352330166,205.84282005763916,348.96487352330166,143.1220534656625,0.0,143.1220534656625
432,P0,ATU1,2018-02-01,149,405.5878,206.0050697266397,349.0655829354539,206.0050697266397,349.0655829354539,143.0605132088142,0.0,143.0605132088142
432,P0,ATU1,2018-02-02,150,405.7364741397445,206.15479496943556,349.162498255226,206.15479496943556,349.162498255226,143.00770328579046,0.0,143.00770328579046
432,P0,ATU1,2018-02-03,151,405.880356406588,206.2929520732057,349.2556755712262,206.2929520732057,349.2556755712262,142.96272349802052,0.0,142.96272349802052
432,P0,ATU1,2018-02-04,152,406.0194921155621,206.42042491959637,349.34505829208194,206.42042491959637,349.34505829208194,142.92463337248557,0.0,142.92463337248557
432,P0,ATU1,2018-02-05,153,406.1539265816985,206.53803043093353,349.4305916098107,206.53803043093353,349.4305916098107,142.89256117887714,0.0,142.89256117887714
432,P0,ATU1,2018-02-06,154,406.2837051200288,206.64652360911953,349.5122650487985,206.64652360911953,349.5122650487985,142.86574143967897,0.0,142.86574143967897
432,P0,ATU1,2018-02-07,155,406.4088730455848,206.7466021973447,349.5901216183571,206.7466021973447,349.5901216183571,142.8435194210124,0.0,142.8435194210124
432,P0,ATU1,2018-02-08,156,406.5294756733981,206.83891099270514,349.66425275123396,206.83891099270514,349.66425275123396,142.82534175852882,0.0,142.82534175852882
432,P0,ATU1,2018-02-09,157,406.6455583185003,206.92404583575336,349.7347883043368,206.92404583575336,349.7347883043368,142.81074246858344,0.0,142.81074246858344
432,P0,ATU1,2018-02-10,158,406.7571662959231,207.00815182411128,349.8091905135167,207.00815182411128,349.8091905135167,142.8010386894054,0.0,142.8010386894054
432,P0,ATU1,2018-02-11,159,406.8643449206983,207.08574010577792,349.87806232545597,207.08574010577792,349.87806232545597,142.79232221967806,0.0,142.79232221967806
432,P0,ATU1,2018-02-12,160,406.9671395078574,207.15729368444323,349.94221701698564,207.15729368444323,349.94221701698564,142.7849233325424,0.0,142.7849233325424
432,P0,ATU1,2018-02-13,161,407.0655953724323,207.22327381024854,350.00260286070056,207.22327381024854,350.00260286070056,142.77932905045202,0.0,142.77932905045202
432,P0,ATU1,2018-02-14,162,407.1597578294543,207.28410866970228,350.0598414766951,207.28410866970228,350.0598414766951,142.77573280699283,0.0,142.77573280699283
432,P0,ATU1,2018-02-15,163,407.2496721939555,207.34019412930036,350.1143328264289,207.34019412930036,350.1143328264289,142.77413869712854,0.0,142.77413869712854
432,P0,ATU1,2018-02-16,164,407.3353837809672,207.39189593972625,350.16635511928325,207.39189593972625,350.16635511928325,142.774459179557,0.0,142.774459179557
432,P0,ATU1,2018-02-17,165,407.4169379055213,207.4395519797613,350.2161217538884,207.4395519797613,350.2161217538884,142.7765697741271,0.0,142.7765697741271
432,P0,ATU1,2018-02-18,166,407.4943798826494,207.51856400662757,350.30847435055637,207.51856400662757,350.30847435055637,142.7899103439288,0.0,142.7899103439288
432,P0,ATU1,2018-02-19,167,407.5677550273832,207.64030440377164,350.4494235660048,207.64030440377164,350.4494235660048,142.80911916223315,0.0,142.80911916223315
432,P0,ATU1,2018-02-20,168,407.6371086547542,207.85410650038526,350.7027249286367,207.85410650038526,350.7027249286367,142.84861842825146,0.0,142.84861842825146
432,P0,ATU1,2018-02-21,169,407.7024860797944,208.1334211915303,351.0163121177841,208.1334211915303,351.0163121177841,142.8828909262538,0.0,142.8828909262538
432,P0,ATU1,2018-02-22,170,407.7639326175351,208.46983900742413,351.3771219293923,208.46983900742413,351.3771219293923,142.90728292196815,0.0,142.90728292196815
432,P0,ATU1,2018-02-23,171,407.8214935830082,208.84513985633936,351.75612872926604,208.84513985633936,351.75612872926604,142.91098887292668,0.0,142.91098887292668
432,P0,ATU1,2018-02-24,172,407.8752142912455,209.24878812412786,352.14199390839957,209.24878812412786,352.14199390839957,142.89320578427171,0.0,142.89320578427171
432,P0,ATU1,2018-02-25,173,407.9251400572783,209.62193872815251,352.39930594264337,209.62193872815251,352.39930594264337,142.77736721449085,0.0,142.77736721449085
432,P0,ATU1,2018-02-26,174,407.9713161961385,209.96637939514886,352.58200933638096,209.96637939514886,352.58200933638096,142.6156299412321,0.0,142.6156299412321
432,P0,ATU1,2018-02-27,175,408.0137880228577,210.3054429944745,352.7715561041713,210.3054429944745,352.7715561041713,142.46611310969678,0.0,142.46611310969678
432,P0,ATU1,2018-02-28,176,408.0526008524677,210.6184522408674,352.9290836219769,210.6184522408674,352.9290836219769,142.31063138110946,0.0,142.31063138110946
