outer_days,branch,strategy,station,part,first_index,end_index_exclusive,days,rmse_mm,mae_mm,bias_mm,crps_mm,coverage_80,width_80_mm,interval_score_80_mm,coverage_90,width_90_mm,interval_score_90_mm,coverage_95,width_95_mm,interval_score_95_mm
432,OLD,IN,MJ3,prediction,432,612,180,73.82624206640847,73.0035331971224,-73.0035331971224,59.56691025633989,0.0,61.21040527891837,485.3980701435629,0.0,78.61630013609299,753.4406030717187,0.0,93.74520145544419,1141.7398312540608
432,OLD,IN,MJ1,prediction,432,612,180,7.009194690898209,5.396466656956933,-0.10527836487559941,3.9666152457936694,0.6222222222222222,10.487128380769065,26.14851983703841,0.8333333333333334,13.4249847516423,38.36415774554085,0.8444444444444444,15.962527463134458,58.02171539648943
432,OLD,OOF,ATU1,old_fit_context,30,342,312,16.156401671014166,14.047243252360298,13.507166778255996,9.513695835062173,0.6314102564102564,37.14732388013907,52.810419356873844,0.8910256410256411,47.68680551754611,54.092475530266235,0.967948717948718,56.83575107782963,58.413219802828536
432,OLD,OOF,ATU5,old_fit_context,30,342,312,18.1777915310551,15.725111383565773,14.238096607986318,10.631749467614743,0.9198717948717948,61.04144701746722,63.41124120377068,1.0,78.58386548672938,78.58386548672938,1.0,93.93375113653308,93.93375113653308
432,OLD,OOF,MJ3,old_fit_context,30,342,312,15.447701023362505,12.00928910820698,7.834113136365007,8.757157075621475,0.8717948717948718,50.544724350138004,60.77772768862222,0.907051282051282,64.92845378500303,69.38872824433335,1.0,77.43517314090901,77.43517314090901
432,OLD,OOF,MJ1,old_fit_context,30,342,312,8.331886958714122,6.329111703686073,6.002434462262168,6.8768968941720825,1.0,63.57009303304382,63.57009303304382,1.0,81.94833101282883,81.94833101282883,1.0,98.1166801013924,98.1166801013924
432,OLD,OOF,ATU1,scale_context,342,432,90,14.037864493727456,11.157756687281884,-4.475386819449633,7.74074165621863,0.8444444444444444,37.45978348019447,51.63278830756689,0.9333333333333333,48.10003805345949,64.22164870296425,0.9444444444444444,57.33963521282916,78.71207793026747
432,OLD,OOF,ATU5,scale_context,342,432,90,23.532826360482478,19.460375303489965,-13.980013608330033,13.15040791843542,0.8888888888888888,61.053914467549355,81.42249146123847,0.9222222222222223,78.58757672626407,104.03862540549994,0.9333333333333333,93.9208749535445,123.54848237513959
432,OLD,OOF,MJ3,scale_context,342,432,90,19.331895500186498,17.2701881816101,14.943929798146584,11.38462589266023,0.8666666666666667,50.6614936184764,54.11897077035141,1.0,65.10633272259928,65.10633272259928,1.0,77.67942348966169,77.67942348966169
432,OLD,OOF,MJ1,scale_context,342,432,90,24.51090152834337,24.130147801465142,24.130147801465142,14.576481600076217,0.9666666666666667,64.22422617168228,64.68022309525168,1.0,82.76994734002405,82.76994734002405,1.0,99.06384905397287,99.06384905397287
432,OLD,OOF,ATU1,outer_train,30,432,402,15.706947303486476,13.400343275103936,9.481221942948766,9.116765795022575,0.6791044776119403,37.21727752194251,52.5467706144917,0.900497512437811,47.779320264392396,56.360200867437435,0.9626865671641791,56.948560958799675,62.95774027912084
432,OLD,OOF,ATU5,outer_train,30,432,402,19.504832238967268,16.56136449996671,7.920609246124448,11.195628225261162,0.9129353233830846,61.04423823763486,67.4436106643978,0.9825870646766169,78.58469636125207,84.28269233421533,0.9850746268656716,93.93086840899832,100.56391484666887
432,OLD,OOF,MJ3,outer_train,30,432,402,16.397428372104574,13.187102333595737,9.425863135271332,9.345396363018212,0.8706467661691543,50.570866723646596,59.28696121438249,0.927860696517413,64.96827742774845,68.42998297827347,1.0,77.48985605480887,77.48985605480887
432,OLD,OOF,MJ1,outer_train,30,432,402,13.72524751765899,10.314418292741086,10.060877747158356,8.600684514896889,0.9925373134328358,63.71654075064944,63.81862961413513,1.0,82.13227496667851,82.13227496667851,1.0,98.32873285197012,98.32873285197012
