outer_days,branch,strategy,station,outer_train_rmse_mm_minus_own,outer_train_mae_mm_minus_own,outer_train_crps_mm_minus_own,prediction_rmse_mm_minus_own,prediction_mae_mm_minus_own,prediction_crps_mm_minus_own,strict_improvement_vs_own,outer_train_rmse_mm_minus_current,outer_train_mae_mm_minus_current,outer_train_crps_mm_minus_current,prediction_rmse_mm_minus_current,prediction_mae_mm_minus_current,prediction_crps_mm_minus_current,strict_improvement_vs_current
432,NEW,IN,MJ1,-1.4937111793703597,-1.3271261850913127,-1.196378522823382,-6.248517470832423,-5.49432456898125,-5.680521424007237,True,-1.4937111793703597,-1.3271261850913127,-1.196378522823382,-6.248517470832423,-5.49432456898125,-5.680521424007237,True
432,NEW,OOF,ATU1,6.947323346979127,5.813907388488579,-0.39960406069748444,-10.817675731692276,-11.154445036813442,-0.7085158500037423,False,6.947323346979127,5.813907388488579,-0.39960406069748444,-10.817675731692276,-11.154445036813442,-0.7085158500037423,False
432,NEW,OOF,ATU5,15.871151699966305,11.940706831163112,-1.1025285348211433,-7.7525616719275945,-10.982380173312649,3.9896348480525887,False,15.871151699966305,11.940706831163112,-1.1025285348211433,-7.7525616719275945,-10.982380173312649,3.9896348480525887,False
432,NEW,OOF,MJ3,13.213132151079307,8.290181765754596,4.661729431836675,11.183253030410821,12.463347019142017,7.290590526588641,False,13.213132151079307,8.290181765754596,4.661729431836675,11.183253030410821,12.463347019142017,7.290590526588641,False
432,NEW,OOF,MJ1,5.344786364939553,3.101371533030454,3.236046234806719,7.802492133358594,10.52366662427696,1.7737649774270565,False,5.344786364939553,3.101371533030454,3.236046234806719,7.802492133358594,10.52366662427696,1.7737649774270565,False
612,OLD,IN,ATU1,4.808044373861801,1.9552086692983792,3.071974343224877,5.025646329642065,4.949032370760911,3.0566796072907216,False,28.43462081563753,17.738487899390808,9.323649003093873,46.633378907989936,47.11371252466166,17.189176841589774,False
612,OLD,IN,ATU5,2.7512812479645135,1.57808867878461,1.7453233717420744,4.753978432432746,4.94045649901679,2.873734247463048,False,71.25972226376204,37.29872983759818,17.286381415552114,132.17189083575158,130.8392549801433,48.99942942383985,False
612,OLD,IN,MJ3,-1.3987986052310095,-1.893395190628329,-0.8220701765068474,-5.448970581674089,-5.485438726691754,-4.869206258997146,True,2.82300634675938,1.0327768965204722,0.6955874716443109,13.746016213400999,17.28563642888539,16.448161889625503,False
612,OLD,IN,MJ1,-1.8245867933996696,-2.656466599218752,-0.9842846717766935,-3.2777879262370035,-2.7730039319430944,-2.131885228444432,True,6.64939092872129,3.8163055447161254,1.668294735971231,22.564539564734613,23.52073176361283,17.527484918138185,False
612,OLD,OOF,ATU1,0.5844347987609844,2.1637773161592513,-0.7430861197674048,-15.61020178766059,-18.691536921266373,-8.953404715431969,False,24.211011240536713,17.94705654625168,5.5085885401015915,25.997530790687282,23.473143232634374,5.179092518867083,False
612,OLD,OOF,ATU5,-0.7479853646731982,6.515940821377015,-1.0906815436745845,-23.438170626330802,-28.118830833447817,-14.808370264969994,False,67.76045565112433,42.236581980190586,14.450376500135455,103.97974177698805,97.77996764767867,31.317324911406807,False
612,OLD,OOF,MJ3,6.206329122523874,4.689181685668601,3.2376745042962964,21.60548505129765,18.949245749716326,15.729090049463807,False,10.428134074514263,7.615353772817402,4.755332152447455,40.80047184637274,41.72032090529347,37.046458198086455,False
612,OLD,OOF,MJ1,-1.0469780837520108,-0.6364301366801204,-0.49787981086160116,4.271532478540166,3.709757240447402,3.690575337660217,False,7.426999638368948,5.836342007254757,2.1546995968863234,30.113859969511783,30.003492936003326,23.349945484242834,False
612,NEW,IN,ATU1,2.822111788380461,2.839937306318836,2.4601662957214536,5.152819559149218,5.126676239812907,2.587233927223144,False,2.822111788380461,2.839937306318836,2.4601662957214536,5.152819559149218,5.126676239812907,2.587233927223144,False
612,NEW,IN,ATU5,1.3546951603866084,1.013146667399142,1.2320612781006943,3.2691492161117903,2.8324403298411154,1.2782217613475098,False,1.3546951603866084,1.013146667399142,1.2320612781006943,3.2691492161117903,2.8324403298411154,1.2782217613475098,False
612,NEW,IN,MJ3,1.9272242579325667,1.5822836383037862,0.4836120114164384,-4.868909869154045,-5.5101550878502366,-4.424169948618463,False,1.9272242579325667,1.5822836383037862,0.4836120114164384,-4.868909869154045,-5.5101550878502366,-4.424169948618463,False
612,NEW,IN,MJ1,0.38137601643646946,0.6549614467274525,-0.1817820037090474,-0.7432208516808885,-0.12275515501832146,-0.3840717461266916,False,0.38137601643646946,0.6549614467274525,-0.1817820037090474,-0.7432208516808885,-0.12275515501832146,-0.3840717461266916,False
612,NEW,OOF,ATU1,14.181244041420662,10.55783238118018,1.268991547670126,35.24140027237567,31.607365892537388,10.095388957099814,False,14.181244041420662,10.55783238118018,1.268991547670126,35.24140027237567,31.607365892537388,10.095388957099814,False
612,NEW,OOF,ATU5,9.658220230946066,6.09001799361119,-0.6641475704506163,20.600394775727146,20.193640276671513,0.43139745457128953,False,9.658220230946066,6.09001799361119,-0.6641475704506163,20.600394775727146,20.193640276671513,0.43139745457128953,False
612,NEW,OOF,MJ3,5.703167759457463,3.3906991545842278,2.6720287919894545,19.996061262728013,17.943903210800336,14.143392170776373,False,5.703167759457463,3.3906991545842278,2.6720287919894545,19.996061262728013,17.943903210800336,14.143392170776373,False
612,NEW,OOF,MJ1,1.1870214124950023,1.3018711690447269,0.1347280243501121,3.5935603833118535,2.2383181294368626,2.014253113970428,False,1.1870214124950023,1.3018711690447269,0.1347280243501121,3.5935603833118535,2.2383181294368626,2.014253113970428,False
