fit_days,strategy,lead,target,station,candidate_origin,candidate_target,distance,mse_displacement,mse_hydrology,mse_static,mse_history,mse_lead,candidate_demand_mm,query_demand_mm,demand_difference_mm,nonzero_pair,same_direction
342,IN,33,375,MJ3,252,285,2.540665924240367,3.2230419149072826,9.483618110491973,0.0,4.623939705504743,0.0,-3.6010841650919474,6.091811065233969,9.692895230325917,True,False
342,IN,33,375,MJ1,252,285,2.540665924240367,3.2230419149072826,9.483618110491973,0.0,4.623939705504743,0.0,0.963521829718843,-0.1948814658999254,-1.1584032956187684,True,False
342,IN,34,376,ATU1,252,286,2.5631974858908175,3.2222342831938837,9.67265879365528,0.0,4.623939705504743,0.0,-22.96412557057888,35.1717899146597,58.13591548523858,True,False
342,IN,34,376,ATU5,252,286,2.5631974858908175,3.2222342831938837,9.67265879365528,0.0,4.623939705504743,0.0,-28.652996090148633,42.12573846284232,70.77873455299095,True,False
342,IN,34,376,MJ3,252,286,2.5631974858908175,3.2222342831938837,9.67265879365528,0.0,4.623939705504743,0.0,-3.862186151468336,6.694291981839797,10.556478133308133,True,False
342,IN,34,376,MJ1,252,286,2.5631974858908175,3.2222342831938837,9.67265879365528,0.0,4.623939705504743,0.0,1.0071880062007494,0.059825953912877594,-0.9473620522878718,True,True
342,IN,35,377,ATU1,252,287,2.5823075417222157,3.2218455319912427,9.834257931844496,0.0,4.623939705504743,0.0,-22.628989813389865,36.43593408693701,59.064923900326875,True,False
342,IN,35,377,ATU5,252,287,2.5823075417222157,3.2218455319912427,9.834257931844496,0.0,4.623939705504743,0.0,-28.672029483776257,43.525955484548064,72.19798496832432,True,False
342,IN,35,377,MJ3,252,287,2.5823075417222157,3.2218455319912427,9.834257931844496,0.0,4.623939705504743,0.0,-4.085203559464276,7.312252337758764,11.39745589722304,True,False
342,IN,35,377,MJ1,252,287,2.5823075417222157,3.2218455319912427,9.834257931844496,0.0,4.623939705504743,0.0,1.0741196795275982,0.30144443167330337,-0.7726752478542949,True,True
342,IN,36,378,ATU1,252,288,2.598934225430177,3.2243711219997024,9.975424130826806,0.0,4.623939705504743,0.0,-22.324674384802236,37.700279139365335,60.02495352416757,True,False
342,IN,36,378,ATU5,252,288,2.598934225430177,3.2243711219997024,9.975424130826806,0.0,4.623939705504743,0.0,-28.723592532790576,44.93612604961265,73.65971858240323,True,False
342,IN,36,378,MJ3,252,288,2.598934225430177,3.2243711219997024,9.975424130826806,0.0,4.623939705504743,0.0,-4.299621570304453,7.945131455845058,12.24475302614951,True,False
342,IN,36,378,MJ1,252,288,2.598934225430177,3.2243711219997024,9.975424130826806,0.0,4.623939705504743,0.0,1.1054574510668544,0.5324763167325273,-0.5729811343343272,True,True
342,IN,37,379,ATU1,252,289,2.613249727000771,3.226609894271259,10.09768613720349,0.0,4.623939705504743,0.0,-21.982684471076155,38.95572422602618,60.93840869710233,True,False
342,IN,37,379,ATU5,252,289,2.613249727000771,3.226609894271259,10.09768613720349,0.0,4.623939705504743,0.0,-28.731324373598213,46.348766362313086,75.0800907359113,True,False
342,IN,37,379,MJ3,252,289,2.613249727000771,3.226609894271259,10.09768613720349,0.0,4.623939705504743,0.0,-4.459996986248711,8.592368761603211,13.052365747851923,True,False
