phase,candidate,reference,metric,difference,lower,upper,n,block_length,replicates,seed,confidence
development,C16_FAST_PHYS,C16_FAST_TREND,crps,0.01581443139,-0.0062643639047,0.0418821949614,347,30,2000,20260913,0.95
development,C16_FAST_PHYS,C16_FAST_TREND,coverage90,-0.0252161383285,-0.0475504322767,-0.00646613832853,347,30,2000,20260913,0.95
development,C16_FAST_PHYS,C16_FAST_TREND,width90,-8.881784197e-16,-8.881784197e-16,0,347,30,2000,20260913,0.95
development,C16_FAST_PHYS,C16_FAST_TREND,interval_score90,0.321653510029,0.0746931972426,0.645277563599,347,30,2000,20260913,0.95
development,C16_FAST_PHYS,C8_ONLINE_DATA,mae,0.00522970894822,-0.0308305610749,0.0528707109304,347,30,2000,20260913,0.95
development,C16_FAST_PHYS,C8_ONLINE_DATA,rmse,0.022643048481,-0.0325856865422,0.0959094836958,347,30,2000,20260913,0.95
development,C16_FAST_PHYS,C8_ONLINE_DATA,pooled_rmse,0.0281352069722,-0.0360225165862,0.125975601717,347,30,2000,20260913,0.95
development,C16_FAST_PHYS,C8_ONLINE_DATA,crps,0.00654620917773,-0.0194302523777,0.0408747178776,347,30,2000,20260913,0.95
development,C16_FAST_PHYS,C8_ONLINE_DATA,coverage90,-0.00936599423631,-0.0302593659942,0.00936599423631,347,30,2000,20260913,0.95
development,C16_FAST_PHYS,C8_ONLINE_DATA,width90,0,-4.4408920985e-16,0,347,30,2000,20260913,0.95
development,C16_FAST_PHYS,C8_ONLINE_DATA,interval_score90,0.117071198159,-0.190667604576,0.495382621676,347,30,2000,20260913,0.95
development,C16_FAST_CORE,B_ANCHOR,mae,-6.19916802964,-8.99151391752,-3.79571093045,347,30,2000,20260913,0.95
development,C16_FAST_CORE,B_ANCHOR,rmse,-9.50840391553,-12.3026151227,-5.76892713531,347,30,2000,20260913,0.95
development,C16_FAST_CORE,B_ANCHOR,pooled_rmse,-9.79259426119,-12.9679194516,-5.92658939669,347,30,2000,20260913,0.95
development,C16_FAST_CORE,B_ANCHOR,crps,-5.55253575205,-7.59825595149,-3.86105143946,347,30,2000,20260913,0.95
development,C16_FAST_CORE,B_ANCHOR,coverage90,-0.00648414985591,-0.082871037464,0.0778097982709,347,30,2000,20260913,0.95
development,C16_FAST_CORE,B_ANCHOR,width90,-38.4239209318,-48.4944076176,-29.7423349771,347,30,2000,20260913,0.95
development,C16_FAST_CORE,B_ANCHOR,interval_score90,-64.9644443273,-101.372550046,-41.6386238442,347,30,2000,20260913,0.95
development,C16_FAST_CORE,DRIFT1,mae,-0.576471007702,-0.788700341933,-0.388255931923,347,30,2000,20260913,0.95
development,C16_FAST_CORE,DRIFT1,rmse,-0.76393867028,-1.00172752029,-0.50005528947,347,30,2000,20260913,0.95
development,C16_FAST_CORE,DRIFT1,pooled_rmse,-0.776725892565,-1.0317204084,-0.515700673087,347,30,2000,20260913,0.95
development,C16_FAST_CORE,DRIFT1,crps,-1.46199698824,-2.03599867637,-1.02013248436,347,30,2000,20260913,0.95
development,C16_FAST_CORE,DRIFT1,coverage90,-0.0727665706052,-0.14409221902,-0.00864553314121,347,30,2000,20260913,0.95
development,C16_FAST_CORE,DRIFT1,width90,-19.8964654795,-28.5615405498,-13.5052337337,347,30,2000,20260913,0.95
development,C16_FAST_CORE,DRIFT1,interval_score90,-19.9064905191,-28.389598826,-13.6189424857,347,30,2000,20260913,0.95
development,C16_FAST_CORE,C8_ONLINE_DATA,mae,-0.0350177062686,-0.050842853384,-0.0201690891705,347,30,2000,20260913,0.95
development,C16_FAST_CORE,C8_ONLINE_DATA,rmse,-0.0374113534959,-0.05350508529,-0.0199057883934,347,30,2000,20260913,0.95
development,C16_FAST_CORE,C8_ONLINE_DATA,pooled_rmse,-0.0373574472891,-0.054170641022,-0.0196847439263,347,30,2000,20260913,0.95
development,C16_FAST_CORE,C8_ONLINE_DATA,crps,-0.0206422630039,-0.0329002162312,-0.0098226963184,347,30,2000,20260913,0.95
development,C16_FAST_CORE,C8_ONLINE_DATA,coverage90,0.014409221902,0.0021613832853,0.0309798270893,347,30,2000,20260913,0.95
development,C16_FAST_CORE,C8_ONLINE_DATA,width90,0,-8.881784197e-16,0,347,30,2000,20260913,0.95
development,C16_FAST_CORE,C8_ONLINE_DATA,interval_score90,-0.169625379145,-0.326269556636,-0.0399897984801,347,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,B_ANCHOR,mae,-2.71542104808,-4.30664367579,-1.45524899159,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,B_ANCHOR,rmse,-4.11284221036,-6.14630283717,-1.89220332199,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,B_ANCHOR,pooled_rmse,-4.23405542113,-6.69446788373,-1.81528570058,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,B_ANCHOR,crps,-2.74978702907,-4.15324660209,-1.68399678418,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,B_ANCHOR,coverage90,-0.0388257575758,-0.223508522727,0.127888257576,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,B_ANCHOR,width90,-23.1273110798,-33.5227563509,-14.4565671979,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,B_ANCHOR,interval_score90,-30.9950486781,-51.4165041804,-15.4973744344,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,DRIFT1,mae,-1.46893631711,-2.73529671209,-0.583967824449,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,DRIFT1,rmse,-2.66853819187,-4.24783517142,-0.826147150119,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,DRIFT1,pooled_rmse,-3.25501690802,-5.37379616693,-0.960305545491,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,DRIFT1,crps,-1.8910402261,-3.04190604455,-1.0163108284,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,DRIFT1,coverage90,-0.0407196969697,-0.163873106061,0.0681818181818,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,DRIFT1,width90,-15.6565463453,-23.8774414099,-8.64766449154,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,DRIFT1,interval_score90,-24.4785226752,-42.3783957784,-11.2094094743,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_CORE,mae,-0.00784504851926,-0.0402449391968,0.0155449798049,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_CORE,rmse,-0.0225521745195,-0.0542893040477,0.0126675346419,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_CORE,pooled_rmse,-0.0386580940409,-0.0858993786777,0.0128525015326,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_CORE,crps,-0.00225782190178,-0.0217548028425,0.00987406038911,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_CORE,coverage90,0.00189393939394,0,0.00473484848485,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_CORE,width90,8.881784197e-16,0,1.7763568394e-15,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_CORE,interval_score90,-0.0184176902179,-0.125714771983,0.0701440195785,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_TREND,mae,-0.0605116451942,-0.132791838834,-0.00530646356396,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_TREND,rmse,-0.0837601005578,-0.166434391885,-0.0112431601372,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_TREND,pooled_rmse,-0.0934666875796,-0.207867156005,0.00364032058113,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_TREND,crps,-0.0286540041581,-0.0640454404749,-0.000611930381507,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_TREND,coverage90,0.0132575757576,0.00284090909091,0.0265151515152,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_TREND,width90,8.881784197e-16,0,1.7763568394e-15,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C16_FAST_TREND,interval_score90,-0.207090381758,-0.491984031803,0.00901375637501,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C8_ONLINE_DATA,mae,-0.176622132687,-0.426851806659,-0.0242903054398,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C8_ONLINE_DATA,rmse,-0.336665851938,-0.614622431655,-0.0199087832848,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C8_ONLINE_DATA,pooled_rmse,-0.445649069151,-0.817451495981,-0.0244053648746,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C8_ONLINE_DATA,crps,-0.120443451711,-0.293955887117,-0.0149541618376,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C8_ONLINE_DATA,coverage90,0.0350378787879,0.0103929924242,0.0606060606061,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C8_ONLINE_DATA,width90,8.881784197e-16,0,1.7763568394e-15,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_PHYS,C8_ONLINE_DATA,interval_score90,-1.04459349295,-2.43361953739,-0.128179107897,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,B_ANCHOR,mae,-2.70757599956,-4.29639411499,-1.46179499135,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,B_ANCHOR,rmse,-4.09029003584,-6.12736338013,-1.87971555298,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,B_ANCHOR,pooled_rmse,-4.19539732709,-6.66359991044,-1.79625245931,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,B_ANCHOR,crps,-2.74752920717,-4.13828080647,-1.68693375338,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,B_ANCHOR,coverage90,-0.0407196969697,-0.224431818182,0.125970643939,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,B_ANCHOR,width90,-23.1273110798,-33.5227563509,-14.4565671979,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,B_ANCHOR,interval_score90,-30.9766309879,-51.3744074272,-15.5575622196,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,DRIFT1,mae,-1.46109126859,-2.70523744985,-0.588706748195,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,DRIFT1,rmse,-2.64598601735,-4.22151903941,-0.824852907188,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,DRIFT1,pooled_rmse,-3.21635881398,-5.32962562546,-0.953264322874,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,DRIFT1,crps,-1.8887824042,-3.02443666212,-1.01634061662,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,DRIFT1,coverage90,-0.0426136363636,-0.165743371212,0.0653409090909,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,DRIFT1,width90,-15.6565463453,-23.8774414099,-8.64766449154,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,DRIFT1,interval_score90,-24.4601049849,-42.36300362,-11.2139650912,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,C8_ONLINE_DATA,mae,-0.168777084168,-0.385989342169,-0.0328477414477,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,C8_ONLINE_DATA,rmse,-0.314113677419,-0.570442621346,-0.0214714744799,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,C8_ONLINE_DATA,pooled_rmse,-0.40699097511,-0.758874505715,-0.0237414592605,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,C8_ONLINE_DATA,crps,-0.118185629809,-0.274955443167,-0.0214117605604,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,C8_ONLINE_DATA,coverage90,0.0331439393939,0.0094696969697,0.0577651515152,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,C8_ONLINE_DATA,width90,0,-8.881784197e-16,8.881784197e-16,264,30,2000,20260913,0.95
later_exploratory,C16_FAST_CORE,C8_ONLINE_DATA,interval_score90,-1.02617580273,-2.31962226816,-0.126179150705,264,30,2000,20260913,0.95
