horizon_days,split,evaluation_role,estimator,subset,metric,class_level,class_color,value,numerator,denominator,status
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,support,3.0,orange,22.0,22.0,300.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,precision,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,recall,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,f1,4.0,red,,,,absent_target_class
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,support,4.0,red,0.0,0.0,300.0,absent_target_class
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,balanced_accuracy_supported_classes,,,0.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,ordinal_mae,,,1.0,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,quadratic_weighted_kappa,,,0.3686160062857784,,,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,false_escalation_vs_proxy_count,,,146.0,146.0,300.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,false_escalation_vs_proxy_rate,,,0.4866666666666667,146.0,300.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,false_deescalation_vs_proxy_count,,,154.0,154.0,300.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,false_deescalation_vs_proxy_rate,,,0.5133333333333333,154.0,300.0,ok
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,multiclass_log_loss,,,,,,probability_not_available
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,multiclass_brier,,,,,,probability_not_available
3,calibration,chronological_evaluation_only,current_state_persistence,transition_only,top_label_ece,,,,,,probability_not_available
3,test,historical_holdout_evaluation_only,ngboost,all,row_count,,,2272.0,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,accuracy,,,0.860475352112676,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,macro_f1_fixed_five,,,0.716476751726532,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,macro_f1_supported_classes,,,0.716476751726532,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,precision,0.0,green,0.8624787775891342,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,recall,0.0,green,0.8896672504378283,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,f1,0.0,green,0.8758620689655172,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,support,0.0,green,571.0,571.0,2272.0,ok
3,test,historical_holdout_evaluation_only,ngboost,all,precision,1.0,blue,0.9190243902439025,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,recall,1.0,blue,0.9075144508670521,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,f1,1.0,blue,0.9132331555986427,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,support,1.0,blue,1038.0,1038.0,2272.0,ok
3,test,historical_holdout_evaluation_only,ngboost,all,precision,2.0,yellow,0.6666666666666666,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,recall,2.0,yellow,0.8666666666666667,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,f1,2.0,yellow,0.7536231884057971,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,support,2.0,yellow,180.0,180.0,2272.0,ok
3,test,historical_holdout_evaluation_only,ngboost,all,precision,3.0,orange,0.6470588235294118,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,recall,3.0,orange,0.08270676691729323,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,f1,3.0,orange,0.14666666666666667,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,support,3.0,orange,133.0,133.0,2272.0,ok
3,test,historical_holdout_evaluation_only,ngboost,all,precision,4.0,red,0.8304668304668305,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,recall,4.0,red,0.9657142857142857,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,f1,4.0,red,0.892998678996037,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,support,4.0,red,350.0,350.0,2272.0,ok
3,test,historical_holdout_evaluation_only,ngboost,all,balanced_accuracy_supported_classes,,,0.7424538841206252,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,ordinal_mae,,,0.14568661971830985,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,quadratic_weighted_kappa,,,0.9562645066532774,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,false_escalation_vs_proxy_count,,,146.0,146.0,2272.0,ok
3,test,historical_holdout_evaluation_only,ngboost,all,false_escalation_vs_proxy_rate,,,0.06426056338028169,146.0,2272.0,ok
3,test,historical_holdout_evaluation_only,ngboost,all,false_deescalation_vs_proxy_count,,,171.0,171.0,2272.0,ok
3,test,historical_holdout_evaluation_only,ngboost,all,false_deescalation_vs_proxy_rate,,,0.07526408450704225,171.0,2272.0,ok
3,test,historical_holdout_evaluation_only,ngboost,all,multiclass_log_loss,,,0.41330271957678427,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,multiclass_brier,,,0.2100685432059311,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,top_label_ece,,,0.04658729508428844,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,0.0,green,0.03700453854372427,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,0.0,green,0.9810686203953376,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,0.0,green,0.9355497079780717,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,1.0,blue,0.052971585539765706,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,1.0,blue,0.9746941974811303,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,1.0,blue,0.9709268266719242,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,2.0,yellow,0.03130612348772309,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,2.0,yellow,0.9727042171234332,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,2.0,yellow,0.8050723866644686,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,3.0,orange,0.03896381482770167,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,3.0,orange,0.9465511605099706,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,3.0,orange,0.5015858797416983,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,4.0,red,0.024750227777927365,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,4.0,red,0.9924921956295525,,,ok
3,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,4.0,red,0.9404074492737291,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,row_count,,,2272.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,accuracy,,,0.25132042253521125,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,macro_f1_fixed_five,,,0.0803376714737953,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,macro_f1_supported_classes,,,0.0803376714737953,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,precision,0.0,green,0.25132042253521125,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,recall,0.0,green,1.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,f1,0.0,green,0.40168835736897646,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,support,0.0,green,571.0,571.0,2272.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,precision,1.0,blue,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,recall,1.0,blue,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,f1,1.0,blue,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,support,1.0,blue,1038.0,1038.0,2272.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,precision,2.0,yellow,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,recall,2.0,yellow,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,f1,2.0,yellow,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,support,2.0,yellow,180.0,180.0,2272.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,precision,3.0,orange,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,recall,3.0,orange,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,f1,3.0,orange,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,support,3.0,orange,133.0,133.0,2272.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,precision,4.0,red,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,recall,4.0,red,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,f1,4.0,red,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,support,4.0,red,350.0,350.0,2272.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,balanced_accuracy_supported_classes,,,0.2,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,ordinal_mae,,,1.4071302816901408,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,quadratic_weighted_kappa,,,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,false_escalation_vs_proxy_count,,,0.0,0.0,2272.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,false_escalation_vs_proxy_rate,,,0.0,0.0,2272.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,false_deescalation_vs_proxy_count,,,1701.0,1701.0,2272.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,false_deescalation_vs_proxy_rate,,,0.7486795774647887,1701.0,2272.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,multiclass_log_loss,,,1.7336065145163944,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,multiclass_brier,,,0.7761839162204983,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,top_label_ece,,,0.23436239684804872,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,classwise_ece,0.0,green,0.23436239684804872,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,0.0,green,0.5,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,0.0,green,0.25132042253521125,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,classwise_ece,1.0,blue,0.06259306942979459,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,1.0,blue,0.5,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,1.0,blue,0.45686619718309857,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,classwise_ece,2.0,yellow,0.017277951852081627,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,2.0,yellow,0.5,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,2.0,yellow,0.07922535211267606,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,classwise_ece,3.0,orange,0.047112520940621704,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,3.0,orange,0.5,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,3.0,orange,0.058538732394366196,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,classwise_ece,4.0,red,0.14193475832971394,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,4.0,red,0.5,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,4.0,red,0.15404929577464788,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,row_count,,,2272.0,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,accuracy,,,0.8763204225352113,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,macro_f1_fixed_five,,,0.8349069388248955,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,macro_f1_supported_classes,,,0.8349069388248955,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,precision,0.0,green,0.8564102564102564,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,recall,0.0,green,0.8774080560420315,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,f1,0.0,green,0.8667820069204152,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,support,0.0,green,571.0,571.0,2272.0,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,precision,1.0,blue,0.9030710172744721,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,recall,1.0,blue,0.9065510597302505,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,f1,1.0,blue,0.9048076923076923,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,support,1.0,blue,1038.0,1038.0,2272.0,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,precision,2.0,yellow,0.7777777777777778,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,recall,2.0,yellow,0.7777777777777778,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,f1,2.0,yellow,0.7777777777777778,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,support,2.0,yellow,180.0,180.0,2272.0,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,precision,3.0,orange,0.7076923076923077,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,recall,3.0,orange,0.6917293233082706,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,f1,3.0,orange,0.6996197718631179,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,support,3.0,orange,133.0,133.0,2272.0,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,precision,4.0,red,0.9462686567164179,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,recall,4.0,red,0.9057142857142857,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,f1,4.0,red,0.9255474452554745,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,support,4.0,red,350.0,350.0,2272.0,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,balanced_accuracy_supported_classes,,,0.8318361005145233,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,ordinal_mae,,,0.12720070422535212,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,quadratic_weighted_kappa,,,0.9620303713194731,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,false_escalation_vs_proxy_count,,,107.0,107.0,2272.0,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,false_escalation_vs_proxy_rate,,,0.04709507042253521,107.0,2272.0,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,false_deescalation_vs_proxy_count,,,174.0,174.0,2272.0,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,false_deescalation_vs_proxy_rate,,,0.07658450704225352,174.0,2272.0,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,all,multiclass_log_loss,,,,,,probability_not_available
3,test,historical_holdout_evaluation_only,current_state_persistence,all,multiclass_brier,,,,,,probability_not_available
3,test,historical_holdout_evaluation_only,current_state_persistence,all,top_label_ece,,,,,,probability_not_available
3,test,historical_holdout_evaluation_only,ngboost,transition_only,row_count,,,281.0,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,accuracy,,,0.3309608540925267,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,macro_f1_fixed_five,,,0.3264224349533628,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,macro_f1_supported_classes,,,0.3264224349533628,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,0.0,green,0.25,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,0.0,green,0.2857142857142857,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,0.0,green,0.26666666666666666,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,support,0.0,green,70.0,70.0,281.0,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,1.0,blue,0.28865979381443296,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,1.0,blue,0.28865979381443296,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,1.0,blue,0.28865979381443296,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,support,1.0,blue,97.0,97.0,281.0,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,2.0,yellow,0.30357142857142855,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,2.0,yellow,0.425,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,2.0,yellow,0.3541666666666667,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,support,2.0,yellow,40.0,40.0,281.0,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,3.0,orange,1.0,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,3.0,orange,0.024390243902439025,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,3.0,orange,0.047619047619047616,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,support,3.0,orange,41.0,41.0,281.0,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,4.0,red,0.574468085106383,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,4.0,red,0.8181818181818182,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,4.0,red,0.675,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,support,4.0,red,33.0,33.0,281.0,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,balanced_accuracy_supported_classes,,,0.36838922832259524,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,ordinal_mae,,,0.7188612099644128,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,quadratic_weighted_kappa,,,0.7694081693289379,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_count,,,78.0,78.0,281.0,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_rate,,,0.2775800711743772,78.0,281.0,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_count,,,110.0,110.0,281.0,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_rate,,,0.3914590747330961,110.0,281.0,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,multiclass_log_loss,,,1.4200404664798585,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,multiclass_brier,,,0.8422180958339793,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label_ece,,,0.36554322133037404,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,0.0,green,0.21397576484772787,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,0.0,green,0.6666892349356806,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,0.0,green,0.3012133213873968,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,1.0,blue,0.248537654772239,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,1.0,blue,0.5207586284177499,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,1.0,blue,0.32557810403757836,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,2.0,yellow,0.12580214014479793,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.7866701244813278,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.28258357515983934,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,3.0,orange,0.10769815780302444,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,3.0,orange,0.9320121951219512,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,3.0,orange,0.6893017180828296,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,4.0,red,0.05270375628131033,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,4.0,red,0.9345063538611926,,,ok
3,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,4.0,red,0.5106196817604949,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,row_count,,,281.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,accuracy,,,0.2491103202846975,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,macro_f1_fixed_five,,,0.07977207977207977,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,macro_f1_supported_classes,,,0.07977207977207977,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,precision,0.0,green,0.2491103202846975,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,recall,0.0,green,1.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,f1,0.0,green,0.39886039886039887,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,support,0.0,green,70.0,70.0,281.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,precision,1.0,blue,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,recall,1.0,blue,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,f1,1.0,blue,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,support,1.0,blue,97.0,97.0,281.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,precision,2.0,yellow,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,recall,2.0,yellow,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,f1,2.0,yellow,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,support,2.0,yellow,40.0,40.0,281.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,precision,3.0,orange,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,recall,3.0,orange,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,f1,3.0,orange,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,support,3.0,orange,41.0,41.0,281.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,precision,4.0,red,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,recall,4.0,red,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,f1,4.0,red,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,support,4.0,red,33.0,33.0,281.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,balanced_accuracy_supported_classes,,,0.2,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,ordinal_mae,,,1.5373665480427046,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,quadratic_weighted_kappa,,,0.0,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,false_escalation_vs_proxy_count,,,0.0,0.0,281.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,false_escalation_vs_proxy_rate,,,0.0,0.0,281.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,false_deescalation_vs_proxy_count,,,211.0,211.0,281.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,false_deescalation_vs_proxy_rate,,,0.7508896797153025,211.0,281.0,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,multiclass_log_loss,,,2.0047909960764865,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,multiclass_brier,,,0.8530953060880913,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,top_label_ece,,,0.23657249909856234,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,classwise_ece,0.0,green,0.23657249909856234,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,0.0,green,0.5,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,0.0,green,0.2491103202846975,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,classwise_ece,1.0,blue,0.04907739821593743,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,1.0,blue,0.5,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,1.0,blue,0.34519572953736655,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,classwise_ece,2.0,yellow,0.04584545048364089,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.5,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.1423487544483986,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,classwise_ece,3.0,orange,0.13448126185586404,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,3.0,orange,0.5,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,3.0,orange,0.14590747330960854,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,classwise_ece,4.0,red,0.1053231849749949,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,4.0,red,0.5,,,ok
3,test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,4.0,red,0.11743772241992882,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,row_count,,,281.0,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,accuracy,,,0.0,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,macro_f1_fixed_five,,,0.0,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,macro_f1_supported_classes,,,0.0,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,precision,0.0,green,0.0,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,recall,0.0,green,0.0,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,f1,0.0,green,0.0,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,support,0.0,green,70.0,70.0,281.0,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,precision,1.0,blue,0.0,,,ok
3,test,historical_holdout_evaluation_only,current_state_persistence,transition_only,recall,1.0,blue,0.0,,,ok
