origin,seed,point,metric,data,physics,difference,relative_change
1168,0,MJ1,mae,2.8718729727787977,3.3933832225862575,0.52151024980745975,0.18159238056509563
1168,0,MJ1,rmse,3.6296667175420767,4.2878245215658133,0.65815780402373658,0.18132733808392887
1168,0,MJ1,crps,5.6491051172602722,3.7766830560792992,-1.872422061180973,-0.33145463260366248
1168,0,MJ1,interval_score90,76.355780747452656,45.912796590462662,-30.442984156989993,-0.39869914051013899
1168,0,MJ1,coverage90,1,1,0,0
1168,0,MJ1,width90,76.355780747452656,45.912796590462662,-30.442984156989993,-0.39869914051013899
1168,1,average,mae,5.9527000123859883,6.1842379038252497,0.2315378914392614,0.038896280840205799
1168,1,average,rmse,7.6940919838657056,8.8817070119105228,1.1876150280448172,0.15435414998094799
1168,1,average,crps,8.3288493184023071,5.2254514826902927,-3.1033978357120144,-0.3726082339915987
1168,1,average,interval_score90,107.57775232233413,45.795888250186238,-61.781864072147897,-0.57429963666680373
1168,1,average,coverage90,0.91808873720136519,0.97610921501706471,0.058020477815699523,0.063197026022304703
1168,1,average,width90,97.918474056777058,43.677323187382768,-54.241150869394289,-0.55394195418060832
1168,1,ATU1,mae,4.7945087470225465,4.4560439018711619,-0.33846484515138453,-0.070594270030600259
1168,1,ATU1,rmse,6.6028843375897566,7.1298146617539286,0.52693032416417207,0.079803052306155697
1168,1,ATU1,crps,8.644686715917496,4.1670800399758861,-4.47760667594161,-0.5179605488417498
1168,1,ATU1,interval_score90,114.79727660948819,45.413717399194915,-69.383559210293271,-0.60440074241760022
1168,1,ATU1,coverage90,1,0.96245733788395904,-0.037542662116040959,-0.037542662116040959
1168,1,ATU1,width90,114.79727660948819,39.499737727154653,-75.297538882333541,-0.65591746691410679
1168,1,ATU5,mae,9.5748581050354229,5.4683583707064454,-4.1064997343289775,-0.42888361261138352
1168,1,ATU5,rmse,12.181862759749515,6.4370142286828047,-5.7448485310667108,-0.47159031786570849
1168,1,ATU5,crps,14.535488877286115,3.6990213497749407,-10.836467527511175,-0.74551792643485026
1168,1,ATU5,interval_score90,190.35154439998971,24.88169023369506,-165.46985416629465,-0.86928558782055032
1168,1,ATU5,coverage90,1,0.94539249146757676,-0.054607508532423243,-0.054607508532423243
1168,1,ATU5,width90,190.35154439998971,22.352784337241019,-167.99876006274869,-0.88257103766770262
1168,1,MJ3,mae,5.6676763473326739,8.4711724395169288,2.8034960921842549,0.4946464689190726
1168,1,MJ3,rmse,7.4485748071080602,12.519346946009213,5.0707721389011526,0.68077078773004907
1168,1,MJ3,crps,4.3589936068220076,7.5204987451088678,3.1615051382868602,0.72528327028031714
1168,1,MJ3,interval_score90,48.806407532406034,66.94397409467274,18.137566562266706,0.37162265119029492
1168,1,MJ3,coverage90,0.67235494880546076,1,0.32764505119453924,0.48730964467005067
1168,1,MJ3,width90,10.169294470177647,66.94397409467274,56.774679624495093,5.5829516778171628
1168,1,MJ1,mae,3.7737568501533127,6.3413769032064637,2.567620053053151,0.68038831196791039
1168,1,MJ1,rmse,4.5430460310154936,9.4406522111961468,4.8976061801806532,1.0780445865493258
1168,1,MJ1,crps,5.7762280735836127,5.5152057959014753,-0.26102227768213737,-0.045189053194742979
1168,1,MJ1,interval_score90,76.355780747452656,45.944171273182221,-30.411609474270435,-0.39828823929987789
1168,1,MJ1,coverage90,1,0.9965870307167235,-0.0034129692832765013,-0.0034129692832765013
1168,1,MJ1,width90,76.355780747452656,45.912796590462676,-30.442984156989979,-0.39869914051013877
1168,2,average,mae,6.4620599475153382,7.5286499902281951,1.066590042712857,0.16505418572029207
1168,2,average,rmse,8.6797968929288807,11.922665879896643,3.2428689869677623,0.37361116014242346
1168,2,average,crps,8.7092992897940782,6.3322682029043902,-2.377031086889688,-0.27293023328239419
1168,2,average,interval_score90,117.23808604112494,57.53936003198978,-59.698726009135164,-0.50920931947143833
1168,2,average,coverage90,0.91382252559726962,0.90784982935153591,-0.0059726962457337107,-0.0065359477124181664
1168,2,average,width90,97.918474056777058,43.677323187382768,-54.241150869394289,-0.55394195418060832
1168,2,ATU1,mae,4.9270284782404543,5.6759563022284114,0.7489278239879571,0.15200395680591128
1168,2,ATU1,rmse,6.5731270122890892,10.213195155683195,3.6400681433941058,0.55378028396357637
1168,2,ATU1,crps,8.640164578695293,5.1668326589084517,-3.4733319197868413,-0.40199835178502252
1168,2,ATU1,interval_score90,114.79727660948821,58.003282451082569,-56.793994158405638,-0.49473293997735401
1168,2,ATU1,coverage90,1,0.93515358361774747,-0.064846416382252525,-0.064846416382252525
1168,2,ATU1,width90,114.79727660948821,39.499737727154638,-75.297538882333569,-0.65591746691410702
1168,2,ATU5,mae,10.832456576240288,4.1381253963258109,-6.6943311799144771,-0.61798827743262785
1168,2,ATU5,rmse,13.290744055644304,7.6702534943898684,-5.6204905612544351,-0.42288757783034192
1168,2,ATU5,crps,14.728024719745108,3.5274867134253429,-11.200538006319764,-0.76049152683073495
1168,2,ATU5,interval_score90,190.35154439998971,42.398275338597571,-147.95326906139212,-0.77726329737832234
1168,2,ATU5,coverage90,1,0.92150170648464169,-0.078498293515358308,-0.078498293515358308
1168,2,ATU5,width90,190.35154439998971,22.352784337241019,-167.99876006274869,-0.88257103766770262
1168,2,MJ3,mae,6.4445148901037772,12.616052431544389,6.1715375414406122,0.95764190892283452
1168,2,MJ3,rmse,10.290780924059446,18.095006936121415,7.8042260120619691,0.75837062995054061
1168,2,MJ3,crps,5.689540876613945,10.094041526691036,4.4045006500770914,0.77413990787572495
1168,2,MJ3,interval_score90,87.447742407569251,78.365866043865054,-9.0818763637041968,-0.10385489795009384
1168,2,MJ3,coverage90,0.65529010238907848,0.89078498293515362,0.23549488054607515,0.359375
1168,2,MJ3,width90,10.169294470177647,66.94397409467274,56.774679624495093,5.5829516778171628
1168,2,MJ1,mae,3.6442398454768372,7.6844658308141689,4.0402259853373312,1.1086608337132327
1168,2,MJ1,rmse,4.5645355797226896,11.712207933392094,7.147672353669404,1.5659144788841033
1168,2,MJ1,crps,5.7794669841219672,6.5407119125927311,0.76124492847076386,0.13171542125980573
1168,2,MJ1,interval_score90,76.355780747452656,51.390016294413918,-24.965764453038737,-0.32696626514255944
1168,2,MJ1,coverage90,1,0.88395904436860073,-0.11604095563139927,-0.11604095563139927
1168,2,MJ1,width90,76.355780747452656,45.912796590462676,-30.442984156989979,-0.39869914051013877
